00007ffb0559d372 (__TEXT,__text) non-external _DiToMD5
00007ffb0558c8cf (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb055860a5 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb055adf35 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb055adf58 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb055adf7b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb055adf9e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb055adfc1 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb055adfe4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb055ae007 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb055ac54e (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb055ac58c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb05584762 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb055ad87d (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb055acb6e (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb05583dc3 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0559e566 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb055a36e4 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb0558a7cb (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb05582940 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0559fee8 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb055a3684 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0558f1a7 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0558f900 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb055af130 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb055af153 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0558f940 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb055af176 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb055af199 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb055af1bc (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb055af1df (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb055acbac (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb4345f1d0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb05599cf0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb4345f1c0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb055a0354 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb055a3654 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0558f22e (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0558eeb1 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb055864b6 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb055ae0b6 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb055ae0ea (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0559105d (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb05587d3a (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb055ae660 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb055ae683 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb055ae6a6 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb055b0660 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb055a2ad6 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb055a36b4 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0558f33c (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0558fdfa (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb055af2d4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb055af2f7 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb4345f1b0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb055a1228 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb055b4400 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0558e827 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb055a9710 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb055b3a70 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0558e8ac (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0559213f (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb055af478 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb055af49b (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb055af4be (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb055acc4a (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb055b33b8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb055b4a40 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb055b3240 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb055b3668 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb055b3e78 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb055b3fd0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb055b4558 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb05583025 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0559e13e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb055879e4 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb055b0c38 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb055b24b8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb055b3510 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0558ee02 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0558eaa8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb055aeff5 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0559f0b2 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb055a1fde (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb055b1d50 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0558ef40 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb055b1558 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb055b1bc8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb055b30b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb055b3918 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb05591e5d (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb055af3c9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb055af3ec (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb055af40f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb055af432 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0558df51 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb055aee78 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb05588317 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb055ae70f (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb055b0ef0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb055b2b98 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb055b2f30 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb055b37c0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb055b3bc8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb055b3d20 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb055b4148 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0558f058 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb055b0d90 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb4345f1b4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb055b2250 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb055b1230 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb055b1fd0 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb055b42a0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb055b13c0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb055b1e90 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb055b1a30 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb055b2110 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb055a8754 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb055b16e0 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0558dcec (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb055aee0f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb055aee32 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb055aee55 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb055b29e8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb055b46b0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb055aaedd (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb055b0a88 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb055a8f70 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb055b1080 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb055b1880 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb055b0220 (__TEXT,__const) non-external __ZL4yyr1
00007ffb055b01f0 (__TEXT,__const) non-external __ZL4yyr2
00007ffb055ad477 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb055b2638 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb055b2d18 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb055b2808 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb055b47f0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0558d027 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb055aed0f (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb055aed32 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb055837db (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb055affa0 (__TEXT,__const) non-external __ZL6yypact
00007ffb055b00e0 (__TEXT,__const) non-external __ZL7yycheck
00007ffb055b0241 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb055b0150 (__TEXT,__const) non-external __ZL7yytable
00007ffb0559ccd2 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb0559d06e (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb055b01c0 (__TEXT,__const) non-external __ZL8yydefact
00007ffb05585a06 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb055adcbf (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb055acbdc (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb055842c4 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb055b0260 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb4345eda0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb05583fac (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb055840cf (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb05583bc8 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb055b0250 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb0559a4fc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb055af56f (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00007ffb0559a6a6 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb0559a182 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb05599db0 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb05599e98 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb05599b90 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb0559a3ca (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0558c48c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb055a0d60 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0558c6b0 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb055a1080 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb0558c526 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb055a0f7c (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb055a0e78 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0558c574 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb0558c40e (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb055aebd4 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb055a116a (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb055a0ccc (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0558c62c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb0558c372 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb0558c316 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0558c4dc (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb0558c278 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb0558c4fc (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb0558c6da (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb055a0c1c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb0558c67a (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb0558c5d0 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb055a0c26 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb0558a014 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb055a3442 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb055a35b0 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb0558a082 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0558a030 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb055ae981 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb055a33dc (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0558a022 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb0558a0c2 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb055a33fe (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb0558c13c (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb055ab992 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0558c20a (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb055abcb2 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb055abbae (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb055abaaa (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
