00000001e343faa8 (__DATA,__data) non-external _C
000000018034e51c (__TEXT,__text) external _realpath
00000001802f52d8 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00000001e556cb1c (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00000001e556cb20 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00000001e3441ab8 (__DATA,__bss) non-external _realpath.rootdev
00000001e3441abc (__DATA,__bss) non-external _realpath.rootdev_inited
000000018032decc (__TEXT,__text) non-external _rec_rdelete
000000018035ec4e (__TEXT,__const) non-external _recargchar
000000018035ecb7 (__TEXT,__const) non-external _recargstring
00000001802f50ac (__TEXT,__text) external _recv
00000001802f5094 (__TEXT,__text) external _recv$NOCANCEL
00000001802fa62c (__TEXT,__text) external _regcomp
00000001802fa650 (__TEXT,__text) external _regcomp_l
000000018035b724 (__TEXT,__text) external _regerror
00000001802ff5cc (__TEXT,__text) external _regexec
0000000180303410 (__TEXT,__text) external _regfree
0000000180312030 (__TEXT,__text) external _register_printf_domain_function
0000000180323604 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00000001803236e4 (__TEXT,__text) external _register_printf_domain_render_std
00000001803564f4 (__TEXT,__text) external _regncomp
00000001802fa6d8 (__TEXT,__text) external _regncomp_l
00000001802ff5e0 (__TEXT,__text) external _regnexec
00000001803565e4 (__TEXT,__text) external _regwcomp
0000000180356564 (__TEXT,__text) external _regwcomp_l
000000018035668c (__TEXT,__text) external _regwexec
0000000180356540 (__TEXT,__text) external _regwncomp
0000000180356518 (__TEXT,__text) external _regwncomp_l
000000018035665c (__TEXT,__text) external _regwnexec
000000018030b2d4 (__TEXT,__text) external _remove
000000018034ec74 (__TEXT,__text) external _remque
00000001df9298b8 (__DATA_CONST,__const) non-external _rerrs
00000001802f777c (__TEXT,__text) external _rewind
0000000180334d88 (__TEXT,__text) external _rewinddir
00000001802f7e9c (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00000001e556b2e0 (__DATA_DIRTY,__bss) non-external _rng
000000018034149c (__TEXT,__text) external _rpmatch
00000001e343fee0 (__DATA,__data) non-external _rptr
000000018030edd0 (__TEXT,__text) non-external _sappend
00000001e34416f0 (__DATA,__bss) non-external _saved_categories
00000001803171b4 (__TEXT,__text) external _sbrk
00000001e3440c78 (__DATA,__bss) non-external _sbrk_curbrk
00000001e3440c70 (__DATA,__bss) non-external _sbrk_needs_init
00000001e343f9a0 (__DATA,__data) non-external _sbrk_region_size
0000000180334e0c (__TEXT,__text) external _scandir
0000000180352024 (__TEXT,__text) external _scandir_b
0000000180343230 (__TEXT,__text) external _scanf
00000001803432b0 (__TEXT,__text) external _scanf_l
000000018035e2d0 (__TEXT,__const) non-external _sccsid
000000018035e310 (__TEXT,__const) non-external _sccsid
0000000180334fb8 (__TEXT,__text) external _seed48
00000001e34415a8 (__DATA,__bss) non-external _seed48.sseed
0000000180335020 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00000001802f50a0 (__TEXT,__text) external _send
00000001802f5088 (__TEXT,__text) external _send$NOCANCEL
000000018035ed0c (__TEXT,__const) non-external _seps
00000001e3440dc8 (__DATA,__bss) non-external _seq
000000018031e2d4 (__TEXT,__text) non-external _set_asl
000000018031e61c (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
0000000180343340 (__TEXT,__text) external _setbuf
0000000180343354 (__TEXT,__text) external _setbuffer
00000001802e7efc (__TEXT,__text) external _setenv
00000001803256c0 (__TEXT,__text) external _sethostid
0000000180335078 (__TEXT,__text) external _sethostname
0000000180324dd4 (__TEXT,__text) external _setinvalidrune
00000001e344148c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
000000018033e748 (__TEXT,__text) external _setipv4sourcefilter
000000018035b3d0 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
000000018031a7d4 (__TEXT,__text) external _setkey
000000018030fb9c (__TEXT,__text) external _setlinebuf
00000001802ec128 (__TEXT,__text) external _setlocale
0000000180315684 (__TEXT,__text) external _setlogin
0000000180335204 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
0000000180325734 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018030f268 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
0000000180325778 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
0000000180325780 (__TEXT,__text) external _setruid
000000018033a99c (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
000000018033e9c4 (__TEXT,__text) external _setsourcefilter
000000018034e458 (__TEXT,__text) external _setstate
0000000180324308 (__TEXT,__text) external _settimeofday
000000018031be84 (__TEXT,__text) external _setttyent
00000001802eb7dc (__TEXT,__text) non-external _settzname
000000018031c9ec (__TEXT,__text) external _setusershell
0000000180354524 (__TEXT,__text) external _setutxent
000000018031def0 (__TEXT,__text) external _setutxent_wtmp
000000018030cb4c (__TEXT,__text) external _setvbuf
000000018033fa74 (__TEXT,__text) non-external _sflush_locked
0000000180324cb4 (__TEXT,__text) non-external (was a private external) _sgetrune
00000001e3441484 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00000001e3440e40 (__DATA,__bss) non-external _shells
00000001803196dc (__TEXT,__text) non-external _shiftLeftMP
00000001803194a4 (__TEXT,__text) non-external _shiftRightMPWithRounding
00000001e343fe70 (__DATA,__data) non-external _sig_init_once
00000001e3441a60 (__DATA,__bss) non-external _sig_key
000000018034a604 (__TEXT,__text) non-external _sig_keycreate
00000001e3441a58 (__DATA,__bss) non-external _sig_keycreated
00000001803038b8 (__TEXT,__text) external _sigaction
000000018031cfb0 (__TEXT,__text) external _sigaddset
0000000180316d78 (__TEXT,__text) external _sigaltstack
0000000180316e70 (__TEXT,__text) external _sigblock
000000018031d00c (__TEXT,__text) external _sigdelset
000000018031cf94 (__TEXT,__text) external _sigemptyset
000000018031cfa0 (__TEXT,__text) external _sigfillset
000000018030d674 (__TEXT,__text) external _sighold
0000000180316f4c (__TEXT,__text) external _sigignore
000000018033591c (__TEXT,__text) external _siginterrupt
000000018031d068 (__TEXT,__text) external _sigismember
0000000180303834 (__TEXT,__text) external _signal
000000018030383c (__TEXT,__text) non-external _signal__
00000001e3441520 (__DATA,__bss) non-external _signo
00000001803593a4 (__TEXT,__text) external _sigpause
0000000180316eb0 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
000000018030d6d0 (__TEXT,__text) external _sigrelse
000000018030d570 (__TEXT,__text) external _sigset
0000000180316e30 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180316dc4 (__TEXT,__text) external _sigvec
0000000180316dcc (__TEXT,__text) non-external _sigvec__
000000018031c674 (__TEXT,__text) non-external _skip
0000000180335a48 (__TEXT,__text) external _sl_add
0000000180335b30 (__TEXT,__text) external _sl_find
0000000180335ab8 (__TEXT,__text) external _sl_free
00000001803359d4 (__TEXT,__text) external _sl_init
000000018035b0bc (__TEXT,__text) non-external _sl_init.cold.1
000000018035b0bc (__TEXT,__text) non-external _sl_init.cold.2
00000001e3441500 (__DATA,__bss) non-external _slash
00000001802f96c4 (__TEXT,__text) external _sleep
000000018030a4e4 (__TEXT,__text) external _sleep$NOCANCEL
00000001e3440dc0 (__DATA,__bss) non-external _slot
00000001802eeea4 (__TEXT,__text) external _snprintf
00000001802eee50 (__TEXT,__text) external _snprintf_l
0000000180336e28 (__TEXT,__text) external _snvis
000000018033e708 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00000001802f5288 (__TEXT,__text) external _sprintf
00000001803031f8 (__TEXT,__text) external _sprintf_l
0000000180324d40 (__TEXT,__text) non-external (was a private external) _sputrune
00000001e3441488 (__DATA,__bss) non-external _sputrune.warn_depreciated
000000018034dc74 (__TEXT,__text) external _sradixsort
000000018030ab80 (__TEXT,__text) external _srand
000000018030b348 (__TEXT,__text) external _srand48
000000018034e254 (__TEXT,__text) external _sranddev
00000001802f158c (__TEXT,__text) external _srandom
00000001803087e0 (__TEXT,__text) external _srandomdev
00000001802f2e5c (__TEXT,__text) external _sscanf
00000001802ec5dc (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
0000000180322b44 (__TEXT,__text) external _stat_with_subsystem
00000001e343fec0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
000000018030cf10 (__TEXT,__text) external _statvfs
00000001802f9754 (__TEXT,__text) non-external _statx1
0000000180324398 (__TEXT,__text) external _statx_np
00000001802f9944 (__TEXT,__text) non-external _statx_syscall
00000001802f0870 (__TEXT,__text) external _stpcpy
00000001802ef5d8 (__TEXT,__text) external _stpncpy
0000000180336fe8 (__TEXT,__text) external _stravis
00000001802e9728 (__TEXT,__text) external _strcasecmp
00000001802e974c (__TEXT,__text) external _strcasecmp_l
00000001802f0464 (__TEXT,__text) external _strcasestr
00000001802f0488 (__TEXT,__text) external _strcasestr_l
00000001802eb0d4 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
000000018030c40c (__TEXT,__text) external _strcoll
000000018030c430 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00000001802f4ce4 (__TEXT,__text) external _strcspn
00000001802e4474 (__TEXT,__text) external _strdup
0000000180337080 (__TEXT,__text) external _strenvisx
00000001802f4e88 (__TEXT,__text) external _strerror
00000001802f61e4 (__TEXT,__text) external _strerror_r
0000000180355354 (__TEXT,__text) external _strfmon
0000000180356004 (__TEXT,__text) external _strfmon_l
000000018030ba6c (__TEXT,__text) external _strftime
00000001803020ac (__TEXT,__text) external _strftime_l
00000001e3440e48 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
000000018034a294 (__TEXT,__text) external _strmode
00000001802f50b8 (__TEXT,__text) external _strncasecmp
00000001802e95c0 (__TEXT,__text) external _strncasecmp_l
00000001802f76e0 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00000001802f0094 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00000001802e44d0 (__TEXT,__text) external _strnstr
0000000180336d10 (__TEXT,__text) external _strnunvis
0000000180336b8c (__TEXT,__text) external _strnunvisx
000000018035b130 (__TEXT,__text) non-external _strnunvisx.cold.1
000000018035b15c (__TEXT,__text) non-external _strnunvisx.cold.2
000000018035b188 (__TEXT,__text) non-external _strnunvisx.cold.3
00000001803064d4 (__TEXT,__text) external _strnvis
0000000180337048 (__TEXT,__text) external _strnvisx
000000018030fa80 (__TEXT,__text) external _strpbrk
000000018034a0f0 (__TEXT,__text) external _strptime
0000000180308de0 (__TEXT,__text) external _strptime_l
00000001802e456c (__TEXT,__text) external _strrchr
0000000180336f58 (__TEXT,__text) external _strsenvisx
00000001802f4fac (__TEXT,__text) external _strsep
000000018034a52c (__TEXT,__text) external _strsignal
000000018034a3d8 (__TEXT,__text) external _strsignal_r
0000000180336ebc (__TEXT,__text) external _strsnvis
0000000180336f28 (__TEXT,__text) external _strsnvisx
00000001802f4da0 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
0000000180336e84 (__TEXT,__text) external _strsvis
0000000180336ee8 (__TEXT,__text) external _strsvisx
0000000180307bc8 (__TEXT,__text) external _strtod
00000001802e96f0 (__TEXT,__text) external _strtod_l
00000001803172e4 (__TEXT,__text) external _strtoencf16
00000001803173b8 (__TEXT,__text) external _strtoencf32
0000000180317684 (__TEXT,__text) external _strtoencf64
0000000180317ab4 (__TEXT,__text) external _strtoencf64x
00000001802f6bd4 (__TEXT,__text) external _strtof
00000001802f5d6c (__TEXT,__text) external _strtof_l
000000018031d160 (__TEXT,__text) external _strtofflags
000000018034f520 (__TEXT,__text) external _strtoimax
00000001802ee29c (__TEXT,__text) external _strtoimax_l
0000000180311c98 (__TEXT,__text) external _strtok
00000001e3441a68 (__DATA,__bss) non-external _strtok.last
00000001802f8d30 (__TEXT,__text) external _strtok_r
00000001802ec104 (__TEXT,__text) external _strtol
00000001802e8fe8 (__TEXT,__text) external _strtol_l
0000000180314394 (__TEXT,__text) external _strtold
0000000180315be4 (__TEXT,__text) external _strtold_l
00000001802e41e8 (__TEXT,__text) external _strtoll
00000001802e420c (__TEXT,__text) external _strtoll_l
00000001803405f8 (__TEXT,__text) external _strtonum
000000018034f544 (__TEXT,__text) external _strtoq
000000018034f568 (__TEXT,__text) external _strtoq_l
00000001802efdc4 (__TEXT,__text) external _strtoul
00000001802efde8 (__TEXT,__text) external _strtoul_l
0000000180301c58 (__TEXT,__text) external _strtoull
0000000180301c7c (__TEXT,__text) external _strtoull_l
0000000180315d94 (__TEXT,__text) external _strtoumax
00000001802f2eac (__TEXT,__text) external _strtoumax_l
0000000180303804 (__TEXT,__text) external _strtouq
000000018034f56c (__TEXT,__text) external _strtouq_l
0000000180336d00 (__TEXT,__text) external _strunvis
0000000180336cf0 (__TEXT,__text) external _strunvisx
0000000180314dec (__TEXT,__text) external _strvis
0000000180337004 (__TEXT,__text) external _strvisx
000000018034a914 (__TEXT,__text) external _strxfrm
000000018034a644 (__TEXT,__text) external _strxfrm_l
00000001e3441ba8 (__DATA,__common) external _suboptarg
00000001e34413d0 (__DATA,__bss) non-external _subsystem_root_path
0000000180336dd0 (__TEXT,__text) external _svis
000000018034a938 (__TEXT,__text) external _swab
000000018034336c (__TEXT,__text) external _swprintf
00000001803433bc (__TEXT,__text) external _swprintf_l
00000001803433e8 (__TEXT,__text) external _swscanf
0000000180343438 (__TEXT,__text) external _swscanf_l
0000000180323218 (__TEXT,__text) external _sxprintf
0000000180323930 (__TEXT,__text) external _sxprintf_exec
000000018032506c (__TEXT,__text) external _sync_volume_np
000000018035ec05 (__TEXT,__const) non-external _syntax_error_str
00000001df928908 (__DATA_CONST,__const) external _sys_errlist
000000018035dd98 (__TEXT,__const) external _sys_nerr
00000001df929298 (__DATA_CONST,__const) external _sys_siglist
00000001df929198 (__DATA_CONST,__const) external _sys_signame
00000001802ee71c (__TEXT,__text) external _sysconf
00000001802e8620 (__TEXT,__text) external _sysctl
00000001802e881c (__TEXT,__text) external _sysctlbyname
0000000180313dd4 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00000001803594cc (__TEXT,__text) external _system
000000018034f570 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
000000018035948c (__TEXT,__text) external _tcdrain
00000001803361b8 (__TEXT,__text) external _tcdrain$NOCANCEL
0000000180336258 (__TEXT,__text) external _tcflow
00000001803361e4 (__TEXT,__text) external _tcflush
0000000180307778 (__TEXT,__text) external _tcgetattr
0000000180306474 (__TEXT,__text) external _tcgetpgrp
0000000180324184 (__TEXT,__text) external _tcgetsid
0000000180336130 (__TEXT,__text) external _tcsendbreak
00000001803147f8 (__TEXT,__text) external _tcsetattr
00000001803147a0 (__TEXT,__text) external _tcsetpgrp
0000000180314cf4 (__TEXT,__text) external _tdelete
0000000180335ef8 (__TEXT,__text) external _telldir
0000000180343464 (__TEXT,__text) external _tempnam
00000001e3440db8 (__DATA,__bss) non-external _tf
00000001803149d4 (__TEXT,__text) external _tfind
000000018031d498 (__TEXT,__text) external _thread_stack_async_pcs
00000001802f0fa0 (__TEXT,__text) external _thread_stack_pcs
00000001e343fa90 (__DATA,__data) non-external _threadsafe
00000001802ef1b4 (__TEXT,__text) external _time
00000001802f9f7c (__TEXT,__text) non-external _time2
0000000180349dc0 (__TEXT,__text) external _time2posix
00000001802fa00c (__TEXT,__text) non-external _time2sub
000000018030a4c0 (__TEXT,__text) external _timegm
0000000180349d8c (__TEXT,__text) external _timelocal
0000000180349d9c (__TEXT,__text) external _timeoff
0000000180336308 (__TEXT,__text) external _times
000000018034fee4 (__TEXT,__text) external _timespec_get
00000001802ebc7c (__TEXT,__text) non-external _timesub
00000001e556cb30 (__DATA_DIRTY,__common) external _timezone
0000000180301ed8 (__TEXT,__text) external _timingsafe_bcmp
00000001e34419f8 (__DATA,__bss) non-external _tm
0000000180313e7c (__TEXT,__text) non-external _tmcomp
00000001803436c8 (__TEXT,__text) external _tmpfile
0000000180343814 (__TEXT,__text) external _tmpnam
00000001e3441888 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001e3441890 (__DATA,__bss) non-external _tmpnam_buf
000000018034391c (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001e343fe38 (__DATA,__data) non-external _tmpnam_buf_control
000000018035ddf0 (__TEXT,__const) non-external _tmundef
000000018031f270 (__TEXT,__text) external _toascii
000000018030fb08 (__TEXT,__text) external _tolower
000000018031fdf8 (__TEXT,__text) external _tolower_l
00000001e34414d8 (__DATA,__bss) non-external _toprec
00000001e34414e0 (__DATA,__bss) non-external _topreclen
000000018031f278 (__TEXT,__text) external _toupper
000000018031fe18 (__TEXT,__text) external _toupper_l
000000018033cad4 (__TEXT,__text) external _towctrans
000000018033c9f4 (__TEXT,__text) external _towctrans_l
00000001803202d8 (__TEXT,__text) external _towlower
00000001803208c8 (__TEXT,__text) external _towlower_l
0000000180320318 (__TEXT,__text) external _towupper
00000001803208e8 (__TEXT,__text) external _towupper_l
00000001802eb434 (__TEXT,__text) non-external _transtime
00000001802fea88 (__TEXT,__text) non-external _tre_add_tag_left
000000018035730c (__TEXT,__text) non-external _tre_add_tag_right
00000001802fd1b0 (__TEXT,__text) non-external _tre_add_tags
00000001802fd164 (__TEXT,__text) external _tre_ast_new_catenation
00000001802fcf08 (__TEXT,__text) external _tre_ast_new_iter
00000001802fccb4 (__TEXT,__text) external _tre_ast_new_literal
00000001802fcd00 (__TEXT,__text) external _tre_ast_new_node
00000001802fcebc (__TEXT,__text) external _tre_ast_new_union
00000001802ff0fc (__TEXT,__text) non-external _tre_ast_to_tnfa
00000001802fa880 (__TEXT,__text) external _tre_compile
0000000180356c18 (__TEXT,__text) non-external _tre_compute_nfl
0000000180316794 (__TEXT,__text) non-external _tre_copy_ast
000000018035671c (__TEXT,__text) non-external _tre_expand_ast
0000000180359284 (__TEXT,__text) non-external _tre_expand_macro
0000000180303224 (__TEXT,__text) external _tre_fill_pmatch
0000000180303414 (__TEXT,__text) external _tre_free
00000001df92a080 (__DATA_CONST,__const) non-external _tre_macros
00000001802ff1f4 (__TEXT,__text) non-external _tre_make_trans
00000001802ff624 (__TEXT,__text) non-external _tre_match
00000001802feb4c (__TEXT,__text) non-external _tre_match_empty
00000001802fcd88 (__TEXT,__text) external _tre_mem_alloc_impl
00000001802ff530 (__TEXT,__text) external _tre_mem_destroy
00000001802fb050 (__TEXT,__text) external _tre_mem_new_impl
00000001802fe8f0 (__TEXT,__text) non-external _tre_merge_branches
00000001802fd0ac (__TEXT,__text) non-external _tre_new_item
00000001802fb084 (__TEXT,__text) external _tre_parse
0000000180316594 (__TEXT,__text) non-external _tre_parse_bound
0000000180314b20 (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180359304 (__TEXT,__text) non-external _tre_search_cnames
0000000180313984 (__TEXT,__text) non-external _tre_set_empty
00000001803139c0 (__TEXT,__text) non-external _tre_set_one
00000001802fed54 (__TEXT,__text) non-external _tre_set_union
00000001802ff590 (__TEXT,__text) external _tre_stack_destroy
00000001802fafc4 (__TEXT,__text) external _tre_stack_new
00000001802fcba8 (__TEXT,__text) external _tre_stack_num_objects
00000001802fcc98 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00000001802fd14c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00000001802fcbb8 (__TEXT,__text) non-external _tre_stack_push
00000001802fcbb0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00000001802fceb8 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00000001803573f0 (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001802ff7e8 (__TEXT,__text) external _tre_tnfa_run_parallel
000000018034f7ec (__TEXT,__text) non-external _trecurse
0000000180314a68 (__TEXT,__text) external _tsearch
000000018030f888 (__TEXT,__text) external _ttyname
00000001e34415b0 (__DATA,__bss) non-external _ttyname_init
00000001e34415b8 (__DATA,__bss) non-external _ttyname_key
00000001e343fb78 (__DATA,__data) non-external _ttyname_lock
000000018030f9ac (__TEXT,__text) external _ttyname_r
0000000180336450 (__TEXT,__text) external _ttyslot
000000018034f7d8 (__TEXT,__text) external _twalk
00000001802eb128 (__TEXT,__text) non-external _typesequiv
00000001802ea084 (__TEXT,__text) non-external _tzload
00000001e556b190 (__DATA_DIRTY,__data) external _tzname
00000001802ea9e8 (__TEXT,__text) non-external _tzparse
00000001802eee9c (__TEXT,__text) external _tzset
0000000180349d78 (__TEXT,__text) external _tzsetwall
00000001802e9e4c (__TEXT,__text) non-external _tzsetwall_basic
0000000180336458 (__TEXT,__text) external _ualarm
00000001e343fe00 (__DATA,__data) non-external _uglue
00000001803364e4 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001803244c4 (__TEXT,__text) external _umaskx_np
00000001802f6a24 (__TEXT,__text) external _uname
000000018035ec12 (__TEXT,__const) non-external _unbound_variable_str
0000000180318f58 (__TEXT,__text) non-external _underflow
0000000180307c68 (__TEXT,__text) external _ungetc
00000001803439f0 (__TEXT,__text) external _ungetwc
0000000180343a74 (__TEXT,__text) external _ungetwc_l
00000001e3441b00 (__DATA,__bss) non-external _union_arg_queue
00000001e3440d69 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00000001803062f0 (__TEXT,__text) external _unlockpt
00000001802e88ec (__TEXT,__text) external _unsetenv
000000018033657c (__TEXT,__text) external _unvis
000000018035b0d8 (__TEXT,__text) non-external _unvis.cold.1
000000018035b104 (__TEXT,__text) non-external _unvis.cold.2
00000001802f6880 (__TEXT,__text) external _uselocale
00000001802f05e8 (__TEXT,__text) external _usleep
0000000180336d18 (__TEXT,__text) external _usleep$NOCANCEL
00000001e556c0d0 (__DATA_DIRTY,__bss) non-external _usual
00000001e556b300 (__DATA_DIRTY,__bss) non-external _usual_extra
0000000180336d68 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001df928eb0 (__DATA_CONST,__const) non-external _utmpx_types
0000000180355254 (__TEXT,__text) external _utmpxname
00000001802e98f4 (__TEXT,__text) external _uuid_clear
00000001802eeef4 (__TEXT,__text) external _uuid_compare
00000001802e8560 (__TEXT,__text) external _uuid_copy
00000001802f504c (__TEXT,__text) external _uuid_generate
00000001802f14ec (__TEXT,__text) external _uuid_generate_random
0000000180323e7c (__TEXT,__text) external _uuid_generate_time
00000001e3441428 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001e3441420 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001802f4f1c (__TEXT,__text) external _uuid_is_null
00000001802f0044 (__TEXT,__text) external _uuid_pack
00000001802efc68 (__TEXT,__text) external _uuid_parse
00000001802eefc4 (__TEXT,__text) external _uuid_unpack
00000001802f4f44 (__TEXT,__text) external _uuid_unparse
000000018030ab90 (__TEXT,__text) external _uuid_unparse_lower
00000001802ef218 (__TEXT,__text) external _uuid_unparse_upper
00000001df929148 (__DATA_CONST,__const) non-external _validlist
00000001802e4594 (__TEXT,__text) external _vasprintf
00000001802f05cc (__TEXT,__text) external _vasprintf_l
0000000180312110 (__TEXT,__text) external _vasxprintf
00000001803239bc (__TEXT,__text) external _vasxprintf_exec
000000018030fedc (__TEXT,__text) external _vdprintf
000000018030fec0 (__TEXT,__text) external _vdprintf_l
00000001803232a8 (__TEXT,__text) external _vdxprintf
00000001803239d8 (__TEXT,__text) external _vdxprintf_exec
000000018035ad4c (__TEXT,__text) external _verr
000000018035ac58 (__TEXT,__text) external _verrc
000000018035adc4 (__TEXT,__text) external _verrx
0000000180324250 (__TEXT,__text) external _vfork
00000001803153e4 (__TEXT,__text) external _vfprintf
00000001802f4988 (__TEXT,__text) external _vfprintf_l
0000000180344154 (__TEXT,__text) external _vfscanf
00000001803444ac (__TEXT,__text) external _vfscanf_l
0000000180347048 (__TEXT,__text) external _vfwprintf
00000001803445b0 (__TEXT,__text) external _vfwprintf_l
0000000180347728 (__TEXT,__text) external _vfwscanf
00000001803490c0 (__TEXT,__text) external _vfwscanf_l
00000001803232c0 (__TEXT,__text) external _vfxprintf
00000001803239f4 (__TEXT,__text) external _vfxprintf_exec
0000000180314e28 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
000000018030fcdc (__TEXT,__text) external _vprintf
0000000180349160 (__TEXT,__text) external _vprintf_l
000000018034917c (__TEXT,__text) external _vscanf
00000001803491f8 (__TEXT,__text) external _vscanf_l
00000001802e7c70 (__TEXT,__text) external _vsnprintf
00000001802eee7c (__TEXT,__text) external _vsnprintf_l
00000001802ef084 (__TEXT,__text) external _vsprintf
00000001802ef0b0 (__TEXT,__text) external _vsprintf_l
000000018034927c (__TEXT,__text) external _vsscanf
00000001802ec608 (__TEXT,__text) external _vsscanf_l
00000001803494a8 (__TEXT,__text) external _vswprintf
00000001803492a8 (__TEXT,__text) external _vswprintf_l
00000001803496a0 (__TEXT,__text) external _vswscanf
00000001803494d4 (__TEXT,__text) external _vswscanf_l
00000001803232d8 (__TEXT,__text) external _vsxprintf
0000000180323a10 (__TEXT,__text) external _vsxprintf_exec
000000018035af8c (__TEXT,__text) external _vwarn
000000018035aecc (__TEXT,__text) external _vwarnc
000000018035b028 (__TEXT,__text) external _vwarnx
00000001803496cc (__TEXT,__text) external _vwprintf
0000000180349704 (__TEXT,__text) external _vwprintf_l
0000000180349720 (__TEXT,__text) external _vwscanf
0000000180349758 (__TEXT,__text) external _vwscanf_l
00000001803232fc (__TEXT,__text) external _vxprintf
0000000180323a34 (__TEXT,__text) external _vxprintf_exec
000000018030eaa8 (__TEXT,__text) external _wait
00000001803373d0 (__TEXT,__text) external _wait$NOCANCEL
00000001803373e4 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
000000018030b290 (__TEXT,__text) external _waitpid
00000001803373f8 (__TEXT,__text) external _waitpid$NOCANCEL
000000018035ae88 (__TEXT,__text) external _warn
000000018035afd0 (__TEXT,__text) external _warnc
000000018035affc (__TEXT,__text) external _warnx
000000018034a9ac (__TEXT,__text) external _wcpcpy
000000018034a9cc (__TEXT,__text) external _wcpncpy
000000018033ad1c (__TEXT,__text) external _wcrtomb
000000018030aa28 (__TEXT,__text) external _wcrtomb_l
000000018034aae4 (__TEXT,__text) external _wcscasecmp
000000018034aa3c (__TEXT,__text) external _wcscasecmp_l
000000018034ab08 (__TEXT,__text) external _wcscat
0000000180307618 (__TEXT,__text) external _wcschr
000000018034ab2c (__TEXT,__text) external _wcscmp
000000018034b0e8 (__TEXT,__text) external _wcscoll
000000018034ab54 (__TEXT,__text) external _wcscoll_l
000000018034b10c (__TEXT,__text) external _wcscpy
000000018034bc1c (__TEXT,__text) external _wcscspn
