00000001e55cd43c (__TEXT,__text) non-external _DiToMD5
00000001e55df77c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001e55df7a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001e55df7d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001e55df800 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001e55df82c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001e55df858 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001e55dd39c (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001e55dd43c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001e55af6ec (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001e55ded80 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001e55ddbb4 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001e55ced40 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001e55d3d78 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001e55b7078 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001e55adb4c (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001e55d0b74 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001e55d3c78 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001e55bc270 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001e55bcba4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001e55e0d04 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001e55e0d30 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001e55bcc00 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001e55e0d5c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001e55e0d88 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001e55e0db4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001e55e0de0 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001e55ddc54 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000002169e48d0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001e55c8a94 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000002169e48c8 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001e55d1104 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001e55d3bf8 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001e55bc320 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001e55bbe84 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001e55b1cc4 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001e55df884 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001e55df8b0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001e55be8f8 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001e55b38ac (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec
00000001e55dffc8 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.1
00000001e55dfff4 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.2
00000001e55e0020 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.3
00000001e55e2d30 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001e55d2ddc (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001e55d3cf8 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001e55bc490 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001e55bd11c (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001e55e0f14 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001e55e0f40 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000002169e48b8 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001e55e78e8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001e55bb6f0 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001e55d9e48 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001e55e6f10 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001e55bb79c (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001e55bfd88 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001e55e1124 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001e55e1150 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001e55e117c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001e55dddf4 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001e55b3840 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001e55dff9c (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001e55e6848 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001e55e7fa0 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001e55e66f0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001e55e6af8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001e55e7318 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001e55e74d8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001e55e7a40 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001e55ae28c (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001e55ce78c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001e55b33a4 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001e55e3670 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001e55e5640 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001e55e69a0 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001e55bbd90 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001e55bb9c8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001e55e0b78 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001e55cfa60 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001e55d2194 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001e55e4aa0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001e55bbf2c (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001e55e42b0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001e55e48d0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001e55e6518 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001e55e6da8 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001e55bfa9c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001e55e1048 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001e55e1074 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001e55e10a0 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001e55e10cc (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001e55bacb4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001e55e0994 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001e55b4078 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001e55e00a4 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001e55e3a20 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001e55e5fb8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001e55e6328 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001e55e6c50 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001e55e7068 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001e55e71c0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001e55e7630 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001e55bc090 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001e55e37d0 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000002169e48bc (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001e55e5048 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001e55e3ea0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001e55e4d60 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001e55e7790 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001e55e40c0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001e55e4bf0 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001e55e4718 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001e55e4ed0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001e55d8ad0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001e55ba9fc (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001e55e0910 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001e55e093c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001e55e0968 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001e55e5d08 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001e55e7d08 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001e55db7f0 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001e55e3518 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001e55d94ec (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001e55e3cd0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001e55e44f8 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001e55e28ef (__TEXT,__const) non-external __ZL4yyr1
00000001e55e28ce (__TEXT,__const) non-external __ZL4yyr2
00000001e55de7c8 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001e55e5888 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001e55e6138 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001e55e5ae8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001e55e7e48 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001e55aec44 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001e55e2698 (__TEXT,__const) non-external __ZL6yypact
00000001e55e27cc (__TEXT,__const) non-external __ZL7yycheck
00000001e55e2910 (__TEXT,__const) non-external __ZL7yypgoto
00000001e55e2839 (__TEXT,__const) non-external __ZL7yytable
00000001e55cca9c (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001e55ccff0 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001e55e28a6 (__TEXT,__const) non-external __ZL8yydefact
00000001e55b0c1c (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001e55df330 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001e55ddcd4 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001e55af2a4 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001e55e2930 (__TEXT,__const) non-external __ZL9crc32_tab
00000002169e44a8 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e55af068 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001e55e291f (__TEXT,__const) non-external __ZL9yydefgoto
00000001e55c9408 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001e55c96b0 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001e55c8fe0 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001e55c8b84 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001e55c8cd0 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001e55c8910 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001e55c928c (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001e55b95b0 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001e55d1c78 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e55b98b0 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001e55d1fac (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e55b96a8 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001e55d1eb0 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e55d1db0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001e55b970c (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001e55b9514 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001e55e06a8 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001e55d20ac (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e55d1b88 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e55b97f4 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001e55b9434 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001e55b93cc (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001e55b9630 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001e55b92bc (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001e55b9664 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001e55b98f4 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001e55d1ab4 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001e55b9858 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001e55b9780 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001e55d1ae8 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001e55b661c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001e55d3990 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001e55d3adc (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001e55b6684 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001e55b6634 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001e55e03bc (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001e55d3890 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001e55b6628 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001e55b66d4 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001e55d38e8 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001e55b9104 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001e55dc47c (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e55b9220 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001e55dc7b0 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e55dc6b4 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e55dc5b4 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00000001e55b9184 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00000001e55e067c (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00000001e55dc8b0 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e55dc38c (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e55b9228 (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
