00007fff58e4c8f4 (__TEXT,__text) non-external +[Cube initialize]
00007fff58c10c6b (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007fff58c11bf9 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007fff58c12fef (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007fff58c12f8e (__TEXT,__text) non-external +[MPClusterController sharedController]
00007fff58bbf663 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007fff58c1c2f7 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007fff58c1c296 (__TEXT,__text) non-external +[MPCropController sharedController]
00007fff58c24499 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007fff58c2434a (__TEXT,__text) non-external +[MPDocument initialize]
00007fff58c244ff (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007fff58c242e0 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007fff58c244df (__TEXT,__text) non-external +[MPDocument readableTypes]
00007fff58c24239 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007fff58c2425a (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007fff58c244bf (__TEXT,__text) non-external +[MPDocument writableTypes]
00007fff58c2d904 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007fff58c2d951 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007fff58c2d980 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007fff58c2d9b4 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007fff58c2d9e8 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007fff58c39276 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007fff58c3929c (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007fff58c3e72c (__TEXT,__text) non-external +[MPEffectManager initialize]
00007fff58c3e7ce (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007fff58c3e75b (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007fff58c4231d (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007fff58c43809 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007fff58c43c41 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007fff58c43e61 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007fff58c4351e (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007fff58c4349a (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007fff58c434c6 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007fff58c434f2 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007fff58c43fce (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007fff58c460bc (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007fff58c46049 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007fff58c475dd (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007fff58c4843c (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007fff58c48e12 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007fff58c48d9f (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007fff58c496f5 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007fff58bc0953 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007fff58c4aab3 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007fff58c4ab0b (__TEXT,__text) non-external +[MPLayer effectLayer]
00007fff58c4aad9 (__TEXT,__text) non-external +[MPLayer layer]
00007fff58c4aaf2 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007fff58c5104a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007fff58c51079 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007fff58c510ad (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007fff58c510e1 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007fff58c57ad9 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007fff58c698b5 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007fff58c698a3 (__TEXT,__text) non-external +[MPSlide slide]
00007fff58c70ef5 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007fff58c70ec6 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007fff58c70eb4 (__TEXT,__text) non-external +[MPSong song]
00007fff58c7231f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007fff58c722ac (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007fff58bc057b (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007fff58c7346e (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007fff58baba3c (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007fff58c752d6 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007fff58c7741c (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007fff58c7985e (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007fff58bc0c06 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007fff58c7b24c (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007fff58c7b1d9 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007fff58c7c0a7 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007fff58c81781 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007fff58c84748 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007fff58c810b2 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007fff58c81171 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007fff58c80719 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007fff58c7f950 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007fff58c7f120 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007fff58c7fcf7 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007fff58c80ee2 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007fff58c80fca (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007fff58c84954 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007fff58c82964 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007fff58c82dfe (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007fff58c82d7b (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007fff58c8409b (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007fff58c83f10 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007fff58c8415f (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007fff58c84102 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007fff58c80225 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007fff58c80132 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007fff58c80526 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007fff58c83d75 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007fff58c83592 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007fff58c834c3 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007fff58c82033 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007fff58c83c7f (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007fff58c82ca8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007fff58c83848 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007fff58c7ee58 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007fff58c7ef68 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007fff58c8541c (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007fff58c85515 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007fff58c8572a (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007fff58c857c8 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007fff58c85ec0 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007fff58c853df (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007fff58c85360 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007fff58c85c1b (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007fff58c860f8 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007fff58c862fe (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007fff58c85858 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007fff58c859c8 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007fff58c84e1d (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007fff58c857b4 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007fff58c863ae (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007fff58c85bf8 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007fff58c85852 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007fff58c856e2 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007fff58c853a6 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007fff58c85307 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007fff58bc70d3 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007fff58bc6b9f (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007fff58bc69e3 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007fff58bc6add (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007fff58bc6981 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007fff58bc6aa8 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007fff58bc71e8 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007fff58c89768 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007fff58c897d3 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007fff58c897c6 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007fff58e58458 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007fff58c9220b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007fff58c92223 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007fff58c924cd (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007fff58c92b22 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007fff58c924e5 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007fff58c92791 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007fff58c95574 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58c9557c (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007fff58c9556c (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007fff58c94fd6 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007fff58c96228 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007fff58c96230 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007fff58deb09f (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58deb094 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007fff58deee9a (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007fff58deeea5 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007fff58e2396b (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007fff58e23149 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58e2313e (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007fff58e21eac (__TEXT,__text) non-external +[MREffectDateline initialize]
00007fff58e23231 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007fff58e23627 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007fff58de5546 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58de553b (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007fff58de5108 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007fff58e39976 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58e38522 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007fff58e3852d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007fff58e38538 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007fff58e1db8f (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
00007fff58e1ecaf (__TEXT,__text) non-external +[MREffectFramedText initialize]
00007fff58c9875a (__TEXT,__text) non-external +[MREffectGradient initialize]
00007fff58c98e65 (__TEXT,__text) non-external +[MREffectHangingPictures customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58c98e5a (__TEXT,__text) non-external +[MREffectHangingPictures hasCustomTiming]
00007fff58c98950 (__TEXT,__text) non-external +[MREffectHangingPictures initialize]
00007fff58ca127d (__TEXT,__text) non-external +[MREffectHangingPicturesBackgroundStars initialize]
00007fff58ca2000 (__TEXT,__text) non-external +[MREffectHangingPicturesTitle initialize]
00007fff58e66521 (__TEXT,__text) non-external +[MREffectHyperGrid customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58e66516 (__TEXT,__text) non-external +[MREffectHyperGrid hasCustomTiming]
00007fff58ca7336 (__TEXT,__text) non-external +[MREffectManager initialize]
00007fff58ca7382 (__TEXT,__text) non-external +[MREffectManager sharedManager]
00007fff58cc31cc (__TEXT,__text) non-external +[MREffectOrigami customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58cc31c1 (__TEXT,__text) non-external +[MREffectOrigami hasCustomTiming]
00007fff58cbb909 (__TEXT,__text) non-external +[MREffectOrigami initialize]
00007fff58dffc6a (__TEXT,__text) non-external +[MREffectPictureFrames customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58dffc5f (__TEXT,__text) non-external +[MREffectPictureFrames hasCustomTiming]
00007fff58dfa77d (__TEXT,__text) non-external +[MREffectPictureFrames initialize]
00007fff58e116f6 (__TEXT,__text) non-external +[MREffectPortfolio initialize]
00007fff58ce4ac6 (__TEXT,__text) non-external +[MREffectReflections initialize]
00007fff58e3c633 (__TEXT,__text) non-external +[MREffectScrapbook initialize]
00007fff58ced31c (__TEXT,__text) non-external +[MREffectScrapbook_Old initialize]
00007fff58cf774a (__TEXT,__text) non-external +[MREffectScrapbook_Old(temp) renderDumbImage:inContext:atPosition:andSize:zRotation:withBorderRect:]
00007fff58cf73f7 (__TEXT,__text) non-external +[MREffectScrapbook_Old(temp) renderImage:withFrame:andMask:usingSprite:inContext:]
00007fff58e50fa9 (__TEXT,__text) non-external +[MREffectShadedColors initialize]
00007fff58def713 (__TEXT,__text) non-external +[MREffectShiftingTiles customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007fff58def708 (__TEXT,__text) non-external +[MREffectShiftingTiles hasCustomTiming]
00007fff58def7c4 (__TEXT,__text) non-external +[MREffectShiftingTiles supportsDynamicExpansionForEffectID:]
00007fff58def7cf (__TEXT,__text) non-external +[MREffectShiftingTiles typicalSlideBatchSizeForEffectID:]
00007fff58d02169 (__TEXT,__text) non-external +[MREffectSnapshot initialize]
