00007ff90d0784d2 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d07089a (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90d061160 (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00007ff90d06be22 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90d06bb6c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff90d0705a6 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff90d070a9c (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90d06ba7d (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90d061a77 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90d06c215 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90d06a2c6 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90d0709af (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90d06a1af (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90d06a1ce (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90d06beef (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff90d07070a (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90d06e8da (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90d0721b9 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90d06e8f0 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90d0721cf (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90d07277d (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90d072823 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.21
00007ff90d07b64f (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ff90d078ec3 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9410b9598 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9410b9558 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9410b98a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9410b9a38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9410b94c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9410b9b38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9410b9a18 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9410b99f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff9410b9538 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9410b9bd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9410b9ae8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9410b9cc8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9410b9498 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9410b9508 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v24?0"NSString"8*16l
00007ff9410b93a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9410b9638 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9818 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9410b9608 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9410b9438 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9410b9d28 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9410b99d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9410b99a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9d68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9c38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9410b9ba8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9410b9ab8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00007ff9410b9cf8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9410b93d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9468 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9410b9698 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9c08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9410b9c68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9668 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410b95d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9410b9408 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00007ff9410b9c98 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9410b9b58 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9410b96c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9410b94e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9578 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b95b8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b96f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b97f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9848 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9988 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9b18 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9b88 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9d98 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410b9868 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9410b9888 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff9410b98c8 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff9410b98e8 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9410b9908 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9410b9798 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff9410b9928 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff9410b9948 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff9410b9968 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff9410b97b8 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff9410b9a58 (__DATA_CONST,__const) non-external ___block_literal_global.149
00007ff9410b97d8 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff9410b9a78 (__DATA_CONST,__const) non-external ___block_literal_global.153
00007ff9410b9a98 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff9410b9718 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff9410b9738 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff9410b9758 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff9410b9db8 (__DATA_CONST,__const) non-external ___block_literal_global.89
00007ff9410b9778 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff90d06cf60 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90d06cf80 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90d072319 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90d072844 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90d06ec18 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90d0722a2 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90d060a58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90d06a50d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90d06ea82 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff90d060b65 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90d0673e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90d061187 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90d070742 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90d061f37 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90d061aa8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90d077fa9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff90d06ec2f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90d0722da (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90d060a67 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90d06eab2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90d060b8a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90d0611b3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff90d070775 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90d061f65 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90d061aba (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90d077fc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90d0721de (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90d072305 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90d07b3fc (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90d06eb22 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00007ff90d07adf0 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00007ff90d070415 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90d077f6d (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff90d0672cf (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff90d066d55 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90d07a146 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff90d0779c2 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90d080d70 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
00007ff90d06c350 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90d07da60 (__TEXT,__const) external _cdResourceDirSlot
00007ff90d07780c (__TEXT,__text) external _checkBOOLSetting
00007ff90d0778c3 (__TEXT,__text) external _checkNumberSetting
00007ff90d0679c2 (__TEXT,__text) external _checkPathQuarantineState
00007ff90d07a475 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90d067ab7 (__TEXT,__text) external _checkURLMountQuarantineState
00007ff90d06791e (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90d0647ab (__TEXT,__text) external _copyAdhocSignatureHash
00007ff90d0795dc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff90d07987b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff90d0798af (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff90d0798e3 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff90d079917 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90d07994b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90d07997f (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90d0799b3 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90d0799e7 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90d079a1b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff90d079636 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff90d079690 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff90d0796ea (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff90d079751 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff90d079785 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff90d0797df (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff90d079813 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff90d079847 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff90d0662d0 (__TEXT,__text) external _copyBootUUID
00007ff90d079fde (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff90d065a17 (__TEXT,__text) external _copyBundleID
00007ff90d079d0e (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90d065b0a (__TEXT,__text) external _copyBundleIDFromURL
00007ff90d065ceb (__TEXT,__text) external _copyBundleVersion
00007ff90d079dc2 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff90d065bf8 (__TEXT,__text) external _copyBundleVersionShort
00007ff90d079d68 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90d065b81 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff90d06532c (__TEXT,__text) external _copyCdhash
00007ff90d079a75 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90d079acf (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90d079b03 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff90d0652b9 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90d077b24 (__TEXT,__text) external _copyCodeSigningInfo
00007ff90d0660c5 (__TEXT,__text) external _copyDeveloperName
00007ff90d079e76 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90d079ed0 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90d079f2a (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90d079f84 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90d077fcf (__TEXT,__text) external _copyEntitlements
00007ff90d06c82c (__TEXT,__text) external _copyFileHashForData
00007ff90d06c56f (__TEXT,__text) external _copyFileHashForURL
00007ff90d07aa6c (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90d07ab0a (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90d07aba8 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff90d0654bf (__TEXT,__text) external _copyLegacyCdhash
00007ff90d065533 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff90d06267e (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90d0676a2 (__TEXT,__text) external _copySecureTimestamp
00007ff90d07a3b1 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff90d066453 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff90d065943 (__TEXT,__text) external _copySigningID
00007ff90d079cb4 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90d06577c (__TEXT,__text) external _copyTeamIdentifier
00007ff90d079c5a (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff90d0655a7 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90d079b37 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90d079b98 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff90d0656cf (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90d079bf9 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff90d065dde (__TEXT,__text) external _copyUnstagedURL
00007ff90d079e1c (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90d06479c (__TEXT,__text) external _createCodeReference
00007ff90d064663 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff90d0794aa (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff90d079543 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90d064657 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90d0645b9 (__TEXT,__text) external _createHexStringFromData
00007ff90d072d53 (__TEXT,__text) non-external _createMigrationManifest
00007ff90d07b6dd (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90d077a15 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff90d07baf1 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90d0777dc (__TEXT,__text) external _createSystemPolicyDefaults
00007ff90d065ee9 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff943dadf88 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943dadf90 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90d071cfe (__TEXT,__text) external _doBooleanXPCFunction
00007ff90d071f57 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90d071f66 (__TEXT,__text) external _doObjectXPCFunction
00007ff90d06cdbb (__TEXT,__text) external _doWithoutImmutability
00007ff943dadf50 (__DATA,__bss) non-external _downloads.sLog
00007ff943dadf48 (__DATA,__bss) non-external _downloads.sLogInit
00007ff943dadf10 (__DATA,__bss) non-external _exec.sLog
00007ff943dadf08 (__DATA,__bss) non-external _exec.sLogInit
00007ff90d06c465 (__TEXT,__text) external _fileExists
00007ff90d06c4dd (__TEXT,__text) external _fileIsSymlink
00007ff90d0702c8 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90d07af1d (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90d06eed3 (__TEXT,__text) external _findContainingBundle
00007ff90d0666b2 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff90d06fb01 (__TEXT,__text) external _findOuterMostBundle
00007ff90d07aeb5 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90d0701e5 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90d07aee9 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90d06f062 (__TEXT,__text) external _findScanTargetByPath
00007ff90d06f65e (__TEXT,__text) external _findTopAppBundle
00007ff90d06efe4 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90d068707 (__TEXT,__text) non-external _fsEventCallback
00007ff943401300 (__DATA_DIRTY,__bss) non-external _generic.sLog
00007ff9434012f8 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00007ff90d0783d2 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943dadfa0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943daded8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943dadee0 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff943dadee8 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00007ff943dadef0 (__DATA,__bss) non-external _getAllowedUrls.once
00007ff90d065855 (__TEXT,__text) external _getDictionaryValue
00007ff90d067b5e (__TEXT,__text) external _getQuarantineFlagsForURL
00007ff90d067e8e (__TEXT,__text) external _getQuarantineIdentifierForURL
00007ff943dadf68 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00007ff90d06f9f2 (__TEXT,__text) external _getVolumePrefix
00007ff90d07ae21 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff90d06cb2b (__TEXT,__text) external _getXattrData
00007ff90d07ad03 (__TEXT,__text) non-external _getXattrData.cold.1
00007ff90d07ad7e (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff90d06eeb1 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943dadf80 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff90d07ae09 (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00007ff943dadf78 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff90d06f945 (__TEXT,__text) external _hasAppExtension
00007ff90d0664e0 (__TEXT,__text) external _hasCodeRequirementString
00007ff90d07a092 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff90d07efd0 (__TEXT,__cstring) non-external _hexString.nibble
00007ff90d0681bf (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90d068001 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff90d0665f6 (__TEXT,__text) external _isAdhocSignature
00007ff90d07a0ec (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff90d063c06 (__TEXT,__text) external _isAppleInternalMachine
00007ff90d0665aa (__TEXT,__text) external _isAppleSignedCode
00007ff90d076156 (__TEXT,__text) non-external _isCodeRefNotarized
00007ff90d07b987 (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00007ff90d067424 (__TEXT,__text) external _isCodelessKext
00007ff90d07a1b0 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff90d072330 (__TEXT,__text) external _isConnectionEntitled
00007ff90d07b456 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff90d0724e6 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00007ff90d07b4b0 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00007ff90d07b50a (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00007ff90d07b567 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00007ff90d07b59b (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00007ff90d07b5f5 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00007ff90d063c1b (__TEXT,__text) external _isDarwinOSEnvironment
00007ff90d0665e3 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff90d0665d0 (__TEXT,__text) external _isDeveloperIDSignedCode
