00007ffa1e013e3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e0224fc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e02251f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e022542 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e022565 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e022588 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e0225ab (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e020b3a (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e020b8e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e02115c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e014eba (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e018e9f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e001da5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1dffa8f0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e0167fa (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e018e13 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e005fe8 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e00666d (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e02355b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e02357e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e0066ad (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e0235a1 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e0235c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e0235e7 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e02360a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e0211b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43adc430 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e010777 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43adc420 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e016c58 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e018dcd (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e005ee4 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e005aed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1dffdf4f (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e0225ce (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e0225f1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e007d85 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e0249c0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e018250 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e018e59 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e0060c2 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa43adc410 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e029048 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e0054be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e01e07e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e028680 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e005539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e005df0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e0233da (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e0233fd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e023420 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e021294 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e027fa0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e0296f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e027e48 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e028250 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e028a88 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e028c38 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e0291a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1dffafc2 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e014a68 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1dfff352 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e024fb8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e026e00 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e0280f8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e005a26 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e005730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e02334e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e0159aa (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e017ab8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e026338 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e00568b (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e025b98 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e026168 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e027c78 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e028500 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e008ba9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e023768 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e02378b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e0237ae (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e0237d1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1dfffb6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e025350 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e027728 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e027a88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e0283a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e0287d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e028930 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e028d90 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e005bff (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e025118 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43adc414 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e0268e0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e0257a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e0265f8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e028ef0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e0259a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e026488 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e025fb8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e026768 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e01d134 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e004c30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e02329f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e0232c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e0232e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e0274a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e029460 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e01f6a5 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e024e60 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e01d922 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e0255e0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e025db0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e024580 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e024550 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e021a94 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e027040 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e0278a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e027290 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e0295a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1dffb874 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e024300 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e024440 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e0245a1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e0244b0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e013799 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e013b36 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e024520 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1dffd21b (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e0221b4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e0211f8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1dffbd88 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e0245c0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43adc010 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1dffbbf4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e0245b0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e010f74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e011128 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e010c02 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e010838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e010920 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e010620 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e010e4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e0039fe (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e017620 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e003c30 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e01798c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e003a9c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e017870 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e01774c (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e003aea (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e003982 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e023083 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e017a22 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e0175ac (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e003ba2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e0038e6 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e00389e (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e003a4e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e003804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e003a70 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e003c5c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e017512 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e003bf0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e003b46 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e01751c (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e00162c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e018ba8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e018d30 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e00168c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e001648 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e022e30 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e018b2e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e00163a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e0016cc (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e018b64 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e0036c6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e01ffd8 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e003792 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e020344 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e020228 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e020104 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e003716 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e023060 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e0203da (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e01ff64 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e00379e (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa1e003590 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa1e003548 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1e0037d6 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00007ffa1e003620 (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e01feca (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00007ffa1e01fed4 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00007ffa1e0152b6 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e0156e0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007ffa1e0150f2 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007ffa1e015400 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e0155be (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e015852 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e01577c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007ffa1e0158a4 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007ffa1e01590e (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007ffa1e00183e (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007ffa1e0017fe (__TEXT,__text) external __ZN12IODMACommand4initEv
00007ffa1e014fce (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007ffa1e014f54 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007ffa1e014f8a (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007ffa1e001fea (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e01ecae (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007ffa1e01f290 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
