00007ffa19ff6b5b (__TEXT,__text) non-external _DiToMD5
00007ffa1a007405 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffa1a007428 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffa430e30a8 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffa19ff7eb2 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1a0026c8 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1a003568 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1a0049f8 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa19fdf922 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa19fdf96b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1a006720 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1a006743 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1a006766 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1a006789 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1a0067ac (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1a0067cf (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1a0067f2 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffa1a004ab2 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1a004b06 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa19fddb22 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffa1a005f54 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffa1a005124 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa19ff7e5e (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa19ffc2bd (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa19fe3cec (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa19fdc12c (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa19ff9872 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa19ffc231 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa19fe80dc (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa19fe8808 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1a00783f (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1a007862 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa19fe8848 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1a007885 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1a0078a8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1a0078cb (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1a0078ee (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1a005178 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa430e30c0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa19ff3377 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa430e30b0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa19ff9d14 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa19ffc1eb (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa19fe8159 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa19fe7de4 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa19fdfbd0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1a006815 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1a006838 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa19fea011 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa19fe1311 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec
00007ffa1a006dbf (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.1
00007ffa1a006de2 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.2
00007ffa1a006e05 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.3
00007ffa1a008d40 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa19ffb5c0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa19ffc277 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa19fe825d (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa19fe8cf5 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffa1a0079e3 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffa1a007a06 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffa430e30a0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1a00d458 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa19fe778b (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1a001e62 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1a00ca98 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa19fe7806 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa19feb0b9 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1a007b87 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1a007baa (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1a007bcd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1a00525c (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1a00c3d0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1a00db08 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1a00c278 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1a00c680 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1a00cea0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1a00d048 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1a00d5b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa19fdc876 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa19ff79da (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa19fe0fdc (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1a009388 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1a00b230 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1a00c528 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa19fe7d1d (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa19fe79de (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1a007704 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa19ff89ec (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa19ffabc4 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1a00a728 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa19fe7e78 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1a009f68 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1a00a558 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1a00c0a8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1a00c930 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa19feaddf (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1a007ad8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1a007afb (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1a007b1e (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1a007b41 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa19fe6ee4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffa1a007587 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffa19fe18ce (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1a006e6e (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffa1a009720 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1a00bb58 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1a00beb8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1a00c7d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1a00cbf0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1a00cd48 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1a00d1a0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa19fe7f87 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1a0094e8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa430e30a4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1a00acd0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1a009b70 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1a00a9e8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1a00d300 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1a009d78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1a00a878 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1a00a3a8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1a00ab58 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1a000e7c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa19fe6c4c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1a00751e (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1a007541 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1a007564 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1a00b8d0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1a00d870 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1a00349b (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1a009230 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1a0016b4 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1a0099b0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1a00a1a0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1a008900 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1a0088d0 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1a005acf (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1a00b470 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1a00bcd8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1a00b6c0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1a00d9b0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa19fdd12d (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1a008680 (__TEXT,__const) non-external __ZL6yypact
00007ffa1a0087c0 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1a008921 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1a008830 (__TEXT,__const) non-external __ZL7yytable
00007ffa19ff648d (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa19ff682a (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1a0088a0 (__TEXT,__const) non-external __ZL8yydefact
00007ffa19fdee05 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1a0063d8 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1a0051c0 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa19fdd69a (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1a008940 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa430e2c90 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa19fdd4ad (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1a008930 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa19ff3b74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa19ff3d28 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa19ff3802 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa19ff3438 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa19ff3520 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa19ff3220 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa19ff3a4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa19fe59c6 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa19ffa6c4 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa19fe5bf8 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa19ffaa30 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa19fe5a64 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa19ffa914 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa19ffa7f0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa19fe5ab2 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa19fe594a (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1a007333 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa19ffab14 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa19ffa636 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19fe5b6a (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa19fe58ae (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa19fe5866 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa19fe5a16 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa19fe57cc (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa19fe5a38 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa19fe5c24 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa19ffa5e6 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa19fe5bb8 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa19fe5b0e (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa19ffa5f0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa19fe356c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa19ffbfae (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa19ffc136 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa19fe35cc (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa19fe3588 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1a0070e0 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa19ffbf34 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa19fe357a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa19fe360c (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa19ffbf6a (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa19fe568e (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1a003e34 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa19fe575a (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1a0041a0 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1a004084 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1a003f60 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa19fe56de (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1a007310 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1a004284 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1a003da6 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19fe5766 (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa19fe5558 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa19fe5510 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa19fe579e (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
