00007ffa1fd4f5fc (__TEXT,__text) non-external +[Cube initialize]
00007ffa1fb1d557 (__TEXT,__text) non-external +[MPAuthoringUtilities scaleEffectsForPanoramasFromOptions:]
00007ffa1fb1bb1a (__TEXT,__text) non-external +[MPAuthoringUtilities scaleOutroEffectFromOptions:]
00007ffa1fb1d83f (__TEXT,__text) non-external +[MPAuthoringUtilities screenSizeFromOptions:]
00007ffa1fb1beb7 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeFramesFromOptions:]
00007ffa1fb1c187 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa1fb1c0be (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa1fb1bf42 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa1fb1d1e0 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa1fb1a0d1 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa1fb1d490 (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa1fb1bcee (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa1fb1b1d9 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa1fb1b7a8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa1fb19f6a (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa1fb1b2ad (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa1fb1b419 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa1fb1b3e1 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa1fb1b9d1 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa1fb1d8b2 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa1fb1ccb9 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa1fb1b2e8 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa1fb1b3a6 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa1fb1d0d1 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa1fb1c8e8 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa1fb1d877 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa1fb1ec42 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa1fb1ebe3 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa1facb37e (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa1facb373 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa1fb28147 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa1fb280e8 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa1fb2faf0 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa1fb2f996 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa1fb2fb56 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa1fb2f8c1 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa1fb390f7 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa1fb39175 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.2
00007ffa1fb2fb36 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa1fb2fae5 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa1fb2f763 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa1fb2f784 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa1fb390f7 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa1fb3910f (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.2
00007ffa1fb2fb16 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa1fb391e6 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa1fb39232 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa1fb39261 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa1fb39295 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa1fb392c9 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa1fb391db (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa1fb44ca0 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa1fb44cc6 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa1fb45039 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa1fb4a2a0 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa1fb4a340 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa1fb4a2cf (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa1fb4ded6 (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa1fb4f378 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa1fb4f7b9 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa1fb4f9f6 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa1fb4f092 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa1fb4f00e (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa1fb4f03a (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa1fb4f066 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa1fb4fb6d (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa1fb4fb62 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa1fb51d6d (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa1fb51cfc (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa1fb531ff (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa1fb54088 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa1fb5407d (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa1fb54b2a (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa1fb54ab9 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa1fb55400 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa1facc610 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa1facc605 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa1fb56734 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa1fb5678c (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa1fb5675a (__TEXT,__text) non-external +[MPLayer layer]
00007ffa1fb56773 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa1fb567a5 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa1fb5cd85 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa1fb5cdb4 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa1fb5cde8 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa1fb5ce1c (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa1fb639b3 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa1fb63a2d (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa1fb711a0 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa1fb75c5b (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa1fb75c49 (__TEXT,__text) non-external +[MPSlide slide]
00007ffa1fb75c3e (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa1fb7d450 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa1fb7d421 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa1fb7d40f (__TEXT,__text) non-external +[MPSong song]
00007ffa1fb7d404 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa1fb7e95a (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa1fb7e8e9 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa1facc285 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa1facc27a (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa1fb7fac8 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa1fab73e8 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa1fb81989 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa1fb83a4b (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa1fb83a56 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa1fb85ef2 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa1fb85ec3 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa1facc975 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa1facc980 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa1fb87944 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa1fb878d3 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa1fb8876d (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa1fb8dd07 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa1fb90be3 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa1fb8d65a (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa1fb8d719 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa1fb8cd8c (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa1fb8bfda (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa1fb8b784 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa1fb8c3ae (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa1fb8d48c (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa1fb8d573 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa1fb90df4 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa1fb8eeb7 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa1fb8f357 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa1fb8f2d4 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa1fb90576 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa1fb903fc (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa1fb9063a (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa1fb905dd (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa1fb8c8ad (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa1fb8c7bd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa1fb8cbbb (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa1fb90277 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa1fb8faac (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa1fb8f9db (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa1fb8e57a (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa1fb90185 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa1fb8f202 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa1fb8fd50 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa1fb8b4cc (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa1fb8b5dc (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa1fb918ef (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa1fb919ed (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa1fb91c16 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa1fb91cb0 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa1fb92386 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa1fb918b2 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa1fb91833 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa1fb920ff (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa1fb925b8 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa1fb927b5 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa1fb91d3e (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa1fb91eae (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa1fb912f2 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa1fb91c9c (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa1fb9285e (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa1fb920dc (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa1fb91d38 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa1fb91bce (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa1fb91879 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa1fb917da (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa1fad313d (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa1fad29be (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa1fad2bd8 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa1fad2a26 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa1fad2b14 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa1fad29c9 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa1fad2adf (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa1fad324c (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa1fb96313 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa1fb9637e (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa1fb96371 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa1fd5aec9 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa1fb9e233 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa1fb9e24b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa1fb9e48d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa1fb9ea42 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa1fb9e4a5 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa1fb9e6f3 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa1fba0d93 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1fba0d9b (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa1fba0d8b (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa1fba0800 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa1fba1a3a (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa1fba1a42 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1fcef3ef (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1fcef3e4 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa1fcf318f (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa1fcf319a (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1fd2733c (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa1fd26b2f (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1fd26b24 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa1fd258a4 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa1fd26c16 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa1fd27030 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa1fce98e6 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1fce98db (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa1fce94a0 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa1fd3ce7a (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
