00000001ab547214 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001e7c77230 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001e7c77270 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001e7c772f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e7c77210 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e7c77310 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001e7c772d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e7c772b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001f19079a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001f1907b50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001f1907a90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001f1907450 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001f1907390 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001f1907540 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f1907700 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001f1907510 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f19073f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001f1907af0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001e7c77290 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001f1907870 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f1907b80 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f1907a00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001f1907970 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001f1907b20 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001f1907ac0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001f19073c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f1907420 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001f19075a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f19079d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001f1907a30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f1907570 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f19074e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001f1907a60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001f1907920 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001f19075d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001f1907480 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f19074a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f19074c0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907600 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f19076e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907730 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907850 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907900 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907950 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907bb0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1907660 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001f19078a0 (__AUTH_CONST,__const) non-external ___block_literal_global.113
00000001f19078c0 (__AUTH_CONST,__const) non-external ___block_literal_global.115
00000001f19078e0 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001f1907680 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001f19076a0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f19076c0 (__AUTH_CONST,__const) non-external ___block_literal_global.19
00000001f1907620 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1907640 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001f1907bd0 (__AUTH_CONST,__const) non-external ___block_literal_global.77
00000001f1907750 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001f1907770 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f1907790 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001f19077b0 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001f19077d0 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001f19077f0 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001f1907810 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001f1907830 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001ab541bf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001ab54208c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001ab546fe0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001ab541b48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001ab532a48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001ab53aa3c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001ab532b58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001ab538210 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001ab543e2c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001ab53ffc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001ab533ce0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001ab533868 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001ab546af4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00000001ab546ff0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001ab541b98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001ab532a50 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001ab5420dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001ab532b94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001ab538260 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001ab540014 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001ab533d24 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001ab533874 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001ab546b04 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00000001ab541a84 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001ab541bdc (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001ab54a054 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001ab547144 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001ab53fc4c (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001ab546a98 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001ab53810c (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001ab537c78 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001ab548b18 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00000001ab546518 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001ab53ca94 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001ab54cd78 (__TEXT,__const) external _cdResourceDirSlot
00000001ab546378 (__TEXT,__text) external _checkBOOLSetting
00000001ab546420 (__TEXT,__text) external _checkNumberSetting
00000001ab538834 (__TEXT,__text) external _checkPathQuarantineState
00000001ab548e44 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001ab53879c (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001ab5359e8 (__TEXT,__text) external _copyAdhocSignatureHash
00000001ab548290 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001ab548548 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001ab548300 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001ab548370 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001ab5483e0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001ab548460 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001ab54849c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001ab54850c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001ab53739c (__TEXT,__text) external _copyBootUUID
00000001ab5489c8 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001ab536afc (__TEXT,__text) external _copyBundleID
00000001ab5485b8 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001ab536bf4 (__TEXT,__text) external _copyBundleIDFromURL
00000001ab536e14 (__TEXT,__text) external _copyBundleVersion
00000001ab5485b8 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001ab536d1c (__TEXT,__text) external _copyBundleVersionShort
00000001ab5485b8 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001ab536c88 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001ab536424 (__TEXT,__text) external _copyCdhash
00000001ab5485b8 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001ab548628 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001ab548664 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001ab53639c (__TEXT,__text) external _copyCdhashFromKextURL
00000001ab546680 (__TEXT,__text) external _copyCodeSigningInfo
00000001ab5371c0 (__TEXT,__text) external _copyDeveloperName
00000001ab5485b8 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001ab548878 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001ab5488e8 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001ab548958 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001ab546b0c (__TEXT,__text) external _copyEntitlements
00000001ab53cc20 (__TEXT,__text) external _copyFileHashForURL
00000001ab5496bc (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001ab54975c (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001ab5497fc (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001ab536590 (__TEXT,__text) external _copyLegacyCdhash
00000001ab536600 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001ab534418 (__TEXT,__text) external _copyLegacyDeveloperName
00000001ab53850c (__TEXT,__text) external _copySecureTimestamp
00000001ab5485b8 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001ab537540 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001ab536a24 (__TEXT,__text) external _copySigningID
00000001ab5485b8 (__TEXT,__text) non-external _copySigningID.cold.1
00000001ab536840 (__TEXT,__text) external _copyTeamIdentifier
00000001ab5485b8 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001ab536670 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001ab5486a0 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001ab548718 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001ab536788 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001ab548790 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001ab536f0c (__TEXT,__text) external _copyUnstagedURL
00000001ab548808 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001ab5359e0 (__TEXT,__text) external _createCodeReference
00000001ab5358c8 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001ab548150 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001ab5481f0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001ab5358c0 (__TEXT,__text) external _createCodeReferenceQuiet
00000001ab535808 (__TEXT,__text) external _createHexStringFromData
00000001ab54258c (__TEXT,__text) non-external _createMigrationManifest
00000001ab54a354 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001ab546570 (__TEXT,__text) external _createSecStaticCodeForURL
00000001ab54a918 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001ab54633c (__TEXT,__text) external _createSystemPolicyDefaults
00000001ab53701c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00000001eb5fbd60 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001eb5fbd68 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001ab541560 (__TEXT,__text) external _doBooleanXPCFunction
00000001ab5417cc (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001ab5417d4 (__TEXT,__text) external _doObjectXPCFunction
00000001ab53d27c (__TEXT,__text) external _doWithoutImmutability
00000001eb5fbd08 (__DATA,__bss) non-external _exec.sLog
00000001eb5fbd00 (__DATA,__bss) non-external _exec.sLogInit
00000001ab53cb4c (__TEXT,__text) external _fileExists
00000001ab53cbbc (__TEXT,__text) external _fileIsSymlink
00000001ab53fb0c (__TEXT,__text) external _findBundleContainingSignedFile
00000001ab549b90 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001ab53eb00 (__TEXT,__text) external _findContainingBundle
00000001ab537784 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001ab53f50c (__TEXT,__text) external _findOuterMostBundle
00000001ab549b4c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001ab53fa28 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001ab549b4c (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001ab53ec94 (__TEXT,__text) external _findScanTargetByPath
00000001ab53f13c (__TEXT,__text) external _findTopAppBundle
00000001ab53ec04 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001ab539028 (__TEXT,__text) non-external _fsEventCallback
00000001ed1be640 (__DATA_DIRTY,__bss) non-external _generic.sLog
00000001ed1be638 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00000001ab547058 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001eb5fbd78 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001eb5fbce0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001eb5fbce8 (__DATA,__bss) non-external _getAllowedPaths.once
00000001ab536920 (__TEXT,__text) external _getDictionaryValue
00000001ab53f408 (__TEXT,__text) external _getVolumePrefix
00000001ab549aa0 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00000001ab53d01c (__TEXT,__text) external _getXattrData
00000001ab549974 (__TEXT,__text) non-external _getXattrData.cold.1
00000001ab549a0c (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001ab53eabc (__TEXT,__text) non-external _globalBundleSuffixes
00000001eb5fbd58 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001ab549a8c (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00000001eb5fbd50 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001ab53f374 (__TEXT,__text) external _hasAppExtension
00000001ab5375c4 (__TEXT,__text) external _hasCodeRequirementString
00000001ab548aa8 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001ab54e1bd (__TEXT,__cstring) non-external _hexString.nibble
00000001ab538a9c (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001ab538920 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001ab5376cc (__TEXT,__text) external _isAdhocSignature
00000001ab5485b8 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001ab534e1c (__TEXT,__text) external _isAppleInternalMachine
00000001ab53768c (__TEXT,__text) external _isAppleSignedCode
00000001ab544e38 (__TEXT,__text) non-external _isCodeRefNotarized
00000001ab54a7ac (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00000001ab5382a4 (__TEXT,__text) external _isCodelessKext
00000001ab548b8c (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001ab541c04 (__TEXT,__text) external _isConnectionEntitled
00000001ab54a0bc (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001ab541da0 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00000001ab54a124 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00000001ab54a18c (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00000001ab54a1fc (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00000001ab54a240 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00000001ab54a2a8 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00000001ab534e28 (__TEXT,__text) external _isDarwinOSEnvironment
00000001ab5376bc (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001ab5376ac (__TEXT,__text) external _isDeveloperIDSignedCode
00000001ab534e34 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001ab537554 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001ab53754c (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001ab5385e4 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001ab548dd0 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001ab534db0 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001ab53769c (__TEXT,__text) external _isMacAppStoreSignedCode
00000001ab5421a8 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001ab538358 (__TEXT,__text) external _isNotarizedKext
00000001ab548bfc (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001ab548c90 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001ab548d24 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001ab534ed4 (__TEXT,__text) external _isQAAppStoreCertsAllowed
00000001ab534e98 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001ab534dd4 (__TEXT,__text) external _isSIPDisabledMachine
00000001ab534df8 (__TEXT,__text) external _isSKELDisabledMachine
00000001ab534ec0 (__TEXT,__text) external _isSkipXprotectScansOnSeenSoftwareEnabled
00000001ab53f028 (__TEXT,__text) external _isTerminalLikePath
00000001ab534eac (__TEXT,__text) external _isUnconditionalRevocationTicketLookupEnabled
00000001ab53e8e0 (__TEXT,__text) external _isValidInfoPlist
00000001ab534e84 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00000001ab534e70 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001eb5fbcf8 (__DATA,__bss) non-external _kext.sLog
00000001eb5fbcf0 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001eb5fbd18 (__DATA,__bss) non-external _measurements.sLog
00000001eb5fbd10 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001ab53e878 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001ab554c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001ab554ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001ab554cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001ab554ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001ab554d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001ab554d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001ab554d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001ab554d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001ab554d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
