00000001e7a642c0 (__DATA,__data) non-external _.compoundliteral
000000018404332c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00000001840278cc (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
000000018403d754 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018403b6e8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
000000018402d028 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
000000018403e744 (__TEXT,__text) non-external _sb_transform_reorder_profile
000000018403e798 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00000001840445cc (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
000000018402ab54 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000184042980 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000184029fc0 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000184029c40 (__TEXT,__text) non-external _sb_visitor_new
000000018402a070 (__TEXT,__text) non-external _sb_visitor_release
0000000184044c14 (__TEXT,__text) non-external _sb_warn
0000000184050458 (__TEXT,__const) non-external _sbpl1_scm
00000001840512c0 (__TEXT,__const) non-external _sbpl2_scm
000000018405178c (__TEXT,__const) non-external _sbpl3_scm
0000000184040d24 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00000001840401b0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000184040058 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184040c04 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
000000018403ff0c (__TEXT,__text) non-external _sbpl_operation_eqv
0000000184049aed (__TEXT,__const) non-external _sbpl_scm
0000000184032ea8 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184044cec (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000184029a48 (__TEXT,__text) non-external (was a private external) _scheme_call
000000018401d6d8 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018402a1e4 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00000001840174d4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00000001840330e4 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000184033454 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000184032e70 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
0000000184029224 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000184032d28 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184032d20 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000184032d08 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00000001840299fc (__TEXT,__text) non-external (was a private external) _scheme_global
0000000184016ee0 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000184016e70 (__TEXT,__text) non-external (was a private external) _scheme_init_new
000000018401de00 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000184018098 (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018401e58c (__TEXT,__text) non-external (was a private external) _scheme_push_string
00000001840334c4 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018401806c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000184017fa4 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000184017fac (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000184032f80 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184022fe4 (__TEXT,__text) non-external _shallow_copy_node
000000018402d840 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
000000018402f798 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000184017dcc (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
000000018401f414 (__TEXT,__text) non-external (was a private external) _string_length
00000001840390dc (__TEXT,__text) non-external _string_table_description_for_id
000000018401f3b0 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000184042734 (__TEXT,__text) non-external _submatch_end
000000018401d754 (__TEXT,__text) non-external (was a private external) _symname
0000000184033898 (__TEXT,__text) non-external _syntaxnum
0000000184043608 (__TEXT,__text) non-external _synthesize_bitmasks
0000000184043410 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000184043554 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
0000000184043aa4 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
000000018402abac (__TEXT,__text) non-external _synthesize_logical_conditions
000000018403cb54 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001eb33b1e0 (__AUTH_CONST,__const) non-external _tests
00000001840194fc (__TEXT,__text) non-external _token
0000000184029dbc (__TEXT,__text) non-external _traverse_postorder
000000018403c8f4 (__TEXT,__text) non-external _traverse_preorder
000000018403a6f4 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000184051bfc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001840404a0 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000184042390 (__TEXT,__text) non-external _version
000000018403df30 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
000000018401d7e0 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
