00007ffa18d481f8 (__TEXT,__text) external _ConvertUTF16toUTF32
00007ffa1897b617 (__TEXT,__text) external _LLVMGetFCmpPredicate
00007ffa1897b2f9 (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007ffa189fca9e (__TEXT,__text) external _LLVMGetFirstCoverageSegment
00007ffa1897a9c9 (__TEXT,__text) external _LLVMGetFirstFunction
00007ffa1897a723 (__TEXT,__text) external _LLVMGetFirstGlobal
00007ffa1897b52a (__TEXT,__text) external _LLVMGetFirstInstruction
00007ffa1897af6b (__TEXT,__text) external _LLVMGetFirstParam
00007ffa18d96718 (__TEXT,__text) external _LLVMGetFirstTarget
00007ffa18979601 (__TEXT,__text) external _LLVMGetFirstUse
00007ffa1897ae8b (__TEXT,__text) external _LLVMGetFunctionAttr
00007ffa1897aab0 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007ffa1897aada (__TEXT,__text) external _LLVMGetGC
00007ffa18976e09 (__TEXT,__text) external _LLVMGetGlobalContext
00007ffa1897a399 (__TEXT,__text) external _LLVMGetGlobalParent
00007ffa1897ec18 (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007ffa1897b5e0 (__TEXT,__text) external _LLVMGetICmpPredicate
00007ffa1897bf9e (__TEXT,__text) external _LLVMGetIncomingBlock
00007ffa1897bf6f (__TEXT,__text) external _LLVMGetIncomingValue
00007ffa1897c014 (__TEXT,__text) external _LLVMGetIndices
00007ffa1897a7d0 (__TEXT,__text) external _LLVMGetInitializer
00007ffa1897c117 (__TEXT,__text) external _LLVMGetInsertBlock
00007ffa1897b6d0 (__TEXT,__text) external _LLVMGetInstructionCallConv
00007ffa1897b64e (__TEXT,__text) external _LLVMGetInstructionOpcode
00007ffa1897b520 (__TEXT,__text) external _LLVMGetInstructionParent
00007ffa18978670 (__TEXT,__text) external _LLVMGetIntTypeWidth
00007ffa1897aa9a (__TEXT,__text) external _LLVMGetIntrinsicID
00007ffa1897b31b (__TEXT,__text) external _LLVMGetLastBasicBlock
00007ffa18977d27 (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
00007ffa1897a9eb (__TEXT,__text) external _LLVMGetLastFunction
00007ffa1897a745 (__TEXT,__text) external _LLVMGetLastGlobal
00007ffa1897b54c (__TEXT,__text) external _LLVMGetLastInstruction
00007ffa1897afbe (__TEXT,__text) external _LLVMGetLastParam
00007ffa1897a3b1 (__TEXT,__text) external _LLVMGetLinkage
00007ffa18976e94 (__TEXT,__text) external _LLVMGetMDKindID
00007ffa18976e88 (__TEXT,__text) external _LLVMGetMDKindIDInContext
00007ffa189797d0 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007ffa18979aad (__TEXT,__text) external _LLVMGetMDNodeOperands
00007ffa18979a67 (__TEXT,__text) external _LLVMGetMDString
00007ffa18978c0f (__TEXT,__text) external _LLVMGetMetadata
00007ffa18978383 (__TEXT,__text) external _LLVMGetModuleContext
00007ffa18d951a0 (__TEXT,__text) external _LLVMGetModuleDataLayout
00007ffa18977fcf (__TEXT,__text) external _LLVMGetModuleIdentifier
00007ffa1897a999 (__TEXT,__text) external _LLVMGetNamedFunction
00007ffa1897a6ee (__TEXT,__text) external _LLVMGetNamedGlobal
00007ffa18979b3c (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007ffa18979b7a (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007ffa1897b33d (__TEXT,__text) external _LLVMGetNextBasicBlock
00007ffa189fc8e8 (__TEXT,__text) external _LLVMGetNextCoverageFunction
00007ffa189fcab2 (__TEXT,__text) external _LLVMGetNextCoverageSegment
00007ffa1897aa0d (__TEXT,__text) external _LLVMGetNextFunction
00007ffa1897a767 (__TEXT,__text) external _LLVMGetNextGlobal
00007ffa1897b56e (__TEXT,__text) external _LLVMGetNextInstruction
00007ffa1897b009 (__TEXT,__text) external _LLVMGetNextParam
00007ffa18d96740 (__TEXT,__text) external _LLVMGetNextTarget
00007ffa1897961a (__TEXT,__text) external _LLVMGetNextUse
00007ffa1897bd11 (__TEXT,__text) external _LLVMGetNormalDest
00007ffa1897b689 (__TEXT,__text) external _LLVMGetNumArgOperands
00007ffa1897c721 (__TEXT,__text) external _LLVMGetNumClauses
00007ffa1897bfd5 (__TEXT,__text) external _LLVMGetNumIndices
00007ffa189797a5 (__TEXT,__text) external _LLVMGetNumOperands
00007ffa1897be0b (__TEXT,__text) external _LLVMGetNumSuccessors
00007ffa18979637 (__TEXT,__text) external _LLVMGetOperand
00007ffa189796d5 (__TEXT,__text) external _LLVMGetOperandUse
00007ffa1897dcff (__TEXT,__text) external _LLVMGetOrdering
00007ffa1897af24 (__TEXT,__text) external _LLVMGetParam
00007ffa1897af61 (__TEXT,__text) external _LLVMGetParamParent
00007ffa1897888c (__TEXT,__text) external _LLVMGetParamTypes
00007ffa1897aebb (__TEXT,__text) external _LLVMGetParams
00007ffa1897aa86 (__TEXT,__text) external _LLVMGetPersonalityFn
00007ffa18978a46 (__TEXT,__text) external _LLVMGetPointerAddressSpace
00007ffa1897b36e (__TEXT,__text) external _LLVMGetPreviousBasicBlock
00007ffa1897aa3e (__TEXT,__text) external _LLVMGetPreviousFunction
00007ffa1897a798 (__TEXT,__text) external _LLVMGetPreviousGlobal
00007ffa1897b59f (__TEXT,__text) external _LLVMGetPreviousInstruction
00007ffa1897b04e (__TEXT,__text) external _LLVMGetPreviousParam
00007ffa18e9975a (__TEXT,__text) external _LLVMGetRelocationOffset
00007ffa18e99772 (__TEXT,__text) external _LLVMGetRelocationSymbol
00007ffa18e997a5 (__TEXT,__text) external _LLVMGetRelocationType
00007ffa18e997bd (__TEXT,__text) external _LLVMGetRelocationTypeName
00007ffa18e9983b (__TEXT,__text) external _LLVMGetRelocationValueString
00007ffa18e994ed (__TEXT,__text) external _LLVMGetRelocations
00007ffa18978874 (__TEXT,__text) external _LLVMGetReturnType
00007ffa1897a4a4 (__TEXT,__text) external _LLVMGetSection
00007ffa18e994bd (__TEXT,__text) external _LLVMGetSectionAddress
00007ffa18e994d5 (__TEXT,__text) external _LLVMGetSectionContainsSymbol
00007ffa18e99467 (__TEXT,__text) external _LLVMGetSectionContents
00007ffa18e993f9 (__TEXT,__text) external _LLVMGetSectionName
00007ffa18e9944f (__TEXT,__text) external _LLVMGetSectionSize
00007ffa18e991ff (__TEXT,__text) external _LLVMGetSections
00007ffa1897acfc (__TEXT,__text) external _LLVMGetStringAttributeAtIndex
00007ffa18977d96 (__TEXT,__text) external _LLVMGetStringAttributeKind
00007ffa18977db7 (__TEXT,__text) external _LLVMGetStringAttributeValue
00007ffa1897898f (__TEXT,__text) external _LLVMGetStructElementTypes
00007ffa1897895b (__TEXT,__text) external _LLVMGetStructName
00007ffa1897be16 (__TEXT,__text) external _LLVMGetSuccessor
00007ffa1897bec5 (__TEXT,__text) external _LLVMGetSwitchDefaultDest
00007ffa18e9965c (__TEXT,__text) external _LLVMGetSymbolAddress
00007ffa18e99573 (__TEXT,__text) external _LLVMGetSymbolName
00007ffa18e99745 (__TEXT,__text) external _LLVMGetSymbolSize
00007ffa18e99384 (__TEXT,__text) external _LLVMGetSymbols
00007ffa189780e4 (__TEXT,__text) external _LLVMGetTarget
00007ffa18d968ea (__TEXT,__text) external _LLVMGetTargetDescription
00007ffa18d96749 (__TEXT,__text) external _LLVMGetTargetFromName
00007ffa18d967db (__TEXT,__text) external _LLVMGetTargetFromTriple
00007ffa18d96bbe (__TEXT,__text) external _LLVMGetTargetMachineCPU
00007ffa18d96c3d (__TEXT,__text) external _LLVMGetTargetMachineFeatureString
00007ffa18d96b60 (__TEXT,__text) external _LLVMGetTargetMachineTarget
00007ffa18d96b6a (__TEXT,__text) external _LLVMGetTargetMachineTriple
00007ffa18d968e0 (__TEXT,__text) external _LLVMGetTargetName
00007ffa1897a84a (__TEXT,__text) external _LLVMGetThreadLocalMode
00007ffa189789e0 (__TEXT,__text) external _LLVMGetTypeByName
00007ffa189783da (__TEXT,__text) external _LLVMGetTypeContext
00007ffa1897838c (__TEXT,__text) external _LLVMGetTypeKind
00007ffa189797ff (__TEXT,__text) external _LLVMGetUndef
00007ffa1897bd1b (__TEXT,__text) external _LLVMGetUnwindDest
00007ffa1897962e (__TEXT,__text) external _LLVMGetUsedValue
00007ffa18979624 (__TEXT,__text) external _LLVMGetUser
00007ffa18978ae7 (__TEXT,__text) external _LLVMGetValueKind
00007ffa18978afc (__TEXT,__text) external _LLVMGetValueName
00007ffa18978a52 (__TEXT,__text) external _LLVMGetVectorSize
00007ffa1897a4de (__TEXT,__text) external _LLVMGetVisibility
00007ffa1897dccb (__TEXT,__text) external _LLVMGetVolatile
00007ffa189786cc (__TEXT,__text) external _LLVMHalfType
00007ffa1897867c (__TEXT,__text) external _LLVMHalfTypeInContext
00007ffa18978bf6 (__TEXT,__text) external _LLVMHasMetadata
00007ffa1897aa76 (__TEXT,__text) external _LLVMHasPersonalityFn
00007ffa1897a52c (__TEXT,__text) external _LLVMHasUnnamedAddr
00007ffa18666c6b (__TEXT,__text) external _LLVMInitializeAnalysis
00007ffa187fb2c6 (__TEXT,__text) external _LLVMInitializeCodeGen
00007ffa18976dbc (__TEXT,__text) external _LLVMInitializeCore
00007ffa1897eca9 (__TEXT,__text) external _LLVMInitializeFunctionPassManager
00007ffa18666c75 (__TEXT,__text) external _LLVMInitializeIPA
00007ffa18a2658e (__TEXT,__text) external _LLVMInitializeIPO
00007ffa18a586c7 (__TEXT,__text) external _LLVMInitializeInstCombine
00007ffa18ad7a7c (__TEXT,__text) external _LLVMInitializeInstrumentation
00007ffa18b260f0 (__TEXT,__text) external _LLVMInitializeObjCARCOpts
00007ffa18beb1f2 (__TEXT,__text) external _LLVMInitializeScalarOpts
00007ffa18d95184 (__TEXT,__text) external _LLVMInitializeTarget
00007ffa18e03242 (__TEXT,__text) external _LLVMInitializeTransformUtils
00007ffa18e7c4bd (__TEXT,__text) external _LLVMInitializeVectorization
00007ffa1897b4af (__TEXT,__text) external _LLVMInsertBasicBlock
00007ffa1897b446 (__TEXT,__text) external _LLVMInsertBasicBlockInContext
00007ffa1897c12e (__TEXT,__text) external _LLVMInsertIntoBuilder
00007ffa1897c16a (__TEXT,__text) external _LLVMInsertIntoBuilderWithName
00007ffa18d55abb (__TEXT,__text) external _LLVMInstallFatalErrorHandler
00007ffa1897b670 (__TEXT,__text) external _LLVMInstructionClone
00007ffa1897b5d6 (__TEXT,__text) external _LLVMInstructionEraseFromParent
00007ffa1897b5cc (__TEXT,__text) external _LLVMInstructionRemoveFromParent
00007ffa189785f7 (__TEXT,__text) external _LLVMInt128Type
00007ffa189784d0 (__TEXT,__text) external _LLVMInt128TypeInContext
00007ffa18978552 (__TEXT,__text) external _LLVMInt16Type
00007ffa189784b2 (__TEXT,__text) external _LLVMInt16TypeInContext
00007ffa189784e4 (__TEXT,__text) external _LLVMInt1Type
00007ffa1897849e (__TEXT,__text) external _LLVMInt1TypeInContext
00007ffa18978589 (__TEXT,__text) external _LLVMInt32Type
00007ffa189784bc (__TEXT,__text) external _LLVMInt32TypeInContext
00007ffa189785c0 (__TEXT,__text) external _LLVMInt64Type
00007ffa189784c6 (__TEXT,__text) external _LLVMInt64TypeInContext
00007ffa1897851b (__TEXT,__text) external _LLVMInt8Type
00007ffa189784a8 (__TEXT,__text) external _LLVMInt8TypeInContext
00007ffa18d95358 (__TEXT,__text) external _LLVMIntPtrType
00007ffa18d95379 (__TEXT,__text) external _LLVMIntPtrTypeForAS
00007ffa18d953b2 (__TEXT,__text) external _LLVMIntPtrTypeForASInContext
00007ffa18d9539d (__TEXT,__text) external _LLVMIntPtrTypeInContext
00007ffa1897862e (__TEXT,__text) external _LLVMIntType
00007ffa189784da (__TEXT,__text) external _LLVMIntTypeInContext
00007ffa18979429 (__TEXT,__text) external _LLVMIsAAddrSpaceCastInst
00007ffa189793e9 (__TEXT,__text) external _LLVMIsAAllocaInst
00007ffa18978cdc (__TEXT,__text) external _LLVMIsAArgument
00007ffa18978cf4 (__TEXT,__text) external _LLVMIsABasicBlock
00007ffa18978f5e (__TEXT,__text) external _LLVMIsABinaryOperator
00007ffa18979441 (__TEXT,__text) external _LLVMIsABitCastInst
00007ffa18978d65 (__TEXT,__text) external _LLVMIsABlockAddress
00007ffa1897927c (__TEXT,__text) external _LLVMIsABranchInst
00007ffa18978f86 (__TEXT,__text) external _LLVMIsACallInst
00007ffa18979401 (__TEXT,__text) external _LLVMIsACastInst
00007ffa1897937c (__TEXT,__text) external _LLVMIsACatchPadInst
00007ffa1897933c (__TEXT,__text) external _LLVMIsACatchReturnInst
00007ffa18979394 (__TEXT,__text) external _LLVMIsACleanupPadInst
00007ffa18979324 (__TEXT,__text) external _LLVMIsACleanupReturnInst
00007ffa18979124 (__TEXT,__text) external _LLVMIsACmpInst
00007ffa18978d48 (__TEXT,__text) external _LLVMIsAConstant
00007ffa18978d7d (__TEXT,__text) external _LLVMIsAConstantAggregateZero
00007ffa18978d95 (__TEXT,__text) external _LLVMIsAConstantArray
00007ffa18978dca (__TEXT,__text) external _LLVMIsAConstantDataArray
00007ffa18978dad (__TEXT,__text) external _LLVMIsAConstantDataSequential
00007ffa18978de2 (__TEXT,__text) external _LLVMIsAConstantDataVector
00007ffa18978dfa (__TEXT,__text) external _LLVMIsAConstantExpr
00007ffa18978e12 (__TEXT,__text) external _LLVMIsAConstantFP
00007ffa18978e2a (__TEXT,__text) external _LLVMIsAConstantInt
00007ffa18978e42 (__TEXT,__text) external _LLVMIsAConstantPointerNull
00007ffa18978e5a (__TEXT,__text) external _LLVMIsAConstantStruct
00007ffa18978e72 (__TEXT,__text) external _LLVMIsAConstantTokenNone
00007ffa18978e8a (__TEXT,__text) external _LLVMIsAConstantVector
00007ffa18978ffa (__TEXT,__text) external _LLVMIsADbgDeclareInst
00007ffa18978fcc (__TEXT,__text) external _LLVMIsADbgInfoIntrinsic
00007ffa1897917c (__TEXT,__text) external _LLVMIsAExtractElementInst
00007ffa18979561 (__TEXT,__text) external _LLVMIsAExtractValueInst
00007ffa1897914c (__TEXT,__text) external _LLVMIsAFCmpInst
00007ffa18979459 (__TEXT,__text) external _LLVMIsAFPExtInst
00007ffa18979471 (__TEXT,__text) external _LLVMIsAFPToSIInst
00007ffa18979489 (__TEXT,__text) external _LLVMIsAFPToUIInst
00007ffa189794a1 (__TEXT,__text) external _LLVMIsAFPTruncInst
00007ffa18979354 (__TEXT,__text) external _LLVMIsAFuncletPadInst
00007ffa18978efe (__TEXT,__text) external _LLVMIsAFunction
00007ffa18979194 (__TEXT,__text) external _LLVMIsAGetElementPtrInst
00007ffa18978ec8 (__TEXT,__text) external _LLVMIsAGlobalAlias
00007ffa18978ee0 (__TEXT,__text) external _LLVMIsAGlobalObject
00007ffa18978ea2 (__TEXT,__text) external _LLVMIsAGlobalValue
00007ffa18978f16 (__TEXT,__text) external _LLVMIsAGlobalVariable
00007ffa18979164 (__TEXT,__text) external _LLVMIsAICmpInst
00007ffa18979294 (__TEXT,__text) external _LLVMIsAIndirectBrInst
00007ffa18978d0c (__TEXT,__text) external _LLVMIsAInlineAsm
00007ffa189791ac (__TEXT,__text) external _LLVMIsAInsertElementInst
00007ffa189791c4 (__TEXT,__text) external _LLVMIsAInsertValueInst
00007ffa18978f46 (__TEXT,__text) external _LLVMIsAInstruction
00007ffa189794b9 (__TEXT,__text) external _LLVMIsAIntToPtrInst
00007ffa18978f9e (__TEXT,__text) external _LLVMIsAIntrinsicInst
00007ffa189792ac (__TEXT,__text) external _LLVMIsAInvokeInst
00007ffa189791dc (__TEXT,__text) external _LLVMIsALandingPadInst
00007ffa18979579 (__TEXT,__text) external _LLVMIsALoadInst
00007ffa189795a9 (__TEXT,__text) external _LLVMIsAMDNode
00007ffa189795e2 (__TEXT,__text) external _LLVMIsAMDString
00007ffa18979067 (__TEXT,__text) external _LLVMIsAMemCpyInst
00007ffa18979039 (__TEXT,__text) external _LLVMIsAMemIntrinsic
00007ffa189790a6 (__TEXT,__text) external _LLVMIsAMemMoveInst
00007ffa189790e5 (__TEXT,__text) external _LLVMIsAMemSetInst
00007ffa189791f4 (__TEXT,__text) external _LLVMIsAPHINode
00007ffa189794d1 (__TEXT,__text) external _LLVMIsAPtrToIntInst
00007ffa1897930c (__TEXT,__text) external _LLVMIsAResumeInst
00007ffa189792c4 (__TEXT,__text) external _LLVMIsAReturnInst
00007ffa189794e9 (__TEXT,__text) external _LLVMIsASExtInst
00007ffa18979501 (__TEXT,__text) external _LLVMIsASIToFPInst
00007ffa1897920c (__TEXT,__text) external _LLVMIsASelectInst
00007ffa18979224 (__TEXT,__text) external _LLVMIsAShuffleVectorInst
00007ffa1897923c (__TEXT,__text) external _LLVMIsAStoreInst
00007ffa189792dc (__TEXT,__text) external _LLVMIsASwitchInst
00007ffa18979254 (__TEXT,__text) external _LLVMIsATerminatorInst
00007ffa18979519 (__TEXT,__text) external _LLVMIsATruncInst
00007ffa18979531 (__TEXT,__text) external _LLVMIsAUIToFPInst
00007ffa189793ac (__TEXT,__text) external _LLVMIsAUnaryInstruction
00007ffa18978f2e (__TEXT,__text) external _LLVMIsAUndefValue
00007ffa189792f4 (__TEXT,__text) external _LLVMIsAUnreachableInst
00007ffa18978d24 (__TEXT,__text) external _LLVMIsAUser
00007ffa18979591 (__TEXT,__text) external _LLVMIsAVAArgInst
00007ffa18979549 (__TEXT,__text) external _LLVMIsAZExtInst
00007ffa1897e862 (__TEXT,__text) external _LLVMIsAtomicSingleThread
00007ffa1897c768 (__TEXT,__text) external _LLVMIsCleanup
00007ffa1897be32 (__TEXT,__text) external _LLVMIsConditional
00007ffa18979809 (__TEXT,__text) external _LLVMIsConstant
00007ffa18979ebf (__TEXT,__text) external _LLVMIsConstantString
00007ffa1897a3a3 (__TEXT,__text) external _LLVMIsDeclaration
00007ffa18977dd8 (__TEXT,__text) external _LLVMIsEnumAttribute
00007ffa1897a8d0 (__TEXT,__text) external _LLVMIsExternallyInitialized
00007ffa18978862 (__TEXT,__text) external _LLVMIsFunctionVarArg
00007ffa1897a827 (__TEXT,__text) external _LLVMIsGlobalConstant
00007ffa1897bef8 (__TEXT,__text) external _LLVMIsInBounds
00007ffa1897ecf3 (__TEXT,__text) external _LLVMIsMultithreaded
00007ffa1897981d (__TEXT,__text) external _LLVMIsNull
00007ffa189789d1 (__TEXT,__text) external _LLVMIsOpaqueStruct
00007ffa189789c2 (__TEXT,__text) external _LLVMIsPackedStruct
00007ffa18e99531 (__TEXT,__text) external _LLVMIsRelocationIteratorAtEnd
00007ffa18e9923f (__TEXT,__text) external _LLVMIsSectionIteratorAtEnd
00007ffa18977e0c (__TEXT,__text) external _LLVMIsStringAttribute
00007ffa18e993c1 (__TEXT,__text) external _LLVMIsSymbolIteratorAtEnd
00007ffa1897bcd3 (__TEXT,__text) external _LLVMIsTailCall
00007ffa1897a7fb (__TEXT,__text) external _LLVMIsThreadLocal
00007ffa1897983d (__TEXT,__text) external _LLVMIsUndef
00007ffa18978aa6 (__TEXT,__text) external _LLVMLabelType
00007ffa18978a65 (__TEXT,__text) external _LLVMLabelTypeInContext
00007ffa18af10fa (__TEXT,__text) external _LLVMLinkModules2
00007ffa18d8b525 (__TEXT,__text) external _LLVMLoadLibraryPermanently
00007ffa18979a1e (__TEXT,__text) external _LLVMMDNode
00007ffa189798d7 (__TEXT,__text) external _LLVMMDNodeInContext
00007ffa18979877 (__TEXT,__text) external _LLVMMDString
00007ffa18979856 (__TEXT,__text) external _LLVMMDStringInContext
00007ffa18977ee8 (__TEXT,__text) external _LLVMModuleCreateWithName
00007ffa18977f60 (__TEXT,__text) external _LLVMModuleCreateWithNameInContext
00007ffa1897b516 (__TEXT,__text) external _LLVMMoveBasicBlockAfter
00007ffa1897b50c (__TEXT,__text) external _LLVMMoveBasicBlockBefore
00007ffa18e9927a (__TEXT,__text) external _LLVMMoveToContainingSection
00007ffa18e9955b (__TEXT,__text) external _LLVMMoveToNextRelocation
00007ffa18e99265 (__TEXT,__text) external _LLVMMoveToNextSection
00007ffa18e993e4 (__TEXT,__text) external _LLVMMoveToNextSymbol
00007ffa18d95478 (__TEXT,__text) external _LLVMOffsetOfElement
00007ffa189787df (__TEXT,__text) external _LLVMPPCFP128Type
00007ffa189786ae (__TEXT,__text) external _LLVMPPCFP128TypeInContext
00007ffa187adf24 (__TEXT,__text) external _LLVMParseBitcode
00007ffa187ae0ba (__TEXT,__text) external _LLVMParseBitcode2
00007ffa187adf57 (__TEXT,__text) external _LLVMParseBitcodeInContext
00007ffa187ae0de (__TEXT,__text) external _LLVMParseBitcodeInContext2
00007ffa18d4539c (__TEXT,__text) external _LLVMParseCommandLineOptions
00007ffa18a4e6a1 (__TEXT,__text) external _LLVMParseIRInContext
00007ffa18a3ec4a (__TEXT,__text) external _LLVMPassManagerBuilderCreate
00007ffa18a3ec6f (__TEXT,__text) external _LLVMPassManagerBuilderDispose
00007ffa18a3ecdb (__TEXT,__text) external _LLVMPassManagerBuilderPopulateFunctionPassManager
00007ffa18a3ecef (__TEXT,__text) external _LLVMPassManagerBuilderPopulateLTOPassManager
00007ffa18a3ece5 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateModulePassManager
00007ffa18a3ecba (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableSimplifyLibCalls
00007ffa18a3eca2 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnitAtATime
00007ffa18a3ecae (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnrollLoops
00007ffa18a3ec91 (__TEXT,__text) external _LLVMPassManagerBuilderSetOptLevel
00007ffa18a3ec99 (__TEXT,__text) external _LLVMPassManagerBuilderSetSizeLevel
00007ffa18a3ecc0 (__TEXT,__text) external _LLVMPassManagerBuilderUseInlinerWithThreshold
00007ffa18d95342 (__TEXT,__text) external _LLVMPointerSize
00007ffa18d9534e (__TEXT,__text) external _LLVMPointerSizeForAS
00007ffa18978a1c (__TEXT,__text) external _LLVMPointerType
00007ffa1897c0d1 (__TEXT,__text) external _LLVMPositionBuilder
00007ffa1897c105 (__TEXT,__text) external _LLVMPositionBuilderAtEnd
00007ffa1897c0f0 (__TEXT,__text) external _LLVMPositionBuilderBefore
00007ffa18d9544f (__TEXT,__text) external _LLVMPreferredAlignmentOfGlobal
00007ffa18d95445 (__TEXT,__text) external _LLVMPreferredAlignmentOfType
00007ffa18978144 (__TEXT,__text) external _LLVMPrintModuleToFile
00007ffa18978231 (__TEXT,__text) external _LLVMPrintModuleToString
00007ffa189783ed (__TEXT,__text) external _LLVMPrintTypeToString
00007ffa18978b3d (__TEXT,__text) external _LLVMPrintValueToString
00007ffa1897b11d (__TEXT,__text) external _LLVMRemoveAttribute
