00000001dbf4bfe4 (__TEXT,__text) non-external _DiToMD5
00000001dbf5aa08 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00000001dbf5c1d0 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00000001dbf3811c (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00000001dbf2fd68 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00000001dbf5e3a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00000001dbf5e3d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001dbf5e400 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001dbf5e42c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001dbf5e458 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001dbf5e484 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001dbf5e4b0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001dbf5c2d0 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001dbf5c358 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001dbf2df78 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001dbf5db30 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001dbf5ca78 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001dbf2d5e4 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001dbf4d7f8 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001dbf5325c (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001dbf3562c (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001dbf2bfe8 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001dbf4f480 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001dbf5318c (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001dbf3ad1c (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001dbf3b668 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001dbf5fa64 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001dbf5fa90 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001dbf3b6c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001dbf5fabc (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001dbf5fae8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001dbf5fb14 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001dbf5fb40 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001dbf5cb00 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000001e7ef2d78 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001dbf47748 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000001e7ef2d70 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001dbf4f9d4 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001dbf53124 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001dbf3adcc (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001dbf3a934 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001dbf301f0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001dbf5e58c (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001dbf5e5b8 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001dbf3d388 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001dbf31da0 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001dbf5ecd0 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001dbf5ecfc (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001dbf5ed28 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001dbf61a90 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001dbf523d4 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001dbf531f4 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001dbf3af44 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001dbf3bbdc (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001dbf5fc74 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001dbf5fca0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000001e7ef2d60 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001dbf50980 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001dbf668f8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001dbf3a198 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001dbf58fc8 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001dbf65f20 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001dbf3a244 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001dbf3e834 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001dbf5fe84 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001dbf5feb0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001dbf5fedc (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001dbf5cc58 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001dbf31d3c (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001dbf5eca4 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001dbf65858 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001dbf66fb0 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001dbf65700 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001dbf65b08 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001dbf66328 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001dbf664e8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001dbf66a50 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001dbf2c6ec (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001dbf4d2a4 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001dbf318ac (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001dbf623d0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001dbf64650 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001dbf659b0 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001dbf3a844 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001dbf3a474 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001dbf5f8d8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001dbf4e44c (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001dbf51810 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001dbf63ac0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001dbf3a9dc (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001dbf63028 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001dbf638f0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001dbf65528 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001dbf65db8 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001dbf3e548 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001dbf5fda8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001dbf5fdd4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001dbf5fe00 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001dbf5fe2c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001dbf39774 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001dbf5f6f4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001dbf325b0 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001dbf5edac (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001dbf62788 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001dbf64fd0 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001dbf65338 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001dbf65c60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001dbf66078 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001dbf661d0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001dbf66640 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001dbf3ab40 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001dbf62530 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000001e7ef2d64 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001dbf64068 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001dbf62c10 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001dbf63d80 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001dbf667a0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001dbf62e30 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001dbf63c10 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001dbf63740 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001dbf63ef0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001dbf57d1c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001dbf632c8 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001dbf394d4 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001dbf5f670 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001dbf5f69c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001dbf5f6c8 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001dbf64d18 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001dbf66d18 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001dbf5a894 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001dbf62278 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001dbf586c4 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001dbf62a40 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001dbf63518 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001dbf6164f (__TEXT,__const) non-external __ZL4yyr1
00000001dbf6162e (__TEXT,__const) non-external __ZL4yyr2
00000001dbf5d5c0 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001dbf64898 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001dbf65150 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001dbf64b00 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001dbf66e58 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001dbf3892c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001dbf5f53c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001dbf5f568 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001dbf2cfec (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001dbf613f8 (__TEXT,__const) non-external __ZL6yypact
00000001dbf6152c (__TEXT,__const) non-external __ZL7yycheck
00000001dbf61670 (__TEXT,__const) non-external __ZL7yypgoto
00000001dbf61599 (__TEXT,__const) non-external __ZL7yytable
00000001dbf4b670 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001dbf4bbbc (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001dbf61606 (__TEXT,__const) non-external __ZL8yydefact
00000001dbf2f480 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001dbf5e090 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001dbf5cb68 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001dbf2db3c (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001dbf61690 (__TEXT,__const) non-external __ZL9crc32_tab
00000001e7ef2950 (__DATA,__bss) non-external __ZL9gBootArgs
00000001dbf2d7e4 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001dbf2d900 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001dbf6167f (__TEXT,__const) non-external __ZL9yydefgoto
00000001dbf480b0 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001dbf48358 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001dbf47c90 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001dbf47838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001dbf47984 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001dbf475c4 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001dbf47f3c (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001dbf37af8 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001dbf504b0 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001dbf37df4 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001dbf507a0 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001dbf37bf0 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001dbf506bc (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001dbf505d4 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001dbf37c54 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001dbf37a5c (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001dbf5f3b0 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001dbf5089c (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001dbf503c4 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001dbf37d3c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001dbf3797c (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001dbf37914 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001dbf37b78 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001dbf37804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001dbf37bac (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001dbf37e38 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001dbf502f0 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001dbf37da0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001dbf37cc8 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001dbf50324 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001dbf34bc8 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001dbf52efc (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001dbf53024 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001dbf34c30 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001dbf34be0 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001dbf5f0c4 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001dbf52dfc (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001dbf34bd4 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001dbf34c80 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001dbf52e54 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001dbf3764c (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001dbf5b4bc (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001dbf37768 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001dbf5b7ac (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001dbf5b6c8 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001dbf5b5e0 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
