00007ff841a9d3b8 (__DATA,__data) external _NDR_record
00007ff80030684f (__TEXT,__text) external _vm_read_list
00007ff800306a9c (__TEXT,__text) external _vm_read_overwrite
00007ff8002eac1d (__TEXT,__text) external _vm_region_64
00007ff8002eadfe (__TEXT,__text) external _vm_region_recurse_64
00007ff8002e661e (__TEXT,__text) external _vm_remap
00007ff8002f76e1 (__TEXT,__text) external _vm_remap_new
00007ff8002f8c75 (__TEXT,__text) external _vm_wire
00007ff8003069a4 (__TEXT,__text) external _vm_write
00007ff8002e72dc (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8002e5862 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8002e72c9 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8002e5481 (__TEXT,__text) external _voucher_mach_msg_set
00007ff841a9d3f0 (__DATA,__common) external _vprintf_stderr_func
00007ff8002ede14 (__TEXT,__text) external _wait4
00007ff800309200 (__TEXT,__text) external _waitid
00007ff800308750 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8002f61fc (__TEXT,__text) external _work_interval_copy_port
00007ff8002eb2f9 (__TEXT,__text) external _work_interval_create
00007ff8002f6102 (__TEXT,__text) external _work_interval_destroy
00007ff8002f5ed9 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8002eb3b9 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8002f5fca (__TEXT,__text) external _work_interval_instance_clear
00007ff8002f60ac (__TEXT,__text) external _work_interval_instance_finish
00007ff8002f5fde (__TEXT,__text) external _work_interval_instance_free
00007ff8002f6024 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8002f6006 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8002f6015 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8002eb3ef (__TEXT,__text) external _work_interval_instance_get_id
00007ff8002f5ff7 (__TEXT,__text) external _work_interval_instance_get_start
00007ff8002f5ff2 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8002f5fe8 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8002f5fed (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8002f5fe3 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8002f6033 (__TEXT,__text) external _work_interval_instance_start
00007ff8002f606c (__TEXT,__text) external _work_interval_instance_update
00007ff8002f6190 (__TEXT,__text) external _work_interval_join
00007ff8002f61c2 (__TEXT,__text) external _work_interval_join_port
00007ff8002f61ec (__TEXT,__text) external _work_interval_leave
00007ff8002f5f32 (__TEXT,__text) external _work_interval_notify
00007ff8002f5f8f (__TEXT,__text) external _work_interval_notify_simple
00007ff8002e7754 (__TEXT,__text) external _write
00007ff8002e79c4 (__TEXT,__text) external _write$NOCANCEL
00007ff8002e7994 (__TEXT,__text) external _writev
00007ff800308768 (__TEXT,__text) external _writev$NOCANCEL
