00000001a76e72a0 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001edbd4400 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edbd3eb0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001edbd3ed0 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001edbd3ef0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001edbd3f10 (__AUTH_CONST,__const) non-external ___block_literal_global.19
00000001edbd3e70 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001edbd3e90 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001edbd4420 (__AUTH_CONST,__const) non-external ___block_literal_global.72
00000001edbd3fa0 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001edbd3fc0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001edbd3fe0 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001edbd4000 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001edbd4020 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001edbd4040 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001edbd40f0 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001edbd4060 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001edbd4110 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001edbd4080 (__AUTH_CONST,__const) non-external ___block_literal_global.97
00000001edbd4130 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a76e2060 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a76e22dc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a76e7064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a76e1fb4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a76d338c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a76db064 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a76d349c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a76d88cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a76e4084 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a76e044c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a76d4638 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a76d41b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a76e6bdc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00000001a76e7074 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a76e2004 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a76d3394 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a76e232c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a76d34d8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a76d891c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a76e0498 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a76d467c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a76d41c4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a76e6bec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00000001a76e1eec (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a76e2048 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a76e9cac (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a76e71d0 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a76e00d0 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a76e6b80 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a76d87c8 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a76d8338 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a76e8904 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00000001a76e65fc (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a76dd160 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a76ec368 (__TEXT,__const) external _cdResourceDirSlot
00000001a76e645c (__TEXT,__text) external _checkBOOLSetting
00000001a76e6504 (__TEXT,__text) external _checkNumberSetting
00000001a76d8ef0 (__TEXT,__text) external _checkPathQuarantineState
00000001a76e8bf8 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a76d8e58 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a76d6100 (__TEXT,__text) external _copyAdhocSignatureHash
00000001a76e8124 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a76e81c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a76e8228 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a76e825c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a76e82d4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a76e833c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a76e83a4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a76e818c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a76d7a5c (__TEXT,__text) external _copyBootUUID
00000001a76e87cc (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a76d71c0 (__TEXT,__text) external _copyBundleID
00000001a76e8474 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a76d72b8 (__TEXT,__text) external _copyBundleIDFromURL
00000001a76d74d8 (__TEXT,__text) external _copyBundleVersion
00000001a76e8474 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a76d73e0 (__TEXT,__text) external _copyBundleVersionShort
00000001a76e8474 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a76d734c (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a76d6ae0 (__TEXT,__text) external _copyCdhash
00000001a76e840c (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a76e8440 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a76e8474 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a76d6a58 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a76e6764 (__TEXT,__text) external _copyCodeSigningInfo
00000001a76d7880 (__TEXT,__text) external _copyDeveloperName
00000001a76e8694 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a76e86fc (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a76e8764 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a76e8474 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a76e6bf4 (__TEXT,__text) external _copyEntitlements
00000001a76dd2f0 (__TEXT,__text) external _copyFileHashForURL
00000001a76e9344 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a76e93e4 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a76e947c (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a76d6c4c (__TEXT,__text) external _copyLegacyCdhash
00000001a76d6cbc (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001a76d4d6c (__TEXT,__text) external _copyLegacyDeveloperName
00000001a76d8bc8 (__TEXT,__text) external _copySecureTimestamp
00000001a76e8474 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a76d7c00 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a76d70e8 (__TEXT,__text) external _copySigningID
00000001a76e8474 (__TEXT,__text) non-external _copySigningID.cold.1
00000001a76d6f04 (__TEXT,__text) external _copyTeamIdentifier
00000001a76e8474 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a76d6d2c (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a76e84dc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a76e854c (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a76d6e4c (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a76e85bc (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a76d75d0 (__TEXT,__text) external _copyUnstagedURL
00000001a76e862c (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a76d60f8 (__TEXT,__text) external _createCodeReference
00000001a76d5fe0 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a76e7ff4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a76e808c (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a76d5fd8 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a76d5f20 (__TEXT,__text) external _createHexStringFromData
00000001a76e27c0 (__TEXT,__text) non-external _createMigrationManifest
00000001a76e9dc8 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a76e6654 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a76ea37c (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a76e6420 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a76d76dc (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00000001e816e6b8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001e816e6c0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a76e19c0 (__TEXT,__text) external _doBooleanXPCFunction
00000001a76e1c34 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a76e1c3c (__TEXT,__text) external _doObjectXPCFunction
00000001a76dd96c (__TEXT,__text) external _doWithoutImmutability
00000001e816e660 (__DATA,__bss) non-external _exec.sLog
00000001e816e658 (__DATA,__bss) non-external _exec.sLogInit
00000001a76dd21c (__TEXT,__text) external _fileExists
00000001a76dd28c (__TEXT,__text) external _fileIsSymlink
00000001a76dff94 (__TEXT,__text) external _findBundleContainingSignedFile
00000001a76e97fc (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001a76df0a0 (__TEXT,__text) external _findContainingBundle
00000001a76d7e44 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a76df9a4 (__TEXT,__text) external _findOuterMostBundle
00000001a76e97b8 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001a76dfeb8 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a76e97b8 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001a76df234 (__TEXT,__text) external _findScanTargetByPath
00000001a76df5cc (__TEXT,__text) external _findTopAppBundle
00000001a76df1a4 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a76d9774 (__TEXT,__text) non-external _fsEventCallback
00000001e816e640 (__DATA,__bss) non-external _generic.sLog
00000001e816e638 (__DATA,__bss) non-external _generic.sLogInit
00000001a76e70dc (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001e816e6d0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001e816e628 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001e816e630 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a76d6fe4 (__TEXT,__text) external _getDictionaryValue
00000001a76df89c (__TEXT,__text) external _getVolumePrefix
00000001a76e970c (__TEXT,__text) non-external _getVolumePrefix.cold.1
00000001a76dd6f8 (__TEXT,__text) external _getXattrData
00000001a76e95e4 (__TEXT,__text) non-external _getXattrData.cold.1
00000001a76e966c (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001a76df04c (__TEXT,__text) non-external _globalBundleSuffixes
00000001e816e6b0 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001e816e6a8 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a76df808 (__TEXT,__text) external _hasAppExtension
00000001a76d7c84 (__TEXT,__text) external _hasCodeRequirementString
00000001a76e889c (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a76ed757 (__TEXT,__cstring) non-external _hexString.nibble
00000001a76d9158 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a76d8fdc (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a76d7d8c (__TEXT,__text) external _isAdhocSignature
00000001a76e8474 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a76d577c (__TEXT,__text) external _isAppleInternalMachine
00000001a76d7d4c (__TEXT,__text) external _isAppleSignedCode
00000001a76d8960 (__TEXT,__text) external _isCodelessKext
00000001a76e896c (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a76e2070 (__TEXT,__text) external _isConnectionEntitled
00000001a76e9d18 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a76d57a0 (__TEXT,__text) external _isDarwinOSEnvironment
00000001a76d7d7c (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a76d7d6c (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a76d5810 (__TEXT,__text) external _isFastGatekeeperOverridesEnabled
00000001a76d57ac (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a76d7c14 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a76d7c0c (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a76d8ca0 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a76e8b90 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a76d5710 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a76d7d5c (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a76e23dc (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a76d57fc (__TEXT,__text) external _isNewGatekeeperOverridesEnabled
00000001a76d8a14 (__TEXT,__text) external _isNotarizedKext
00000001a76e89d4 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a76e8a78 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a76e8b04 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a76d5878 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001a76d5734 (__TEXT,__text) external _isSIPDisabledMachine
00000001a76d5758 (__TEXT,__text) external _isSKELDisabledMachine
00000001a76dee70 (__TEXT,__text) external _isValidInfoPlist
00000001a76d5864 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00000001a76d57e8 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001e816e650 (__DATA,__bss) non-external _kext.sLog
00000001e816e648 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001e816e670 (__DATA,__bss) non-external _measurements.sLog
00000001e816e668 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001a76dee08 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001a76f3d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001a76f3da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001a76f3dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001a76f3de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001a76f3e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001a76f3e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001a76f3e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001a76f3e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001a76f3e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001a76f3ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001a76f3ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001a76f3ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001a76f3f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001a76f3f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001a76f3f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001a76f3f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001a76f3f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001a76f3fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001a76f3fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001a76f3fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001a76f4000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001a76f4020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001a76f4040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001a76f4060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001a76f4080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001a76f40a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001a76f40c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001a76f40e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001a76f4100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001a76f4120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001a76f4140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001a76f4160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001a76f4180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001a76f41a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001a76f41c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001a76f41e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001a76f4200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001a76f4220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$checkAppWrapperSymlink:
00000001a76f4240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001a76f4260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001a76f4280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001a76f42a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001a76f42c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001a76f42e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001a76f4300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001a76f4320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001a76f4340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001a76f4360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001a76f4380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001a76f43a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001a76f43c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001a76f43e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001a76f4400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001a76f4420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001a76f4440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001a76f4460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001a76f4480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001a76f44a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001a76f44c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001a76f44e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001a76f4500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001a76f4520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001a76f4540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001a76f4560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001a76f4580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
