                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
000000028e3a1c28 (__DATA_CONST,__const) external _MTRArrayValueType
00000002981f6f00 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterScenesManagement
00000002981f75e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterServiceArea
00000002981f6d20 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSmokeCOAlarm
00000002981f6410 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSoftwareDiagnostics
00000002981f7d10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSoilMeasurement
00000002981f6640 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSwitch
00000002981f86c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTLSCertificateManagement
00000002981f8710 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTLSClientManagement
00000002981f7f40 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTargetNavigator
00000002981f6be0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTemperatureControl
00000002981f7860 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTemperatureMeasurement
00000002981f88f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTestCluster
00000002981f7680 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThermostat
00000002981f7720 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThermostatUserInterfaceConfiguration
00000002981f7db0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadBorderRouterManagement
00000002981f6460 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadNetworkDiagnostics
00000002981f7e00 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadNetworkDirectory
00000002981f6190 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimeFormatLocalization
00000002981f6550 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimeSynchronization
00000002981f68c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimer
00000002981f7c70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTotalVolatileOrganicCompoundsConcentrationMeasurement
00000002981f61e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUnitLocalization
00000002981f88a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUnitTesting
00000002981f67d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUserLabel
00000002981f7040 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterValveConfigurationAndControl
00000002981f7e50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWakeOnLAN
00000002981f7ea0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWakeOnLan
00000002981f7130 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWaterHeaterManagement
00000002981f73b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWaterHeaterMode
00000002981f83f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWebRTCTransportProvider
00000002981f8440 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWebRTCTransportRequestor
00000002981f64b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWiFiNetworkDiagnostics
00000002981f7d60 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWiFiNetworkManagement
00000002981f74f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWindowCovering
00000002981f8300 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterZoneManagement
00000002981f56c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBaseDevice
00000002981ee0d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterCapabilityMinimaStruct
00000002981ee300 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterLeaveEvent
00000002981e37e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterMfgSpecificPingParams
00000002981ee3a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterReachableChangedEvent
00000002981ee260 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterShutDownEvent
00000002981ee1c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterStartUpEvent
00000002981ee058 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterCapabilityMinimaStruct
00000002981ee288 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterLeaveEvent
00000002981ee0f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterProductAppearanceStruct
00000002981ee328 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterReachableChangedEvent
00000002981ee1e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterShutDownEvent
00000002981ee148 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterStartUpEvent
00000002981edb08 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBindingClusterTargetStruct
00000002981efbd8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateClusterStateChangeEvent
00000002981f0b28 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterAlarmsStateChangedEvent
00000002981e6178 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterEnableDisableAlarmParams
00000002981f0b78 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterSensorFaultEvent
00000002981e6128 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterSuppressAlarmParams
00000002981ef610 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterLeaveEvent
00000002981ef6b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterReachableChangedEvent
00000002981ef570 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterShutDownEvent
00000002981ef4d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterStartUpEvent
00000002981ef6d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterActiveChangedEvent
00000002981e4788 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterKeepActiveParams
00000002981ef598 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterLeaveEvent
00000002981ef408 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterProductAppearanceStruct
00000002981ef638 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterReachableChangedEvent
00000002981ef4f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterShutDownEvent
00000002981ef458 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterStartUpEvent
00000002981ea318 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZRelativeMoveParams
00000002981ea2c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZSetViewportParams
00000002981f4278 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZStruct
00000002981ea1d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZMoveToPresetParams
00000002981f4228 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZPresetStruct
00000002981ea188 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRelativeMoveParams
00000002981ea278 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRemovePresetParams
00000002981ea228 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSavePresetParams
00000002981ea138 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSetPositionParams
00000002981f41d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZStruct
00000002981f40e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioCapabilitiesStruct
00000002981e9cd8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateParams
00000002981e9d28 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateResponseParams
00000002981e9d78 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamDeallocateParams
00000002981f4138 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamStruct
00000002981ea098 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotParams
00000002981ea0e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotResponseParams
00000002981f4098 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterRateDistortionTradeOffPointsStruct
00000002981ea048 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSetStreamPrioritiesParams
00000002981f4048 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotCapabilitiesStruct
00000002981e9f08 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateParams
00000002981e9f58 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateResponseParams
00000002981e9ff8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamDeallocateParams
00000002981e9fa8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamModifyParams
00000002981f3ff8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamStruct
00000002981f3f58 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoResolutionStruct
00000002981f4188 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoSensorParamsStruct
00000002981e9dc8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateParams
00000002981e9e18 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateResponseParams
00000002981e9eb8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamDeallocateParams
00000002981e9e68 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamModifyParams
00000002981f3fa8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamStruct
00000002981f9958 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCertificateInfo
00000002981f90c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCertificates
00000002981f3198 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterAdditionalInfoStruct
00000002981e8a68 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterCancelRecordProgramParams
00000002981e88d8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelByNumberParams
00000002981e8838 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelParams
00000002981e8888 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelResponseParams
00000002981f3080 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelInfo
00000002981f3008 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelInfoStruct
00000002981f3148 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelPagingStruct
00000002981e8978 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterGetProgramGuideParams
00000002981f3260 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterLineupInfo
00000002981f31e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterLineupInfoStruct
00000002981f30f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterPageTokenStruct
00000002981f2f18 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramCastStruct
00000002981f2f68 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramCategoryStruct
00000002981e89c8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramGuideResponseParams
00000002981f30a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramStruct
00000002981e8a18 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterRecordProgramParams
00000002981f2fb8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterSeriesInfoStruct
00000002981e8928 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterSkipChannelParams
00000002981f4638 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChimeClusterChimeSoundStruct
00000002981ea958 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRChimeClusterPlayChimeSoundParams
00000002981e7898 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterCalibrateParams
00000002981f20b8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterEngageStateChangedEvent
00000002981e7848 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterMoveToParams
00000002981f2068 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterMovementCompletedEvent
00000002981f2018 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOperationalErrorEvent
00000002981f1f78 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOverallCurrentStateStruct
00000002981f1fc8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOverallTargetStateStruct
00000002981f2108 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterSecureStateChangedEvent
00000002981e77f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterStopParams
00000002981f2158 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterDimensionStateStruct
00000002981f21a8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterRangePercent100thsStruct
00000002981e78e8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterSetTargetParams
00000002981e7938 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterStepParams
00000002981f21f8 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterUnitRangeStruct
00000002981f8b48 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRCluster
00000002981f9fc0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAccessControl
00000002981fc310 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAccountLogin
00000002981fa010 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterActions
00000002981fb0a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterActivatedCarbonFilterMonitoring
00000002981fa790 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAdministratorCommissioning
00000002981fadd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAirQuality
00000002981fc900 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAppleDeviceInformation
00000002981fc950 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAppleLockCluster
00000002981fc2c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterApplicationBasic
00000002981fc270 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterApplicationLauncher
00000002981fc220 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterAudioOutput
00000002981fb8c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBallastConfiguration
00000002981f93e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBarrierControl
00000002981fa0b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBasic
00000002981fa060 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBasicInformation
00000002981f9340 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBinaryInputBasic
00000002981f9f70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBinding
00000002981fa920 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBooleanState
00000002981fb0f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBooleanStateConfiguration
00000002981fa6f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBridgedDeviceBasic
00000002981fa6a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterBridgedDeviceBasicInformation
00000002981fc4a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCameraAVSettingsUserLevelManagement
00000002981fc450 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCameraAVStreamManagement
00000002981fbb40 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCarbonDioxideConcentrationMeasurement
00000002981fbaf0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCarbonMonoxideConcentrationMeasurement
00000002981fbff0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterChannel
00000002981fc5e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterChime
00000002981fb640 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterClosureControl
00000002981fb690 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterClosureDimension
00000002981fb870 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterColorControl
00000002981fc6d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCommissionerControl
00000002981fc8b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityMetering
00000002981fb280 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityPrice
00000002981fc630 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityTariff
00000002981fc3b0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterContentAppObserver
00000002981fc360 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterContentControl
00000002981fc1d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterContentLauncher
00000002981f9f20 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDescriptor
00000002981fb320 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDeviceEnergyManagement
00000002981fb500 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDeviceEnergyManagementMode
00000002981fa470 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDiagnosticLogs
00000002981fae70 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDishwasherAlarm
00000002981fad80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDishwasherMode
00000002981fb5a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterDoorLock
00000002981fc680 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterEcosystemInformation
00000002981fb1e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalEnergyMeasurement
00000002981fb550 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalGridConditions
00000002981f9520 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalMeasurement
00000002981fb190 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalPowerMeasurement
00000002981fb370 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyEVSE
00000002981fb460 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyEVSEMode
00000002981fb3c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyPreference
00000002981fa600 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterEthernetNetworkDiagnostics
00000002981fb7d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterFanControl
00000002981fa880 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterFixedLabel
00000002981fba00 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterFlowMeasurement
00000002981fbc80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterFormaldehydeConcentrationMeasurement
00000002981fa3d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterGeneralCommissioning
00000002981fa4c0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterGeneralDiagnostics
00000002981fa830 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterGroupKeyManagement
00000002981f9de0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterGroups
00000002981fb050 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterHEPAFilterMonitoring
00000002981fa970 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterICDManagement
00000002981f9d90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterIdentify
00000002981fb910 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterIlluminanceMeasurement
00000002981fc770 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterJointFabricAdministrator
00000002981fc720 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterJointFabricDatastore
00000002981fc180 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterKeypadInput
00000002981faab0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryDryerControls
00000002981fabf0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryWasherControls
00000002981fab50 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryWasherMode
00000002981f9e80 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLevelControl
00000002981fa240 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLocalizationConfiguration
00000002981fc130 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterLowPower
00000002981fc0e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMediaInput
00000002981fc090 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMediaPlayback
00000002981fb2d0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMessages
00000002981fc860 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMeterIdentification
00000002981faf10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMicrowaveOvenControl
00000002981faec0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterMicrowaveOvenMode
00000002981fab00 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterModeSelect
00000002981fa420 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterNetworkCommissioning
00000002981fbb90 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterNitrogenDioxideConcentrationMeasurement
00000002981fa100 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOTASoftwareUpdateProvider
00000002981fa1a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOTASoftwareUpdateRequestor
00000002981fbaa0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOccupancySensing
00000002981f9e30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOnOff
00000002981f92a0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOnOffSwitchConfiguration
00000002981fa7e0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOperationalCredentials
00000002981faf60 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOperationalState
00000002981fa150 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOtaSoftwareUpdateProvider
00000002981fa1f0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOtaSoftwareUpdateRequestor
00000002981faa10 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOvenCavityOperationalState
00000002981faa60 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOvenMode
00000002981fbbe0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterOzoneConcentrationMeasurement
00000002981fbd20 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterPM10ConcentrationMeasurement
00000002981fbcd0 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterPM1ConcentrationMeasurement
00000002981fbc30 (__AUTH,__objc_data) external _OBJC_CLASS_$_MTRClusterPM25ConcentrationMeasurement
