0000000298fbb710 (__DATA_DIRTY,__common) external _AfterColour
0000000244e53588 (__TEXT,__text) external _LLVMDIBuilderCreateCompileUnit
0000000244e53bc0 (__TEXT,__text) external _LLVMDIBuilderCreateConstantValueExpression
0000000244e538e8 (__TEXT,__text) external _LLVMDIBuilderCreateDebugLocation
0000000245c6118c (__TEXT,__text) external _LLVMDIBuilderCreateEnumerationType
0000000244e539d0 (__TEXT,__text) external _LLVMDIBuilderCreateEnumerator
0000000244e53bb0 (__TEXT,__text) external _LLVMDIBuilderCreateExpression
0000000245c610b0 (__TEXT,__text) external _LLVMDIBuilderCreateFile
0000000245c614cc (__TEXT,__text) external _LLVMDIBuilderCreateForwardDecl
0000000245c61104 (__TEXT,__text) external _LLVMDIBuilderCreateFunction
0000000245c615e4 (__TEXT,__text) external _LLVMDIBuilderCreateGlobalVariableExpression
0000000244e5383c (__TEXT,__text) external _LLVMDIBuilderCreateImportedDeclaration
0000000244e53704 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromAlias
0000000244e537a0 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromModule
0000000244e536b8 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromNamespace
0000000245c614c8 (__TEXT,__text) external _LLVMDIBuilderCreateInheritance
0000000244e53688 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlock
0000000244e536a8 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlockFile
0000000245c61184 (__TEXT,__text) external _LLVMDIBuilderCreateMacro
0000000245c61540 (__TEXT,__text) external _LLVMDIBuilderCreateMemberPointerType
0000000245c61400 (__TEXT,__text) external _LLVMDIBuilderCreateMemberType
0000000244e53614 (__TEXT,__text) external _LLVMDIBuilderCreateModule
0000000245c610f8 (__TEXT,__text) external _LLVMDIBuilderCreateNameSpace
0000000245c61528 (__TEXT,__text) external _LLVMDIBuilderCreateNullPtrType
0000000245c61450 (__TEXT,__text) external _LLVMDIBuilderCreateObjCIVar
0000000245c61454 (__TEXT,__text) external _LLVMDIBuilderCreateObjCProperty
0000000245c6149c (__TEXT,__text) external _LLVMDIBuilderCreateObjectPointerType
0000000244e53d88 (__TEXT,__text) external _LLVMDIBuilderCreateParameterVariable
0000000245c61334 (__TEXT,__text) external _LLVMDIBuilderCreatePointerType
0000000245c61514 (__TEXT,__text) external _LLVMDIBuilderCreateQualifiedType
0000000245c61518 (__TEXT,__text) external _LLVMDIBuilderCreateReferenceType
0000000245c614d8 (__TEXT,__text) external _LLVMDIBuilderCreateReplaceableCompositeType
0000000245c6144c (__TEXT,__text) external _LLVMDIBuilderCreateStaticMemberType
0000000245c61344 (__TEXT,__text) external _LLVMDIBuilderCreateStructType
0000000245c6158c (__TEXT,__text) external _LLVMDIBuilderCreateSubroutineType
0000000245c6163c (__TEXT,__text) external _LLVMDIBuilderCreateTempGlobalVariableFwdDecl
0000000245c61188 (__TEXT,__text) external _LLVMDIBuilderCreateTempMacroFile
0000000245c614a4 (__TEXT,__text) external _LLVMDIBuilderCreateTypedef
0000000244e539dc (__TEXT,__text) external _LLVMDIBuilderCreateUnionType
0000000245c61438 (__TEXT,__text) external _LLVMDIBuilderCreateUnspecifiedType
0000000245c612c0 (__TEXT,__text) external _LLVMDIBuilderCreateVectorType
0000000244e53580 (__TEXT,__text) external _LLVMDIBuilderFinalize
0000000244e53584 (__TEXT,__text) external _LLVMDIBuilderFinalizeSubprogram
0000000244e53df0 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateArray
0000000244e53dec (__TEXT,__text) external _LLVMDIBuilderGetOrCreateSubrange
0000000245c61588 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateTypeArray
0000000244e53d18 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueAtEnd
0000000244e53d08 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueBefore
0000000244e53cd8 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareAtEnd
0000000244e53ccc (__TEXT,__text) external _LLVMDIBuilderInsertDeclareBefore
0000000244e53950 (__TEXT,__text) external _LLVMDIFileGetDirectory
0000000244e53978 (__TEXT,__text) external _LLVMDIFileGetFilename
0000000244e539a0 (__TEXT,__text) external _LLVMDIFileGetSource
0000000244e53c40 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetExpression
0000000244e53c30 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetVariable
0000000244e53900 (__TEXT,__text) external _LLVMDILocationGetColumn
0000000244e53918 (__TEXT,__text) external _LLVMDILocationGetInlinedAt
0000000244e538f8 (__TEXT,__text) external _LLVMDILocationGetLine
0000000244e53908 (__TEXT,__text) external _LLVMDILocationGetScope
0000000244e53934 (__TEXT,__text) external _LLVMDIScopeGetFile
0000000244e53f38 (__TEXT,__text) external _LLVMDISubprogramGetLine
0000000244e53b98 (__TEXT,__text) external _LLVMDITypeGetAlignInBits
0000000244e53ba8 (__TEXT,__text) external _LLVMDITypeGetFlags
0000000244e53ba0 (__TEXT,__text) external _LLVMDITypeGetLine
0000000244e53b60 (__TEXT,__text) external _LLVMDITypeGetName
0000000244e53b90 (__TEXT,__text) external _LLVMDITypeGetOffsetInBits
0000000244e53b88 (__TEXT,__text) external _LLVMDITypeGetSizeInBits
0000000244e53c50 (__TEXT,__text) external _LLVMDIVariableGetFile
0000000244e53c70 (__TEXT,__text) external _LLVMDIVariableGetLine
0000000244e53c60 (__TEXT,__text) external _LLVMDIVariableGetScope
0000000244e53474 (__TEXT,__text) external _LLVMDebugMetadataVersion
0000000244e4708c (__TEXT,__text) external _LLVMDeleteBasicBlock
0000000244e461d0 (__TEXT,__text) external _LLVMDeleteFunction
0000000244e45c2c (__TEXT,__text) external _LLVMDeleteGlobal
00000002454032f4 (__TEXT,__text) external _LLVMDisasmDispose
00000002454034d0 (__TEXT,__text) external _LLVMDisasmInstruction
000000024546c3e8 (__TEXT,__text) external _LLVMDisposeBinary
0000000244e47d08 (__TEXT,__text) external _LLVMDisposeBuilder
0000000244f0ba98 (__TEXT,__text) external _LLVMDisposeCoverageData
0000000244f0b8c0 (__TEXT,__text) external _LLVMDisposeCoverageFunctionRange
0000000244f0bfe8 (__TEXT,__text) external _LLVMDisposeCoverageInstantiationGroupRange
0000000244f0bba4 (__TEXT,__text) external _LLVMDisposeCoverageIterator
0000000244f0b6fc (__TEXT,__text) external _LLVMDisposeCoverageMapping
0000000244f093ac (__TEXT,__text) external _LLVMDisposeCoverageSourceFileRange
0000000244e53540 (__TEXT,__text) external _LLVMDisposeDIBuilder
0000000245788dc4 (__TEXT,__text) external _LLVMDisposeErrorMessage
0000000244e4b0e8 (__TEXT,__text) external _LLVMDisposeMemoryBuffer
0000000244e405bc (__TEXT,__text) external _LLVMDisposeMessage
0000000244e40b20 (__TEXT,__text) external _LLVMDisposeModule
0000000244e40eb4 (__TEXT,__text) external _LLVMDisposeModuleFlagsMetadata
0000000244e4ae64 (__TEXT,__text) external _LLVMDisposeModuleProvider
000000024546c79c (__TEXT,__text) external _LLVMDisposeObjectFile
00000002454ae034 (__TEXT,__text) external _LLVMDisposePassBuilderOptions
0000000244e4b1b4 (__TEXT,__text) external _LLVMDisposePassManager
000000024546cd34 (__TEXT,__text) external _LLVMDisposeRelocationIterator
000000024546c8a0 (__TEXT,__text) external _LLVMDisposeSectionIterator
000000024546cab8 (__TEXT,__text) external _LLVMDisposeSymbolIterator
0000000245801810 (__TEXT,__text) external _LLVMDisposeTargetData
0000000245803d5c (__TEXT,__text) external _LLVMDisposeTargetMachine
0000000244e53c84 (__TEXT,__text) external _LLVMDisposeTemporaryMDNode
0000000244e457ac (__TEXT,__text) external _LLVMDisposeValueMetadataEntries
0000000244e41990 (__TEXT,__text) external _LLVMDoubleType
0000000244e41828 (__TEXT,__text) external _LLVMDoubleTypeInContext
0000000244e40ff0 (__TEXT,__text) external _LLVMDumpModule
0000000245c5b340 (__TEXT,__text) external _LLVMDumpType
0000000244e42404 (__TEXT,__text) external _LLVMDumpValue
0000000245801b44 (__TEXT,__text) external _LLVMElementAtOffset
00000002457be624 (__TEXT,__text) external _LLVMEnablePrettyStackTrace
0000000244e46acc (__TEXT,__text) external _LLVMEraseGlobalIFunc
0000000244e41a50 (__TEXT,__text) external _LLVMFP128Type
0000000244e41840 (__TEXT,__text) external _LLVMFP128TypeInContext
0000000244e4b17c (__TEXT,__text) external _LLVMFinalizeFunctionPassManager
0000000244e41930 (__TEXT,__text) external _LLVMFloatType
0000000244e4181c (__TEXT,__text) external _LLVMFloatTypeInContext
0000000244e41bd0 (__TEXT,__text) external _LLVMFunctionType
0000000244e455a8 (__TEXT,__text) external _LLVMGetAlignment
0000000244e47908 (__TEXT,__text) external _LLVMGetAllocatedType
0000000244e48a10 (__TEXT,__text) external _LLVMGetArgOperand
0000000244e41fe4 (__TEXT,__text) external _LLVMGetArrayLength
0000000244e447b8 (__TEXT,__text) external _LLVMGetAsString
0000000244e4a150 (__TEXT,__text) external _LLVMGetAtomicRMWBinOp
0000000244e4655c (__TEXT,__text) external _LLVMGetAttributeCountAtIndex
0000000244e46590 (__TEXT,__text) external _LLVMGetAttributesAtIndex
0000000244e46ae8 (__TEXT,__text) external _LLVMGetBasicBlockName
0000000244e46b78 (__TEXT,__text) external _LLVMGetBasicBlockParent
0000000244e46b80 (__TEXT,__text) external _LLVMGetBasicBlockTerminator
0000000244e46bcc (__TEXT,__text) external _LLVMGetBasicBlocks
0000000245b85e20 (__TEXT,__text) external _LLVMGetBitcodeModule
0000000245b85e70 (__TEXT,__text) external _LLVMGetBitcodeModule2
0000000245b85af8 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext
0000000245b85d38 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext2
0000000244e4b0dc (__TEXT,__text) external _LLVMGetBufferSize
0000000244e4b0d4 (__TEXT,__text) external _LLVMGetBufferStart
0000000244e47444 (__TEXT,__text) external _LLVMGetCallSiteAttributeCount
0000000244e47478 (__TEXT,__text) external _LLVMGetCallSiteAttributes
0000000244e474c0 (__TEXT,__text) external _LLVMGetCallSiteEnumAttribute
0000000244e474ec (__TEXT,__text) external _LLVMGetCallSiteStringAttribute
0000000244e47674 (__TEXT,__text) external _LLVMGetCalledFunctionType
0000000244e4766c (__TEXT,__text) external _LLVMGetCalledValue
0000000244e48904 (__TEXT,__text) external _LLVMGetClause
0000000244e4ae40 (__TEXT,__text) external _LLVMGetCmpXchgFailureOrdering
0000000244e4ae20 (__TEXT,__text) external _LLVMGetCmpXchgSuccessOrdering
0000000244e06120 (__TEXT,__text) external _LLVMGetComdat
0000000244e0612c (__TEXT,__text) external _LLVMGetComdatSelectionKind
0000000244e4789c (__TEXT,__text) external _LLVMGetCondition
0000000244e448b0 (__TEXT,__text) external _LLVMGetConstOpcode
0000000244f0b9d0 (__TEXT,__text) external _LLVMGetCoverageFunctionExecutionCount
0000000244f0b9bc (__TEXT,__text) external _LLVMGetCoverageFunctionName
0000000244f0c14c (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupColumn
0000000244f0c144 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupLine
0000000244f0c078 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupName
0000000244f0c068 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupSize
0000000244f0c154 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupTotalExecutionCount
0000000244f0bc14 (__TEXT,__text) external _LLVMGetCoverageIteratorExecutionCount
0000000244f0bc04 (__TEXT,__text) external _LLVMGetCoverageIteratorIsMapped
0000000244f0bc0c (__TEXT,__text) external _LLVMGetCoverageIteratorLine
0000000244f0bc24 (__TEXT,__text) external _LLVMGetCoverageIteratorLineSegments
0000000244f0bc1c (__TEXT,__text) external _LLVMGetCoverageIteratorWrappedSegment
0000000244f0bf20 (__TEXT,__text) external _LLVMGetCoverageSegmentColumn
0000000244f0bf28 (__TEXT,__text) external _LLVMGetCoverageSegmentCount
0000000244f0bf30 (__TEXT,__text) external _LLVMGetCoverageSegmentHasCount
0000000244f0bf40 (__TEXT,__text) external _LLVMGetCoverageSegmentIsGapRegion
0000000244f0bf38 (__TEXT,__text) external _LLVMGetCoverageSegmentIsRegionEntry
0000000244f0bf18 (__TEXT,__text) external _LLVMGetCoverageSegmentLine
0000000244e4811c (__TEXT,__text) external _LLVMGetCurrentDebugLocation
0000000244e47d70 (__TEXT,__text) external _LLVMGetCurrentDebugLocation2
0000000244e45500 (__TEXT,__text) external _LLVMGetDLLStorageClass
0000000244e40ca8 (__TEXT,__text) external _LLVMGetDataLayout
0000000244e40c8c (__TEXT,__text) external _LLVMGetDataLayoutStr
0000000244e4424c (__TEXT,__text) external _LLVMGetDebugLocColumn
0000000244e43b30 (__TEXT,__text) external _LLVMGetDebugLocDirectory
0000000244e43dc4 (__TEXT,__text) external _LLVMGetDebugLocFilename
0000000244e44058 (__TEXT,__text) external _LLVMGetDebugLocLine
0000000246016808 (__TEXT,__text) external _LLVMGetDefaultTargetTriple
0000000244e40888 (__TEXT,__text) external _LLVMGetDiagInfoDescription
0000000244e409d0 (__TEXT,__text) external _LLVMGetDiagInfoSeverity
0000000244e44788 (__TEXT,__text) external _LLVMGetElementAsConstant
0000000244e41fb8 (__TEXT,__text) external _LLVMGetElementType
0000000244e46bf0 (__TEXT,__text) external _LLVMGetEntryBasicBlock
0000000244e465d8 (__TEXT,__text) external _LLVMGetEnumAttributeAtIndex
0000000244e407c0 (__TEXT,__text) external _LLVMGetEnumAttributeKind
0000000244e40780 (__TEXT,__text) external _LLVMGetEnumAttributeKindForName
0000000244e407cc (__TEXT,__text) external _LLVMGetEnumAttributeValue
0000000245fd5a04 (__TEXT,__text) external _LLVMGetErrorMessage
0000000245788da8 (__TEXT,__text) external _LLVMGetErrorTypeId
0000000244e47240 (__TEXT,__text) external _LLVMGetFCmpPredicate
0000000244e46bfc (__TEXT,__text) external _LLVMGetFirstBasicBlock
0000000244f0beec (__TEXT,__text) external _LLVMGetFirstCoverageSegment
0000000244e46148 (__TEXT,__text) external _LLVMGetFirstFunction
0000000244e45ba4 (__TEXT,__text) external _LLVMGetFirstGlobal
0000000244e45eb4 (__TEXT,__text) external _LLVMGetFirstGlobalAlias
0000000244e469f8 (__TEXT,__text) external _LLVMGetFirstGlobalIFunc
0000000244e470dc (__TEXT,__text) external _LLVMGetFirstInstruction
0000000244e43814 (__TEXT,__text) external _LLVMGetFirstNamedMetadata
0000000244e467d8 (__TEXT,__text) external _LLVMGetFirstParam
00000002458038bc (__TEXT,__text) external _LLVMGetFirstTarget
0000000244e4323c (__TEXT,__text) external _LLVMGetFirstUse
0000000244e4638c (__TEXT,__text) external _LLVMGetFunctionCallConv
0000000244e463ac (__TEXT,__text) external _LLVMGetGC
0000000244e4793c (__TEXT,__text) external _LLVMGetGEPSourceElementType
0000000244e405fc (__TEXT,__text) external _LLVMGetGlobalContext
0000000244e46a80 (__TEXT,__text) external _LLVMGetGlobalIFuncResolver
0000000244e452b4 (__TEXT,__text) external _LLVMGetGlobalParent
0000000244e4b10c (__TEXT,__text) external _LLVMGetGlobalPassRegistry
0000000244e4896c (__TEXT,__text) external _LLVMGetHandlers
0000000246016890 (__TEXT,__text) external _LLVMGetHostCPUFeatures
0000000246016868 (__TEXT,__text) external _LLVMGetHostCPUName
0000000244e471f4 (__TEXT,__text) external _LLVMGetICmpPredicate
0000000244e47a9c (__TEXT,__text) external _LLVMGetIncomingBlock
0000000244e47a78 (__TEXT,__text) external _LLVMGetIncomingValue
0000000244e47b0c (__TEXT,__text) external _LLVMGetIndices
0000000244e45c80 (__TEXT,__text) external _LLVMGetInitializer
0000000245c5b314 (__TEXT,__text) external _LLVMGetInlineAsm
0000000244e47c8c (__TEXT,__text) external _LLVMGetInsertBlock
0000000244e47384 (__TEXT,__text) external _LLVMGetInstructionCallConv
0000000244e4728c (__TEXT,__text) external _LLVMGetInstructionOpcode
0000000244e470d4 (__TEXT,__text) external _LLVMGetInstructionParent
0000000244e417f8 (__TEXT,__text) external _LLVMGetIntTypeWidth
0000000244e4621c (__TEXT,__text) external _LLVMGetIntrinsicDeclaration
0000000244e46200 (__TEXT,__text) external _LLVMGetIntrinsicID
0000000244e46c14 (__TEXT,__text) external _LLVMGetLastBasicBlock
0000000244e40784 (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
0000000244e46160 (__TEXT,__text) external _LLVMGetLastFunction
0000000244e45bbc (__TEXT,__text) external _LLVMGetLastGlobal
0000000244e45ecc (__TEXT,__text) external _LLVMGetLastGlobalAlias
0000000244e46a10 (__TEXT,__text) external _LLVMGetLastGlobalIFunc
0000000244e470f4 (__TEXT,__text) external _LLVMGetLastInstruction
0000000244e43828 (__TEXT,__text) external _LLVMGetLastNamedMetadata
0000000244e46844 (__TEXT,__text) external _LLVMGetLastParam
0000000244e45304 (__TEXT,__text) external _LLVMGetLinkage
0000000244e40700 (__TEXT,__text) external _LLVMGetMDKindID
0000000244e406f8 (__TEXT,__text) external _LLVMGetMDKindIDInContext
0000000244e433a4 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
0000000244e438e0 (__TEXT,__text) external _LLVMGetMDNodeOperands
0000000244e437d0 (__TEXT,__text) external _LLVMGetMDString
0000000244e4adec (__TEXT,__text) external _LLVMGetMaskValue
0000000244e4259c (__TEXT,__text) external _LLVMGetMetadata
0000000244e53ff0 (__TEXT,__text) external _LLVMGetMetadataKind
0000000244e41328 (__TEXT,__text) external _LLVMGetModuleContext
000000024580173c (__TEXT,__text) external _LLVMGetModuleDataLayout
0000000244e53524 (__TEXT,__text) external _LLVMGetModuleDebugMetadataVersion
0000000244e40ee8 (__TEXT,__text) external _LLVMGetModuleFlag
0000000244e40b60 (__TEXT,__text) external _LLVMGetModuleIdentifier
0000000244e41300 (__TEXT,__text) external _LLVMGetModuleInlineAsm
0000000244e45fd0 (__TEXT,__text) external _LLVMGetNamedFunction
0000000244e45a2c (__TEXT,__text) external _LLVMGetNamedGlobal
0000000244e45e88 (__TEXT,__text) external _LLVMGetNamedGlobalAlias
0000000244e469f4 (__TEXT,__text) external _LLVMGetNamedGlobalIFunc
0000000244e43880 (__TEXT,__text) external _LLVMGetNamedMetadata
0000000244e438b4 (__TEXT,__text) external _LLVMGetNamedMetadataName
0000000244e43988 (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
0000000244e439d4 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
0000000244e46c38 (__TEXT,__text) external _LLVMGetNextBasicBlock
0000000244f0b904 (__TEXT,__text) external _LLVMGetNextCoverageFunction
0000000244f0c03c (__TEXT,__text) external _LLVMGetNextCoverageInstantiationGroup
0000000244f0befc (__TEXT,__text) external _LLVMGetNextCoverageSegment
0000000244f09408 (__TEXT,__text) external _LLVMGetNextCoverageSourceFile
0000000244e46184 (__TEXT,__text) external _LLVMGetNextFunction
0000000244e45be0 (__TEXT,__text) external _LLVMGetNextGlobal
0000000244e45ef0 (__TEXT,__text) external _LLVMGetNextGlobalAlias
0000000244e46a34 (__TEXT,__text) external _LLVMGetNextGlobalIFunc
0000000244e47118 (__TEXT,__text) external _LLVMGetNextInstruction
0000000244e43848 (__TEXT,__text) external _LLVMGetNextNamedMetadata
0000000244e468b8 (__TEXT,__text) external _LLVMGetNextParam
00000002458038c8 (__TEXT,__text) external _LLVMGetNextTarget
0000000244e43244 (__TEXT,__text) external _LLVMGetNextUse
0000000244e476ac (__TEXT,__text) external _LLVMGetNormalDest
0000000244e472e4 (__TEXT,__text) external _LLVMGetNumArgOperands
0000000244e488f8 (__TEXT,__text) external _LLVMGetNumClauses
0000000244e41fdc (__TEXT,__text) external _LLVMGetNumContainedTypes
0000000244e4894c (__TEXT,__text) external _LLVMGetNumHandlers
0000000244e47ac4 (__TEXT,__text) external _LLVMGetNumIndices
0000000244e4ade4 (__TEXT,__text) external _LLVMGetNumMaskElements
0000000244e43368 (__TEXT,__text) external _LLVMGetNumOperands
0000000244e477cc (__TEXT,__text) external _LLVMGetNumSuccessors
0000000244e4325c (__TEXT,__text) external _LLVMGetOperand
0000000244e432e4 (__TEXT,__text) external _LLVMGetOperandUse
0000000244e060cc (__TEXT,__text) external _LLVMGetOrInsertComdat
0000000244e438b0 (__TEXT,__text) external _LLVMGetOrInsertNamedMetadata
0000000244e4a0fc (__TEXT,__text) external _LLVMGetOrdering
