00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc084b0d4f (__TEXT,__text) external _LLVMCreateStringError
00007ffc08550d18 (__TEXT,__text) external _LLVMCreateTargetData
00007ffc0855384f (__TEXT,__text) external _LLVMCreateTargetDataLayout
00007ffc08553352 (__TEXT,__text) external _LLVMCreateTargetMachine
00007ffc078332c7 (__TEXT,__text) external _LLVMCreateTypeAttribute
00007ffc07847c33 (__TEXT,__text) external _LLVMDIBuilderCreateArrayType
00007ffc0784807d (__TEXT,__text) external _LLVMDIBuilderCreateArtificialType
00007ffc0784835d (__TEXT,__text) external _LLVMDIBuilderCreateAutoVariable
00007ffc07847ce3 (__TEXT,__text) external _LLVMDIBuilderCreateBasicType
00007ffc07847f94 (__TEXT,__text) external _LLVMDIBuilderCreateBitFieldMemberType
00007ffc07847fd3 (__TEXT,__text) external _LLVMDIBuilderCreateClassType
00007ffc07847536 (__TEXT,__text) external _LLVMDIBuilderCreateCompileUnit
00007ffc0784813e (__TEXT,__text) external _LLVMDIBuilderCreateConstantValueExpression
00007ffc078479cc (__TEXT,__text) external _LLVMDIBuilderCreateDebugLocation
00007ffc07847af9 (__TEXT,__text) external _LLVMDIBuilderCreateEnumerationType
00007ffc07847ae4 (__TEXT,__text) external _LLVMDIBuilderCreateEnumerator
00007ffc07848128 (__TEXT,__text) external _LLVMDIBuilderCreateExpression
00007ffc078475f7 (__TEXT,__text) external _LLVMDIBuilderCreateFile
00007ffc07847ea6 (__TEXT,__text) external _LLVMDIBuilderCreateForwardDecl
00007ffc078476e5 (__TEXT,__text) external _LLVMDIBuilderCreateFunction
00007ffc0784819f (__TEXT,__text) external _LLVMDIBuilderCreateGlobalVariableExpression
00007ffc07847930 (__TEXT,__text) external _LLVMDIBuilderCreateImportedDeclaration
00007ffc07847824 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromAlias
00007ffc078478aa (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromModule
00007ffc078477d9 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromNamespace
00007ffc07847e9c (__TEXT,__text) external _LLVMDIBuilderCreateInheritance
00007ffc07847789 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlock
00007ffc078477c2 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlockFile
00007ffc07847ab7 (__TEXT,__text) external _LLVMDIBuilderCreateMacro
00007ffc07847f81 (__TEXT,__text) external _LLVMDIBuilderCreateMemberPointerType
00007ffc07847dc7 (__TEXT,__text) external _LLVMDIBuilderCreateMemberType
00007ffc07847650 (__TEXT,__text) external _LLVMDIBuilderCreateModule
00007ffc078476d0 (__TEXT,__text) external _LLVMDIBuilderCreateNameSpace
00007ffc07847f62 (__TEXT,__text) external _LLVMDIBuilderCreateNullPtrType
00007ffc07847e0e (__TEXT,__text) external _LLVMDIBuilderCreateObjCIVar
00007ffc07847e18 (__TEXT,__text) external _LLVMDIBuilderCreateObjCProperty
00007ffc07847e73 (__TEXT,__text) external _LLVMDIBuilderCreateObjectPointerType
00007ffc078483b4 (__TEXT,__text) external _LLVMDIBuilderCreateParameterVariable
00007ffc07847ced (__TEXT,__text) external _LLVMDIBuilderCreatePointerType
00007ffc07847f46 (__TEXT,__text) external _LLVMDIBuilderCreateQualifiedType
00007ffc07847f50 (__TEXT,__text) external _LLVMDIBuilderCreateReferenceType
00007ffc07847eeb (__TEXT,__text) external _LLVMDIBuilderCreateReplaceableCompositeType
00007ffc07847e04 (__TEXT,__text) external _LLVMDIBuilderCreateStaticMemberType
00007ffc07847d1f (__TEXT,__text) external _LLVMDIBuilderCreateStructType
00007ffc078480f1 (__TEXT,__text) external _LLVMDIBuilderCreateSubroutineType
00007ffc078482af (__TEXT,__text) external _LLVMDIBuilderCreateTempGlobalVariableFwdDecl
00007ffc07847ada (__TEXT,__text) external _LLVMDIBuilderCreateTempMacroFile
00007ffc07847e80 (__TEXT,__text) external _LLVMDIBuilderCreateTypedef
00007ffc07847b9d (__TEXT,__text) external _LLVMDIBuilderCreateUnionType
00007ffc07847deb (__TEXT,__text) external _LLVMDIBuilderCreateUnspecifiedType
00007ffc07847c99 (__TEXT,__text) external _LLVMDIBuilderCreateVectorType
00007ffc07847522 (__TEXT,__text) external _LLVMDIBuilderFinalize
00007ffc0784752c (__TEXT,__text) external _LLVMDIBuilderFinalizeSubprogram
00007ffc07848412 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateArray
00007ffc07848408 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateSubrange
00007ffc078480e7 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateTypeArray
00007ffc07848342 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueAtEnd
00007ffc0784831b (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueBefore
00007ffc07848311 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareAtEnd
00007ffc078482f3 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareBefore
00007ffc07847a39 (__TEXT,__text) external _LLVMDIFileGetDirectory
00007ffc07847a65 (__TEXT,__text) external _LLVMDIFileGetFilename
00007ffc07847a90 (__TEXT,__text) external _LLVMDIFileGetSource
00007ffc0784821f (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetExpression
00007ffc0784820b (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetVariable
00007ffc078479eb (__TEXT,__text) external _LLVMDILocationGetColumn
00007ffc07847a09 (__TEXT,__text) external _LLVMDILocationGetInlinedAt
00007ffc078479e2 (__TEXT,__text) external _LLVMDILocationGetLine
00007ffc078479f5 (__TEXT,__text) external _LLVMDILocationGetScope
00007ffc07847a1d (__TEXT,__text) external _LLVMDIScopeGetFile
00007ffc0784854a (__TEXT,__text) external _LLVMDISubprogramGetLine
00007ffc078480cc (__TEXT,__text) external _LLVMDITypeGetAlignInBits
00007ffc078480de (__TEXT,__text) external _LLVMDITypeGetFlags
00007ffc078480d5 (__TEXT,__text) external _LLVMDITypeGetLine
00007ffc0784808a (__TEXT,__text) external _LLVMDITypeGetName
00007ffc078480c2 (__TEXT,__text) external _LLVMDITypeGetOffsetInBits
00007ffc078480b8 (__TEXT,__text) external _LLVMDITypeGetSizeInBits
00007ffc07848234 (__TEXT,__text) external _LLVMDIVariableGetFile
00007ffc0784825d (__TEXT,__text) external _LLVMDIVariableGetLine
00007ffc07848249 (__TEXT,__text) external _LLVMDIVariableGetScope
00007ffc07847460 (__TEXT,__text) external _LLVMDebugMetadataVersion
00007ffc078397a4 (__TEXT,__text) external _LLVMDeleteBasicBlock
00007ffc078388f7 (__TEXT,__text) external _LLVMDeleteFunction
00007ffc07838383 (__TEXT,__text) external _LLVMDeleteGlobal
00007ffc07fa183d (__TEXT,__text) external _LLVMDisasmDispose
00007ffc07fa19c2 (__TEXT,__text) external _LLVMDisasmInstruction
00007ffc0802aec8 (__TEXT,__text) external _LLVMDisposeBinary
00007ffc0783a48d (__TEXT,__text) external _LLVMDisposeBuilder
00007ffc07919313 (__TEXT,__text) external _LLVMDisposeCoverageData
00007ffc0791918e (__TEXT,__text) external _LLVMDisposeCoverageFunctionRange
00007ffc079197f5 (__TEXT,__text) external _LLVMDisposeCoverageInstantiationGroupRange
00007ffc079193ea (__TEXT,__text) external _LLVMDisposeCoverageIterator
00007ffc07918fea (__TEXT,__text) external _LLVMDisposeCoverageMapping
00007ffc07916aa1 (__TEXT,__text) external _LLVMDisposeCoverageSourceFileRange
00007ffc078474f6 (__TEXT,__text) external _LLVMDisposeDIBuilder
00007ffc084b0d27 (__TEXT,__text) external _LLVMDisposeErrorMessage
00007ffc0783e113 (__TEXT,__text) external _LLVMDisposeMemoryBuffer
00007ffc078330fe (__TEXT,__text) external _LLVMDisposeMessage
00007ffc07833564 (__TEXT,__text) external _LLVMDisposeModule
00007ffc078338d7 (__TEXT,__text) external _LLVMDisposeModuleFlagsMetadata
00007ffc0783de44 (__TEXT,__text) external _LLVMDisposeModuleProvider
00007ffc0802b18d (__TEXT,__text) external _LLVMDisposeObjectFile
00007ffc08072740 (__TEXT,__text) external _LLVMDisposePassBuilderOptions
00007ffc0783e245 (__TEXT,__text) external _LLVMDisposePassManager
00007ffc0802b566 (__TEXT,__text) external _LLVMDisposeRelocationIterator
00007ffc0802b219 (__TEXT,__text) external _LLVMDisposeSectionIterator
00007ffc0802b3b9 (__TEXT,__text) external _LLVMDisposeSymbolIterator
00007ffc08550de5 (__TEXT,__text) external _LLVMDisposeTargetData
00007ffc085535c0 (__TEXT,__text) external _LLVMDisposeTargetMachine
00007ffc0784827b (__TEXT,__text) external _LLVMDisposeTemporaryMDNode
00007ffc07837f66 (__TEXT,__text) external _LLVMDisposeValueMetadataEntries
00007ffc078341fe (__TEXT,__text) external _LLVMDoubleType
00007ffc078340f9 (__TEXT,__text) external _LLVMDoubleTypeInContext
00007ffc07833a15 (__TEXT,__text) external _LLVMDumpModule
00007ffc07833da7 (__TEXT,__text) external _LLVMDumpType
00007ffc07834ab3 (__TEXT,__text) external _LLVMDumpValue
00007ffc085510f2 (__TEXT,__text) external _LLVMElementAtOffset
00007ffc084f7ce5 (__TEXT,__text) external _LLVMEnablePrettyStackTrace
00007ffc078391ed (__TEXT,__text) external _LLVMEraseGlobalIFunc
00007ffc07834274 (__TEXT,__text) external _LLVMFP128Type
00007ffc07834115 (__TEXT,__text) external _LLVMFP128TypeInContext
00007ffc0783e22b (__TEXT,__text) external _LLVMFinalizeFunctionPassManager
00007ffc078341c3 (__TEXT,__text) external _LLVMFloatType
00007ffc078340eb (__TEXT,__text) external _LLVMFloatTypeInContext
00007ffc07834360 (__TEXT,__text) external _LLVMFunctionType
00007ffc07837d36 (__TEXT,__text) external _LLVMGetAlignment
00007ffc0783a014 (__TEXT,__text) external _LLVMGetAllocatedType
00007ffc0783b30a (__TEXT,__text) external _LLVMGetArgOperand
00007ffc07834708 (__TEXT,__text) external _LLVMGetArrayLength
00007ffc07836b84 (__TEXT,__text) external _LLVMGetAsString
00007ffc0783cc2d (__TEXT,__text) external _LLVMGetAtomicRMWBinOp
00007ffc07838c37 (__TEXT,__text) external _LLVMGetAttributeCountAtIndex
00007ffc07838c5e (__TEXT,__text) external _LLVMGetAttributesAtIndex
00007ffc0783925d (__TEXT,__text) external _LLVMGetBasicBlockName
00007ffc078392ed (__TEXT,__text) external _LLVMGetBasicBlockParent
00007ffc078392f7 (__TEXT,__text) external _LLVMGetBasicBlockTerminator
00007ffc07839345 (__TEXT,__text) external _LLVMGetBasicBlocks
00007ffc07429545 (__TEXT,__text) external _LLVMGetBitcodeModule
00007ffc0742959d (__TEXT,__text) external _LLVMGetBitcodeModule2
00007ffc0742927c (__TEXT,__text) external _LLVMGetBitcodeModuleInContext
00007ffc07429480 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext2
00007ffc0783e105 (__TEXT,__text) external _LLVMGetBufferSize
00007ffc0783e0fb (__TEXT,__text) external _LLVMGetBufferStart
00007ffc07839b6f (__TEXT,__text) external _LLVMGetCallSiteAttributeCount
00007ffc07839b96 (__TEXT,__text) external _LLVMGetCallSiteAttributes
00007ffc07839bd8 (__TEXT,__text) external _LLVMGetCallSiteEnumAttribute
00007ffc07839bf6 (__TEXT,__text) external _LLVMGetCallSiteStringAttribute
00007ffc07839d56 (__TEXT,__text) external _LLVMGetCalledFunctionType
00007ffc07839d4c (__TEXT,__text) external _LLVMGetCalledValue
00007ffc0783b1de (__TEXT,__text) external _LLVMGetClause
00007ffc0783de13 (__TEXT,__text) external _LLVMGetCmpXchgFailureOrdering
00007ffc0783dded (__TEXT,__text) external _LLVMGetCmpXchgSuccessOrdering
00007ffc077f3977 (__TEXT,__text) external _LLVMGetComdat
00007ffc077f398b (__TEXT,__text) external _LLVMGetComdatSelectionKind
00007ffc07839f9a (__TEXT,__text) external _LLVMGetCondition
00007ffc07836cc8 (__TEXT,__text) external _LLVMGetConstOpcode
00007ffc0791927e (__TEXT,__text) external _LLVMGetCoverageFunctionExecutionCount
00007ffc07919267 (__TEXT,__text) external _LLVMGetCoverageFunctionName
00007ffc07919951 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupColumn
00007ffc07919949 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupLine
00007ffc0791986a (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupName
00007ffc07919858 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupSize
00007ffc0791995a (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupTotalExecutionCount
00007ffc07919436 (__TEXT,__text) external _LLVMGetCoverageIteratorExecutionCount
00007ffc07919423 (__TEXT,__text) external _LLVMGetCoverageIteratorIsMapped
00007ffc0791942d (__TEXT,__text) external _LLVMGetCoverageIteratorLine
00007ffc0791944a (__TEXT,__text) external _LLVMGetCoverageIteratorLineSegments
00007ffc07919440 (__TEXT,__text) external _LLVMGetCoverageIteratorWrappedSegment
00007ffc0791972d (__TEXT,__text) external _LLVMGetCoverageSegmentColumn
00007ffc07919736 (__TEXT,__text) external _LLVMGetCoverageSegmentCount
00007ffc07919740 (__TEXT,__text) external _LLVMGetCoverageSegmentHasCount
00007ffc07919754 (__TEXT,__text) external _LLVMGetCoverageSegmentIsGapRegion
00007ffc0791974a (__TEXT,__text) external _LLVMGetCoverageSegmentIsRegionEntry
00007ffc07919725 (__TEXT,__text) external _LLVMGetCoverageSegmentLine
00007ffc0783a882 (__TEXT,__text) external _LLVMGetCurrentDebugLocation
00007ffc0783a4c7 (__TEXT,__text) external _LLVMGetCurrentDebugLocation2
00007ffc07837c88 (__TEXT,__text) external _LLVMGetDLLStorageClass
00007ffc078336ff (__TEXT,__text) external _LLVMGetDataLayout
00007ffc078336de (__TEXT,__text) external _LLVMGetDataLayoutStr
00007ffc07836730 (__TEXT,__text) external _LLVMGetDebugLocColumn
00007ffc07835fd0 (__TEXT,__text) external _LLVMGetDebugLocDirectory
00007ffc07836287 (__TEXT,__text) external _LLVMGetDebugLocFilename
00007ffc0783653c (__TEXT,__text) external _LLVMGetDebugLocLine
00007ffc08553cce (__TEXT,__text) external _LLVMGetDefaultTargetTriple
00007ffc0783337f (__TEXT,__text) external _LLVMGetDiagInfoDescription
00007ffc07833472 (__TEXT,__text) external _LLVMGetDiagInfoSeverity
00007ffc07836b57 (__TEXT,__text) external _LLVMGetElementAsConstant
00007ffc078346de (__TEXT,__text) external _LLVMGetElementType
00007ffc07839373 (__TEXT,__text) external _LLVMGetEntryBasicBlock
00007ffc07838ca0 (__TEXT,__text) external _LLVMGetEnumAttributeAtIndex
00007ffc0783329c (__TEXT,__text) external _LLVMGetEnumAttributeKind
00007ffc0783325f (__TEXT,__text) external _LLVMGetEnumAttributeKindForName
00007ffc078332ae (__TEXT,__text) external _LLVMGetEnumAttributeValue
00007ffc084b0c7f (__TEXT,__text) external _LLVMGetErrorMessage
00007ffc084b0c3f (__TEXT,__text) external _LLVMGetErrorTypeId
00007ffc07839969 (__TEXT,__text) external _LLVMGetFCmpPredicate
00007ffc07839388 (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007ffc079196ed (__TEXT,__text) external _LLVMGetFirstCoverageSegment
00007ffc07838852 (__TEXT,__text) external _LLVMGetFirstFunction
00007ffc078382de (__TEXT,__text) external _LLVMGetFirstGlobal
00007ffc078385a6 (__TEXT,__text) external _LLVMGetFirstGlobalAlias
00007ffc078390ed (__TEXT,__text) external _LLVMGetFirstGlobalIFunc
00007ffc0783980f (__TEXT,__text) external _LLVMGetFirstInstruction
00007ffc07835d34 (__TEXT,__text) external _LLVMGetFirstNamedMetadata
00007ffc07838f05 (__TEXT,__text) external _LLVMGetFirstParam
00007ffc08553164 (__TEXT,__text) external _LLVMGetFirstTarget
00007ffc07835839 (__TEXT,__text) external _LLVMGetFirstUse
00007ffc07838ac9 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007ffc07838af3 (__TEXT,__text) external _LLVMGetGC
00007ffc0783a045 (__TEXT,__text) external _LLVMGetGEPSourceElementType
00007ffc07833137 (__TEXT,__text) external _LLVMGetGlobalContext
00007ffc07839192 (__TEXT,__text) external _LLVMGetGlobalIFuncResolver
00007ffc07837a7e (__TEXT,__text) external _LLVMGetGlobalParent
00007ffc0783e125 (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007ffc0783b257 (__TEXT,__text) external _LLVMGetHandlers
00007ffc08553d9a (__TEXT,__text) external _LLVMGetHostCPUFeatures
00007ffc08553d88 (__TEXT,__text) external _LLVMGetHostCPUName
00007ffc07839927 (__TEXT,__text) external _LLVMGetICmpPredicate
00007ffc0783a1db (__TEXT,__text) external _LLVMGetIncomingBlock
00007ffc0783a1b6 (__TEXT,__text) external _LLVMGetIncomingValue
00007ffc0783a257 (__TEXT,__text) external _LLVMGetIndices
00007ffc078383c0 (__TEXT,__text) external _LLVMGetInitializer
00007ffc07833ced (__TEXT,__text) external _LLVMGetInlineAsm
00007ffc0783a42c (__TEXT,__text) external _LLVMGetInsertBlock
00007ffc07839ac3 (__TEXT,__text) external _LLVMGetInstructionCallConv
00007ffc078399ab (__TEXT,__text) external _LLVMGetInstructionOpcode
00007ffc07839805 (__TEXT,__text) external _LLVMGetInstructionParent
00007ffc078340c3 (__TEXT,__text) external _LLVMGetIntTypeWidth
00007ffc07838981 (__TEXT,__text) external _LLVMGetIntrinsicDeclaration
00007ffc0783896b (__TEXT,__text) external _LLVMGetIntrinsicID
00007ffc078393aa (__TEXT,__text) external _LLVMGetLastBasicBlock
00007ffc07833269 (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
00007ffc07838874 (__TEXT,__text) external _LLVMGetLastFunction
00007ffc07838300 (__TEXT,__text) external _LLVMGetLastGlobal
00007ffc078385c8 (__TEXT,__text) external _LLVMGetLastGlobalAlias
00007ffc0783910f (__TEXT,__text) external _LLVMGetLastGlobalIFunc
00007ffc07839831 (__TEXT,__text) external _LLVMGetLastInstruction
00007ffc07835d4b (__TEXT,__text) external _LLVMGetLastNamedMetadata
00007ffc07838f58 (__TEXT,__text) external _LLVMGetLastParam
00007ffc07837ac5 (__TEXT,__text) external _LLVMGetLinkage
00007ffc07833216 (__TEXT,__text) external _LLVMGetMDKindID
00007ffc0783320a (__TEXT,__text) external _LLVMGetMDKindIDInContext
00007ffc07835994 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007ffc07835df2 (__TEXT,__text) external _LLVMGetMDNodeOperands
00007ffc07835d01 (__TEXT,__text) external _LLVMGetMDString
00007ffc0783ddb8 (__TEXT,__text) external _LLVMGetMaskValue
00007ffc07834bf3 (__TEXT,__text) external _LLVMGetMetadata
00007ffc07848930 (__TEXT,__text) external _LLVMGetMetadataKind
00007ffc07833d32 (__TEXT,__text) external _LLVMGetModuleContext
00007ffc08550cfa (__TEXT,__text) external _LLVMGetModuleDataLayout
00007ffc078474de (__TEXT,__text) external _LLVMGetModuleDebugMetadataVersion
00007ffc0783391a (__TEXT,__text) external _LLVMGetModuleFlag
00007ffc07833590 (__TEXT,__text) external _LLVMGetModuleIdentifier
00007ffc07833cc0 (__TEXT,__text) external _LLVMGetModuleInlineAsm
00007ffc078386dd (__TEXT,__text) external _LLVMGetNamedFunction
00007ffc07838183 (__TEXT,__text) external _LLVMGetNamedGlobal
00007ffc07838581 (__TEXT,__text) external _LLVMGetNamedGlobalAlias
00007ffc078390e3 (__TEXT,__text) external _LLVMGetNamedGlobalIFunc
00007ffc07835d94 (__TEXT,__text) external _LLVMGetNamedMetadata
00007ffc07835dc5 (__TEXT,__text) external _LLVMGetNamedMetadataName
00007ffc07835e7a (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007ffc07835eb7 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007ffc078393cc (__TEXT,__text) external _LLVMGetNextBasicBlock
00007ffc079191c3 (__TEXT,__text) external _LLVMGetNextCoverageFunction
00007ffc0791982c (__TEXT,__text) external _LLVMGetNextCoverageInstantiationGroup
00007ffc07919701 (__TEXT,__text) external _LLVMGetNextCoverageSegment
00007ffc07916ada (__TEXT,__text) external _LLVMGetNextCoverageSourceFile
00007ffc07838896 (__TEXT,__text) external _LLVMGetNextFunction
00007ffc07838322 (__TEXT,__text) external _LLVMGetNextGlobal
00007ffc078385ea (__TEXT,__text) external _LLVMGetNextGlobalAlias
00007ffc07839131 (__TEXT,__text) external _LLVMGetNextGlobalIFunc
00007ffc07839853 (__TEXT,__text) external _LLVMGetNextInstruction
00007ffc07835d62 (__TEXT,__text) external _LLVMGetNextNamedMetadata
00007ffc07838fbd (__TEXT,__text) external _LLVMGetNextParam
00007ffc08553171 (__TEXT,__text) external _LLVMGetNextTarget
00007ffc07835843 (__TEXT,__text) external _LLVMGetNextUse
00007ffc07839d91 (__TEXT,__text) external _LLVMGetNormalDest
00007ffc07839a15 (__TEXT,__text) external _LLVMGetNumArgOperands
00007ffc0783b1d0 (__TEXT,__text) external _LLVMGetNumClauses
00007ffc078346ff (__TEXT,__text) external _LLVMGetNumContainedTypes
00007ffc0783b23e (__TEXT,__text) external _LLVMGetNumHandlers
00007ffc0783a209 (__TEXT,__text) external _LLVMGetNumIndices
00007ffc0783ddaf (__TEXT,__text) external _LLVMGetNumMaskElements
00007ffc0783596a (__TEXT,__text) external _LLVMGetNumOperands
00007ffc07839ed4 (__TEXT,__text) external _LLVMGetNumSuccessors
00007ffc07835860 (__TEXT,__text) external _LLVMGetOperand
00007ffc078358da (__TEXT,__text) external _LLVMGetOperandUse
00007ffc077f3947 (__TEXT,__text) external _LLVMGetOrInsertComdat
00007ffc07835dbb (__TEXT,__text) external _LLVMGetOrInsertNamedMetadata
00007ffc0783cbd6 (__TEXT,__text) external _LLVMGetOrdering
