00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa1c10cca4 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.1
00007ffa1c10ccc7 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.2
00007ffa1c10ccea (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
00007ffa1c10cd0d (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ffa1c10cd30 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ffa1c10cd53 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffa1c10cd76 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffa42cabcb8 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffa1c0fc306 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1c107fdc (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1c108ef8 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1c10a4b8 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1c0e44cb (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1c0e4515 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1c10c06e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1c10c091 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1c10c0b4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1c10c0d7 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1c10c0fa (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1c10c11d (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1c10c140 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffa1c10a536 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1c10a574 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1c0e26ae (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffa1c10b8e4 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffa1c10ab7a (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1c0e1d63 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffa1c0fc2c8 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1c101610 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1c0e890c (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1c0e0974 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1c0fdcc0 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1c1015b0 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1c0ece3e (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1c0ed59c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1c10d190 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1c10d1b3 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1c0ed5e2 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1c10d1d6 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1c10d1f9 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1c10d21c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1c10d23f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1c10abb8 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa42cabcd0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1c0f79b0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa42cabcc0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1c0fe156 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1c101580 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1c0ecebb (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1c0ecb52 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1c0e4793 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1c10c163 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1c10c186 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1c0eed25 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1c0e5f39 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffa1c10c70d (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffa1c10c730 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffa1c10c753 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffa1c10e680 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1c1009be (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1c1015e0 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1c0ecfc9 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa1c0edab8 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffa1c10d334 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffa1c10d357 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffa42cabcb0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1c0ff076 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffa1c112440 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1c0ec4c6 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1c10762e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1c111ab0 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1c0ec541 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1c0efe06 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1c10d4d8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1c10d4fb (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1c10d51e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1c10ac56 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1c1113e8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1c112a80 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1c111290 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1c111698 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1c111eb8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1c112030 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1c112598 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1c0e102a (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1c0fbe7c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1c0e5bd0 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1c10ec68 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1c110520 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1c111540 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1c0ecaa3 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1c0ec738 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1c10d055 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1c0fce52 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1c0ffe80 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1c10fdf8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1c0ecbe1 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1c10f5b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1c10fc28 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1c111118 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1c111948 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1c0efb15 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1c10d429 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1c10d44c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1c10d46f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1c10d492 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1c0ebc25 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffa1c10ced8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffa1c0e6510 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1c10c7bc (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffa1c10ef58 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1c110c88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1c110f90 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1c1117f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1c111c08 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1c111d60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1c112188 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1c0eccf9 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1c10edc8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa42cabcb4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1c1103a0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1c10f298 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1c1100b8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1c1122e8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1c10f430 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1c10ff48 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1c10faa0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1c110228 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1c106634 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1c10f758 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffa1c0eb9c0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1c10ce6f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1c10ce92 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1c10ceb5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1c110a70 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1c1127e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1c108e40 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1c10eb10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1c106e6c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1c10f108 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1c10f908 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1c10e240 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1c10e210 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1c10b4b8 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1c1106f0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1c110e08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1c1108d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1c112928 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1c0e1801 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1c10dfc0 (__TEXT,__const) non-external __ZL6yypact
00007ffa1c10e100 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1c10e261 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1c10e170 (__TEXT,__const) non-external __ZL7yytable
00007ffa1c0fa9f6 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1c0fad84 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1c10e1e0 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1c0e39b9 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1c10bd26 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1c10abe8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1c0e222e (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1c10e280 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa42cab8a0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1c0e1f3c (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffa1c0e2034 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1c10e270 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1c0f81c0 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1c0f8378 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1c0f7e46 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1c0f7a72 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1c0f7b5a (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1c0f7850 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1c0f8092 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1c0ea512 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1c0feb88 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1c0ea73a (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1c0feec2 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1c0ea5b0 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1c0fedb2 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1c0feca0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ea5fe (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1c0ea490 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1c10cc81 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1c0fefb0 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1c0feaee (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1c0ea6b6 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1c0ea3f4 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1c0ea3ac (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1c0ea562 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1c0ea30e (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1c0ea584 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1c0ea766 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1c0fea38 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1c0ea704 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1c0ea65a (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1c0fea42 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1c0e81e4 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1c101366 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1c1014d8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1c0e8248 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1c0e8200 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1c10ca2e (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1c1012ec (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1c0e81f2 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1c0e8288 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1c101322 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1c0ea1ca (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1c109950 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1c0ea29c (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1c109c8a (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1c109b7a (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1c109a68 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c0ea21a (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1c10cc5e (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1c109d78 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
