00000001dd941f98 (__TEXT,__text) non-external _DiToMD5
00000001dd954338 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001dd954364 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001dd954390 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001dd9543bc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001dd9543e8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001dd954414 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001dd95224c (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001dd9522d4 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001dd923ae8 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001dd953a94 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001dd9529ec (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001dd923110 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001dd9437a4 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001dd9491e0 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001dd92b510 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001dd921aa0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001dd945424 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001dd949110 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001dd930ddc (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001dd931734 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001dd9559f4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001dd955a20 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001dd931790 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001dd955a4c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001dd955a78 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001dd955aa4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001dd955ad0 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001dd952a74 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000001e51d14a8 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001dd93d63c (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000001e51d14a0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001dd945970 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001dd9490a8 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001dd930e94 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001dd9309ec (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001dd925df0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001dd9544f0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001dd95451c (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001dd933464 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001dd927b0c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001dd954c60 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001dd954c8c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001dd954cb8 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001dd957a30 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001dd948368 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001dd949178 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001dd93100c (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001dd931ca8 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001dd955c04 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001dd955c30 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000001e51d1490 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001dd94691c (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001dd95c870 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001dd930244 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001dd94ef4c (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001dd95be98 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001dd9302f8 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001dd934938 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001dd955e14 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001dd955e40 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001dd955e6c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001dd952bcc (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001dd927aa8 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001dd954c34 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001dd95b7e0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001dd95cf28 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001dd95b668 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001dd95ba90 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001dd95c2a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001dd95c440 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001dd95c9c8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001dd9221b0 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001dd943258 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001dd927618 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001dd958358 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001dd95a5a0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001dd95b938 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001dd9308fc (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001dd930528 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001dd955868 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001dd9443f0 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001dd9477a4 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001dd9599d0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001dd930a94 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001dd958f80 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001dd959848 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001dd95b480 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001dd95bd40 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001dd934654 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001dd955d38 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001dd955d64 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001dd955d90 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001dd955dbc (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001dd92f7dc (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001dd955684 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001dd92833c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001dd954d3c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001dd9586d8 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001dd95ae98 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001dd95b290 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001dd95bbe8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001dd95bff0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001dd95c148 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001dd95c5b8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001dd930bf4 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001dd9584b0 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000001e51d1494 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001dd959ed0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001dd958b60 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001dd959c50 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001dd95c710 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001dd958d78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001dd959b10 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001dd959688 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001dd959d90 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001dd94dca0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001dd959208 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001dd92f524 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001dd955600 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001dd95562c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001dd955658 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001dd95ac48 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001dd95cb98 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001dd950818 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001dd9581a8 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001dd94e648 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001dd958970 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001dd959448 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001dd9575ef (__TEXT,__const) non-external __ZL4yyr1
00000001dd9575ce (__TEXT,__const) non-external __ZL4yyr2
00000001dd95352c (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001dd95a798 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001dd95b018 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001dd95a9f0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001dd95ccd8 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001dd92e95c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001dd9554cc (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001dd9554f8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001dd922aa4 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001dd957398 (__TEXT,__const) non-external __ZL6yypact
00000001dd9574cc (__TEXT,__const) non-external __ZL7yycheck
00000001dd957610 (__TEXT,__const) non-external __ZL7yypgoto
00000001dd957539 (__TEXT,__const) non-external __ZL7yytable
00000001dd941610 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001dd941b70 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001dd9575a6 (__TEXT,__const) non-external __ZL8yydefact
00000001dd92501c (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001dd953ff4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001dd952adc (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001dd923694 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001dd957630 (__TEXT,__const) non-external __ZL9crc32_tab
00000001e51d1080 (__DATA,__bss) non-external __ZL9gBootArgs
00000001dd923328 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001dd92344c (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001dd922ecc (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00000001dd95761f (__TEXT,__const) non-external __ZL9yydefgoto
00000001dd93dfb4 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001dd93e25c (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001dd93db84 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001dd93d72c (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001dd93d878 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001dd93d4b8 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001dd93de30 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001dd92daf0 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001dd94644c (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001dd92ddec (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001dd94673c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001dd92dbe8 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001dd946658 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001dd946570 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001dd92dc4c (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001dd92da54 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001dd955340 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001dd946838 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001dd946360 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001dd92dd34 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001dd92d974 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001dd92d8ec (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001dd92db70 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001dd92d7dc (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001dd92dba4 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001dd92de30 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001dd94628c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001dd92dd98 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001dd92dcc0 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001dd9462c0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001dd92a9e4 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001dd948e80 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001dd948fa8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001dd92aa5c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001dd92a9fc (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001dd955054 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001dd948d88 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001dd92a9f0 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001dd92aaac (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001dd948dd8 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001dd92d624 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001dd951438 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001dd92d740 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001dd951728 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
