00007ffb0054a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb005594d0 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb00539865 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb00533286 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb0055af92 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb0055afb5 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb0055afd8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb0055affb (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb0055b01e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb0055b041 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb0055b064 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb0055954e (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb0055958c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb005318de (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb0055a8da (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb00559b88 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb00530f90 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0054b52e (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb0055078e (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb00537828 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0052fb74 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0054cef2 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb0055072e (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0053c092 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0053c7f0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb0055c190 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb0055c1b3 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0053c836 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb0055c1d6 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb0055c1f9 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb0055c21c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb0055c23f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb00559bc6 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb40d69b30 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb00546c20 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb40d69b20 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb0054d380 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb005506fe (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0053c10f (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0053bda6 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb00533692 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb0055b113 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb0055b136 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0053df8d (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb00534e39 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb0055b6bd (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb0055b6e0 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb0055b703 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb0055d680 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb0054fb54 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb0055075e (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0053c21d (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0053cd0c (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb0055c334 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb0055c357 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb40d69b10 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb0054e272 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb00561440 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0053b71a (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb005566d2 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb00560ab0 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0053b795 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0053f06e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb0055c4d8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb0055c4fb (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb0055c51e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb00559c64 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb005603e8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb00561a80 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb00560290 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb00560698 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb00560eb8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb00561030 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb00561598 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb00530257 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0054b0ec (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb00534ad0 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb0055dc68 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb0055f520 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb00560540 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0053bcf7 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0053b98c (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb0055c055 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0054c0a8 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb0054f054 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb0055edf8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0053be35 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb0055e5b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb0055ec28 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb00560118 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb00560948 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0053ed7d (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb0055c429 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb0055c44c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb0055c46f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb0055c492 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0053ae79 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb0055bed8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb00535419 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb0055b76c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb0055df58 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb0055fc88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb0055ff90 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb005607f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb00560c08 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb00560d60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb00561188 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0053bf4d (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb0055ddc8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb40d69b14 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb0055f3a0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb0055e298 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb0055f0b8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb005612e8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb0055e430 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb0055ef48 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb0055eaa0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb0055f228 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb005556fc (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb0055e758 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0053ac14 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb0055be6f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb0055be92 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb0055beb5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb0055fa70 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb005617e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb00557ea3 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb0055db10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb00555f22 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb0055e108 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb0055e908 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb0055d240 (__TEXT,__const) non-external __ZL4yyr1
00007ffb0055d210 (__TEXT,__const) non-external __ZL4yyr2
00007ffb0055a4b7 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb0055f6f0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb0055fe08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb0055f8d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb00561928 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb00539fe7 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb0055bd6c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb0055bd8f (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb00530a2e (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb0055cfc0 (__TEXT,__const) non-external __ZL6yypact
00007ffb0055d100 (__TEXT,__const) non-external __ZL7yycheck
00007ffb0055d261 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb0055d170 (__TEXT,__const) non-external __ZL7yytable
00007ffb00549c66 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb00549ff4 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb0055d1e0 (__TEXT,__const) non-external __ZL8yydefact
00007ffb00532be9 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb0055ad1c (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb00559bf6 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0053145b (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb0055d280 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb40d69700 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb00531169 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb00531261 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0055d270 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb00547430 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb005475e8 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb005470b6 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb00546ce2 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb00546dca (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb00546ac0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb00547302 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0053942e (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb0054dd90 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb00539656 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb0054e0ca (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb005394cc (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb0054dfba (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0054dea8 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0053951a (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb005393ac (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb0055bc31 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb0054e1b4 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb0054dcfc (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb005395d2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb00539310 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb005392c8 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0053947e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb0053922a (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb005394a0 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb00539682 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb0054dc4c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb00539620 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb00539576 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb0054dc56 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb00537100 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb005504e8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0055065a (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb00537164 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0053711c (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb0055b9de (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb0055046e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0053710e (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb005371a4 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb005504a4 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb005390e6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb00558978 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb005391b8 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb00558cb2 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb00558ba2 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00558a90 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb00539136 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffb0055bc0e (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
