00000001bab68658 (__TEXT,__text) non-external -[OS_axr_data copy]
00000001babedcbc (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babedcc0 (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression20GetCompressionMethodEv
00000001babbe6dc (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvm
00000001babc5dc4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00000001babbe4f4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babd8e50 (__TEXT,__text) non-external (was a private external) __ZNK4Part10GetChannelEm11axr_flags_t
00000001babef050 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babef6c8 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babef7f4 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babd8fa8 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babda830 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babd8f00 (__TEXT,__text) non-external (was a private external) __ZNK4Part11GetPropertyEm11axr_flags_t
00000001babef0d4 (__TEXT,__text) non-external __ZNK4Part11GetPropertyEm11axr_flags_t.cold.1
00000001babd8d5c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageInfoEPKv
00000001babc6f58 (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageSizeEm11axr_flags_t
00000001babee6d4 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babeee44 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babef628 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babef754 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babd8f4c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetLayerInfoEm
00000001babd8e08 (__TEXT,__text) non-external (was a private external) __ZNK4Part14GetChannelInfoEPKvm11axr_flags_t
00000001babd9214 (__TEXT,__text) non-external (was a private external) __ZNK4Part14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babdcff8 (__TEXT,__text) non-external (was a private external) __ZNK4Part16CreateColorSpaceEPK11axr_decoderPv11axr_flags_tb
00000001babd8e88 (__TEXT,__text) non-external (was a private external) __ZNK4Part16GetImagePropertyEPKvm11axr_flags_t
00000001babdc8c8 (__TEXT,__text) non-external (was a private external) __ZNK4Part8GetChunkEPKvmmPm
00000001babdf1d4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10GetChannelEmm11axr_flags_t
00000001babef5b4 (__TEXT,__text) non-external __ZNK7AXRData10GetChannelEmm11axr_flags_t.cold.1
00000001babd3b34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babee774 (__TEXT,__text) non-external __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t.cold.1
00000001babd3bf4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babee85c (__TEXT,__text) non-external __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t.cold.1
00000001babd3b94 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babee7e8 (__TEXT,__text) non-external __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t.cold.1
00000001babd37d0 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData16DebugDescriptionEPcm
00000001babded34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb
00000001babef3cc (__TEXT,__text) non-external __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb.cold.1
00000001babd3998 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7GetHashEv
00000001babd3984 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7IsEqualEPKS_
                 (undefined) external __ZSt9terminatev (from libc++)
00000001dd151f30 (__AUTH_CONST,__const) non-external (was a private external) __ZTI10Compressor
00000001dd1521b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11TileDecoder
00000001dd151210 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11axr_error_t
00000001dd1511d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderBuffer
00000001dd151d30 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderStream
00000001dd151f40 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13RowCompressor
00000001dd151fa0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13ZipCompressor
00000001dd151540 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_B44
00000001dd151cc0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_PIZ
00000001dd151b08 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_RLE
00000001dd152240 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_Zip
00000001dd1515b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_B44A
00000001dd151a90 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_Zips
00000001dd151840 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17TileDecoder_PXR24
00000001dd151190 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18EncoderBufferCache
00000001dd1521c8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI25TileDecoder_NoCompression
00000001dd151a18 (__AUTH_CONST,__const) non-external (was a private external) __ZTI30TileDecoder_ScanlineCompressed
00000001dd151cf8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI7AXRData
00000001dd151180 (__AUTH_CONST,__const) non-external (was a private external) __ZTI8Retained
00000001bac109d0 (__TEXT,__const) non-external (was a private external) __ZTS10Compressor
00000001bac10a4c (__TEXT,__const) non-external (was a private external) __ZTS11TileDecoder
00000001babefd4f (__TEXT,__const) non-external (was a private external) __ZTS11axr_error_t
00000001babefd3f (__TEXT,__const) non-external (was a private external) __ZTS13EncoderBuffer
00000001bac108d8 (__TEXT,__const) non-external (was a private external) __ZTS13EncoderStream
00000001bac109c0 (__TEXT,__const) non-external (was a private external) __ZTS13RowCompressor
00000001bac109dd (__TEXT,__const) non-external (was a private external) __ZTS13ZipCompressor
00000001bac0fe04 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_B44
00000001bac10750 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_PIZ
00000001bac0fec8 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_RLE
00000001bac10a5a (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_Zip
00000001bac0fe16 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_B44A
00000001bac0feb5 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_Zips
00000001bac0fe80 (__TEXT,__const) non-external (was a private external) __ZTS17TileDecoder_PXR24
00000001babefd20 (__TEXT,__const) non-external (was a private external) __ZTS18EncoderBufferCache
00000001bac10a30 (__TEXT,__const) non-external (was a private external) __ZTS25TileDecoder_NoCompression
00000001bac0fe94 (__TEXT,__const) non-external (was a private external) __ZTS30TileDecoder_ScanlineCompressed
00000001bac1078c (__TEXT,__const) non-external (was a private external) __ZTS7AXRData
00000001babefd35 (__TEXT,__const) non-external (was a private external) __ZTS8Retained
00000001dd151fb8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV11TileDecoder
00000001dd1511a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderBuffer
00000001dd151d08 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderStream
00000001dd151ee8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13RowCompressor
00000001dd151f58 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13ZipCompressor
00000001dd1514e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_B44
00000001dd151c60 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_PIZ
00000001dd151aa8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_RLE
00000001dd1521e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_Zip
00000001dd151558 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_B44A
00000001dd151a30 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_Zips
00000001dd1517e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV17TileDecoder_PXR24
00000001dd151158 (__AUTH_CONST,__const) non-external (was a private external) __ZTV18EncoderBufferCache
00000001dd152158 (__AUTH_CONST,__const) non-external (was a private external) __ZTV25TileDecoder_NoCompression
00000001dd1519b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV30TileDecoder_ScanlineCompressed
00000001dd151cd8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV7AXRData
00000001dd1511e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV8Retained
                 (undefined) external __ZTVN10__cxxabiv116__enum_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
00000001d7d8c9b0 (__DATA,__bss) non-external __ZZ19AXRCreateColorSpaceE22CGFunctionsInitialized
00000001bac10960 (__TEXT,__const) non-external __ZZ23axr_decoder_create_rgbaE12kColorModels
00000001d3c05538 (__DATA_CONST,__const) non-external __ZZ24GetEXRNameForChannelTypeE20kDefaultChannelNames
00000001d3c055b8 (__DATA_CONST,__const) non-external __ZZL19CreateRGBColorSpaceDv4_fS_fPK14__CFDictionary11axr_flags_tE10colorNames
00000001bac10958 (__TEXT,__const) non-external __ZZL21CalculatePXR24RowSizeRKN18ChannelDescription30ChannelDescriptionLocationInfoEjjj10axr_type_tE9kTypeSize
00000001bac10828 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac10918 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac107e8 (__TEXT,__const) non-external __ZZN11EncoderPart16CreateColorSpaceE11axr_flags_tPK14__CFDictionarybE16kChannelTypeMask
00000001d3c05338 (__DATA_CONST,__const) non-external __ZZN18ChannelDescription20ConfigureChannelTypeEPKcmRP5LayerE10kColorList
00000001dd151e68 (__AUTH_CONST,__const) non-external __ZZN4Part11InitOffsetsEPKvmRm11axr_flags_tE13kRowSizeProcs
00000001dd152018 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read2
00000001dd152058 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read4
00000001dd151ea8 (__AUTH_CONST,__const) non-external __ZZNK13RowCompressor8ReadDataER15CompressionInfoE8FuncList
00000001dd151220 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151260 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151360 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE9funcTable
00000001dd151b20 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151b60 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151380 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd1513c0 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd1514c0 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd1515d0 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151630 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd1517b0 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd151858 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151898 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151998 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001babd3770 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_object_alloc (from libSystem)
                 (undefined) external __os_object_dealloc (from libSystem)
00000001babd2990 (__TEXT,__text) external _axr_channel_type_get_name
00000001babd2758 (__TEXT,__text) external _axr_compression_get_name
00000001d3c051a0 (__DATA_CONST,__const) non-external _axr_compression_get_name.kCompressionMethodNames
00000001bab68308 (__TEXT,__text) external _axr_data_create
00000001babd3c60 (__TEXT,__text) external _axr_data_get_channel_count
00000001babee8d0 (__TEXT,__text) non-external _axr_data_get_channel_count.cold.1
00000001babd3ca8 (__TEXT,__text) external _axr_data_get_channel_info
00000001babee944 (__TEXT,__text) non-external _axr_data_get_channel_info.cold.1
00000001babee99c (__TEXT,__text) non-external _axr_data_get_channel_info.cold.2
00000001babd3ec4 (__TEXT,__text) external _axr_data_get_layer_count
00000001babeec1c (__TEXT,__text) non-external _axr_data_get_layer_count.cold.1
00000001babd3f0c (__TEXT,__text) external _axr_data_get_layer_info
00000001babeec90 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.1
00000001babeece8 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.2
00000001babd3f84 (__TEXT,__text) external _axr_data_get_level_count
00000001babeed5c (__TEXT,__text) non-external _axr_data_get_level_count.cold.1
00000001babd3fd4 (__TEXT,__text) external _axr_data_get_level_size
00000001babeedd0 (__TEXT,__text) non-external _axr_data_get_level_size.cold.1
00000001babd3c54 (__TEXT,__text) external _axr_data_get_part_count
00000001babd3d74 (__TEXT,__text) external _axr_data_get_part_info
00000001babeea10 (__TEXT,__text) non-external _axr_data_get_part_info.cold.1
00000001babeea68 (__TEXT,__text) non-external _axr_data_get_part_info.cold.2
00000001babd3e44 (__TEXT,__text) external _axr_data_get_property
00000001babeeb50 (__TEXT,__text) non-external _axr_data_get_property.cold.1
00000001babeeba8 (__TEXT,__text) non-external _axr_data_get_property.cold.2
00000001babd3dfc (__TEXT,__text) external _axr_data_get_property_count
00000001babeeadc (__TEXT,__text) non-external _axr_data_get_property_count.cold.1
00000001babde8d0 (__TEXT,__text) external _axr_decoder_append_channel
00000001babef270 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.1
00000001babef2e4 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.2
00000001babdebf0 (__TEXT,__text) external _axr_decoder_append_constant_value_channel
00000001babde88c (__TEXT,__text) external _axr_decoder_clear_channel_list
00000001babddea4 (__TEXT,__text) external _axr_decoder_copy
00000001babddf50 (__TEXT,__text) external _axr_decoder_create
00000001babef158 (__TEXT,__text) non-external _axr_decoder_create.cold.1
00000001babef1e4 (__TEXT,__text) non-external _axr_decoder_create.cold.2
00000001babdec68 (__TEXT,__text) external _axr_decoder_create_colorspace
00000001babde074 (__TEXT,__text) external _axr_decoder_create_rgba
00000001babded94 (__TEXT,__text) external _axr_decoder_create_rgba_colorspace
00000001babdec60 (__TEXT,__text) external _axr_decoder_get_channel_count
00000001babdeff4 (__TEXT,__text) external _axr_decoder_get_channel_info
00000001babef4b4 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.1
00000001babef528 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.2
00000001babdf230 (__TEXT,__text) external _axr_decoder_get_data
00000001babdeef0 (__TEXT,__text) external _axr_decoder_get_info
00000001babef440 (__TEXT,__text) non-external _axr_decoder_get_info.cold.1
00000001babd4044 (__TEXT,__text) external _axr_decoder_read_pixels
00000001babd42d0 (__TEXT,__text) external _axr_decoder_read_planes
00000001babd418c (__TEXT,__text) external _axr_decoder_read_rgba_pixels
00000001babdea38 (__TEXT,__text) external _axr_decoder_set_subregion
00000001babef358 (__TEXT,__text) non-external _axr_decoder_set_subregion.cold.1
00000001babdeeb0 (__TEXT,__text) external _axr_decoder_translate_channel_index
00000001babd8618 (__TEXT,__text) external _axr_encoder_append_part
00000001babeefdc (__TEXT,__text) non-external _axr_encoder_append_part.cold.1
00000001babd86ac (__TEXT,__text) external _axr_encoder_compress
00000001babd85dc (__TEXT,__text) external _axr_encoder_create
00000001babd2608 (__TEXT,__text) external _axr_error_get_name
00000001d3c05108 (__DATA_CONST,__const) non-external _axr_error_get_name.kErrorNames
00000001babd2630 (__TEXT,__text) external _axr_flags_get_name
00000001d3c05180 (__DATA_CONST,__const) non-external _axr_flags_get_name.kFlagNames
00000001babd2828 (__TEXT,__text) external _axr_get_version
00000001d7d8c9a8 (__DATA,__bss) non-external _axr_get_version.version
00000001babd3514 (__TEXT,__text) external _axr_introspect_data
00000001babe0a78 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_data_is_as_big_as_claimed
00000001babe0a4c (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_exists_and_nonnull
00000001babe0a60 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_header_is_as_big_as_claimed
00000001babd2808 (__TEXT,__text) external _axr_level_mode_get_name
00000001d3c05218 (__DATA_CONST,__const) non-external _axr_level_mode_get_name.kLevelMode
00000001babd29b4 (__TEXT,__text) external _axr_line_order_get_name
00000001d3c05318 (__DATA_CONST,__const) non-external _axr_line_order_get_name.kLineOrderNames
00000001babd4614 (__TEXT,__text) external _axr_part_append_attribute
00000001babd4a94 (__TEXT,__text) external _axr_part_append_channels
00000001babd4a18 (__TEXT,__text) external _axr_part_create_colorspace
00000001babd43a4 (__TEXT,__text) external _axr_part_get_rip_level_counts
00000001babd4de0 (__TEXT,__text) external _axr_part_get_tile_size
00000001babd43b8 (__TEXT,__text) external _axr_part_set_chromaticities
00000001babeeee4 (__TEXT,__text) non-external _axr_part_set_chromaticities.cold.1
00000001babd452c (__TEXT,__text) external _axr_part_set_preview
00000001babd27a0 (__TEXT,__text) external _axr_property_flags_get_name
00000001babd277c (__TEXT,__text) external _axr_type_get_name
00000001babd27ec (__TEXT,__text) external _axr_type_get_size
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001d7d8c9f8 (__DATA,__common) non-external (was a private external) _cfArrayCreate
00000001d7d8ca00 (__DATA,__common) non-external (was a private external) _cfDataCreate
00000001d7d8c9e8 (__DATA,__common) non-external (was a private external) _cfDictionaryAddValue
00000001d7d8ca08 (__DATA,__common) non-external (was a private external) _cfDictionaryCreate
00000001d7d8c9e0 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutable
00000001d7d8ca10 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutableCopy
00000001d7d8ca18 (__DATA,__common) non-external (was a private external) _cfDictionaryGetCount
00000001d7d8c9d0 (__DATA,__common) non-external (was a private external) _cfDictionaryGetTypeID
00000001d7d8c9c8 (__DATA,__common) non-external (was a private external) _cfGetTypeID
00000001d7d8c9f0 (__DATA,__common) non-external (was a private external) _cfNumberCreate
00000001d7d8c9d8 (__DATA,__common) non-external (was a private external) _cfRelease
00000001d7d8ca30 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithColorSyncProfile
00000001d7d8ca28 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithName
00000001d7d8ca68 (__DATA,__common) non-external (was a private external) _colorsyncMakeProfile
00000001d7d8ca78 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateMutableCopy
00000001d7d8ca70 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateWithName
00000001d7d8ca88 (__DATA,__common) non-external (was a private external) _colorsyncProfileRemoveTag
00000001d7d8ca90 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetDescriptionTag
00000001d7d8ca80 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetTag
                 (undefined) external _compress (from libz)
                 (undefined) external _compressBound (from libz)
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
00000001d7d8caa0 (__DATA,__common) non-external (was a private external) _kDefaultAXRLogFlags
00000001d3c051f8 (__DATA_CONST,__const) non-external _kPropertiesFlagsNames
00000001d3c051e0 (__DATA_CONST,__const) non-external _kSampleTypeNames
00000001d7d8ca20 (__DATA,__common) non-external (was a private external) _kcfBooleanTrue
00000001d7d8ca50 (__DATA,__common) non-external (was a private external) _kcfDictionaryKeyCallBacks
00000001d7d8ca58 (__DATA,__common) non-external (was a private external) _kcfDictionaryValueCallBacks
00000001d7d8ca60 (__DATA,__common) non-external (was a private external) _kcfTypeArrayCallBacks
00000001d7d8ca48 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearGray
00000001d7d8ca38 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001d7d8ca40 (__DATA,__common) non-external (was a private external) _kcgColorSpaceGenericXYZ
00000001d7d8ca98 (__DATA,__common) non-external (was a private external) _kcolorsyncGenericXYZProfile
00000001d7d8cab0 (__DATA,__common) non-external (was a private external) _lastByte
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stpcpy (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtoull (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _uncompress (from libz)
                 (undefined) external _vsnprintf (from libSystem)
