00007ffa0e5131cc (__TEXT,__text) non-external +[Cube initialize]
00007ffa0e2dc347 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeFramesFromOptions:]
00007ffa0e2dc610 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa0e2dc54e (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa0e2dc3d2 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa0e2dd669 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa0e2da561 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa0e2dd919 (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa0e2dc17e (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa0e2db669 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa0e2dbc38 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa0e2da3fa (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa0e2db73d (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa0e2db8a9 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa0e2db871 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa0e2dbe61 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa0e2ddd3b (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa0e2dd142 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa0e2db778 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa0e2db836 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa0e2dd55a (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa0e2dcd71 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa0e2ddd00 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa0e2df0a8 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa0e2df049 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa0e28b006 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa0e28affb (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa0e2e845f (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa0e2e8400 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa0e2efed9 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa0e2efd7f (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa0e2eff3f (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa0e2efc9c (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa0e2f9505 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa0e2eff1f (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa0e2efece (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa0e2efb30 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa0e2efb51 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa0e2f949f (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa0e2efeff (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa0e2f9576 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa0e2f95c2 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa0e2f95f1 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa0e2f9625 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa0e2f9659 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa0e2f956b (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa0e30502f (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa0e305055 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa0e3053d0 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa0e30a600 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa0e30a6a0 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa0e30a62f (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa0e30e26b (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa0e30f708 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa0e30fb3a (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa0e30fd5b (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa0e30f42f (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa0e30f3ab (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa0e30f3d7 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa0e30f403 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa0e30fed2 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa0e30fec7 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa0e3120e0 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa0e31206f (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa0e313570 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa0e314405 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa0e3143fa (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa0e314eb2 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa0e314e41 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa0e31578e (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa0e28c4b2 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa0e28c4a7 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa0e316abc (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa0e316b14 (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa0e316ae2 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa0e316afb (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa0e316b2d (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa0e31d13c (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa0e31d16b (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa0e31d19f (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa0e31d1d3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa0e323d5e (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa0e323dd8 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa0e331515 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa0e336005 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa0e335ff3 (__TEXT,__text) non-external +[MPSlide slide]
00007ffa0e335fe8 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa0e33d7f9 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa0e33d7ca (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa0e33d7b8 (__TEXT,__text) non-external +[MPSong song]
00007ffa0e33d7ad (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa0e33ed17 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa0e33eca6 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa0e28c096 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa0e28c08b (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa0e33fe6a (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa0e27705d (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa0e341d0b (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa0e343db9 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa0e343dc4 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa0e3462c0 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa0e346291 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa0e28c865 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa0e28c870 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa0e347d11 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa0e347ca0 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa0e348b3e (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa0e34e139 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa0e351084 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa0e34da8c (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa0e34db4b (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa0e34d13b (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa0e34c3b7 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa0e34bb23 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa0e34c754 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa0e34d8be (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa0e34d9a5 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa0e351291 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa0e34f330 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa0e34f7d3 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa0e34f750 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa0e350a12 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa0e350898 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa0e350ad6 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa0e350a79 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa0e34cc5c (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa0e34cb6c (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa0e34cf6a (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa0e35070f (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa0e34ff3d (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa0e34fe6c (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa0e34e9a3 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa0e35061d (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa0e34f67b (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa0e3501e8 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa0e34b878 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa0e34b988 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa0e351d63 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa0e351e5b (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa0e352084 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa0e35211e (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa0e352808 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa0e351d26 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa0e351ca7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa0e35256a (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa0e352a3a (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa0e352c37 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa0e3521ac (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa0e352319 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa0e351766 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa0e35210a (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa0e352ce0 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa0e352547 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa0e3521a6 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa0e35203c (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa0e351ced (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa0e351c4e (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa0e293269 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa0e292aee (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa0e292d08 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa0e292b56 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa0e292c44 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa0e292af9 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa0e292c0f (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa0e293378 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa0e356742 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa0e3567ad (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa0e3567a0 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa0e51eae9 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa0e35e930 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa0e35e948 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa0e35eb8d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa0e35f12a (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa0e35eba5 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa0e35edf3 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa0e361568 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0e361570 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa0e361560 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa0e360fd5 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa0e362216 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0e36221e (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0e4b314f (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0e4b3144 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa0e4b6faa (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0e4b6fb5 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0e4eb02d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa0e4ea856 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0e4ea84b (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa0e4e95c8 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa0e4ea93d (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa0e4ead18 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa0e4ad591 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0e4ad586 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa0e4ad14b (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa0e500b2a (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0e4ff6bc (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0e4ff6c7 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa0e4ff6d2 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0e4e5643 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
