00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa192806ef (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa19280643 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa19280628 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa1927f71d (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa19280203 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa1927f479 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa1927e94c (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa1927f0b8 (__TEXT,__text) external _ShGetPPStreamManager
00007ffa1927f0cf (__TEXT,__text) external _ShGetShaderByteCode
00007ffa192808f7 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa19280800 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa1927f3f4 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa1927f8a7 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa1927fd62 (__TEXT,__text) external _ShGetUniformIndex
00007ffa1927ee75 (__TEXT,__text) external _ShGetUniformLocation
00007ffa1927ebcc (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa1927da60 (__TEXT,__text) external _ShInitialize
00007ffa19280fb8 (__TEXT,__text) external _ShInitializeLibrary
00007ffa1927df8e (__TEXT,__text) external _ShLink
00007ffa1927f00b (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa19280fbe (__TEXT,__text) external _ShTerminateLibrary
00007ffa1927f247 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa19270743 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa192ebfa4 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa1928d264 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa192e9e94 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa192e73f1 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa192e72bc (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa19286c73 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa192863b6 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa19286f9d (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1928699d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa19286b54 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa19286ea2 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa1925f2a0 (__TEXT,__text) non-external ___abort_calloc
00007ffa1923171f (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa1922b76b (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41726748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417267a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417269f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417275d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41729f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41729f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4172a328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa4172a178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa4172a1a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa417268a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41727e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa4172a1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41727e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41729fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa4172a218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa4172a248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa4172a278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41726cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4172a378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4172a2a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa4172a2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41726a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41727e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4172a3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa417268e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41727eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41729ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41726d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41726d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa4172a3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa417267e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41727600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41727d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41726908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa4172a028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41726928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41727d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41726968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41727d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41729f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41727750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41726828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41727db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41727898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41727780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41727dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa4172a058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa4172a088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa4172a0b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41727df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa4172a0e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa417278c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41726868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa417278f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4172a118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41727928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41727948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41727978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41727998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41727e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa4172a348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa417277b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa417277e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4172a148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41726768 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417267c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41726cb0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41726d70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41727800 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4172a1f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4172a3f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417268c8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa4172a2c8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa4172a308 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41726cf0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41726948 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41726808 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41726848 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41726888 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa191a8cb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa191a8cd0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1925a222 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa1926ec36 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa192d8981 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa1927233c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa192722c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa192ba0f6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa19295a8e (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa19295144 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa1929406c (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa192954bc (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa19293ad0 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa19293b86 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa192989f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa192958e8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa1927d9e0 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa192959a7 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa19295a43 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa19290ea6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa192922fa (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa19294a54 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa1926ec4d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa192d89b9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa192d8730 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa192722f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa192ba140 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa19234314 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa1927894b (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa19259d7d (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa19259d8f (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa1925a230 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa1922b3ea (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa1922b515 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa1922b4e0 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa1922b476 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa1922b4ab (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa1922b526 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa19279c56 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa19279cd8 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa19272268 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa19272323 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa19284a2b (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa19284f91 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa1926eb96 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa1925a6d2 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa192ba2a2 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa192ba068 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa192ba08c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa192ba179 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa192ba1a5 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa192ba3a0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa192ba3c4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa192ba3dd (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa192ba3ea (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa192b9cf7 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa192ba27e (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa1927b054 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007ffa1927b096 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007ffa192ba349 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007ffa192b9cd3 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
