00007ff8400abe00 (__DATA,__data) non-external _C
00007ff8400af9a0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8400af9a8 (__DATA,__bss) non-external _tmpnam_buf
00007ff800b6bc1a (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400acb70 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800ba5248 (__TEXT,__const) non-external _tmundef
00007ff800b3e8de (__TEXT,__text) external _toascii
00007ff800b3e8e9 (__TEXT,__text) external _tolower
00007ff800b3f2e4 (__TEXT,__text) external _tolower_l
00007ff8400ade78 (__DATA,__bss) non-external _toprec
00007ff8400ade80 (__DATA,__bss) non-external _topreclen
00007ff800b3e92d (__TEXT,__text) external _toupper
00007ff800b3f303 (__TEXT,__text) external _toupper_l
00007ff800b62e99 (__TEXT,__text) external _towctrans
00007ff800b62e0b (__TEXT,__text) external _towctrans_l
00007ff800b3f734 (__TEXT,__text) external _towlower
00007ff800b3fc3d (__TEXT,__text) external _towlower_l
00007ff800b3f778 (__TEXT,__text) external _towupper
00007ff800b3fc5c (__TEXT,__text) external _towupper_l
00007ff800b7d72f (__TEXT,__text) non-external _transtime
00007ff800b9881b (__TEXT,__text) non-external _tre_add_tag_left
00007ff800b9876c (__TEXT,__text) non-external _tre_add_tag_right
00007ff800b95b53 (__TEXT,__text) non-external _tre_add_tags
00007ff800b95279 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800b951e8 (__TEXT,__text) external _tre_ast_new_iter
00007ff800b951ad (__TEXT,__text) external _tre_ast_new_literal
00007ff800b9512d (__TEXT,__text) external _tre_ast_new_node
00007ff800b9523f (__TEXT,__text) external _tre_ast_new_union
00007ff800b98450 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800b952b4 (__TEXT,__text) external _tre_compile
00007ff800b97c90 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800b988ca (__TEXT,__text) non-external _tre_copy_ast
00007ff800b97734 (__TEXT,__text) non-external _tre_expand_ast
00007ff800ba052d (__TEXT,__text) non-external _tre_expand_macro
00007ff800b94b31 (__TEXT,__text) external _tre_fill_pmatch
00007ff800b984fa (__TEXT,__text) external _tre_free
00007ff840077580 (__DATA_CONST,__const) non-external _tre_macros
00007ff800b9923c (__TEXT,__text) non-external _tre_make_trans
00007ff800b94ed9 (__TEXT,__text) non-external _tre_match
00007ff800b9906d (__TEXT,__text) non-external _tre_match_empty
00007ff800b9e33f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800b9e2fc (__TEXT,__text) external _tre_mem_destroy
00007ff800b9e2c8 (__TEXT,__text) external _tre_mem_new_impl
00007ff800b9863c (__TEXT,__text) non-external _tre_merge_branches
00007ff800ba062c (__TEXT,__text) non-external _tre_new_item
00007ff800b9e458 (__TEXT,__text) external _tre_parse
00007ff800ba0358 (__TEXT,__text) non-external _tre_parse_bound
00007ff800b94cee (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800ba059a (__TEXT,__text) non-external _tre_search_cnames
00007ff800b98c5a (__TEXT,__text) non-external _tre_set_empty
00007ff800b98bf4 (__TEXT,__text) non-external _tre_set_one
00007ff800b98c87 (__TEXT,__text) non-external _tre_set_union
00007ff800ba0725 (__TEXT,__text) external _tre_stack_destroy
00007ff800ba06ac (__TEXT,__text) external _tre_stack_new
00007ff800ba0745 (__TEXT,__text) external _tre_stack_num_objects
00007ff800ba0823 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800ba083c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800ba075a (__TEXT,__text) non-external _tre_stack_push
00007ff800ba074e (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800ba0819 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800b99568 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800b9bf94 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800b8cbae (__TEXT,__text) non-external _trecurse
00007ff800b8cb13 (__TEXT,__text) external _tsearch
00007ff800b588ab (__TEXT,__text) external _ttyname
00007ff8400aded0 (__DATA,__bss) non-external _ttyname_init
00007ff8400aded8 (__DATA,__bss) non-external _ttyname_key
00007ff8400ac488 (__DATA,__data) non-external _ttyname_lock
00007ff800b58997 (__TEXT,__text) external _ttyname_r
00007ff800b58a76 (__TEXT,__text) external _ttyslot
00007ff800b8cb96 (__TEXT,__text) external _twalk
00007ff800b7d42c (__TEXT,__text) non-external _typesequiv
00007ff800b7b51d (__TEXT,__text) non-external _tzload
00007ff8400acc90 (__DATA,__data) external _tzname
00007ff800b7be83 (__TEXT,__text) non-external _tzparse
00007ff800b7c59d (__TEXT,__text) external _tzset
00007ff800b7b282 (__TEXT,__text) external _tzsetwall
00007ff800b7b28e (__TEXT,__text) non-external _tzsetwall_basic
00007ff800b58a7e (__TEXT,__text) external _ualarm
00007ff8400acaf8 (__DATA,__data) non-external _uglue
00007ff800b58b0b (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800b3e301 (__TEXT,__text) external _uname
00007ff800ba5f10 (__TEXT,__const) non-external _unbound_variable_str
00007ff800b39094 (__TEXT,__text) non-external _underflow
00007ff800b6bc36 (__TEXT,__text) external _ungetc
00007ff800b6bea0 (__TEXT,__text) external _ungetwc
00007ff800b6bf06 (__TEXT,__text) external _ungetwc_l
00007ff8400adc49 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800b8ce31 (__TEXT,__text) external _unlockpt
00007ff800b8b491 (__TEXT,__text) external _unsetenv
00007ff800b58c60 (__TEXT,__text) external _unvis
00007ff800ba33d4 (__TEXT,__text) non-external _unvis.cold.1
00007ff800ba33f7 (__TEXT,__text) non-external _unvis.cold.2
00007ff800b40c9b (__TEXT,__text) external _uselocale
00007ff800ba0a63 (__TEXT,__text) external _usleep
00007ff800b593e4 (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400aef30 (__DATA,__bss) non-external _usual
00007ff8400ae160 (__DATA,__bss) non-external _usual_extra
00007ff800b5941f (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800b42a04 (__TEXT,__text) external _uuid_clear
00007ff800b42a10 (__TEXT,__text) external _uuid_compare
00007ff800b42abc (__TEXT,__text) external _uuid_copy
00007ff800b42e63 (__TEXT,__text) external _uuid_generate
00007ff800b42dd5 (__TEXT,__text) external _uuid_generate_random
00007ff800b42ad2 (__TEXT,__text) external _uuid_generate_time
00007ff8400add80 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400add78 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800b42e6d (__TEXT,__text) external _uuid_is_null
00007ff800b42e8a (__TEXT,__text) external _uuid_pack
00007ff800b42ec8 (__TEXT,__text) external _uuid_parse
00007ff800b42ffc (__TEXT,__text) external _uuid_unpack
00007ff800b430e2 (__TEXT,__text) external _uuid_unparse
00007ff800b4303a (__TEXT,__text) external _uuid_unparse_lower
00007ff800b4308e (__TEXT,__text) external _uuid_unparse_upper
00007ff840076660 (__DATA_CONST,__const) non-external _validlist
00007ff800b6c15d (__TEXT,__text) external _vasprintf
00007ff800b6c13e (__TEXT,__text) external _vasprintf_l
00007ff800b41985 (__TEXT,__text) external _vasxprintf
00007ff800b4244c (__TEXT,__text) external _vasxprintf_exec
00007ff800b6c339 (__TEXT,__text) external _vdprintf
00007ff800b6c31b (__TEXT,__text) external _vdprintf_l
00007ff800b4199d (__TEXT,__text) external _vdxprintf
00007ff800b42466 (__TEXT,__text) external _vdxprintf_exec
00007ff800ba2ec5 (__TEXT,__text) external _verr
00007ff800ba2df7 (__TEXT,__text) external _verrc
00007ff800ba2fd1 (__TEXT,__text) external _verrx
00007ff800b43375 (__TEXT,__text) external _vfork
00007ff800b6c3de (__TEXT,__text) external _vfprintf
00007ff800b6c374 (__TEXT,__text) external _vfprintf_l
00007ff800b70da8 (__TEXT,__text) external _vfscanf
00007ff800b73144 (__TEXT,__text) external _vfscanf_l
00007ff800b77248 (__TEXT,__text) external _vfwprintf
00007ff800b732fc (__TEXT,__text) external _vfwprintf_l
00007ff800b77b08 (__TEXT,__text) external _vfwscanf
00007ff800b79b90 (__TEXT,__text) external _vfwscanf_l
00007ff800b419b4 (__TEXT,__text) external _vfxprintf
00007ff800b4247f (__TEXT,__text) external _vfxprintf_exec
00007ff800b59d90 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800b79c0f (__TEXT,__text) external _vprintf
00007ff800b79c47 (__TEXT,__text) external _vprintf_l
00007ff800b79c64 (__TEXT,__text) external _vscanf
00007ff800b79cc6 (__TEXT,__text) external _vscanf_l
00007ff800b79ed6 (__TEXT,__text) external _vsnprintf
00007ff800b79ea7 (__TEXT,__text) external _vsnprintf_l
00007ff800b7a027 (__TEXT,__text) external _vsprintf
00007ff800b79f20 (__TEXT,__text) external _vsprintf_l
00007ff800b7a20b (__TEXT,__text) external _vsscanf
00007ff800b7a055 (__TEXT,__text) external _vsscanf_l
00007ff800b7a48f (__TEXT,__text) external _vswprintf
00007ff800b7a239 (__TEXT,__text) external _vswprintf_l
00007ff800b7a6d3 (__TEXT,__text) external _vswscanf
00007ff800b7a4bd (__TEXT,__text) external _vswscanf_l
00007ff800b419cc (__TEXT,__text) external _vsxprintf
00007ff800b42499 (__TEXT,__text) external _vsxprintf_exec
00007ff800ba31cd (__TEXT,__text) external _vwarn
00007ff800ba312a (__TEXT,__text) external _vwarnc
00007ff800ba3334 (__TEXT,__text) external _vwarnx
00007ff800b7a701 (__TEXT,__text) external _vwprintf
00007ff800b7a739 (__TEXT,__text) external _vwprintf_l
00007ff800b7a756 (__TEXT,__text) external _vwscanf
00007ff800b7a78e (__TEXT,__text) external _vwscanf_l
00007ff800b419fa (__TEXT,__text) external _vxprintf
00007ff800b424c7 (__TEXT,__text) external _vxprintf_exec
00007ff800ba0a9e (__TEXT,__text) external _wait
00007ff800b5a718 (__TEXT,__text) external _wait$NOCANCEL
00007ff800b5a72e (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800ba0ab4 (__TEXT,__text) external _waitpid
00007ff800b5a745 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800ba306c (__TEXT,__text) external _warn
00007ff800ba31f0 (__TEXT,__text) external _warnc
00007ff800ba3290 (__TEXT,__text) external _warnx
00007ff800b820c6 (__TEXT,__text) external _wcpcpy
00007ff800b820ec (__TEXT,__text) external _wcpncpy
00007ff800b60fb6 (__TEXT,__text) external _wcrtomb
00007ff800b60f71 (__TEXT,__text) external _wcrtomb_l
00007ff800b821d4 (__TEXT,__text) external _wcscasecmp
00007ff800b8214a (__TEXT,__text) external _wcscasecmp_l
00007ff800b821fc (__TEXT,__text) external _wcscat
00007ff800b82222 (__TEXT,__text) external _wcschr
00007ff800b82243 (__TEXT,__text) external _wcscmp
00007ff800b82843 (__TEXT,__text) external _wcscoll
00007ff800b8225f (__TEXT,__text) external _wcscoll_l
00007ff800b8286b (__TEXT,__text) external _wcscpy
00007ff800b83558 (__TEXT,__text) external _wcscspn
00007ff800b8359d (__TEXT,__text) external _wcsdup
00007ff800b6122a (__TEXT,__text) external _wcsftime
00007ff800b60ffc (__TEXT,__text) external _wcsftime_l
00007ff800b835e7 (__TEXT,__text) external _wcslcat
00007ff800b83679 (__TEXT,__text) external _wcslcpy
00007ff800b836e3 (__TEXT,__text) external _wcslen
00007ff800b837bd (__TEXT,__text) external _wcsncasecmp
00007ff800b836ff (__TEXT,__text) external _wcsncasecmp_l
00007ff800b837e5 (__TEXT,__text) external _wcsncat
00007ff800b8382d (__TEXT,__text) external _wcsncmp
00007ff800b8385f (__TEXT,__text) external _wcsncpy
00007ff800b838b1 (__TEXT,__text) external _wcsnlen
00007ff800b61297 (__TEXT,__text) external _wcsnrtombs
00007ff800b61252 (__TEXT,__text) external _wcsnrtombs_l
00007ff800b838d2 (__TEXT,__text) external _wcspbrk
00007ff800b8390f (__TEXT,__text) external _wcsrchr
00007ff800b615cb (__TEXT,__text) external _wcsrtombs
00007ff800b61580 (__TEXT,__text) external _wcsrtombs_l
00007ff800b83927 (__TEXT,__text) external _wcsspn
00007ff800b83c2d (__TEXT,__text) external _wcsstr
00007ff800b618e2 (__TEXT,__text) external _wcstod
00007ff800b6166c (__TEXT,__text) external _wcstod_l
00007ff800b61b80 (__TEXT,__text) external _wcstof
00007ff800b6190a (__TEXT,__text) external _wcstof_l
00007ff800b61da6 (__TEXT,__text) external _wcstoimax
00007ff800b61ba8 (__TEXT,__text) external _wcstoimax_l
00007ff800b83c99 (__TEXT,__text) external _wcstok
00007ff800b61fcc (__TEXT,__text) external _wcstol
00007ff800b61dce (__TEXT,__text) external _wcstol_l
00007ff800b62245 (__TEXT,__text) external _wcstold
00007ff800b61ff4 (__TEXT,__text) external _wcstold_l
00007ff800b6246b (__TEXT,__text) external _wcstoll
00007ff800b6226d (__TEXT,__text) external _wcstoll_l
00007ff800b6253e (__TEXT,__text) external _wcstombs
00007ff800b62493 (__TEXT,__text) external _wcstombs_l
00007ff800b627de (__TEXT,__text) external _wcstoul
00007ff800b625ee (__TEXT,__text) external _wcstoul_l
00007ff800b629f6 (__TEXT,__text) external _wcstoull
00007ff800b62806 (__TEXT,__text) external _wcstoull_l
00007ff800b62c0e (__TEXT,__text) external _wcstoumax
00007ff800b62a1e (__TEXT,__text) external _wcstoumax_l
00007ff800b83d89 (__TEXT,__text) external _wcswidth
00007ff800b83d0e (__TEXT,__text) external _wcswidth_l
00007ff800b83f57 (__TEXT,__text) external _wcsxfrm
00007ff800b83db1 (__TEXT,__text) external _wcsxfrm_l
00007ff800b62ce9 (__TEXT,__text) external _wctob
00007ff800b62c36 (__TEXT,__text) external _wctob_l
00007ff800b62d8a (__TEXT,__text) external _wctomb
00007ff800b62d11 (__TEXT,__text) external _wctomb_l
00007ff800b62ec1 (__TEXT,__text) external _wctrans
00007ff800b62f2d (__TEXT,__text) external _wctrans_l
00007ff800b62ffd (__TEXT,__text) external _wctype
00007ff800b62f37 (__TEXT,__text) external _wctype_l
00007ff8400769f0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800b63025 (__TEXT,__text) external _wcwidth
00007ff800b63093 (__TEXT,__text) external _wcwidth_l
00007ff800b83502 (__TEXT,__text) non-external _we_read_fully
00007ff800ba5db0 (__TEXT,__const) non-external _wildabbr
00007ff800b83f7f (__TEXT,__text) external _wmemchr
00007ff800b83f9f (__TEXT,__text) external _wmemcmp
00007ff800b83fd0 (__TEXT,__text) external _wmemcpy
00007ff800b83fde (__TEXT,__text) external _wmemmove
00007ff800b83fec (__TEXT,__text) external _wmemset
00007ff800b7b05a (__TEXT,__text) non-external _wmemstream_close
00007ff800b7af98 (__TEXT,__text) non-external _wmemstream_seek
00007ff800ba3715 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800ba3738 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800b7ad7b (__TEXT,__text) non-external _wmemstream_update
00007ff800ba36f4 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800b7ada8 (__TEXT,__text) non-external _wmemstream_write
00007ff800b82884 (__TEXT,__text) external _wordexp
00007ff800b834c8 (__TEXT,__text) external _wordfree
00007ff800b7a86c (__TEXT,__text) external _wprintf
00007ff800b7a93e (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800b7a9f1 (__TEXT,__text) external _wscanf
00007ff800b7aac3 (__TEXT,__text) external _wscanf_l
00007ff800b418cd (__TEXT,__text) external _xprintf
00007ff8400add70 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800b42396 (__TEXT,__text) external _xprintf_exec
00007ff800ba5db8 (__TEXT,__const) non-external _year_lengths
00007ff8400adcb0 (__DATA,__bss) non-external _zapchar
00007ff800ba5bc0 (__TEXT,__const) non-external _zeroes
00007ff800ba5cd0 (__TEXT,__const) non-external _zeroes
00007ff8400ace70 (__DATA,__data) non-external _zeroes
00007ff800b36000 (__TEXT,__text) external mcount
