00007ff843437dd0 (__DATA,__data) non-external _.compoundliteral
00007ff803d54eb0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803d54e7d (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803d54d3b (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803d549fc (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803d54c0e (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803d63449 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803d54f5f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803d54ccc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803d54bbc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803d48771 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803d419ff (__TEXT,__text) non-external _sb_pattern_new
00007ff803d41058 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803d45fbe (__TEXT,__text) non-external _sb_pattern_regex
00007ff803d41f27 (__TEXT,__text) non-external _sb_pattern_release
00007ff803d41ed4 (__TEXT,__text) non-external _sb_pattern_retain
00007ff803d48e4f (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803d62bec (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803d62b97 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803d62cdd (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803d62ece (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803d63014 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803d52db6 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803d52d0b (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803d5cc23 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803d5cbe3 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803d5cc65 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803d5c8cc (__TEXT,__text) non-external _sb_policy_new
00007ff803d5cb5a (__TEXT,__text) non-external _sb_policy_release
00007ff803d5cac6 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803d5ccd2 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff803d4aeef (__TEXT,__text) non-external _sb_profile_release
00007ff803d52d6a (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803d52ed0 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff803d377e0 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803d498d4 (__TEXT,__text) non-external _sb_realloc
00007ff803d48638 (__TEXT,__text) non-external _sb_regex_release
00007ff803d4ac78 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803d6118b (__TEXT,__text) non-external _sb_source_info_copy
00007ff803d58db2 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff803d57541 (__TEXT,__text) non-external _sb_stringtable_release
00007ff803d4851c (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803d42a4b (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff803d37212 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803d61ae7 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff803d486d9 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803d5c73a (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803d5ac11 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803d4ddae (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803d5d430 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff803d5d481 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803d62b3d (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff803d4b731 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803d611fb (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803d4ab63 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803d4a7fc (__TEXT,__text) non-external _sb_visitor_new
00007ff803d4abf6 (__TEXT,__text) non-external _sb_visitor_release
00007ff803d630aa (__TEXT,__text) non-external _sb_warn
00007ff803d6e460 (__TEXT,__const) non-external _sbpl1_scm
00007ff803d6f2d0 (__TEXT,__const) non-external _sbpl2_scm
00007ff803d6f7a0 (__TEXT,__const) non-external _sbpl3_scm
00007ff803d5e159 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803d5edde (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff803d5eeb5 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803d5e371 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803d5ef83 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803d67af0 (__TEXT,__const) non-external _sbpl_scm
00007ff803d53771 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803d63210 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803d4a63f (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff803d3ea63 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803d4ad30 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff803d383b9 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803d5399d (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803d53d54 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803d53744 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff803d49edf (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803d53604 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803d535fa (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803d535e2 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803d4a601 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff803d37d70 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff803d37d22 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff803d3f084 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803d38e8e (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff803d3f79b (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803d53e3f (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803d38e6c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803d38dae (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803d38dbd (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803d53812 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803d43f33 (__TEXT,__text) non-external _shallow_copy_node
00007ff803d4e5b8 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803d50388 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803d38bef (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803d406bf (__TEXT,__text) non-external (was a private external) _string_length
00007ff803d58e77 (__TEXT,__text) non-external _string_table_description_for_id
00007ff803d40671 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803d61019 (__TEXT,__text) non-external _submatch_end
00007ff803d3eab2 (__TEXT,__text) non-external (was a private external) _symname
00007ff803d53ec2 (__TEXT,__text) non-external _syntaxnum
00007ff803d61d46 (__TEXT,__text) non-external _synthesize_bitmasks
00007ff803d61b9e (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff803d61cb6 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff803d621c8 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff803d4b777 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803d5bf02 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840698fe0 (__DATA_CONST,__const) non-external _tests
00007ff803d3a526 (__TEXT,__text) non-external _token
00007ff803d4a975 (__TEXT,__text) non-external _traverse_postorder
00007ff803d5bd29 (__TEXT,__text) non-external _traverse_preorder
00007ff803d5a07c (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff803d6fc10 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff803d5e89f (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff803d5d5f6 (__TEXT,__text) non-external _version
00007ff803d5cdf9 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff803d3eb27 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
