00007ffb025a9cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb025b8e92 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb025991a7 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb02592896 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb025ba915 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb025ba938 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb025ba95b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb025ba97e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb025ba9a1 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb025ba9c4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb025ba9e7 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb025b8f10 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb025b8f4e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb02590ead (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb025ba25d (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb025b9530 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb0259051d (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb025aaed4 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb025b0066 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb025970a9 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0258f084 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb025ac86c (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb025b0006 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0259ba0f (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0259c177 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb025bbb0e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb025bbb31 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0259c1bd (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb025bbb54 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb025bbb77 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb025bbb9a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb025bbbbd (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb025b956e (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb42860800 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb025a6580 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb428607f0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb025acce0 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb025affd6 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0259ba91 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0259b719 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb02592cc5 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb025baa96 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb025baab9 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0259d911 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb025945bb (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb025bb040 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb025bb063 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb025bb086 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb025bd000 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb025af45e (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb025b0036 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0259bb9f (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0259c690 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb025bbcb2 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb025bbcd5 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb428607e0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb025adbb4 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb025c0d98 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0259b083 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb025b60ce (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb025c0408 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0259b103 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0259ea14 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb025bbe56 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb025bbe79 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb025bbe9c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb025b960c (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb025bfd50 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb025c13d8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb025bfbd8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb025c0000 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb025c0810 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb025c0968 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb025c0ef0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb0258f770 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb025aaaac (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb02594252 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb025bd5d0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb025bee50 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb025bfea8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0259b66a (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0259b2fa (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb025bb9d3 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb025aba2e (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb025ae96a (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb025be6e8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0259b7a8 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb025bdef0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb025be560 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb025bfa50 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb025c02b0 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0259e723 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb025bbda7 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb025bbdca (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb025bbded (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb025bbe10 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0259a7b5 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb025bb856 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb02594baf (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb025bb0ef (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb025bd888 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb025bf530 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb025bf8c8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb025c0158 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb025c0560 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb025c06b8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb025c0ae0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0259b8c0 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb025bd728 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb428607e4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb025bebe8 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb025bdbc8 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb025be968 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb025c0c38 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb025bdd58 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb025be828 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb025be3c8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb025beaa8 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb025b510a (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb025be078 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0259a54c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb025bb7ed (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb025bb810 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb025bb833 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb025bf380 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb025c1048 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb025b7891 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb025bd420 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb025b592a (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb025bda18 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb025be218 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb025bcbc0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb025bcb90 (__TEXT,__const) non-external __ZL4yyr2
00007ffb025b9e47 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb025befd0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb025bf6b0 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb025bf1a0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb025c1188 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0259992a (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb025bb6ef (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb025bb712 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb0258ff51 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb025bc940 (__TEXT,__const) non-external __ZL6yypact
00007ffb025bca80 (__TEXT,__const) non-external __ZL7yycheck
00007ffb025bcbe1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb025bcaf0 (__TEXT,__const) non-external __ZL7yytable
00007ffb025a9626 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb025a99ba (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb025bcb60 (__TEXT,__const) non-external __ZL8yydefact
00007ffb025921c0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb025ba69f (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb025b959e (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb02590a16 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb025bcc00 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb428603d0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb02590706 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb0259080c (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0259031e (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb025bcbf0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb025a6d9a (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb025a6f52 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb025a6a16 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb025a6642 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb025a672a (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb025a6420 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb025a6c62 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb02598d5c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb025ad6de (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb02598f84 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb025ada0c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb02598dfa (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb025ad902 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025ad7f6 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb02598e48 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb02598cda (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb025bb5b4 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb025adaf6 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb025ad64a (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb02598f00 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb02598c3e (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb02598be2 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb02598dac (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb02598b44 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb02598dce (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb02598fb0 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb025ad59a (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb02598f4e (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb02598ea4 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb025ad5a4 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb025968f8 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb025afdc4 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb025aff32 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb02596966 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb02596914 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb025bb361 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb025afd5e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb02596906 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb025969a6 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb025afd80 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb02598a00 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb025b8346 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb02598ad2 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb025b8674 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb025b856a (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025b845e (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb02598a50 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
