
/Volumes/macOS Mojave/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib (for architecture x86_64):
000000000000beee (__TEXT,__text) external _CGLGetCurrentContext
0000a2c3 (__TEXT,__text) external _glMultTransposeMatrixfARB
000050d6 (__TEXT,__text) external _glMultiDrawArrays
0000b7f8 (__TEXT,__text) external _glMultiDrawArraysEXT
0000ca1d (__TEXT,__text) external _glMultiDrawElementArrayAPPLE
000050fe (__TEXT,__text) external _glMultiDrawElements
000073e7 (__TEXT,__text) external _glMultiDrawElementsBaseVertex
0000b820 (__TEXT,__text) external _glMultiDrawElementsEXT
0000cbe2 (__TEXT,__text) external _glMultiDrawElementsIndirectAPPLE
0000ca45 (__TEXT,__text) external _glMultiDrawRangeElementArrayAPPLE
00004580 (__TEXT,__text) external _glMultiTexCoord1d
00009d03 (__TEXT,__text) external _glMultiTexCoord1dARB
000045af (__TEXT,__text) external _glMultiTexCoord1dv
00009d32 (__TEXT,__text) external _glMultiTexCoord1dvARB
000045d1 (__TEXT,__text) external _glMultiTexCoord1f
00009d54 (__TEXT,__text) external _glMultiTexCoord1fARB
00004600 (__TEXT,__text) external _glMultiTexCoord1fv
00009d83 (__TEXT,__text) external _glMultiTexCoord1fvARB
00004622 (__TEXT,__text) external _glMultiTexCoord1i
00009da5 (__TEXT,__text) external _glMultiTexCoord1iARB
00004644 (__TEXT,__text) external _glMultiTexCoord1iv
00009dc7 (__TEXT,__text) external _glMultiTexCoord1ivARB
00004666 (__TEXT,__text) external _glMultiTexCoord1s
00009de9 (__TEXT,__text) external _glMultiTexCoord1sARB
0000468b (__TEXT,__text) external _glMultiTexCoord1sv
00009e0e (__TEXT,__text) external _glMultiTexCoord1svARB
000046ad (__TEXT,__text) external _glMultiTexCoord2d
00009e30 (__TEXT,__text) external _glMultiTexCoord2dARB
000046e7 (__TEXT,__text) external _glMultiTexCoord2dv
00009e6a (__TEXT,__text) external _glMultiTexCoord2dvARB
00004709 (__TEXT,__text) external _glMultiTexCoord2f
00009e8c (__TEXT,__text) external _glMultiTexCoord2fARB
00004743 (__TEXT,__text) external _glMultiTexCoord2fv
00009ec6 (__TEXT,__text) external _glMultiTexCoord2fvARB
00004765 (__TEXT,__text) external _glMultiTexCoord2i
00009ee8 (__TEXT,__text) external _glMultiTexCoord2iARB
00004787 (__TEXT,__text) external _glMultiTexCoord2iv
00009f0a (__TEXT,__text) external _glMultiTexCoord2ivARB
000047a9 (__TEXT,__text) external _glMultiTexCoord2s
00009f2c (__TEXT,__text) external _glMultiTexCoord2sARB
000047d0 (__TEXT,__text) external _glMultiTexCoord2sv
00009f53 (__TEXT,__text) external _glMultiTexCoord2svARB
000047f2 (__TEXT,__text) external _glMultiTexCoord3d
00009f75 (__TEXT,__text) external _glMultiTexCoord3dARB
00004837 (__TEXT,__text) external _glMultiTexCoord3dv
00009fba (__TEXT,__text) external _glMultiTexCoord3dvARB
00004859 (__TEXT,__text) external _glMultiTexCoord3f
00009fdc (__TEXT,__text) external _glMultiTexCoord3fARB
0000489e (__TEXT,__text) external _glMultiTexCoord3fv
0000a021 (__TEXT,__text) external _glMultiTexCoord3fvARB
000048c0 (__TEXT,__text) external _glMultiTexCoord3i
0000a043 (__TEXT,__text) external _glMultiTexCoord3iARB
000048e8 (__TEXT,__text) external _glMultiTexCoord3iv
0000a06b (__TEXT,__text) external _glMultiTexCoord3ivARB
0000490a (__TEXT,__text) external _glMultiTexCoord3s
0000a08d (__TEXT,__text) external _glMultiTexCoord3sARB
00004939 (__TEXT,__text) external _glMultiTexCoord3sv
0000a0bc (__TEXT,__text) external _glMultiTexCoord3svARB
0000495b (__TEXT,__text) external _glMultiTexCoord4d
0000a0de (__TEXT,__text) external _glMultiTexCoord4dARB
000049ab (__TEXT,__text) external _glMultiTexCoord4dv
0000a12e (__TEXT,__text) external _glMultiTexCoord4dvARB
000049cd (__TEXT,__text) external _glMultiTexCoord4f
0000a150 (__TEXT,__text) external _glMultiTexCoord4fARB
00004a1d (__TEXT,__text) external _glMultiTexCoord4fv
0000a1a0 (__TEXT,__text) external _glMultiTexCoord4fvARB
00004a3f (__TEXT,__text) external _glMultiTexCoord4i
0000a1c2 (__TEXT,__text) external _glMultiTexCoord4iARB
00004a6a (__TEXT,__text) external _glMultiTexCoord4iv
0000a1ed (__TEXT,__text) external _glMultiTexCoord4ivARB
00004a8c (__TEXT,__text) external _glMultiTexCoord4s
0000a20f (__TEXT,__text) external _glMultiTexCoord4sARB
00004ac1 (__TEXT,__text) external _glMultiTexCoord4sv
0000a244 (__TEXT,__text) external _glMultiTexCoord4svARB
0000b17f (__TEXT,__text) external _glNamedStringARB
000025b7 (__TEXT,__text) external _glNewList
000025d9 (__TEXT,__text) external _glNormal3b
00002602 (__TEXT,__text) external _glNormal3bv
00002621 (__TEXT,__text) external _glNormal3d
0000265e (__TEXT,__text) external _glNormal3dv
0000267d (__TEXT,__text) external _glNormal3f
000026ba (__TEXT,__text) external _glNormal3fv
000026d9 (__TEXT,__text) external _glNormal3i
000026fb (__TEXT,__text) external _glNormal3iv
0000271a (__TEXT,__text) external _glNormal3s
00002743 (__TEXT,__text) external _glNormal3sv
00002762 (__TEXT,__text) external _glNormalPointer
0000cb0b (__TEXT,__text) external _glObjectPurgeableAPPLE
0000cb2d (__TEXT,__text) external _glObjectUnpurgeableAPPLE
00002784 (__TEXT,__text) external _glOrtho
0000cc84 (__TEXT,__text) external _glPNTrianglesfATI
0000cc8e (__TEXT,__text) external _glPNTrianglesfATIX
0000cc7f (__TEXT,__text) external _glPNTrianglesiATI
0000cc89 (__TEXT,__text) external _glPNTrianglesiATIX
000027e2 (__TEXT,__text) external _glPassThrough
00007f30 (__TEXT,__text) external _glPatchParameterfv
00007f0e (__TEXT,__text) external _glPatchParameteri
00007fdd (__TEXT,__text) external _glPauseTransformFeedback
00002809 (__TEXT,__text) external _glPixelMapfv
0000282b (__TEXT,__text) external _glPixelMapuiv
0000284d (__TEXT,__text) external _glPixelMapusv
0000286f (__TEXT,__text) external _glPixelStoref
0000289e (__TEXT,__text) external _glPixelStorei
000028c0 (__TEXT,__text) external _glPixelTransferf
000028ef (__TEXT,__text) external _glPixelTransferi
00002911 (__TEXT,__text) external _glPixelZoom
00005019 (__TEXT,__text) external _glPointParameterf
0000a46c (__TEXT,__text) external _glPointParameterfARB
00005048 (__TEXT,__text) external _glPointParameterfv
0000a49b (__TEXT,__text) external _glPointParameterfvARB
0000506a (__TEXT,__text) external _glPointParameteri
0000ccd1 (__TEXT,__text) external _glPointParameteriNV
0000508c (__TEXT,__text) external _glPointParameteriv
0000ccf3 (__TEXT,__text) external _glPointParameterivNV
00002943 (__TEXT,__text) external _glPointSize
0000cb77 (__TEXT,__text) external _glPointSizePointerAPPLE
0000296a (__TEXT,__text) external _glPolygonMode
0000298c (__TEXT,__text) external _glPolygonOffset
000029be (__TEXT,__text) external _glPolygonStipple
000029dd (__TEXT,__text) external _glPopAttrib
000029f9 (__TEXT,__text) external _glPopClientAttrib
0000c528 (__TEXT,__text) external _glPopGroupMarkerEXT
00002a15 (__TEXT,__text) external _glPopMatrix
00002a31 (__TEXT,__text) external _glPopName
00007341 (__TEXT,__text) external _glPrimitiveRestartIndex
00002a4d (__TEXT,__text) external _glPrioritizeTextures
00008270 (__TEXT,__text) external _glProgramBinary
0000983e (__TEXT,__text) external _glProgramEnvParameter4dARB
00009897 (__TEXT,__text) external _glProgramEnvParameter4dvARB
000098b9 (__TEXT,__text) external _glProgramEnvParameter4fARB
00009912 (__TEXT,__text) external _glProgramEnvParameter4fvARB
00009a2a (__TEXT,__text) external _glProgramEnvParameters4fvEXT
00009934 (__TEXT,__text) external _glProgramLocalParameter4dARB
0000998d (__TEXT,__text) external _glProgramLocalParameter4dvARB
000099af (__TEXT,__text) external _glProgramLocalParameter4fARB
00009a08 (__TEXT,__text) external _glProgramLocalParameter4fvARB
00009a52 (__TEXT,__text) external _glProgramLocalParameters4fvEXT
00008298 (__TEXT,__text) external _glProgramParameteri
0000bbab (__TEXT,__text) external _glProgramParameteriEXT
00009b02 (__TEXT,__text) external _glProgramStringARB
000089f7 (__TEXT,__text) external _glProgramUniform1d
00008b19 (__TEXT,__text) external _glProgramUniform1dv
000084b4 (__TEXT,__text) external _glProgramUniform1f
00008676 (__TEXT,__text) external _glProgramUniform1fv
00008411 (__TEXT,__text) external _glProgramUniform1i
000085d6 (__TEXT,__text) external _glProgramUniform1iv
000087a0 (__TEXT,__text) external _glProgramUniform1ui
00008843 (__TEXT,__text) external _glProgramUniform1uiv
00008a2f (__TEXT,__text) external _glProgramUniform2d
00008b41 (__TEXT,__text) external _glProgramUniform2dv
000084ec (__TEXT,__text) external _glProgramUniform2f
0000869e (__TEXT,__text) external _glProgramUniform2fv
00008433 (__TEXT,__text) external _glProgramUniform2i
000085fe (__TEXT,__text) external _glProgramUniform2iv
000087c2 (__TEXT,__text) external _glProgramUniform2ui
0000886b (__TEXT,__text) external _glProgramUniform2uiv
00008a72 (__TEXT,__text) external _glProgramUniform3d
00008b69 (__TEXT,__text) external _glProgramUniform3dv
0000852f (__TEXT,__text) external _glProgramUniform3f
000086c6 (__TEXT,__text) external _glProgramUniform3fv
0000845b (__TEXT,__text) external _glProgramUniform3i
00008626 (__TEXT,__text) external _glProgramUniform3iv
000087ea (__TEXT,__text) external _glProgramUniform3ui
00008893 (__TEXT,__text) external _glProgramUniform3uiv
00008ac0 (__TEXT,__text) external _glProgramUniform4d
00008b91 (__TEXT,__text) external _glProgramUniform4dv
0000857d (__TEXT,__text) external _glProgramUniform4f
000086ee (__TEXT,__text) external _glProgramUniform4fv
00008486 (__TEXT,__text) external _glProgramUniform4i
0000864e (__TEXT,__text) external _glProgramUniform4iv
00008815 (__TEXT,__text) external _glProgramUniform4ui
000088bb (__TEXT,__text) external _glProgramUniform4uiv
00008bb9 (__TEXT,__text) external _glProgramUniformMatrix2dv
00008716 (__TEXT,__text) external _glProgramUniformMatrix2fv
00008c43 (__TEXT,__text) external _glProgramUniformMatrix2x3dv
000088e3 (__TEXT,__text) external _glProgramUniformMatrix2x3fv
00008c9f (__TEXT,__text) external _glProgramUniformMatrix2x4dv
0000893f (__TEXT,__text) external _glProgramUniformMatrix2x4fv
00008be7 (__TEXT,__text) external _glProgramUniformMatrix3dv
00008744 (__TEXT,__text) external _glProgramUniformMatrix3fv
00008c71 (__TEXT,__text) external _glProgramUniformMatrix3x2dv
00008911 (__TEXT,__text) external _glProgramUniformMatrix3x2fv
00008cfb (__TEXT,__text) external _glProgramUniformMatrix3x4dv
0000899b (__TEXT,__text) external _glProgramUniformMatrix3x4fv
00008c15 (__TEXT,__text) external _glProgramUniformMatrix4dv
00008772 (__TEXT,__text) external _glProgramUniformMatrix4fv
00008ccd (__TEXT,__text) external _glProgramUniformMatrix4x2dv
0000896d (__TEXT,__text) external _glProgramUniformMatrix4x2fv
00008d29 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
000089c9 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007415 (__TEXT,__text) external _glProvokingVertex
0000c42e (__TEXT,__text) external _glProvokingVertexEXT
00002a6f (__TEXT,__text) external _glPushAttrib
00002a8e (__TEXT,__text) external _glPushClientAttrib
0000c506 (__TEXT,__text) external _glPushGroupMarkerEXT
00002aad (__TEXT,__text) external _glPushMatrix
00002ac9 (__TEXT,__text) external _glPushName
00007888 (__TEXT,__text) external _glQueryCounter
00002ae8 (__TEXT,__text) external _glRasterPos2d
00002b1a (__TEXT,__text) external _glRasterPos2dv
00002b39 (__TEXT,__text) external _glRasterPos2f
00002b6b (__TEXT,__text) external _glRasterPos2fv
00002b8a (__TEXT,__text) external _glRasterPos2i
00002bac (__TEXT,__text) external _glRasterPos2iv
00002bcb (__TEXT,__text) external _glRasterPos2s
00002bf2 (__TEXT,__text) external _glRasterPos2sv
00002c11 (__TEXT,__text) external _glRasterPos3d
00002c4e (__TEXT,__text) external _glRasterPos3dv
00002c6d (__TEXT,__text) external _glRasterPos3f
00002caa (__TEXT,__text) external _glRasterPos3fv
00002cc9 (__TEXT,__text) external _glRasterPos3i
00002ceb (__TEXT,__text) external _glRasterPos3iv
00002d0a (__TEXT,__text) external _glRasterPos3s
00002d33 (__TEXT,__text) external _glRasterPos3sv
00002d52 (__TEXT,__text) external _glRasterPos4d
00002d9a (__TEXT,__text) external _glRasterPos4dv
00002db9 (__TEXT,__text) external _glRasterPos4f
00002e01 (__TEXT,__text) external _glRasterPos4fv
00002e20 (__TEXT,__text) external _glRasterPos4i
00002e48 (__TEXT,__text) external _glRasterPos4iv
00002e67 (__TEXT,__text) external _glRasterPos4s
00002e99 (__TEXT,__text) external _glRasterPos4sv
00002eb8 (__TEXT,__text) external _glReadBuffer
00002ed7 (__TEXT,__text) external _glReadPixels
00002f05 (__TEXT,__text) external _glRectd
00002f4d (__TEXT,__text) external _glRectdv
00002f6f (__TEXT,__text) external _glRectf
00002fb7 (__TEXT,__text) external _glRectfv
00002fd9 (__TEXT,__text) external _glRecti
00003001 (__TEXT,__text) external _glRectiv
00003023 (__TEXT,__text) external _glRects
00003055 (__TEXT,__text) external _glRectsv
0000817d (__TEXT,__text) external _glReleaseShaderCompiler
00003077 (__TEXT,__text) external _glRenderMode
00006615 (__TEXT,__text) external _glRenderbufferStorage
0000b95f (__TEXT,__text) external _glRenderbufferStorageEXT
00006836 (__TEXT,__text) external _glRenderbufferStorageMultisample
0000bb80 (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00004504 (__TEXT,__text) external _glResetHistogram
00004523 (__TEXT,__text) external _glResetMinmax
00007ff9 (__TEXT,__text) external _glResumeTransformFeedback
00003096 (__TEXT,__text) external _glRotated
000030de (__TEXT,__text) external _glRotatef
00004cb9 (__TEXT,__text) external _glSampleCoverage
0000a43c (__TEXT,__text) external _glSampleCoverageARB
000075bb (__TEXT,__text) external _glSampleMaski
0000cd81 (__TEXT,__text) external _glSamplePass
0000cd7c (__TEXT,__text) external _glSamplePassARB
000077bc (__TEXT,__text) external _glSamplerParameterIiv
000077de (__TEXT,__text) external _glSamplerParameterIuiv
00007762 (__TEXT,__text) external _glSamplerParameterf
0000779a (__TEXT,__text) external _glSamplerParameterfv
0000771e (__TEXT,__text) external _glSamplerParameteri
00007740 (__TEXT,__text) external _glSamplerParameteriv
00003126 (__TEXT,__text) external _glScaled
00003163 (__TEXT,__text) external _glScalef
000031a0 (__TEXT,__text) external _glScissor
00008fbe (__TEXT,__text) external _glScissorArrayv
00008fe0 (__TEXT,__text) external _glScissorIndexed
0000900b (__TEXT,__text) external _glScissorIndexedv
00004d97 (__TEXT,__text) external _glSecondaryColor3b
0000b472 (__TEXT,__text) external _glSecondaryColor3bEXT
00004dc0 (__TEXT,__text) external _glSecondaryColor3bv
0000b49b (__TEXT,__text) external _glSecondaryColor3bvEXT
00004ddf (__TEXT,__text) external _glSecondaryColor3d
0000b4ba (__TEXT,__text) external _glSecondaryColor3dEXT
00004e1c (__TEXT,__text) external _glSecondaryColor3dv
0000b4f7 (__TEXT,__text) external _glSecondaryColor3dvEXT
00004e3b (__TEXT,__text) external _glSecondaryColor3f
0000b516 (__TEXT,__text) external _glSecondaryColor3fEXT
00004e78 (__TEXT,__text) external _glSecondaryColor3fv
0000b553 (__TEXT,__text) external _glSecondaryColor3fvEXT
00004e97 (__TEXT,__text) external _glSecondaryColor3i
0000b572 (__TEXT,__text) external _glSecondaryColor3iEXT
00004eb9 (__TEXT,__text) external _glSecondaryColor3iv
0000b594 (__TEXT,__text) external _glSecondaryColor3ivEXT
00004ed8 (__TEXT,__text) external _glSecondaryColor3s
0000b5b3 (__TEXT,__text) external _glSecondaryColor3sEXT
00004f01 (__TEXT,__text) external _glSecondaryColor3sv
0000b5dc (__TEXT,__text) external _glSecondaryColor3svEXT
00004f20 (__TEXT,__text) external _glSecondaryColor3ub
0000b5fb (__TEXT,__text) external _glSecondaryColor3ubEXT
00004f49 (__TEXT,__text) external _glSecondaryColor3ubv
0000b624 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00004f68 (__TEXT,__text) external _glSecondaryColor3ui
0000b643 (__TEXT,__text) external _glSecondaryColor3uiEXT
00004f8a (__TEXT,__text) external _glSecondaryColor3uiv
0000b665 (__TEXT,__text) external _glSecondaryColor3uivEXT
00004fa9 (__TEXT,__text) external _glSecondaryColor3us
0000b684 (__TEXT,__text) external _glSecondaryColor3usEXT
00004fd2 (__TEXT,__text) external _glSecondaryColor3usv
0000b6ad (__TEXT,__text) external _glSecondaryColor3usvEXT
00004ff1 (__TEXT,__text) external _glSecondaryColorPointer
0000b6cc (__TEXT,__text) external _glSecondaryColorPointerEXT
000031c8 (__TEXT,__text) external _glSelectBuffer
0000439c (__TEXT,__text) external _glSeparableFilter2D
0000c7ee (__TEXT,__text) external _glSetFenceAPPLE
000031ea (__TEXT,__text) external _glShadeModel
00008199 (__TEXT,__text) external _glShaderBinary
00005d99 (__TEXT,__text) external _glShaderSource
0000aa44 (__TEXT,__text) external _glShaderSourceARB
00003209 (__TEXT,__text) external _glStencilFunc
000063f4 (__TEXT,__text) external _glStencilFuncSeparate
0000cc57 (__TEXT,__text) external _glStencilFuncSeparateATI
0000322b (__TEXT,__text) external _glStencilMask
00006444 (__TEXT,__text) external _glStencilMaskSeparate
0000324a (__TEXT,__text) external _glStencilOp
0000641c (__TEXT,__text) external _glStencilOpSeparate
0000cc2f (__TEXT,__text) external _glStencilOpSeparateATI
0000caab (__TEXT,__text) external _glSwapAPPLE
0000c832 (__TEXT,__text) external _glTestFenceAPPLE
0000c876 (__TEXT,__text) external _glTestObjectAPPLE
0000731f (__TEXT,__text) external _glTexBuffer
0000326c (__TEXT,__text) external _glTexCoord1d
00003293 (__TEXT,__text) external _glTexCoord1dv
000032b2 (__TEXT,__text) external _glTexCoord1f
000032d9 (__TEXT,__text) external _glTexCoord1fv
000032f8 (__TEXT,__text) external _glTexCoord1i
00003317 (__TEXT,__text) external _glTexCoord1iv
00003336 (__TEXT,__text) external _glTexCoord1s
00003358 (__TEXT,__text) external _glTexCoord1sv
00003377 (__TEXT,__text) external _glTexCoord2d
000033a9 (__TEXT,__text) external _glTexCoord2dv
000033c8 (__TEXT,__text) external _glTexCoord2f
000033fa (__TEXT,__text) external _glTexCoord2fv
00003419 (__TEXT,__text) external _glTexCoord2i
0000343b (__TEXT,__text) external _glTexCoord2iv
0000345a (__TEXT,__text) external _glTexCoord2s
00003481 (__TEXT,__text) external _glTexCoord2sv
000034a0 (__TEXT,__text) external _glTexCoord3d
000034dd (__TEXT,__text) external _glTexCoord3dv
000034fc (__TEXT,__text) external _glTexCoord3f
00003539 (__TEXT,__text) external _glTexCoord3fv
00003558 (__TEXT,__text) external _glTexCoord3i
0000357a (__TEXT,__text) external _glTexCoord3iv
00003599 (__TEXT,__text) external _glTexCoord3s
000035c2 (__TEXT,__text) external _glTexCoord3sv
000035e1 (__TEXT,__text) external _glTexCoord4d
00003629 (__TEXT,__text) external _glTexCoord4dv
00003648 (__TEXT,__text) external _glTexCoord4f
00003690 (__TEXT,__text) external _glTexCoord4fv
000036af (__TEXT,__text) external _glTexCoord4i
000036d7 (__TEXT,__text) external _glTexCoord4iv
000036f6 (__TEXT,__text) external _glTexCoord4s
00003728 (__TEXT,__text) external _glTexCoord4sv
00003747 (__TEXT,__text) external _glTexCoordPointer
0000376f (__TEXT,__text) external _glTexEnvf
000037a7 (__TEXT,__text) external _glTexEnvfv
000037c9 (__TEXT,__text) external _glTexEnvi
000037eb (__TEXT,__text) external _glTexEnviv
0000380d (__TEXT,__text) external _glTexGend
00003845 (__TEXT,__text) external _glTexGendv
00003867 (__TEXT,__text) external _glTexGenf
0000389f (__TEXT,__text) external _glTexGenfv
000038c1 (__TEXT,__text) external _glTexGeni
000038e3 (__TEXT,__text) external _glTexGeniv
00003905 (__TEXT,__text) external _glTexImage1D
00003939 (__TEXT,__text) external _glTexImage2D
00007537 (__TEXT,__text) external _glTexImage2DMultisample
00003fa2 (__TEXT,__text) external _glTexImage3D
00007568 (__TEXT,__text) external _glTexImage3DMultisample
0000703b (__TEXT,__text) external _glTexParameterIiv
0000c305 (__TEXT,__text) external _glTexParameterIivEXT
0000705d (__TEXT,__text) external _glTexParameterIuiv
0000c327 (__TEXT,__text) external _glTexParameterIuivEXT
00003970 (__TEXT,__text) external _glTexParameterf
000039a8 (__TEXT,__text) external _glTexParameterfv
000039ca (__TEXT,__text) external _glTexParameteri
000039ec (__TEXT,__text) external _glTexParameteriv
0000b29a (__TEXT,__text) external _glTexStorage1D
0000b2c2 (__TEXT,__text) external _glTexStorage2D
0000b2ed (__TEXT,__text) external _glTexStorage3D
00003a0e (__TEXT,__text) external _glTexSubImage1D
00003a3c (__TEXT,__text) external _glTexSubImage2D
00003fdc (__TEXT,__text) external _glTexSubImage3D
0000cd15 (__TEXT,__text) external _glTextureBarrierNV
0000c766 (__TEXT,__text) external _glTextureRangeAPPLE
00006acb (__TEXT,__text) external _glTransformFeedbackVaryings
0000bcfb (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00003a73 (__TEXT,__text) external _glTranslated
00003ab0 (__TEXT,__text) external _glTranslatef
00007aac (__TEXT,__text) external _glUniform1d
00007baa (__TEXT,__text) external _glUniform1dv
00005e9a (__TEXT,__text) external _glUniform1f
0000ab26 (__TEXT,__text) external _glUniform1fARB
0000602f (__TEXT,__text) external _glUniform1fv
0000acbb (__TEXT,__text) external _glUniform1fvARB
00005f98 (__TEXT,__text) external _glUniform1i
0000ac24 (__TEXT,__text) external _glUniform1iARB
000060b7 (__TEXT,__text) external _glUniform1iv
0000ad43 (__TEXT,__text) external _glUniform1ivARB
00006f1c (__TEXT,__text) external _glUniform1ui
0000c130 (__TEXT,__text) external _glUniform1uiEXT
00006fb3 (__TEXT,__text) external _glUniform1uiv
0000c1c7 (__TEXT,__text) external _glUniform1uivEXT
00007adb (__TEXT,__text) external _glUniform2d
00007bcc (__TEXT,__text) external _glUniform2dv
00005ec9 (__TEXT,__text) external _glUniform2f
0000ab55 (__TEXT,__text) external _glUniform2fARB
00006051 (__TEXT,__text) external _glUniform2fv
0000acdd (__TEXT,__text) external _glUniform2fvARB
00005fba (__TEXT,__text) external _glUniform2i
0000ac46 (__TEXT,__text) external _glUniform2iARB
000060d9 (__TEXT,__text) external _glUniform2iv
0000ad65 (__TEXT,__text) external _glUniform2ivARB
00006f3e (__TEXT,__text) external _glUniform2ui
0000c152 (__TEXT,__text) external _glUniform2uiEXT
00006fd5 (__TEXT,__text) external _glUniform2uiv
0000c1e9 (__TEXT,__text) external _glUniform2uivEXT
00007b15 (__TEXT,__text) external _glUniform3d
00007bee (__TEXT,__text) external _glUniform3dv
00005f03 (__TEXT,__text) external _glUniform3f
0000ab8f (__TEXT,__text) external _glUniform3fARB
00006073 (__TEXT,__text) external _glUniform3fv
0000acff (__TEXT,__text) external _glUniform3fvARB
00005fdc (__TEXT,__text) external _glUniform3i
0000ac68 (__TEXT,__text) external _glUniform3iARB
000060fb (__TEXT,__text) external _glUniform3iv
0000ad87 (__TEXT,__text) external _glUniform3ivARB
00006f60 (__TEXT,__text) external _glUniform3ui
0000c174 (__TEXT,__text) external _glUniform3uiEXT
00006ff7 (__TEXT,__text) external _glUniform3uiv
0000c20b (__TEXT,__text) external _glUniform3uivEXT
00007b5a (__TEXT,__text) external _glUniform4d
00007c10 (__TEXT,__text) external _glUniform4dv
00005f48 (__TEXT,__text) external _glUniform4f
0000abd4 (__TEXT,__text) external _glUniform4fARB
00006095 (__TEXT,__text) external _glUniform4fv
0000ad21 (__TEXT,__text) external _glUniform4fvARB
00006004 (__TEXT,__text) external _glUniform4i
0000ac90 (__TEXT,__text) external _glUniform4iARB
0000611d (__TEXT,__text) external _glUniform4iv
0000ada9 (__TEXT,__text) external _glUniform4ivARB
00006f88 (__TEXT,__text) external _glUniform4ui
0000c19c (__TEXT,__text) external _glUniform4uiEXT
00007019 (__TEXT,__text) external _glUniform4uiv
0000c22d (__TEXT,__text) external _glUniform4uivEXT
000072aa (__TEXT,__text) external _glUniformBlockBinding
0000bd95 (__TEXT,__text) external _glUniformBufferEXT
00007c32 (__TEXT,__text) external _glUniformMatrix2dv
0000613f (__TEXT,__text) external _glUniformMatrix2fv
0000adcb (__TEXT,__text) external _glUniformMatrix2fvARB
00007cb3 (__TEXT,__text) external _glUniformMatrix2x3dv
00006488 (__TEXT,__text) external _glUniformMatrix2x3fv
00007d09 (__TEXT,__text) external _glUniformMatrix2x4dv
000064de (__TEXT,__text) external _glUniformMatrix2x4fv
00007c5d (__TEXT,__text) external _glUniformMatrix3dv
0000616a (__TEXT,__text) external _glUniformMatrix3fv
0000adf6 (__TEXT,__text) external _glUniformMatrix3fvARB
00007cde (__TEXT,__text) external _glUniformMatrix3x2dv
000064b3 (__TEXT,__text) external _glUniformMatrix3x2fv
00007d5f (__TEXT,__text) external _glUniformMatrix3x4dv
00006534 (__TEXT,__text) external _glUniformMatrix3x4fv
00007c88 (__TEXT,__text) external _glUniformMatrix4dv
00006195 (__TEXT,__text) external _glUniformMatrix4fv
0000ae21 (__TEXT,__text) external _glUniformMatrix4fvARB
00007d34 (__TEXT,__text) external _glUniformMatrix4x2dv
00006509 (__TEXT,__text) external _glUniformMatrix4x2fv
00007d8a (__TEXT,__text) external _glUniformMatrix4x3dv
0000655f (__TEXT,__text) external _glUniformMatrix4x3fv
00007ea2 (__TEXT,__text) external _glUniformSubroutinesuiv
0000b33d (__TEXT,__text) external _glUnlockArraysEXT
000055c8 (__TEXT,__text) external _glUnmapBuffer
0000a95c (__TEXT,__text) external _glUnmapBufferARB
00005e3d (__TEXT,__text) external _glUseProgram
0000aae8 (__TEXT,__text) external _glUseProgramObjectARB
000082ba (__TEXT,__text) external _glUseProgramStages
00005e7b (__TEXT,__text) external _glValidateProgram
0000ab07 (__TEXT,__text) external _glValidateProgramARB
000083ca (__TEXT,__text) external _glValidateProgramPipeline
00003aed (__TEXT,__text) external _glVertex2d
00003b1f (__TEXT,__text) external _glVertex2dv
00003b3e (__TEXT,__text) external _glVertex2f
00003b70 (__TEXT,__text) external _glVertex2fv
00003b8f (__TEXT,__text) external _glVertex2i
00003bb1 (__TEXT,__text) external _glVertex2iv
00003bd0 (__TEXT,__text) external _glVertex2s
00003bf7 (__TEXT,__text) external _glVertex2sv
00003c16 (__TEXT,__text) external _glVertex3d
00003c53 (__TEXT,__text) external _glVertex3dv
00003c72 (__TEXT,__text) external _glVertex3f
00003caf (__TEXT,__text) external _glVertex3fv
00003cce (__TEXT,__text) external _glVertex3i
00003cf0 (__TEXT,__text) external _glVertex3iv
00003d0f (__TEXT,__text) external _glVertex3s
00003d38 (__TEXT,__text) external _glVertex3sv
00003d57 (__TEXT,__text) external _glVertex4d
00003d9f (__TEXT,__text) external _glVertex4dv
00003dbe (__TEXT,__text) external _glVertex4f
00003e06 (__TEXT,__text) external _glVertex4fv
00003e25 (__TEXT,__text) external _glVertex4i
00003e4d (__TEXT,__text) external _glVertex4iv
00003e6c (__TEXT,__text) external _glVertex4s
00003e9e (__TEXT,__text) external _glVertex4sv
0000c904 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
0000c8c0 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00005653 (__TEXT,__text) external _glVertexAttrib1d
000091ac (__TEXT,__text) external _glVertexAttrib1dARB
00005682 (__TEXT,__text) external _glVertexAttrib1dv
0000947d (__TEXT,__text) external _glVertexAttrib1dvARB
000056a4 (__TEXT,__text) external _glVertexAttrib1f
0000917d (__TEXT,__text) external _glVertexAttrib1fARB
000056d3 (__TEXT,__text) external _glVertexAttrib1fv
0000945b (__TEXT,__text) external _glVertexAttrib1fvARB
