00007ffa19628b5b (__TEXT,__text) non-external _DiToMD5
00007ffa19611922 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1961196b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa19638720 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa19638743 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa19638766 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa19638789 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa196387ac (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa196387cf (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa196387f2 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffa19636ab2 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa19636b06 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1960fb22 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffa19637f54 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffa19637124 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa19629e5e (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1962e2bd (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa19615cec (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1960e12c (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1962b872 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1962e231 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1961a0dc (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1961a808 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1963983f (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa19639862 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1961a848 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa19639885 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa196398a8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa196398cb (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa196398ee (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa19637178 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa430ba9b0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa19625377 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa430ba9a0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1962bd14 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1962e1eb (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1961a159 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa19619de4 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa19611bd0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa19638815 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa19638838 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1961c011 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa19613311 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec
00007ffa19638dbf (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.1
00007ffa19638de2 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.2
00007ffa19638e05 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.3
00007ffa1963ad40 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1962d5c0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1962e277 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1961a25d (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa1961acf5 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffa196399e3 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffa19639a06 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffa430ba990 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1963f458 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1961978b (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa19633e62 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1963ea98 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa19619806 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1961d0b9 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa19639b87 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa19639baa (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa19639bcd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1963725c (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1963e3d0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1963fb08 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1963e278 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1963e680 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1963eea0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1963f048 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1963f5b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1960e876 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa196299da (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa19612fdc (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1963b388 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1963d230 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1963e528 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa19619d1d (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa196199de (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa19639704 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1962a9ec (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1962cbc4 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1963c728 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa19619e78 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1963bf68 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1963c558 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1963e0a8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1963e930 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1961cddf (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa19639ad8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa19639afb (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa19639b1e (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa19639b41 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa19618ee4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffa19639587 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffa196138ce (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa19638e6e (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffa1963b720 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1963db58 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1963deb8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1963e7d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1963ebf0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1963ed48 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1963f1a0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa19619f87 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1963b4e8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa430ba994 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1963ccd0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1963bb70 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1963c9e8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1963f300 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1963bd78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1963c878 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1963c3a8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1963cb58 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa19632e7c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa19618c4c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1963951e (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa19639541 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa19639564 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1963d8d0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1963f870 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1963549b (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1963b230 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa196336b4 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1963b9b0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1963c1a0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1963a900 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1963a8d0 (__TEXT,__const) non-external __ZL4yyr2
00007ffa19637acf (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1963d470 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1963dcd8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1963d6c0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1963f9b0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1960f12d (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1963a680 (__TEXT,__const) non-external __ZL6yypact
00007ffa1963a7c0 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1963a921 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1963a830 (__TEXT,__const) non-external __ZL7yytable
00007ffa1962848d (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1962882a (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1963a8a0 (__TEXT,__const) non-external __ZL8yydefact
00007ffa19610e05 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa196383d8 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa196371c0 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1960f69a (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1963a940 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa430ba580 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1960f4ad (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1963a930 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa19625b74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa19625d28 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa19625802 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa19625438 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa19625520 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa19625220 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa19625a4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa196179c6 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1962c6c4 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa19617bf8 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1962ca30 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa19617a64 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1962c914 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1962c7f0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa19617ab2 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1961794a (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa19639333 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1962cb14 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1962c636 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19617b6a (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa196178ae (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa19617866 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa19617a16 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa196177cc (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa19617a38 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa19617c24 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1962c5e6 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa19617bb8 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa19617b0e (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1962c5f0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1961556c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1962dfae (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1962e136 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa196155cc (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa19615588 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa196390e0 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1962df34 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1961557a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1961560c (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1962df6a (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1961768e (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa19635e34 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1961775a (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa196361a0 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa19636084 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa19635f60 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa196176de (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa19639310 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa19636284 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa19635da6 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19617766 (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa19617558 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa19617510 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1961779e (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
