00007ff84004b8a8 (__DATA,__data) non-external _C
00007ff80037cdd4 (__TEXT,__text) external _waitpid
00007ff80033790d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff80037efb3 (__TEXT,__text) external _warn
00007ff80037f132 (__TEXT,__text) external _warnc
00007ff80037f1cc (__TEXT,__text) external _warnx
00007ff80035f43e (__TEXT,__text) external _wcpcpy
00007ff80035f464 (__TEXT,__text) external _wcpncpy
00007ff80033e1b7 (__TEXT,__text) external _wcrtomb
00007ff80033e172 (__TEXT,__text) external _wcrtomb_l
00007ff80035f548 (__TEXT,__text) external _wcscasecmp
00007ff80035f4c0 (__TEXT,__text) external _wcscasecmp_l
00007ff80035f570 (__TEXT,__text) external _wcscat
00007ff80035f596 (__TEXT,__text) external _wcschr
00007ff80035f5b7 (__TEXT,__text) external _wcscmp
00007ff80035fc10 (__TEXT,__text) external _wcscoll
00007ff80035f5d3 (__TEXT,__text) external _wcscoll_l
00007ff80035fc38 (__TEXT,__text) external _wcscpy
00007ff800360804 (__TEXT,__text) external _wcscspn
00007ff80036084d (__TEXT,__text) external _wcsdup
00007ff80033e424 (__TEXT,__text) external _wcsftime
00007ff80033e210 (__TEXT,__text) external _wcsftime_l
00007ff80036088d (__TEXT,__text) external _wcslcat
00007ff80036091b (__TEXT,__text) external _wcslcpy
00007ff800360982 (__TEXT,__text) external _wcslen
00007ff800360a57 (__TEXT,__text) external _wcsncasecmp
00007ff80036099e (__TEXT,__text) external _wcsncasecmp_l
00007ff800360a7f (__TEXT,__text) external _wcsncat
00007ff800360aca (__TEXT,__text) external _wcsncmp
00007ff800360afd (__TEXT,__text) external _wcsncpy
00007ff800360b4f (__TEXT,__text) external _wcsnlen
00007ff80033e490 (__TEXT,__text) external _wcsnrtombs
00007ff80033e44c (__TEXT,__text) external _wcsnrtombs_l
00007ff800360b6d (__TEXT,__text) external _wcspbrk
00007ff800360ba9 (__TEXT,__text) external _wcsrchr
00007ff80033e7ad (__TEXT,__text) external _wcsrtombs
00007ff80033e762 (__TEXT,__text) external _wcsrtombs_l
00007ff800360bc1 (__TEXT,__text) external _wcsspn
00007ff800360ec3 (__TEXT,__text) external _wcsstr
00007ff80033ea97 (__TEXT,__text) external _wcstod
00007ff80033e85c (__TEXT,__text) external _wcstod_l
00007ff80033ecfa (__TEXT,__text) external _wcstof
00007ff80033eabf (__TEXT,__text) external _wcstof_l
00007ff80033ef28 (__TEXT,__text) external _wcstoimax
00007ff80033ed22 (__TEXT,__text) external _wcstoimax_l
00007ff800360f2e (__TEXT,__text) external _wcstok
00007ff80033f156 (__TEXT,__text) external _wcstol
00007ff80033ef50 (__TEXT,__text) external _wcstol_l
00007ff80033f394 (__TEXT,__text) external _wcstold
00007ff80033f17e (__TEXT,__text) external _wcstold_l
00007ff80033f5c2 (__TEXT,__text) external _wcstoll
00007ff80033f3bc (__TEXT,__text) external _wcstoll_l
00007ff80033f694 (__TEXT,__text) external _wcstombs
00007ff80033f5ea (__TEXT,__text) external _wcstombs_l
00007ff80033f945 (__TEXT,__text) external _wcstoul
00007ff80033f752 (__TEXT,__text) external _wcstoul_l
00007ff80033fb60 (__TEXT,__text) external _wcstoull
00007ff80033f96d (__TEXT,__text) external _wcstoull_l
00007ff80033fd7b (__TEXT,__text) external _wcstoumax
00007ff80033fb88 (__TEXT,__text) external _wcstoumax_l
00007ff80036101e (__TEXT,__text) external _wcswidth
00007ff800360fa4 (__TEXT,__text) external _wcswidth_l
00007ff8003611d2 (__TEXT,__text) external _wcsxfrm
00007ff800361046 (__TEXT,__text) external _wcsxfrm_l
00007ff80033fe56 (__TEXT,__text) external _wctob
00007ff80033fda3 (__TEXT,__text) external _wctob_l
00007ff80033fef7 (__TEXT,__text) external _wctomb
00007ff80033fe7e (__TEXT,__text) external _wctomb_l
00007ff80034003d (__TEXT,__text) external _wctrans
00007ff8003400ea (__TEXT,__text) external _wctrans_l
00007ff8003401a3 (__TEXT,__text) external _wctype
00007ff8003400f4 (__TEXT,__text) external _wctype_l
00007ff8400313c0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff8003401cb (__TEXT,__text) external _wcwidth
00007ff80034024c (__TEXT,__text) external _wcwidth_l
00007ff8003607ae (__TEXT,__text) non-external _we_read_fully
00007ff800380e40 (__TEXT,__const) non-external _wildabbr
00007ff8003611fa (__TEXT,__text) external _wmemchr
00007ff800361217 (__TEXT,__text) external _wmemcmp
00007ff800361242 (__TEXT,__text) external _wmemcpy
00007ff800361250 (__TEXT,__text) external _wmemmove
00007ff80036125e (__TEXT,__text) external _wmemset
00007ff8003582bb (__TEXT,__text) non-external _wmemstream_close
00007ff8003581ff (__TEXT,__text) non-external _wmemstream_seek
00007ff80037f607 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff80037f62a (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800357fb6 (__TEXT,__text) non-external _wmemstream_update
00007ff80037f5e6 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800357fe1 (__TEXT,__text) non-external _wmemstream_write
00007ff80035fc54 (__TEXT,__text) external _wordexp
00007ff800360774 (__TEXT,__text) external _wordfree
00007ff800357ad5 (__TEXT,__text) external _wprintf
00007ff800357ba1 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800357c4e (__TEXT,__text) external _wscanf
00007ff800357d1a (__TEXT,__text) external _wscanf_l
00007ff80031b36a (__TEXT,__text) external _xprintf
00007ff84004e420 (__DATA,__bss) non-external _xprintf_domain_default
00007ff80031be17 (__TEXT,__text) external _xprintf_exec
00007ff800380e48 (__TEXT,__const) non-external _year_lengths
00007ff84004e360 (__DATA,__bss) non-external _zapchar
00007ff800380c60 (__TEXT,__const) non-external _zeroes
00007ff800380d60 (__TEXT,__const) non-external _zeroes
00007ff84004c8f0 (__DATA,__data) non-external _zeroes
00007ff800312d20 (__TEXT,__text) external mcount
