00007fff85bc4f60 (__DATA,__data) non-external _.compoundliteral
00007fff6bb60ba2 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007fff6bb61606 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007fff6bb5ff52 (__TEXT,__text) external _ShGetMaxAttributeLength
00007fff6bb60744 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007fff6bb5f991 (__TEXT,__text) external _ShGetNumActiveAttributes
00007fff6bb6114a (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007fff6bb61a09 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007fff6bb61953 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007fff6bb61938 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007fff6bb60ac1 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007fff6bb614fb (__TEXT,__text) external _ShGetNumActiveUniforms
00007fff6bb6081d (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007fff6bb5fcc7 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007fff6bb6045f (__TEXT,__text) external _ShGetPPStreamManager
00007fff6bb60476 (__TEXT,__text) external _ShGetShaderByteCode
00007fff6bb61c1b (__TEXT,__text) external _ShGetSubroutineIndex
00007fff6bb61b24 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007fff6bb60798 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007fff6bb60c5f (__TEXT,__text) external _ShGetUniformBlockIndex
00007fff6bb61036 (__TEXT,__text) external _ShGetUniformIndex
00007fff6bb60205 (__TEXT,__text) external _ShGetUniformLocation
00007fff6bb5ff4a (__TEXT,__text) external _ShGetUniformPartitionInfo
00007fff6bb5edf0 (__TEXT,__text) external _ShInitialize
00007fff6bb62300 (__TEXT,__text) external _ShInitializeLibrary
00007fff6bb5f337 (__TEXT,__text) external _ShLink
00007fff6bb6039b (__TEXT,__text) external _ShSetInitialUniformValue
00007fff6bb62306 (__TEXT,__text) external _ShTerminateLibrary
00007fff6bb605ea (__TEXT,__text) external _ShTransformFeedbackVaryings
00007fff6bb519ee (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007fff6bbd0494 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007fff6bb6e457 (__TEXT,__text) non-external (was a private external) _UngetToken
00007fff6bbce4c4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007fff6bbcb89b (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007fff6bbcb75d (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007fff6bb67e54 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007fff6bb67537 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007fff6bb68184 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007fff6bb67b7f (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007fff6bb67d2e (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007fff6bb68081 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007fff6bb3fed0 (__TEXT,__text) non-external ___abort_calloc
00007fff6bb148a0 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007fff6bb0eea4 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007fff8cfedef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfedf58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfee1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfee1c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfee440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfee500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfee9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfeed60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfeedc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfeeec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfeefb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfef008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfef570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cff1788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cff17a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cff1b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cfef670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007fff8cff19b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007fff8cff19e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007fff8cfee058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007fff8cfef690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007fff8cff1a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007fff8cfef6b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007fff8cff1808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007fff8cff1a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007fff8cff1a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007fff8cff1ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007fff8cfee480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007fff8cff1bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007fff8cff1ae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007fff8cff1b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007fff8cfee1e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cfef6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cff1be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cfee098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cfef6f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cff1838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cfee4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007fff8cfee4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8cff1c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8cfedf98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cfeed90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cfef590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cfee0b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007fff8cff1868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007fff8cfee0d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007fff8cfef5b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007fff8cfee118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007fff8cfef5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007fff8cff17d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007fff8cfeeee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007fff8cfedfd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007fff8cfef5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007fff8cfef028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007fff8cfeef10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007fff8cfef610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007fff8cff1898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007fff8cff18c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007fff8cff18f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007fff8cfef630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007fff8cff1928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007fff8cfef058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007fff8cfee018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007fff8cfef088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007fff8cff1958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007fff8cfef0b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007fff8cfef0d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007fff8cfef108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007fff8cfef128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007fff8cfef650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007fff8cff1b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007fff8cfeef40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007fff8cfeef70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007fff8cff1988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007fff8cfedf18 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cfedf78 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cfee460 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cfee520 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cfeef90 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cff1a38 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cff1c38 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cfee078 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007fff8cff1b08 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007fff8cff1b48 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007fff8cfee4a0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007fff8cfee0f8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007fff8cfedfb8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007fff8cfedff8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007fff8cfee038 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007fff6ba89000 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007fff6ba89020 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00007fff6bb3ade9 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007fff6bb4ff56 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007fff6bbbcc20 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007fff6bb53650 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007fff6bb535d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007fff6bb675ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007fff6bb76e89 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007fff6bb76508 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007fff6bb75498 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007fff6bb76884 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007fff6bb74efc (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007fff6bb74fb2 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007fff6bb79e18 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007fff6bb76cc8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007fff6bb5ed70 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007fff6bb76d97 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007fff6bb76e3e (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007fff6bb722a6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007fff6bb73712 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007fff6bb75e3c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007fff6bb4ff6d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007fff6bbbcc58 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007fff6bb660f6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007fff6bb5360c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007fff6bb9b644 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007fff6bb16ff4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007fff6bb59dac (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007fff6bb3a951 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007fff6bb3a963 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007fff6bb3adf7 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007fff6bb0eb03 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007fff6bb0ec32 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007fff6bb0ebfc (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007fff6bb0eb90 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007fff6bb0ebc6 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007fff6bb0ec43 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007fff6bb5afe4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007fff6bb5b07d (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007fff6bb5357c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007fff6bb53637 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007fff6bb65b51 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007fff6bb660d6 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007fff6bb4feb6 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007fff6bb3b2c9 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007fff6bb9b7a6 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007fff6bb9b5ac (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007fff6bb9b5d0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007fff6bb9b67d (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007fff6bb9b6a9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007fff6bb9b8a4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007fff6bb9b8c8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007fff6bb9b8e1 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007fff6bb9b8ee (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007fff6bb9b23f (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007fff6bb9b782 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007fff6bb5c3f8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007fff6bb5c43a (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007fff6bb9b84d (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007fff6bb9b21b (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
