00007ffa438436b0 (__DATA,__data) non-external _.compoundliteral
00007ffa1927471d (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa19275203 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa19274479 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa1927394c (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa192740b8 (__TEXT,__text) external _ShGetPPStreamManager
00007ffa192740cf (__TEXT,__text) external _ShGetShaderByteCode
00007ffa192758f7 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa19275800 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa192743f4 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa192748a7 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa19274d62 (__TEXT,__text) external _ShGetUniformIndex
00007ffa19273e75 (__TEXT,__text) external _ShGetUniformLocation
00007ffa19273bcc (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa19272a60 (__TEXT,__text) external _ShInitialize
00007ffa19275fb8 (__TEXT,__text) external _ShInitializeLibrary
00007ffa19272f8e (__TEXT,__text) external _ShLink
00007ffa1927400b (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa19275fbe (__TEXT,__text) external _ShTerminateLibrary
00007ffa19274247 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa19265743 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa192e0fa4 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa19282264 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa192dee94 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa192dc3f1 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa192dc2bc (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa1927bc73 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa1927b3b6 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa1927bf9d (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1927b99d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa1927bb54 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa1927bea2 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa192542a0 (__TEXT,__text) non-external ___abort_calloc
00007ffa1922671f (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa1922076b (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41724a28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41724a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41724cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41724cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41724f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417258b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41725b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41728228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41728248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41728608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa41728458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa41728488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41724b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41726130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa417284b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41726150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa417282a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa417284f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa41728528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa41728558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41724fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41728658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41728588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa417285c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41724d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41726170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41728688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41724bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41726190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa417282d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41724ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41725010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa417286b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41724ac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa417258e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41726030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41724be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41728308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41724c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41726050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41724c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41726070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41728278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41725a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41724b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41726090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41725b78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41725a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa417260b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa41728338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa41728368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa41728398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa417260d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa417283c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41725ba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41724b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41725bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa417283f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41725c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41725c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41725c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41725c78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa417260f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41728628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41725a90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41725ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41728428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41724a48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41724aa8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41724f90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41725050 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41725ae0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417284d8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417286d8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41724ba8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa417285a8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa417285e8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41724fd0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41724c28 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41724ae8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41724b28 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41724b68 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa1919dcb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1919dcd0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1924f222 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa19263c36 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa192cd981 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa1926733c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa192672c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa192af0f6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1928aa8e (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa1928a144 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa1928906c (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa1928a4bc (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa19288ad0 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa19288b86 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa1928d9f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa1928a8e8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa192729e0 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa1928a9a7 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa1928aa43 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa19285ea6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa192872fa (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa19289a54 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa19263c4d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa192cd9b9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa192cd730 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa192672f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa192af140 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa19229314 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa1926d94b (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa1924ed7d (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa1924ed8f (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa1924f230 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa192203ea (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa19220515 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa192204e0 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa19220476 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa192204ab (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa19220526 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa1926ec56 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa1926ecd8 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa19267268 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa19267323 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa19279a2b (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa19279f91 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa19263b96 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa1924f6d2 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa192af2a2 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa192af068 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa192af08c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa192af179 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa192af1a5 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa192af3a0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa192af3c4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa192af3dd (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa192af3ea (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa192aecf7 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa192af27e (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa19270054 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007ffa19270096 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007ffa192af349 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007ffa192aecd3 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
