000000018030b3e4 (__TEXT,__text) external _NSAddImage
00000001802f3254 (__TEXT,__text) non-external (was a private external) __ZN5dyld326_dyld_objc_notify_registerEPFvjPKPKcPKPK11mach_headerEPFvS1_S6_ESC_
000000018031473c (__TEXT,__text) non-external (was a private external) __ZN5dyld326dyld_is_simulator_platformEj
00000001802f5ef4 (__TEXT,__text) non-external (was a private external) __ZN5dyld326dyld_process_is_restrictedEv
0000000180314668 (__TEXT,__text) non-external (was a private external) __ZN5dyld327_dyld_get_prog_image_headerEv
00000001802f6044 (__TEXT,__text) non-external (was a private external) __ZN5dyld327_dyld_get_shared_cache_uuidEPh
0000000180314b28 (__TEXT,__text) non-external (was a private external) __ZN5dyld327dyld_program_minos_at_leastE20dyld_build_version_t
0000000180314e8c (__TEXT,__text) non-external (was a private external) __ZN5dyld327dyld_shared_cache_file_pathEv
0000000180316858 (__TEXT,__text) non-external (was a private external) __ZN5dyld328NSIsSymbolNameDefinedInImageEPK11mach_headerPKc
00000001802f4934 (__TEXT,__text) non-external (was a private external) __ZN5dyld328_dyld_for_each_objc_protocolEPKcU13block_pointerFvPvbPbE
0000000180306fe4 (__TEXT,__text) non-external (was a private external) __ZN5dyld328_dyld_get_image_vmaddr_slideEj
00000001802f3c70 (__TEXT,__text) non-external (was a private external) __ZN5dyld328_dyld_get_shared_cache_rangeEPm
0000000180314e3c (__TEXT,__text) non-external (was a private external) __ZN5dyld328_dyld_shared_cache_optimizedEv
0000000180316810 (__TEXT,__text) non-external (was a private external) __ZN5dyld329NSIsSymbolNameDefinedWithHintEPKcS1_
0000000180316904 (__TEXT,__text) non-external (was a private external) __ZN5dyld329NSLookupAndBindSymbolWithHintEPKcS1_
0000000180315558 (__TEXT,__text) non-external (was a private external) __ZN5dyld329_dyld_register_driverkit_mainEPFvvE
0000000180316e5c (__TEXT,__text) non-external (was a private external) __ZN5dyld330NSInstallLinkEditErrorHandlersEPK23NSLinkEditErrorHandlers
0000000180316e74 (__TEXT,__text) non-external (was a private external) __ZN5dyld330_dyld_image_containing_addressEPKv
0000000180307fe0 (__TEXT,__text) non-external (was a private external) __ZN5dyld330_dyld_register_for_image_loadsEPFvPK11mach_headerPKcbE
0000000180315360 (__TEXT,__text) non-external (was a private external) __ZN5dyld330dyld_shared_cache_iterate_textEPKhU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE
00000001802f2fc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld330kdebug_trace_dyld_duration_endEyjNS_6kt_argES0_S0_
00000001803159bc (__TEXT,__text) non-external (was a private external) __ZN5dyld331NSCreateObjectFileImageFromFileEPKcPP19__NSObjectFileImage
00000001802f2900 (__TEXT,__text) non-external (was a private external) __ZN5dyld332kdebug_trace_dyld_duration_startEjNS_6kt_argES0_S0_
0000000180315a50 (__TEXT,__text) non-external (was a private external) __ZN5dyld333NSCreateObjectFileImageFromMemoryEPKvmPP19__NSObjectFileImage
00000001803163fc (__TEXT,__text) non-external (was a private external) __ZN5dyld333NSGetSectionDataInObjectFileImageEP19__NSObjectFileImagePKcS3_Pm
00000001802f2614 (__TEXT,__text) non-external (was a private external) __ZN5dyld333_dyld_register_func_for_add_imageEPFvPK11mach_headerlE
00000001803162d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld334NSIsSymbolDefinedInObjectFileImageEP19__NSObjectFileImagePKc
00000001802f61a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld334dyld_image_path_containing_addressEPKv
00000001802f4f9c (__TEXT,__text) non-external (was a private external) __ZN5dyld335_dyld_register_for_bulk_image_loadsEPFvjPPK11mach_headerPPKcE
0000000180314e60 (__TEXT,__text) non-external (was a private external) __ZN5dyld335_dyld_shared_cache_is_locally_builtEv
0000000180314ee4 (__TEXT,__text) non-external (was a private external) __ZN5dyld335dyld_shared_cache_find_iterate_textEPKhPPKcU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoE
00000001802f6938 (__TEXT,__text) non-external (was a private external) __ZN5dyld336_dyld_register_func_for_remove_imageEPFvPK11mach_headerlE
00000001802fc854 (__TEXT,__text) non-external (was a private external) __ZN5dyld336dyld_image_header_containing_addressEPKv
00000001803162bc (__TEXT,__text) non-external (was a private external) __ZN5dyld338NSSymbolReferenceNameInObjectFileImageEP19__NSObjectFileImagejPb
000000018031628c (__TEXT,__text) non-external (was a private external) __ZN5dyld339NSSymbolDefinitionNameInObjectFileImageEP19__NSObjectFileImagej
00000001803162a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld339NSSymbolReferenceCountInObjectFileImageEP19__NSObjectFileImage
00000001802f48c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld339dyld_shared_cache_some_image_overriddenEv
0000000180316274 (__TEXT,__text) non-external (was a private external) __ZN5dyld340NSSymbolDefinitionCountInObjectFileImageEP19__NSObjectFileImage
0000000180316f30 (__TEXT,__text) non-external (was a private external) __ZN5dyld341_dyld_get_image_header_containing_addressEPKv
00000001802f7cf0 (__TEXT,__text) non-external (was a private external) __ZN5dyld342dyld_has_inserted_or_interposing_librariesEv
0000000180317004 (__TEXT,__text) non-external (was a private external) __ZN5dyld34haltEPKc
0000000180319d40 (__TEXT,__text) non-external (was a private external) __ZN5dyld34openEPKcii
0000000180319ce0 (__TEXT,__text) non-external (was a private external) __ZN5dyld34statEPKcP4stat
00000001802fd3c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayINS_11LoadedImageEE9push_backERKS1_
0000000180328b94 (__TEXT,__text) non-external __ZN5dyld35ArrayINS_11LoadedImageEE9push_backERKS1_.cold.1
0000000180317314 (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayINS_6Loader13ImageOverrideEE9push_backERKS2_
0000000180329128 (__TEXT,__text) non-external __ZN5dyld35ArrayINS_6Loader13ImageOverrideEE9push_backERKS2_.cold.1
00000001803131d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayINS_6Reaper11ImageAndUseEE9push_backERKS2_
0000000180328dd8 (__TEXT,__text) non-external __ZN5dyld35ArrayINS_6Reaper11ImageAndUseEE9push_backERKS2_.cold.1
0000000180326560 (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayINS_7closure7Closure10PatchEntryEE9push_backERKS3_
0000000180329844 (__TEXT,__text) non-external __ZN5dyld35ArrayINS_7closure7Closure10PatchEntryEE9push_backERKS3_.cold.1
00000001803029c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld35ArrayIjE9push_backERKj
0000000180328b6c (__TEXT,__text) non-external __ZN5dyld35ArrayIjE9push_backERKj.cold.1
00000001eb741580 (__DATA_DIRTY,__common) non-external (was a private external) __ZN5dyld35sVarsE
0000000180318708 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader10unmapImageERNS_11LoadedImageE
00000001803291d0 (__TEXT,__text) non-external __ZN5dyld36Loader10unmapImageERNS_11LoadedImageE.cold.1
00000001803082cc (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader12registerDOFsERKNS_5ArrayINS0_7DOFInfoEEE
00000001803291a4 (__TEXT,__text) non-external __ZN5dyld36Loader12registerDOFsERKNS_5ArrayINS0_7DOFInfoEEE.cold.1
0000000180305430 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader13resolveTargetENS_7closure5Image20ResolvedSymbolTargetE
0000000180329078 (__TEXT,__text) non-external __ZN5dyld36Loader13resolveTargetENS_7closure5Image20ResolvedSymbolTargetE.cold.1
00000001803290a4 (__TEXT,__text) non-external __ZN5dyld36Loader13resolveTargetENS_7closure5Image20ResolvedSymbolTargetE.cold.2
00000001803290d0 (__TEXT,__text) non-external __ZN5dyld36Loader13resolveTargetENS_7closure5Image20ResolvedSymbolTargetE.cold.3
00000001803185cc (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader14unmapAllImagesEv
0000000180301858 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader18applyFixupsToImageER11DiagnosticsRNS_11LoadedImageE
0000000180317540 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader20mapAndFixupAllImagesER11DiagnosticsbbPbS3_
00000001802fd400 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader21completeAllDependentsER11DiagnosticsRb
00000001803290fc (__TEXT,__text) non-external __ZN5dyld36Loader21completeAllDependentsER11DiagnosticsRb.cold.1
0000000180318cac (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader23dtraceUserProbesEnabledEv
0000000180318cc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader24vmAccountingSetSuspendedEbPFbPKczE
00000001802fd3c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader8addImageERKNS_11LoadedImageE
0000000180317c00 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Loader8mapImageER11DiagnosticsRNS_11LoadedImageEbPb
000000018031720c (__TEXT,__text) non-external (was a private external) __ZN5dyld36LoaderC1ERKNS_5ArrayINS_11LoadedImageEEERS3_PKvRKNS1_IPKNS_7closure10ImageArrayEEEPKNS9_15ObjCSelectorOptERKNS1_INS9_5Image17ObjCSelectorImageEEERKNS_12RootsCheckerENS_8PlatformEPFbPKczESV_SV_SV_bPNS_15LaunchErrorInfoE
0000000180312cac (__TEXT,__text) non-external (was a private external) __ZN5dyld36Reaper14garbageCollectEv
00000001803071a8 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Reaper14runTerminatorsERKNS_11LoadedImageE
0000000180312d7c (__TEXT,__text) non-external (was a private external) __ZN5dyld36Reaper18finalizeDeadImagesEv
0000000180312be8 (__TEXT,__text) non-external (was a private external) __ZN5dyld36Reaper26markDependentOfInUseImagesEv
0000000180312afc (__TEXT,__text) non-external (was a private external) __ZN5dyld36Reaper32markDirectlyDlopenedImagesAsUsedEv
00000001803062c4 (__TEXT,__text) non-external (was a private external) __ZN5dyld36dladdrEPKvP7dl_info
0000000180319dcc (__TEXT,__text) non-external (was a private external) __ZN5dyld37FatFile9isFatFileEPKv
00000001802fd354 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure10ImageArray9findImageENS_5ArrayIPKS1_EEj
0000000180328564 (__TEXT,__text) non-external __ZN5dyld37closure10ImageArray9findImageENS_5ArrayIPKS1_EEj.cold.1
0000000180303950 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure10TypedBytes7payloadEv
0000000180303b84 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter10setHasObjCEb
0000000180327954 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter10setInvalidEv
0000000180303a04 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter10setIsDylibEb
00000001803047b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter11setBindInfoERKNS_5ArrayINS0_5Image11BindPatternEEE
0000000180303c04 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter11setFileInfoEyy
00000001803036c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter11setImageNumEj
00000001803039b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter11setIsBundleEb
000000018032794c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter12currentImageEv
000000018030411c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter13setDependentsERKNS_5ArrayINS0_5Image11LinkedImageEEE
0000000180306e00 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter13setDofOffsetsERKNS_5ArrayIjEE
000000018032a194 (__TEXT,__text) non-external __ZN5dyld37closure11ImageWriter13setDofOffsetsERKNS_5ArrayIjEE.cold.1
0000000180305048 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter13setInitsOrderEPKjj
0000000180304a50 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter13setRebaseInfoERKNS_5ArrayINS0_5Image13RebasePatternEEE
0000000180303964 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setHasWeakDefsEb
0000000180303b44 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setInDyldCacheEb
0000000180304c5c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setInitOffsetsEPKjj
0000000180303c60 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setMappingInfoEyy
0000000180306dc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setNeverUnloadEb
0000000180327978 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter14setTermOffsetsEPKjj
0000000180327b00 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter15setAsOverrideOfEj
0000000180304458 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter15setDiskSegmentsEPKNS0_5Image11DiskSegmentEj
0000000180303bc4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter15setHasPlusLoadsEb
0000000180303a84 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter15setIsExecutableEb
0000000180303ac4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter15setUses16KPagesEb
0000000180327a94 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter16setChainedFixupsEyRKNS_5ArrayINS0_5Image20ResolvedSymbolTargetEEE
00000001803279d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter16setInitSectRangeEjj
00000001803076e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter17setCachedSegmentsEPKNS0_5Image16DyldCacheSegmentEj
0000000180327a38 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter17setTextRebaseInfoERKNS_5ArrayINS0_5Image16TextFixupPatternEEE
0000000180327a4c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter19setFixupsNotEncodedEv
0000000180303b04 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter19setOverridableDylibEb
0000000180327a70 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter20setRebasesNotEncodedEv
0000000180303e70 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter24setCodeSignatureLocationEjj
0000000180327a08 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter26setFairPlayEncryptionRangeEjj
0000000180304070 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter7addPathEPKc
0000000180303a44 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter7setIs64Eb
000000018030410c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter7setUUIDEPKh
00000001803050e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter8finalizeEv
00000001803036f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter8getFlagsEv
0000000180303f30 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure11ImageWriter9addCDHashEPKh
0000000180305268 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13ClosureWriter14setTopImageNumEj
0000000180327b50 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13ClosureWriter15addCachePatchesERKNS_5ArrayINS0_7Closure10PatchEntryEEE
0000000180305298 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13ClosureWriter16applyInterposingEPKNS0_13LaunchClosureE
0000000180309c44 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13LaunchClosure21buildClosureCachePathEPKcPS3_bPc
00000001802f6b38 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides10setEnvVarsEPPKcPKNS_9MachOFileES3_
00000001802f6d3c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides17setMainExecutableEPKNS_9MachOFileEPKc
000000018032969c (__TEXT,__text) non-external __ZN5dyld37closure13PathOverrides17setMainExecutableEPKNS_9MachOFileEPKc.cold.1
00000001803296c8 (__TEXT,__text) non-external __ZN5dyld37closure13PathOverrides17setMainExecutableEPKNS_9MachOFileEPKc.cold.2
0000000180324080 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides18forEachInColonListEPKcS3_U13block_pointerFvS3_RbE
000000018032406c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides23setFallbackPathHandlingENS1_16FallbackPathModeE
00000001802f6bb4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides9addEnvVarEPKcb
00000001803241d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides9addStringEPKc
0000000180324244 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure13PathOverrides9setStringERPKcS3_
0000000180302e5c (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure14ClosureBuilder10buildImageERNS0_11ImageWriterERNS1_18BuilderLoadedImageE
0000000180304130 (__TEXT,__text) non-external (was a private external) __ZN5dyld37closure14ClosureBuilder11addSegmentsERNS0_11ImageWriterEPKNS_13MachOAnalyzerE
