00007ffa42c1a960 (__DATA,__data) non-external _.compoundliteral
00007ffa19fba5c6 (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffa19fba614 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffa19fb967a (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa19fba1b7 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa19fb8a8c (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa19fb921e (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa19fb84dc (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa19fb9cf9 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa19fba5af (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa19fba503 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa19fba4e8 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa19fb95a3 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa19fba0a7 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa19fb92f9 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa19fb8804 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa19fb8f86 (__TEXT,__text) external _ShGetPPStreamManager
00007ffa19fb8f9d (__TEXT,__text) external _ShGetShaderByteCode
00007ffa19fba7bc (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa19fba6c0 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa19fb9272 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa19fb972d (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa19fb9c00 (__TEXT,__text) external _ShGetUniformIndex
00007ffa19fb8d3c (__TEXT,__text) external _ShGetUniformLocation
00007ffa19fb8a84 (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa19fb7920 (__TEXT,__text) external _ShInitialize
00007ffa19fbae60 (__TEXT,__text) external _ShInitializeLibrary
00007ffa19fb7e4e (__TEXT,__text) external _ShLink
00007ffa19fb8edc (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa19fbae66 (__TEXT,__text) external _ShTerminateLibrary
00007ffa19fb90bf (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa19faa600 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa1a01bcbc (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa19fc6fa7 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa1a019b30 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa1a017041 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa1a016f0c (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa19fc0930 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa19fc0114 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa19fc0c4d (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa19fc0652 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa19fc0811 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa19fc0b5e (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa19f6eb69 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa19f68781 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41b0ac70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0acc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0af10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0af30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0af70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b0a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b0d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b2d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0d9a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0d9c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0dd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa41b0dbd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa41b0dc08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41b0adc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41b0b8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41b0dc38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41b0b8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41b0da28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41b0dc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa41b0dca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa41b0dcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41b0afb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41b0ddd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41b0dd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41b0dd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41b0af50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0b8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0de08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0ae08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0b910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0da58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0aff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41b0b010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41b0de38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41b0ad08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0b108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0b7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0ae28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41b0da88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41b0ae48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41b0b7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41b0ae88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41b0b7f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41b0d9f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41b0b1c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41b0ad48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41b0b810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41b0b2f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41b0b1f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41b0b830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa41b0dab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa41b0dae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa41b0db18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41b0b850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa41b0db48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41b0b328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41b0ad88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41b0b358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41b0db78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41b0b388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41b0b3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41b0b3d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41b0b3f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41b0b870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41b0dda8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41b0b220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41b0b250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41b0dba8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41b0ac90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0ace8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0af90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0b050 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0b270 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0dc58 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0de58 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0ade8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa41b0dd28 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa41b0dd68 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41b0afd0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41b0ae68 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41b0ad28 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41b0ad68 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41b0ada8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa19ee5c70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa19ee5c90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa19f93eb4 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa19fa8ab1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1a008314 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa19fb4fb4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa19fb3b34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa19ff7e56 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa19fcf56a (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa19fcec5c (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa19fcdbfc (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa19fcefec (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa19fcd638 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa19fcd6ee (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa19fd36e0 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa19fcf3c4 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa19fb7898 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa19fcf483 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa19fcf51f (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa19fca9a6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa19fcbe26 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa19fce558 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa19fa8ac8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1a00834c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa19fac1c6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa19fb3b6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa19ff7ea0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa19f716c4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa19fb27aa (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa19f93a0d (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa19f93a1f (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa19f93ec2 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa19f68404 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa19f6852f (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa19f684fa (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa19f68490 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa19f684c5 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa19f68540 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa19fb3ab4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa19fb3b97 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa19fac14c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa19fac1a6 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa19fbe685 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa19fbebdd (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa19fa8a14 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa19f94370 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa19ff8004 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa19ff7dc5 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa19ff7de9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa19ff7ed9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa19ff7f05 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa19ff8100 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa19ff8124 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa19ff813d (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa19ff814a (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa19ff7a04 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa19ff7fe0 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa19fb4f7c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007ffa19fb4fce (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007ffa19ff80aa (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007ffa19ff79e0 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
