00007fff85bc0f60 (__DATA,__data) non-external _.compoundliteral
00007fff6be3da09 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007fff6be3d953 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007fff6be3d938 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007fff6be3cac1 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007fff6be3d4fb (__TEXT,__text) external _ShGetNumActiveUniforms
00007fff6be3c81d (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007fff6be3bcc7 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007fff6be3c45f (__TEXT,__text) external _ShGetPPStreamManager
00007fff6be3c476 (__TEXT,__text) external _ShGetShaderByteCode
00007fff6be3dc1b (__TEXT,__text) external _ShGetSubroutineIndex
00007fff6be3db24 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007fff6be3c798 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007fff6be3cc5f (__TEXT,__text) external _ShGetUniformBlockIndex
00007fff6be3d036 (__TEXT,__text) external _ShGetUniformIndex
00007fff6be3c205 (__TEXT,__text) external _ShGetUniformLocation
00007fff6be3bf4a (__TEXT,__text) external _ShGetUniformPartitionInfo
00007fff6be3adf0 (__TEXT,__text) external _ShInitialize
00007fff6be3e300 (__TEXT,__text) external _ShInitializeLibrary
00007fff6be3b337 (__TEXT,__text) external _ShLink
00007fff6be3c39b (__TEXT,__text) external _ShSetInitialUniformValue
00007fff6be3e306 (__TEXT,__text) external _ShTerminateLibrary
00007fff6be3c5ea (__TEXT,__text) external _ShTransformFeedbackVaryings
00007fff6be2d9ee (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007fff6beac494 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007fff6be4a457 (__TEXT,__text) non-external (was a private external) _UngetToken
00007fff6beaa4c4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007fff6bea789b (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007fff6bea775d (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007fff6be43e54 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007fff6be43537 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007fff6be44184 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007fff6be43b7f (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007fff6be43d2e (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007fff6be44081 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007fff6be1bed0 (__TEXT,__text) non-external ___abort_calloc
00007fff6bdf08a0 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007fff6bdeaea4 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007fff8cf53128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf533d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf533f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf53ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf540f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf541e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf54238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf547a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf569b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf569d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf56d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8cf548a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007fff8cf56be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007fff8cf56c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007fff8cf53288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007fff8cf548c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007fff8cf56c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007fff8cf548e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007fff8cf56a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007fff8cf56c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007fff8cf56cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007fff8cf56ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007fff8cf536b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007fff8cf56de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007fff8cf56d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007fff8cf56d58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007fff8cf53410 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cf54900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cf56e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007fff8cf532c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cf54920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cf56a68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8cf536f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007fff8cf53710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8cf56e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8cf531c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cf53fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cf547c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007fff8cf532e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007fff8cf56a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007fff8cf53308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007fff8cf547e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007fff8cf53348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007fff8cf54800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007fff8cf56a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007fff8cf54110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007fff8cf53208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007fff8cf54820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007fff8cf54258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007fff8cf54140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007fff8cf54840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007fff8cf56ac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007fff8cf56af8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007fff8cf56b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007fff8cf54860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007fff8cf56b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007fff8cf54288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007fff8cf53248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007fff8cf542b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007fff8cf56b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007fff8cf542e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007fff8cf54308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007fff8cf54338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007fff8cf54358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007fff8cf54880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007fff8cf56db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007fff8cf54170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007fff8cf541a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007fff8cf56bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007fff8cf53148 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf531a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf53690 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf53750 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf541c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf56c68 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf56e68 (__DATA_CONST,__const) non-external ___block_literal_global
00007fff8cf532a8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007fff8cf56d38 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007fff8cf56d78 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007fff8cf536d0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007fff8cf53328 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007fff8cf531e8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007fff8cf53228 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007fff8cf53268 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007fff6bd65000 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007fff6bd65020 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00007fff6be16de9 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007fff6be2bf56 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007fff6be98c20 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007fff6be2f650 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007fff6be2f5d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007fff6be435ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007fff6be52e89 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007fff6be52508 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007fff6be51498 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007fff6be52884 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007fff6be50efc (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007fff6be50fb2 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007fff6be55e18 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007fff6be52cc8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007fff6be3ad70 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007fff6be52d97 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007fff6be52e3e (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007fff6be4e2a6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007fff6be4f712 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007fff6be51e3c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007fff6be2bf6d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007fff6be98c58 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007fff6be420f6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007fff6be2f60c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007fff6be77644 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007fff6bdf2ff4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007fff6be35dac (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007fff6be16951 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007fff6be16963 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007fff6be16df7 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007fff6bdeab03 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007fff6bdeac32 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007fff6bdeabfc (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007fff6bdeab90 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007fff6bdeabc6 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007fff6bdeac43 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007fff6be36fe4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007fff6be3707d (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007fff6be2f57c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007fff6be2f637 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007fff6be41b51 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007fff6be420d6 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007fff6be2beb6 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007fff6be172c9 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007fff6be777a6 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007fff6be775ac (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007fff6be775d0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007fff6be7767d (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007fff6be776a9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007fff6be778a4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007fff6be778c8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007fff6be778e1 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007fff6be778ee (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007fff6be7723f (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007fff6be77782 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007fff6be383f8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007fff6be3843a (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007fff6be7784d (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007fff6be7721b (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
