00007ff90e98dd66 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e98e94b (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff90e980f41 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff90e9817a5 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff90e97d945 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff90e981887 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff90e9836a3 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff90e985b52 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff90e98332e (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff90e980e79 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff90e982fdf (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff90e98326f (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff90e981594 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff90e9818b3 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff90e98e0f5 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00007ff90e979198 (__TEXT,__text) non-external ___65-[SPCodeEvaluationProxy showXProtectBlockedPrompt:forUser:error:]_block_invoke
00007ff90e98131b (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff90e98165d (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff90e985ef2 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90e97627e (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00007ff90e9813e3 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90e981127 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff90e985c0c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff90e982e08 (__TEXT,__text) non-external ___72-[SPExecutionPolicy addGatekeeperOverrideForPersistentIdentifier:error:]_block_invoke
00007ff90e9860e9 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90e981032 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90e976bad (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90e9817d9 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90e97f77f (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90e985ffe (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90e97f668 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90e97f687 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90e9814b3 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff90e985d6b (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90e983f7d (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90e98785b (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90e983f93 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90e987871 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90e987e2d (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90e987edc (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.21
00007ff90e990f37 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ff90e98e746 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9411e28e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9411e28a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9411e2bf0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9411e2d80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411e27f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9411e2e80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9411e2d60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411e2d40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff9411e2860 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9411e2f20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9411e2e30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9411e3010 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9411e27c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9411e2830 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v24?0"NSString"8*16l
00007ff9411e26d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9411e2980 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2b60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9411e2950 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9411e2760 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9411e3070 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9411e2d20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9411e2cf0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2880 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e28_v24?08?<v?c"NSError">16l
00007ff9411e30b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2f80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9411e2ef0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9411e2e00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00007ff9411e3040 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9411e2700 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2790 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9411e29e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2f50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9411e2fb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411e29b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2920 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9411e2730 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00007ff9411e2fe0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_58_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2ea0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9411e2a10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9411e2810 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e28c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2900 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2a40 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2b40 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2b90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2cd0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2e60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2ed0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e30e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e2bb0 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9411e2bd0 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff9411e2c10 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff9411e2c30 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9411e2c50 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9411e2ae0 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff9411e2c70 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff9411e2c90 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff9411e2cb0 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff9411e2b00 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff9411e2b20 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff9411e2da0 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff9411e2dc0 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9411e2de0 (__DATA_CONST,__const) non-external ___block_literal_global.165
00007ff9411e2a60 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff9411e2a80 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff9411e2aa0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff9411e2ac0 (__DATA_CONST,__const) non-external ___block_literal_global.9
00007ff9411e3100 (__DATA_CONST,__const) non-external ___block_literal_global.96
                 (undefined) external ___bzero (from libSystem)
00007ff90e9824f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90e982510 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90e9879cf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90e987efd (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90e9842cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90e987958 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90e975b10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90e97f9cb (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90e984136 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff90e975c16 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90e97c84b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90e9762a5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90e985da3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90e97706c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90e976bde (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90e98d823 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff90e9842e3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90e987990 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90e975b1f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90e984166 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90e975c3b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90e9762d1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff90e985dd6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90e97709a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90e976bf0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90e98d83a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90e987880 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90e9879bb (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90e990ce4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90e9841d6 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00007ff90e990670 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00007ff90e985a7b (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90e98d7e7 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff90e97c73a (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff90e97c1f0 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90e98f9cb (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff90e98d240 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90e996710 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
00007ff90e981910 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90e9933c0 (__TEXT,__const) external _cdResourceDirSlot
00007ff90e98d092 (__TEXT,__text) external _checkBOOLSetting
00007ff90e98d149 (__TEXT,__text) external _checkNumberSetting
00007ff90e97ce27 (__TEXT,__text) external _checkPathQuarantineState
00007ff90e98fcfa (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90e97cf1c (__TEXT,__text) external _checkURLMountQuarantineState
00007ff90e97cd83 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90e979c53 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff90e98ee61 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff90e98f100 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff90e98f134 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff90e98f168 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff90e98f19c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90e98f1d0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90e98f204 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90e98f238 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90e98f26c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90e98f2a0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff90e98eebb (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff90e98ef15 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff90e98ef6f (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff90e98efd6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff90e98f00a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff90e98f064 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff90e98f098 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff90e98f0cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff90e97b789 (__TEXT,__text) external _copyBootUUID
00007ff90e98f863 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff90e97aebf (__TEXT,__text) external _copyBundleID
00007ff90e98f593 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90e97afb2 (__TEXT,__text) external _copyBundleIDFromURL
00007ff90e97b193 (__TEXT,__text) external _copyBundleVersion
00007ff90e98f647 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff90e97b0a0 (__TEXT,__text) external _copyBundleVersionShort
00007ff90e98f5ed (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90e97b029 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff90e97a7d4 (__TEXT,__text) external _copyCdhash
00007ff90e98f2fa (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90e98f354 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90e98f388 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff90e97a761 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90e98d3a2 (__TEXT,__text) external _copyCodeSigningInfo
00007ff90e97b57e (__TEXT,__text) external _copyDeveloperName
00007ff90e98f6fb (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90e98f755 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90e98f7af (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90e98f809 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90e98d849 (__TEXT,__text) external _copyEntitlements
00007ff90e981de6 (__TEXT,__text) external _copyFileHashForData
00007ff90e981b2f (__TEXT,__text) external _copyFileHashForURL
00007ff90e9902ee (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90e99038c (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90e99042a (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff90e97a967 (__TEXT,__text) external _copyLegacyCdhash
00007ff90e97a9db (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff90e9777ad (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90e97cb0d (__TEXT,__text) external _copySecureTimestamp
00007ff90e98fc36 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff90e97b90c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff90e97adeb (__TEXT,__text) external _copySigningID
00007ff90e98f539 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90e97ac24 (__TEXT,__text) external _copyTeamIdentifier
00007ff90e98f4df (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff90e97aa4f (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90e98f3bc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90e98f41d (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff90e97ab77 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90e98f47e (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff90e97b286 (__TEXT,__text) external _copyUnstagedURL
00007ff90e98f6a1 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90e979c44 (__TEXT,__text) external _createCodeReference
00007ff90e979b0b (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff90e98ed2f (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff90e98edc8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90e979aff (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90e979a61 (__TEXT,__text) external _createHexStringFromData
00007ff90e98840c (__TEXT,__text) non-external _createMigrationManifest
00007ff90e990fc5 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90e98d293 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff90e9913d9 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90e98d062 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff90e97b38e (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff943d69338 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943d69340 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90e9873a0 (__TEXT,__text) external _doBooleanXPCFunction
00007ff90e9875f6 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90e987605 (__TEXT,__text) external _doObjectXPCFunction
00007ff90e98235c (__TEXT,__text) external _doWithoutImmutability
00007ff943d69300 (__DATA,__bss) non-external _downloads.sLog
00007ff943d692f8 (__DATA,__bss) non-external _downloads.sLogInit
00007ff943d692c0 (__DATA,__bss) non-external _exec.sLog
00007ff943d692b8 (__DATA,__bss) non-external _exec.sLogInit
00007ff90e981a1e (__TEXT,__text) external _fileExists
00007ff90e981a96 (__TEXT,__text) external _fileIsSymlink
00007ff90e985943 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90e9907fe (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90e984597 (__TEXT,__text) external _findContainingBundle
00007ff90e97bb6b (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff90e9851c6 (__TEXT,__text) external _findOuterMostBundle
00007ff90e99073c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90e990796 (__TEXT,__text) non-external _findOuterMostBundle.cold.2
00007ff90e985860 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90e9907ca (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90e984726 (__TEXT,__text) external _findScanTargetByPath
00007ff90e984d1f (__TEXT,__text) external _findTopAppBundle
00007ff90e9846a8 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90e97db4a (__TEXT,__text) non-external _fsEventCallback
00007ff94340ae00 (__DATA_DIRTY,__bss) non-external _generic.sLog
00007ff94340adf8 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00007ff90e98dc69 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943d69350 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943d69288 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943d69290 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff943d69298 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00007ff943d692a0 (__DATA,__bss) non-external _getAllowedUrls.once
00007ff90e97acfd (__TEXT,__text) external _getDictionaryValue
00007ff90e97cfc3 (__TEXT,__text) external _getQuarantineFlagsForURL
00007ff90e97d2e7 (__TEXT,__text) external _getQuarantineIdentifierForURL
00007ff943d69318 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00007ff90e9850ba (__TEXT,__text) external _getVolumePrefix
