00007ffa1bd92a9b (__TEXT,__text) non-external _DiToMD5
00007ffa1bda3345 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
00007ffa1bda3368 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ffa1bda338b (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ffa1bda33ae (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffa1bda33d1 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffa43050748 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffa1bd93e16 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1bd9e64e (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1bd9f4ee (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1bda097e (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1bd7b5f9 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1bd7b642 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1bda26c9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1bda26ec (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1bda270f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1bda2732 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1bda2755 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1bda2778 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1bda279b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffa1bda0a38 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1bda0a8c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1bd7972e (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffa1bda1efd (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffa1bda10aa (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1bd78dc3 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffa1bd93dc2 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1bd9822f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1bd7fa78 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1bd778ac (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1bd957d6 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1bd981a3 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1bd83f22 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1bd84679 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1bda37ef (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1bda3812 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1bd846bf (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1bda3835 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1bda3858 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1bda387b (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1bda389e (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1bda10fe (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43050760 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1bd8f237 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43050750 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1bd95c78 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1bd9815d (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1bd83f9f (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1bd83c2a (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1bd7b8ad (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1bda27be (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1bda27e1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1bd85ea9 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1bd7d051 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec
00007ffa1bda2d68 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.1
00007ffa1bda2d8b (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.2
00007ffa1bda2dae (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.3
00007ffa1bda4d00 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1bd97528 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1bd981e9 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1bd840a3 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa1bd84b83 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffa1bda3993 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffa1bda39b6 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffa43050740 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1bda9458 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1bd835bc (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1bd9dde8 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1bda8a98 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1bd83637 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1bd86f6d (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1bda3b37 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1bda3b5a (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1bda3b7d (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1bda11e2 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1bda83d0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1bda9b08 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1bda8278 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1bda8680 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1bda8ea0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1bda9048 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1bda95b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1bd77fef (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1bd9393e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1bd7cd18 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1bda5388 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1bda7230 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1bda8528 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1bd83b63 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1bd83822 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1bda36b4 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1bd94950 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1bd96b28 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1bda6728 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1bd83cbe (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1bda5f68 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1bda6558 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1bda80a8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1bda8930 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1bd86c85 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1bda3a88 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1bda3aab (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1bda3ace (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1bda3af1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1bd82cf8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffa1bda3537 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffa1bd7d618 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1bda2e17 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffa1bda5720 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1bda7b58 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1bda7eb8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1bda87d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1bda8bf0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1bda8d48 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1bda91a0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1bd83dcd (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1bda54e8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43050744 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1bda6cd0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1bda5b70 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1bda69e8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1bda9300 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1bda5d78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1bda6878 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1bda63a8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1bda6b58 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1bd9ce02 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1bd82a58 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1bda34ce (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1bda34f1 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1bda3514 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1bda78d0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1bda9870 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1bd9f421 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1bda5230 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1bd9d63a (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1bda59b0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1bda61a0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1bda48c0 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1bda4890 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1bda1a55 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1bda7470 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1bda7cd8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1bda76c0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1bda99b0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1bd78894 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1bda4640 (__TEXT,__const) non-external __ZL6yypact
00007ffa1bda4780 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1bda48e1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1bda47f0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1bd923cb (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1bd92768 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1bda4860 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1bd7aa85 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1bda2381 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1bda1146 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1bd7929f (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1bda4900 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43050330 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1bd78fbb (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffa1bd790b2 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1bda48f0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1bd8fa46 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1bd8fbfa (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1bd8f6ce (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1bd8f2f8 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1bd8f3e0 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1bd8f0e0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1bd8f918 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1bd8179e (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1bd96628 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1bd819c6 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1bd96994 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1bd8183c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1bd96878 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1bd96754 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1bd8188a (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1bd8171e (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1bda32dc (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1bd96a78 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1bd9659a (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1bd81942 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1bd81682 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1bd8163a (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1bd817ee (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1bd815a0 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1bd81810 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1bd819f2 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1bd9654a (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1bd81990 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1bd818e6 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1bd96554 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1bd7f2f0 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1bd97f1a (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1bd980a8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1bd7f354 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1bd7f30c (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1bda3089 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1bd97ea0 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1bd7f2fe (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1bd7f394 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1bd97ed6 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1bd8145e (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1bd9fdba (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1bd8152e (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1bda0126 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1bda000a (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1bd9fee6 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1bd814ae (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1bda32b9 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1bda020a (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1bd9fd2c (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
