00007ff84004ab98 (__DATA,__data) non-external _C
00007ff8002fcf86 (__TEXT,__text) external _verr
00007ff8002fceb4 (__TEXT,__text) external _verrc
00007ff8002fd084 (__TEXT,__text) external _verrx
00007ff80029a84d (__TEXT,__text) external _vfork
00007ff8002c70f5 (__TEXT,__text) external _vfprintf
00007ff8002c70a8 (__TEXT,__text) external _vfprintf_l
00007ff8002cb914 (__TEXT,__text) external _vfscanf
00007ff8002cdc14 (__TEXT,__text) external _vfscanf_l
00007ff8002d1ae8 (__TEXT,__text) external _vfwprintf
00007ff8002cdda0 (__TEXT,__text) external _vfwprintf_l
00007ff8002d2348 (__TEXT,__text) external _vfwscanf
00007ff8002d45d4 (__TEXT,__text) external _vfwscanf_l
00007ff800298f92 (__TEXT,__text) external _vfxprintf
00007ff800299a09 (__TEXT,__text) external _vfxprintf_exec
00007ff8002b45b4 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff8002d464d (__TEXT,__text) external _vprintf
00007ff8002d4685 (__TEXT,__text) external _vprintf_l
00007ff8002d46a2 (__TEXT,__text) external _vscanf
00007ff8002d4704 (__TEXT,__text) external _vscanf_l
00007ff8002d48c8 (__TEXT,__text) external _vsnprintf
00007ff8002d4899 (__TEXT,__text) external _vsnprintf_l
00007ff8002d49f1 (__TEXT,__text) external _vsprintf
00007ff8002d4912 (__TEXT,__text) external _vsprintf_l
00007ff8002d4b2b (__TEXT,__text) external _vsscanf
00007ff8002d4a1f (__TEXT,__text) external _vsscanf_l
00007ff8002d4d7f (__TEXT,__text) external _vswprintf
00007ff8002d4b59 (__TEXT,__text) external _vswprintf_l
00007ff8002d4f88 (__TEXT,__text) external _vswscanf
00007ff8002d4dad (__TEXT,__text) external _vswscanf_l
00007ff800298faa (__TEXT,__text) external _vsxprintf
00007ff800299a23 (__TEXT,__text) external _vsxprintf_exec
00007ff8002fd27f (__TEXT,__text) external _vwarn
00007ff8002fd1da (__TEXT,__text) external _vwarnc
00007ff8002fd3da (__TEXT,__text) external _vwarnx
00007ff8002d4fb6 (__TEXT,__text) external _vwprintf
00007ff8002d4fee (__TEXT,__text) external _vwprintf_l
00007ff8002d500b (__TEXT,__text) external _vwscanf
00007ff8002d5043 (__TEXT,__text) external _vwscanf_l
00007ff800298fd8 (__TEXT,__text) external _vxprintf
00007ff800299a51 (__TEXT,__text) external _vxprintf_exec
00007ff8002faf26 (__TEXT,__text) external _wait
00007ff8002b4d60 (__TEXT,__text) external _wait$NOCANCEL
00007ff8002b4d76 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff8002faf3c (__TEXT,__text) external _waitpid
00007ff8002b4d8d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff8002fd123 (__TEXT,__text) external _warn
00007ff8002fd2a2 (__TEXT,__text) external _warnc
00007ff8002fd33c (__TEXT,__text) external _warnx
00007ff8002dcdfc (__TEXT,__text) external _wcpcpy
00007ff8002dce22 (__TEXT,__text) external _wcpncpy
00007ff8002bb599 (__TEXT,__text) external _wcrtomb
00007ff8002bb557 (__TEXT,__text) external _wcrtomb_l
00007ff8002dcf06 (__TEXT,__text) external _wcscasecmp
00007ff8002dce7e (__TEXT,__text) external _wcscasecmp_l
00007ff8002dcf2e (__TEXT,__text) external _wcscat
00007ff8002dcf54 (__TEXT,__text) external _wcschr
00007ff8002dcf75 (__TEXT,__text) external _wcscmp
00007ff8002dd5d3 (__TEXT,__text) external _wcscoll
00007ff8002dcf91 (__TEXT,__text) external _wcscoll_l
00007ff8002dd5fb (__TEXT,__text) external _wcscpy
00007ff8002de1f8 (__TEXT,__text) external _wcscspn
00007ff8002de241 (__TEXT,__text) external _wcsdup
00007ff8002bb80c (__TEXT,__text) external _wcsftime
00007ff8002bb5f5 (__TEXT,__text) external _wcsftime_l
00007ff8002de281 (__TEXT,__text) external _wcslcat
00007ff8002de30f (__TEXT,__text) external _wcslcpy
00007ff8002de379 (__TEXT,__text) external _wcslen
00007ff8002de44e (__TEXT,__text) external _wcsncasecmp
00007ff8002de395 (__TEXT,__text) external _wcsncasecmp_l
00007ff8002de476 (__TEXT,__text) external _wcsncat
00007ff8002de4c1 (__TEXT,__text) external _wcsncmp
00007ff8002de4ed (__TEXT,__text) external _wcsncpy
00007ff8002de53f (__TEXT,__text) external _wcsnlen
00007ff8002bb875 (__TEXT,__text) external _wcsnrtombs
00007ff8002bb834 (__TEXT,__text) external _wcsnrtombs_l
00007ff8002de55d (__TEXT,__text) external _wcspbrk
00007ff8002de599 (__TEXT,__text) external _wcsrchr
00007ff8002bbbb0 (__TEXT,__text) external _wcsrtombs
00007ff8002bbb62 (__TEXT,__text) external _wcsrtombs_l
00007ff8002de5b1 (__TEXT,__text) external _wcsspn
00007ff8002de8b3 (__TEXT,__text) external _wcsstr
00007ff8002bbebd (__TEXT,__text) external _wcstod
00007ff8002bbc62 (__TEXT,__text) external _wcstod_l
00007ff8002bc140 (__TEXT,__text) external _wcstof
00007ff8002bbee5 (__TEXT,__text) external _wcstof_l
00007ff8002bc378 (__TEXT,__text) external _wcstoimax
00007ff8002bc168 (__TEXT,__text) external _wcstoimax_l
00007ff8002de91e (__TEXT,__text) external _wcstok
00007ff8002bc5b0 (__TEXT,__text) external _wcstol
00007ff8002bc3a0 (__TEXT,__text) external _wcstol_l
00007ff8002bc815 (__TEXT,__text) external _wcstold
00007ff8002bc5d8 (__TEXT,__text) external _wcstold_l
00007ff8002bca4d (__TEXT,__text) external _wcstoll
00007ff8002bc83d (__TEXT,__text) external _wcstoll_l
00007ff8002bcb1f (__TEXT,__text) external _wcstombs
00007ff8002bca75 (__TEXT,__text) external _wcstombs_l
00007ff8002bcde3 (__TEXT,__text) external _wcstoul
00007ff8002bcbe0 (__TEXT,__text) external _wcstoul_l
00007ff8002bd00e (__TEXT,__text) external _wcstoull
00007ff8002bce0b (__TEXT,__text) external _wcstoull_l
00007ff8002bd239 (__TEXT,__text) external _wcstoumax
00007ff8002bd036 (__TEXT,__text) external _wcstoumax_l
00007ff8002dea11 (__TEXT,__text) external _wcswidth
00007ff8002de994 (__TEXT,__text) external _wcswidth_l
00007ff8002debc8 (__TEXT,__text) external _wcsxfrm
00007ff8002dea39 (__TEXT,__text) external _wcsxfrm_l
00007ff8002bd314 (__TEXT,__text) external _wctob
00007ff8002bd261 (__TEXT,__text) external _wctob_l
00007ff8002bd3b8 (__TEXT,__text) external _wctomb
00007ff8002bd33c (__TEXT,__text) external _wctomb_l
00007ff8002bd505 (__TEXT,__text) external _wctrans
00007ff8002bd5b2 (__TEXT,__text) external _wctrans_l
00007ff8002bd66b (__TEXT,__text) external _wctype
00007ff8002bd5bc (__TEXT,__text) external _wctype_l
00007ff84002e210 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff8002bd693 (__TEXT,__text) external _wcwidth
00007ff8002bd717 (__TEXT,__text) external _wcwidth_l
00007ff8002de1a2 (__TEXT,__text) non-external _we_read_fully
00007ff8002fef30 (__TEXT,__const) non-external _wildabbr
00007ff8002debf0 (__TEXT,__text) external _wmemchr
00007ff8002dec0d (__TEXT,__text) external _wmemcmp
00007ff8002dec38 (__TEXT,__text) external _wmemcpy
00007ff8002dec46 (__TEXT,__text) external _wmemmove
00007ff8002dec54 (__TEXT,__text) external _wmemset
00007ff8002d58e4 (__TEXT,__text) non-external _wmemstream_close
00007ff8002d5828 (__TEXT,__text) non-external _wmemstream_seek
00007ff8002fd777 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff8002fd79a (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff8002d5600 (__TEXT,__text) non-external _wmemstream_update
00007ff8002fd756 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff8002d562b (__TEXT,__text) non-external _wmemstream_write
00007ff8002dd614 (__TEXT,__text) external _wordexp
00007ff8002de168 (__TEXT,__text) external _wordfree
00007ff8002d511f (__TEXT,__text) external _wprintf
00007ff8002d51eb (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff8002d5298 (__TEXT,__text) external _wscanf
00007ff8002d5364 (__TEXT,__text) external _wscanf_l
00007ff800298eb2 (__TEXT,__text) external _xprintf
00007ff84004d700 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800299927 (__TEXT,__text) external _xprintf_exec
00007ff8002fef38 (__TEXT,__const) non-external _year_lengths
00007ff84004d640 (__DATA,__bss) non-external _zapchar
00007ff8002fed50 (__TEXT,__const) non-external _zeroes
00007ff8002fee50 (__TEXT,__const) non-external _zeroes
00007ff84004bbd0 (__DATA,__data) non-external _zeroes
00007ff800290848 (__TEXT,__text) external mcount
