000000020ccdbd60 (__DATA,__data) non-external _.compoundliteral
00000001e1c03d74 (__TEXT,__text) external _ShGetNumActiveSubroutines
00000001e1c02ff8 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00000001e1c039d4 (__TEXT,__text) external _ShGetNumActiveUniforms
00000001e1c02d08 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00000001e1c020d4 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00000001e1c02918 (__TEXT,__text) external _ShGetPPStreamManager
00000001e1c02928 (__TEXT,__text) external _ShGetShaderByteCode
00000001e1c04044 (__TEXT,__text) external _ShGetSubroutineIndex
00000001e1c03f14 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00000001e1c02c74 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00000001e1c03134 (__TEXT,__text) external _ShGetUniformBlockIndex
00000001e1c03530 (__TEXT,__text) external _ShGetUniformIndex
00000001e1c02680 (__TEXT,__text) external _ShGetUniformLocation
00000001e1c023bc (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e1c01220 (__TEXT,__text) external _ShInitialize
00000001e1c04714 (__TEXT,__text) external _ShInitializeLibrary
00000001e1c01744 (__TEXT,__text) external _ShLink
00000001e1c02850 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e1c04718 (__TEXT,__text) external _ShTerminateLibrary
00000001e1c02aa4 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e1bf43a0 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e1c70190 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e1c116e8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e1c6e5b8 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e1c6c098 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e1c6bf40 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e1c0a918 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e1c09fac (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e1c0ac88 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e1c0a648 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e1c0a7f4 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e1c0ab94 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e1be4fe4 (__TEXT,__text) non-external ___abort_calloc
00000001e1bbb428 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e1bb5518 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
0000000209f6abd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6ac10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6ad30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6ad50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6afd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6b050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6b878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6b970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6b9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6ba08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6bc68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6de80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6df00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000002103e3e88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002103e3eb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002103e4218 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000209f6ac70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
0000000209f6bd68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
0000000209f6bd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000002103e43f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000002103e4428 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
0000000209f6bda8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000002103e4458 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
0000000209f6dea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
0000000209f6ac90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
0000000209f6aff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000002103e44a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000002103e44d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
0000000209f6ad70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
0000000209f6bdc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103e4278 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103e45a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103e4508 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
0000000209f6dec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
0000000209f6bde8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
0000000209f6dee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000002103e45d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
0000000209f6b010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
0000000209f6ac30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
0000000209f6bc88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000002103e3ee8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
0000000209f6b030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
0000000209f6acb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
0000000209f6df20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000002103e42a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
0000000209f6acd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
0000000209f6bca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
0000000209f6acf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000002103e42d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
0000000209f6ad10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
0000000209f6bcc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000002103e3f18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
0000000209f6bce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000002103e3fc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000002103e3f48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
0000000209f6ac50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
0000000209f6bd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000002103e4248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
0000000209f6bd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000002103e4308 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000002103e4338 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000002103e3ff8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000002103e4368 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000002103e4398 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000002103e4028 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
0000000209f6ba28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000002103e4058 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
0000000209f6bd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000002103e4578 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
0000000209f6ba48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000002103e3f78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000002103e4088 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
0000000209f6b990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000002103e43c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000002103e3ce8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e3d08 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e3e28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e3e68 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e3fa8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e4488 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e4608 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103e3d68 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000002103e3d88 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000002103e3e48 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000002103e4538 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000002103e4558 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000002103e3da8 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000002103e3d28 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000002103e3d48 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e1bdfb88 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e1bf2ca8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e1c5d440 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e1bf6328 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e1bf627c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e1c0a080 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e1c1af30 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e1c1a4cc (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e1c193c0 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e1c1a8a4 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e1c18d60 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e1c18e5c (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e1c1e010 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e1c1acf8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e1c01198 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e1c1ae08 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e1c1aed4 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e1c15dec (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e1c17300 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e1c19d6c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e1bf2cb8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e1c5d490 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e1bf6338 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e1bf62cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e1c0a0e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e1bbdae4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e1bfc174 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e1bdf654 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e1bdf668 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e1bdfb90 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e1bb50f0 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e1bb5244 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e1bb5210 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e1bb51a8 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e1bb51dc (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e1bb5250 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e1bfd410 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e1bfd4b0 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e1bf6204 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e1bf6310 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e1c08650 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e1c08b64 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e1bf2bf0 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e1bdffec (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e1c3eb8c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e1c3e9a8 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e1c3e9cc (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e1c3ea50 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e1c3ea7c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e1c3ecc4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e1c3ece8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e1c3ed00 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e1c3ed0c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e1c3e618 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e1c3eb68 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e1bfe938 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e1bfe97c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001e1c3ec54 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001e1c3e5f4 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
00000001e1c3e3ec (__TEXT,__text) non-external ___glpSATypeIdentifier_block_invoke
00000001e1c3e570 (__TEXT,__text) non-external ___glpSAUndeterminedCall_block_invoke
00000001e1c3ea94 (__TEXT,__text) non-external ___glpSAVariableDeclaration_block_invoke
