00007ffa14961584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa1472d0a9 (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa1472b90e (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa1472adf9 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa1472b3c8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa14729b8a (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa1472aecd (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa1472b039 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa1472b001 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa1472b5f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa1472d4cb (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa1472c8d2 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa1472af08 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa1472afc6 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa1472ccea (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa1472c501 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa1472d490 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa1472e850 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa1472e7f1 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa146da8dc (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa146da8d1 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa14737d21 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa14737cc2 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa1473f74b (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa1473f5f1 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa1473f7b1 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa1473f50e (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa14748d7f (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa1473f791 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa1473f740 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa1473f3a2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa1473f3c3 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa14748d19 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa1473f771 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa14748df0 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa14748e3c (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa14748e6b (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa14748e9f (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa14748ed3 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa14748de5 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa14754899 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa147548bf (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa14754c32 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa14759eac (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa14759f4c (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa14759edb (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa1475db0f (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa1475efac (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa1475f3ed (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa1475f62a (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa1475ecd3 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa1475ec4f (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa1475ec7b (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa1475eca7 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa1475f7a1 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa1475f796 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa147619ae (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa1476193d (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa14762e3e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa14763cd3 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa14763cc8 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa14764780 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa1476470f (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa1476505c (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa146dbd88 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa146dbd7d (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa1476638a (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa147663e2 (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa147663b0 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa147663c9 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa147663fb (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa1476c9c3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa1476c9f2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa1476ca26 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa1476ca5a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa147735bb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa14773635 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa14780d80 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa14785890 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa1478587e (__TEXT,__text) non-external +[MPSlide slide]
00007ffa14785873 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa1478d081 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa1478d052 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa1478d040 (__TEXT,__text) non-external +[MPSong song]
00007ffa1478d035 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa1478e59f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa1478e52e (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa146db96c (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa146db961 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa1478f6f7 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa146c689d (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa147915bc (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa1479366a (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa14793675 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa14795b71 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa14795b42 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa146dc13b (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa146dc146 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa147975c2 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa14797551 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa147983f7 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa1479d9da (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa147a0925 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa1479d32d (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa1479d3ec (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa1479c9dc (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa1479bc58 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa1479b3fb (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa1479bff5 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa1479d15f (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa1479d246 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa147a0b32 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa1479ebd1 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa1479f074 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa1479eff1 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa147a02b3 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa147a0139 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa147a0377 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa147a031a (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa1479c4fd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa1479c40d (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa1479c80b (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa1479ffb0 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa1479f7de (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa1479f70d (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa1479e244 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa1479febe (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa1479ef1c (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa1479fa89 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa1479b14c (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa1479b25c (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa147a1604 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa147a16fc (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa147a1925 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa147a19bf (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa147a20ac (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa147a15c7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa147a1548 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa147a1e0e (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa147a22de (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa147a24db (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa147a1a4d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa147a1bbd (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa147a1007 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa147a19ab (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa147a2584 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa147a1deb (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa147a1a47 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa147a18dd (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa147a158e (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa147a14ef (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa146e2ae1 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa146e2366 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa146e2580 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa146e23ce (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa146e24bc (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa146e2371 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa146e2487 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa146e2bf0 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa147a5fea (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa147a6055 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa147a6048 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa1496cee1 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa147ae006 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa147ae01e (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa147ae25f (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa147ae806 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa147ae277 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa147ae4c1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa147b0bb5 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa147b0bbd (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa147b0bad (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa147b0622 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa147b1863 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa147b186b (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa14901503 (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa149014f8 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa1490531e (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa14905329 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1493931d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa14938b46 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa14938b3b (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa149378b8 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa14938c2d (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa14939008 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa148fb9d4 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa148fb9c9 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa148fb58e (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa1494ee77 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1494da0c (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa1494da17 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa1494da22 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa149338d9 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
