00000001aca13258 (__TEXT,__text) non-external +[Caller current]
00000001aca339f0 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.1
00000001aca33ac4 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.2
00000001aca33b90 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.3
00000001aca31644 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:]
00000001aca32f78 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.1
00000001aca33054 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.2
00000001aca33120 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.3
00000001aca3194c (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:]
00000001aca331ec (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.1
00000001aca332c8 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.2
00000001aca1e24c (__TEXT,__text) non-external -[LASecureIOAsset .cxx_destruct]
00000001aca1e13c (__TEXT,__text) non-external -[LASecureIOAsset action]
00000001aca1e1d4 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonDisabledKey]
00000001aca1e1fc (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonPressedKey]
00000001aca1e1e8 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonUnpressedKey]
00000001aca1e184 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogImageKey]
00000001aca1e198 (__TEXT,__text) non-external -[LASecureIOAsset buttonDisabled]
00000001aca1e1c0 (__TEXT,__text) non-external -[LASecureIOAsset buttonPressed]
00000001aca1e1ac (__TEXT,__text) non-external -[LASecureIOAsset buttonUnpressed]
00000001aca1dc30 (__TEXT,__text) non-external -[LASecureIOAsset description]
00000001aca1dd28 (__TEXT,__text) non-external -[LASecureIOAsset dictionary]
00000001aca1e15c (__TEXT,__text) non-external -[LASecureIOAsset disabled]
00000001aca1e14c (__TEXT,__text) non-external -[LASecureIOAsset format]
00000001aca1e11c (__TEXT,__text) non-external -[LASecureIOAsset height]
00000001aca1e170 (__TEXT,__text) non-external -[LASecureIOAsset image]
00000001aca1e210 (__TEXT,__text) non-external -[LASecureIOAsset name]
00000001aca1e238 (__TEXT,__text) non-external -[LASecureIOAsset remoteAssetKey]
00000001aca1e224 (__TEXT,__text) non-external -[LASecureIOAsset renderedText]
00000001aca1e144 (__TEXT,__text) non-external -[LASecureIOAsset setAction:]
00000001aca1e1e0 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonDisabledKey:]
00000001aca1e208 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonPressedKey:]
00000001aca1e1f4 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonUnpressedKey:]
00000001aca1e190 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogImageKey:]
00000001aca1e1a4 (__TEXT,__text) non-external -[LASecureIOAsset setButtonDisabled:]
00000001aca1e1cc (__TEXT,__text) non-external -[LASecureIOAsset setButtonPressed:]
00000001aca1e1b8 (__TEXT,__text) non-external -[LASecureIOAsset setButtonUnpressed:]
00000001aca1e168 (__TEXT,__text) non-external -[LASecureIOAsset setDisabled:]
00000001aca1e154 (__TEXT,__text) non-external -[LASecureIOAsset setFormat:]
00000001aca1e124 (__TEXT,__text) non-external -[LASecureIOAsset setHeight:]
00000001aca1e17c (__TEXT,__text) non-external -[LASecureIOAsset setImage:]
00000001aca1e21c (__TEXT,__text) non-external -[LASecureIOAsset setName:]
00000001aca1e244 (__TEXT,__text) non-external -[LASecureIOAsset setRemoteAssetKey:]
00000001aca1e230 (__TEXT,__text) non-external -[LASecureIOAsset setRenderedText:]
00000001aca1e134 (__TEXT,__text) non-external -[LASecureIOAsset setType:]
00000001aca1e114 (__TEXT,__text) non-external -[LASecureIOAsset setWidth:]
00000001aca1e0f4 (__TEXT,__text) non-external -[LASecureIOAsset setX:]
00000001aca1e104 (__TEXT,__text) non-external -[LASecureIOAsset setY:]
00000001aca1e12c (__TEXT,__text) non-external -[LASecureIOAsset type]
00000001aca1e10c (__TEXT,__text) non-external -[LASecureIOAsset width]
00000001aca1e0ec (__TEXT,__text) non-external -[LASecureIOAsset x]
00000001aca1e0fc (__TEXT,__text) non-external -[LASecureIOAsset y]
00000001aca2fdf8 (__TEXT,__text) non-external -[LASecureIOCommunication .cxx_destruct]
00000001aca2fdc0 (__TEXT,__text) non-external -[LASecureIOCommunication delegate]
00000001aca2ea24 (__TEXT,__text) non-external -[LASecureIOCommunication eventHandler]
00000001aca2f1a4 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:]
00000001aca305b8 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.1
00000001aca3068c (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.2
00000001aca30764 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.3
00000001aca30830 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.4
00000001aca2f194 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:withData:andResponse:]
00000001aca2f788 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:]
00000001aca30904 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.1
00000001aca309ac (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.2
00000001aca30a54 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.3
00000001aca30afc (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.4
00000001aca30bd0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.5
00000001aca2fad0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:]
00000001aca30c80 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.1
00000001aca30d40 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.2
00000001aca30e00 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.3
00000001aca30ec0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.4
00000001aca30fa8 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.5
00000001aca2e3bc (__TEXT,__text) non-external -[LASecureIOCommunication initAsClient:]
00000001aca2e424 (__TEXT,__text) non-external -[LASecureIOCommunication initAsServer:]
00000001aca2e2fc (__TEXT,__text) non-external -[LASecureIOCommunication init]
00000001aca2eddc (__TEXT,__text) non-external -[LASecureIOCommunication receive:]
00000001aca301d0 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.1
00000001aca3029c (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.2
00000001aca30368 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.3
00000001aca3043c (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.4
00000001aca2f080 (__TEXT,__text) non-external -[LASecureIOCommunication send:]
00000001aca304e4 (__TEXT,__text) non-external -[LASecureIOCommunication send:].cold.1
00000001aca2fdec (__TEXT,__text) non-external -[LASecureIOCommunication setDelegate:]
00000001aca2e824 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection]
00000001aca2fe74 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.1
00000001aca2ff4c (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.2
00000001aca3002c (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.3
00000001aca30104 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.4
00000001aca1f148 (__TEXT,__text) non-external -[LASecureIODisplay .cxx_destruct]
00000001aca1f140 (__TEXT,__text) non-external -[LASecureIODisplay buttonPressedCallback:]
00000001aca1f144 (__TEXT,__text) non-external -[LASecureIODisplay connectionInterruptedCallback:]
00000001aca1ec3c (__TEXT,__text) non-external -[LASecureIODisplay displayScene:]
00000001aca1ebd8 (__TEXT,__text) non-external -[LASecureIODisplay init]
00000001aca1f094 (__TEXT,__text) non-external -[LASecureIODisplay touchBar:makeItemForIdentifier:]
00000001aca0e7d8 (__TEXT,__text) non-external -[LASecureIOHelper .cxx_destruct]
00000001aca0e1c0 (__TEXT,__text) non-external -[LASecureIOHelper _laErrorFromLASIOError:method:]
00000001aca0db88 (__TEXT,__text) non-external -[LASecureIOHelper _setInstructions:externalizedContext:allowKDLUpdate:reply:]
00000001aca0e3b4 (__TEXT,__text) non-external -[LASecureIOHelper cleanupToken]
00000001aca0e2a0 (__TEXT,__text) non-external -[LASecureIOHelper cleanup]
00000001aca0e7d0 (__TEXT,__text) non-external -[LASecureIOHelper coreKDL]
00000001aca0e6b4 (__TEXT,__text) non-external -[LASecureIOHelper credentialSetUpdated:]
00000001aca0e798 (__TEXT,__text) non-external -[LASecureIOHelper currentDFROwner]
00000001aca0dff0 (__TEXT,__text) non-external -[LASecureIOHelper currentKDLVersion]
00000001aca0e780 (__TEXT,__text) non-external -[LASecureIOHelper externalizedContext]
00000001aca0d81c (__TEXT,__text) non-external -[LASecureIOHelper init]
00000001aca0e78c (__TEXT,__text) non-external -[LASecureIOHelper lastInstructionsWithoutDFR]
00000001aca0decc (__TEXT,__text) non-external -[LASecureIOHelper postNotification:error:]
00000001aca0e778 (__TEXT,__text) non-external -[LASecureIOHelper scene]
00000001aca0e7c4 (__TEXT,__text) non-external -[LASecureIOHelper setCurrentDFROwner:]
00000001aca0e304 (__TEXT,__text) non-external -[LASecureIOHelper setHandler:forInput:]
00000001aca0d8d0 (__TEXT,__text) non-external -[LASecureIOHelper setInstructions:externalizedContext:reply:]
00000001aca0dd2c (__TEXT,__text) non-external -[LASecureIOHelper showScene:error:]
00000001aca0e05c (__TEXT,__text) non-external -[LASecureIOHelper updateKDLWithError:]
00000001aca0e4b4 (__TEXT,__text) non-external -[LASecureIOHelper userInput:]
00000001aca34c80 (__TEXT,__text) non-external -[LASecureIOHelper userInput:].cold.1
00000001aca20720 (__TEXT,__text) non-external -[LASecureIOLocal .cxx_destruct]
00000001aca2060c (__TEXT,__text) non-external -[LASecureIOLocal executeCommand:withData:andResponse:]
00000001aca2082c (__TEXT,__text) non-external -[LASecureIOLocal executeCommand:withData:andResponse:].cold.1
00000001aca2057c (__TEXT,__text) non-external -[LASecureIOLocal init]
00000001aca20734 (__TEXT,__text) non-external -[LASecureIOLocal init].cold.1
00000001aca204f4 (__TEXT,__text) non-external -[LASecureIOScene .cxx_destruct]
00000001aca204e0 (__TEXT,__text) non-external -[LASecureIOScene anchorPoints]
00000001aca204bc (__TEXT,__text) non-external -[LASecureIOScene assets]
00000001aca20240 (__TEXT,__text) non-external -[LASecureIOScene dictionary]
00000001aca2005c (__TEXT,__text) non-external -[LASecureIOScene init]
00000001aca20480 (__TEXT,__text) non-external -[LASecureIOScene language]
00000001aca2046c (__TEXT,__text) non-external -[LASecureIOScene name]
00000001aca204a8 (__TEXT,__text) non-external -[LASecureIOScene operationID]
00000001aca20494 (__TEXT,__text) non-external -[LASecureIOScene sceneID]
00000001aca204d0 (__TEXT,__text) non-external -[LASecureIOScene secureIO]
00000001aca204ec (__TEXT,__text) non-external -[LASecureIOScene setAnchorPoints:]
00000001aca204c8 (__TEXT,__text) non-external -[LASecureIOScene setAssets:]
00000001aca2048c (__TEXT,__text) non-external -[LASecureIOScene setLanguage:]
00000001aca20478 (__TEXT,__text) non-external -[LASecureIOScene setName:]
00000001aca204b4 (__TEXT,__text) non-external -[LASecureIOScene setOperationID:]
00000001aca204a0 (__TEXT,__text) non-external -[LASecureIOScene setSceneID:]
00000001aca204d8 (__TEXT,__text) non-external -[LASecureIOScene setSecureIO:]
00000001aca26e54 (__TEXT,__text) non-external -[LASecureIOServer .cxx_destruct]
00000001aca26e40 (__TEXT,__text) non-external -[LASecureIOServer communication]
00000001aca25ec4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:]
00000001aca2cea4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.1
00000001aca2d5e4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.10
00000001aca2d6b8 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.11
00000001aca2d78c (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.12
00000001aca2d860 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.13
00000001aca2d934 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.14
00000001aca2d9dc (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.15
00000001aca2da84 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.16
00000001aca2cf78 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.2
00000001aca2d048 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.3
00000001aca2d11c (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.4
00000001aca2d1f0 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.5
00000001aca2d2c4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.6
00000001aca2d394 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.7
00000001aca2d464 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.8
00000001aca2d524 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.9
00000001aca23588 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:]
00000001aca2a0cc (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.1
00000001aca2a7f4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.10
00000001aca2a8c8 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.11
00000001aca2a99c (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.12
00000001aca2aa70 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.13
00000001aca2ab44 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.14
00000001aca2ac18 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.15
00000001aca2acf0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.16
00000001aca2adc4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.17
00000001aca2aea0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.18
00000001aca2af74 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.19
00000001aca2a1a4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.2
00000001aca2b048 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.20
00000001aca2b0f0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.21
00000001aca2b1c4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.22
00000001aca2b298 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.23
00000001aca2b36c (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.24
00000001aca2b440 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.25
00000001aca2b514 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.26
00000001aca2b5bc (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.27
00000001aca2b690 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.28
00000001aca2b764 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.29
00000001aca2a284 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.3
00000001aca2b824 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.30
00000001aca2b8e4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.31
00000001aca2b9a4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.32
00000001aca2ba64 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.33
00000001aca2bb24 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.34
00000001aca2bbe4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.35
00000001aca2bcb8 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.36
