00007ffa15352584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa1511c90e (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa1511bdf9 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa1511c3c8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa1511ab8a (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa1511becd (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa1511c039 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa1511c001 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa1511c5f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa1511e4cb (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa1511d8d2 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa1511bf08 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa1511bfc6 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa1511dcea (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa1511d501 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa1511e490 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa1511f850 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa1511f7f1 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa150cb8dc (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa150cb8d1 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa15128d21 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa15128cc2 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa1513074b (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa151305f1 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa151307b1 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa1513050e (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa15139d7f (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa15130791 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa15130740 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa151303a2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa151303c3 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa15139d19 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa15130771 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa15139df0 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa15139e3c (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa15139e6b (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa15139e9f (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa15139ed3 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa15139de5 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa15145899 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa151458bf (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa15145c32 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa1514aeac (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa1514af4c (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa1514aedb (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa1514eb0f (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa1514ffac (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa151503ed (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa1515062a (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa1514fcd3 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa1514fc4f (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa1514fc7b (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa1514fca7 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa151507a1 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa15150796 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa151529ae (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa1515293d (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa15153e3e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa15154cd3 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa15154cc8 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa15155780 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa1515570f (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa1515605c (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa150ccd88 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa150ccd7d (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa1515738a (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa151573e2 (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa151573b0 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa151573c9 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa151573fb (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa1515d9c3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa1515d9f2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa1515da26 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa1515da5a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa151645bb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa15164635 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa15171d80 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa15176890 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa1517687e (__TEXT,__text) non-external +[MPSlide slide]
00007ffa15176873 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa1517e081 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa1517e052 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa1517e040 (__TEXT,__text) non-external +[MPSong song]
00007ffa1517e035 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa1517f59f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa1517f52e (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa150cc96c (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa150cc961 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa151806f7 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa150b789d (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa151825bc (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa1518466a (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa15184675 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa15186b71 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa15186b42 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa150cd13b (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa150cd146 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa151885c2 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa15188551 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa151893f7 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa1518e9da (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa15191925 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa1518e32d (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa1518e3ec (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa1518d9dc (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa1518cc58 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa1518c3fb (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa1518cff5 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa1518e15f (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa1518e246 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa15191b32 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa1518fbd1 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa15190074 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa1518fff1 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa151912b3 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa15191139 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa15191377 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa1519131a (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa1518d4fd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa1518d40d (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa1518d80b (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa15190fb0 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa151907de (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa1519070d (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa1518f244 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa15190ebe (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa1518ff1c (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa15190a89 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa1518c14c (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa1518c25c (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa15192604 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa151926fc (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa15192925 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa151929bf (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa151930ac (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa151925c7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa15192548 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa15192e0e (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa151932de (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa151934db (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa15192a4d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa15192bbd (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa15192007 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa151929ab (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa15193584 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa15192deb (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa15192a47 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa151928dd (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa1519258e (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa151924ef (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa150d3ae1 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa150d3366 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa150d3580 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa150d33ce (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa150d34bc (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa150d3371 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa150d3487 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa150d3bf0 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa15196fea (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa15197055 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa15197048 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa1535dee1 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa1519f006 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa1519f01e (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa1519f25f (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa1519f806 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa1519f277 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa1519f4c1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa151a1bb5 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa151a1bbd (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa151a1bad (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa151a1622 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa151a2863 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa151a286b (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa152f2503 (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa152f24f8 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa152f631e (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa152f6329 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1532a31d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa15329b46 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa15329b3b (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa153288b8 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa15329c2d (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa1532a008 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa152ec9d4 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa152ec9c9 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa152ec58e (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa1533fe77 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1533ea0c (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa1533ea17 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa1533ea22 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa153248d9 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
