00007ffa0703c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06e03700 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa06e005f0 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa06e039ae (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa06e021ff (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa06e016f8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa06e01cc7 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa06e00488 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa06e017cc (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa06e01938 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa06e01900 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa06e01ee2 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa06e03dd0 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa06e031d9 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa06e01807 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa06e018c5 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa06e035f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa06e02e08 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa06e03d95 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa06e05154 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa06e050f5 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa06db1236 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa06db122b (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa06e0e426 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa06e0e3c7 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa06e15f2f (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa06e15dd5 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa06e15f95 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa06e15cf2 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa06e1f558 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa06e15f75 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa06e15f24 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa06e15b86 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa06e15ba7 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa06e1f4f2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa06e15f55 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa06e1f5c9 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa06e1f615 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa06e1f644 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa06e1f678 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa06e1f6ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa06e1f5be (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa06e2b0d6 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa06e2b0fc (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa06e2b486 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa06e30759 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa06e307f9 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa06e30788 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa06e3434c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa06e35803 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa06e35c37 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa06e35e57 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa06e3554e (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa06e354ca (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa06e354f6 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa06e35522 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa06e35fcf (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa06e35fc4 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa06e381c2 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa06e38151 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa06e3968e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa06e3a4f8 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa06e3a4ed (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa06e3afa4 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa06e3af33 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa06e3b871 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa06db2714 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa06db2709 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa06e3cbf3 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa06e3cc4b (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa06e3cc19 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa06e3cc32 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa06e3cc64 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa06e433b3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa06e433e2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa06e43416 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa06e4344a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa06e49feb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa06e4a065 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa06e577f3 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa06e5c2e1 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa06e5c2cf (__TEXT,__text) non-external +[MPSlide slide]
00007ffa06e5c2c4 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa06e63b1c (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa06e63aed (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa06e63adb (__TEXT,__text) non-external +[MPSong song]
00007ffa06e63ad0 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa06e6503f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa06e64fce (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa06db22f8 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa06db22ed (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa06e66193 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa06d9d028 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa06e68005 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa06e6a0d1 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa06e6a0dc (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa06e6c5d2 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa06e6c5a3 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa06db2acb (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa06db2ad6 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa06e6e036 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa06e6dfc5 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa06e6ee6c (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa06e744ba (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa06e773b6 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa06e73e28 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa06e73ee7 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa06e734a6 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa06e7271d (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e71eb2 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa06e72ab2 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e73c58 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa06e73d40 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa06e775c2 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa06e75674 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa06e75b0e (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa06e75a8b (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa06e76d44 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa06e76bca (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa06e76e08 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa06e76dab (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa06e72fcc (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa06e72eda (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa06e732cd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa06e76a50 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa06e76276 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa06e761a7 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa06e74d43 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa06e7695a (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa06e759b8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa06e76523 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa06e71bec (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa06e71cfc (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa06e78093 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa06e78192 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa06e783a7 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa06e78445 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa06e78b3f (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa06e78056 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa06e77fd7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa06e7889a (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa06e78d77 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa06e78f7d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa06e784d5 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa06e7863f (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa06e77a94 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa06e78431 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa06e7902d (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa06e78877 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa06e784cf (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa06e7835f (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa06e7801d (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa06e77f7e (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa06db9451 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa06db8cd4 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa06db8ee3 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa06db8d3c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa06db8e2e (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa06db8cdf (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa06db8df9 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa06db9560 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa06e7cb54 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa06e7cbbf (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa06e7cbb2 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa07047d27 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa06e8524b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa06e85263 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e8550d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa06e85b62 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa06e85525 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e857d1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa06e88496 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06e8849e (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa06e8848e (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa06e87f03 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa06e8913d (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06e89145 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa06fdb9ab (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fdb9a0 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa06fdf85c (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06fdf867 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa07013b1d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa070132fb (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa070132f0 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa07012068 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa070133e3 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa070137d9 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa06fd5f15 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fd5f0a (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa06fd5ad7 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa07029a7f (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa07028632 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0702863d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa07028648 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0700df7a (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
