00000001ed8e6e80 (__TEXT,__text) non-external _DiToMD5
00000001ed8d2fe4 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00000001ed8cace0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00000001ed8f93a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00000001ed8f93d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001ed8f9400 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001ed8f942c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001ed8f9458 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001ed8f9484 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001ed8f94b0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001ed8f72bc (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001ed8f7344 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001ed8c8ef0 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001ed8f8b30 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001ed8f7a6c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001ed8c8558 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001ed8e8680 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001ed8ee174 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001ed8d04f4 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001ed8c6f7c (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001ed8ea334 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001ed8ee0a4 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001ed8d5be0 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001ed8d652c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001ed8faa64 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001ed8faa90 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001ed8d6588 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001ed8faabc (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001ed8faae8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001ed8fab14 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001ed8fab40 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001ed8f7af4 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
000000023060f738 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001ed8e25e4 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
000000023060f730 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001ed8ea890 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001ed8ee03c (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001ed8d5c90 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001ed8d57f8 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001ed8cb168 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001ed8f958c (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001ed8f95b8 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001ed8d824c (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001ed8ccd18 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001ed8f9cd0 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001ed8f9cfc (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001ed8f9d28 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001ed8fca90 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001ed8ed2d8 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001ed8ee10c (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001ed8d5e08 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001ed8d6aa0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001ed8fac74 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001ed8faca0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
000000023060f720 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001ed8eb858 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001ed9018f8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001ed8d505c (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001ed8f3f78 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001ed900f20 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001ed8d5108 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001ed8d96f8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001ed8fae84 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001ed8faeb0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001ed8faedc (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001ed8f7c4c (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001ed8cccb4 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001ed8f9ca4 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001ed900858 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001ed901fb0 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001ed900700 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001ed900b08 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001ed901328 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001ed9014e8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001ed901a50 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001ed8c7660 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001ed8e8124 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001ed8cc824 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001ed8fd3d0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001ed8ff650 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001ed9009b0 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001ed8d5708 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001ed8d5338 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001ed8fa8d8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001ed8e92e8 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001ed8ec704 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001ed8feac0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001ed8d58a0 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001ed8fe028 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001ed8fe8f0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001ed900528 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001ed900db8 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001ed8d940c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001ed8fada8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001ed8fadd4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001ed8fae00 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001ed8fae2c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001ed8d4638 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001ed8fa6f4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001ed8cd500 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001ed8f9dac (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001ed8fd788 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001ed8fffd0 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001ed900338 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001ed900c60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001ed901078 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001ed9011d0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001ed901640 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001ed8d5a04 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001ed8fd530 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
000000023060f724 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001ed8ff068 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001ed8fdc10 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001ed8fed80 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001ed9017a0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001ed8fde30 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001ed8fec10 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001ed8fe740 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001ed8feef0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001ed8f2cb8 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001ed8fe2c8 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001ed8d4398 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001ed8fa670 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001ed8fa69c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001ed8fa6c8 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001ed8ffd18 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001ed901d18 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001ed8f5860 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001ed8fd278 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001ed8f366c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001ed8fda40 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001ed8fe518 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001ed8fc64f (__TEXT,__const) non-external __ZL4yyr1
00000001ed8fc62e (__TEXT,__const) non-external __ZL4yyr2
00000001ed8f85c0 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001ed8ff898 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001ed900150 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001ed8ffb00 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001ed901e58 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001ed8d37f0 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001ed8fa53c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001ed8fa568 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001ed8c7f60 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001ed8fc3f8 (__TEXT,__const) non-external __ZL6yypact
00000001ed8fc52c (__TEXT,__const) non-external __ZL7yycheck
00000001ed8fc670 (__TEXT,__const) non-external __ZL7yypgoto
00000001ed8fc599 (__TEXT,__const) non-external __ZL7yytable
00000001ed8e6510 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001ed8e6a5c (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001ed8fc606 (__TEXT,__const) non-external __ZL8yydefact
00000001ed8ca3f8 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001ed8f9090 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001ed8f7b5c (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001ed8c8ab4 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001ed8fc690 (__TEXT,__const) non-external __ZL9crc32_tab
000000023060f310 (__DATA,__bss) non-external __ZL9gBootArgs
00000001ed8c875c (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001ed8c8878 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001ed8fc67f (__TEXT,__const) non-external __ZL9yydefgoto
00000001ed8e2f4c (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001ed8e31f4 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001ed8e2b2c (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001ed8e26d4 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001ed8e2820 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001ed8e2460 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001ed8e2dd8 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001ed8d29c0 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001ed8eb380 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001ed8d2cbc (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001ed8eb670 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001ed8d2ab8 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001ed8eb58c (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001ed8eb4a4 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001ed8d2b1c (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001ed8d2924 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001ed8fa3b0 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001ed8eb770 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001ed8eb290 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001ed8d2c04 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001ed8d2844 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001ed8d27dc (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001ed8d2a40 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001ed8d26cc (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001ed8d2a74 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001ed8d2d00 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001ed8eb1bc (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001ed8d2c68 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001ed8d2b90 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001ed8eb1f0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001ed8cfa90 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001ed8ede10 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001ed8edf38 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001ed8cfaf8 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001ed8cfaa8 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001ed8fa0c4 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001ed8edd10 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001ed8cfa9c (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001ed8cfb48 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001ed8edd68 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001ed8d2514 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001ed8f6498 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001ed8d2630 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001ed8f6788 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001ed8f66a4 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001ed8f65bc (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00000001ed8d2594 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
