00000001ac803988 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001ac7f8f00 (__TEXT,__text) non-external -[SPExecutionPolicyExportedObject initWithParent:]
00000001ac7f8fc8 (__TEXT,__text) non-external -[SPExecutionPolicyExportedObject parent]
00000001ac7f8ff4 (__TEXT,__text) non-external -[SPExecutionPolicyExportedObject setParent:]
00000001ac7f572c (__TEXT,__text) non-external -[SPExecutionPolicyItem .cxx_destruct]
00000001ac7f5724 (__TEXT,__text) non-external -[SPExecutionPolicyItem blockedReasonDescription]
00000001ac7f5704 (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
00000001ac7f54f0 (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00000001ac7f52c0 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00000001ac7f5140 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00000001ac7f5124 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00000001ac7f56ec (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00000001ac7f571c (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00000001ac7f570c (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00000001ac7f5714 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00000001ac7f56f4 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00000001ac7f56fc (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00000001ac8002d0 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00000001ac7ffff8 (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00000001ac7fffac (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00000001ac7ffedc (__TEXT,__text) non-external -[SPInstallationPolicy init]
00000001ac800164 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:]
00000001ac800158 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00000001ac800144 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00000001ac7f7214 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00000001ac7f71ac (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00000001ac7f7078 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00000001ac7f71f8 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00000001ac7fcd60 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00000001ac7fcd20 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00000001ac7fcd30 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00000001ac7fcb70 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00000001ac7fc9a8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00000001ac7fc828 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00000001ac7fc80c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00000001ac7fcd50 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00000001ac7fcd40 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00000001ac7fcd38 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00000001ac7fcd48 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00000001ac7fcd58 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00000001ac7fcd18 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00000001ac7fcd28 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00000001ac7f8398 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00000001ac7f7d18 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00000001ac7f775c (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00000001ac7f7838 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00000001ac7f770c (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00000001ac7f76d0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00000001ac7f7ce0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00000001ac7f8390 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00000001ac7f7684 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00000001ac7f8190 (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00000001ac7f7350 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00000001ac7f79f0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00000001ac7f7fc4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00000001ac7f80b4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00000001ac7f7cfc (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00000001ac7f7e08 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00000001ac7f8374 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00000001ac7f8358 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00000001ac7f833c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00000001ac7f8320 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00000001ac7f7914 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00000001ac7f7ee4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00000001ac7f8308 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00000001ac7f82f0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00000001ac7f8214 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00000001ac7f7c00 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00000001ac7f7af8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00000001ac7fc718 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00000001ac7fc2c8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00000001ac7fc4d8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00000001ac7fc1f8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00000001ac7fc128 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00000001ac7fc5f8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00000001ac7edc94 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00000001ac7edc4c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00000001ac7edc54 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00000001ac7edc6c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00000001ac7edc48 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00000001ac7edc5c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00000001ac7edaf8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00000001ac7ed66c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001ac7ed8f0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00000001ac7ed7c0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001ac7ed650 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00000001ac7edc74 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00000001ac7ed8dc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00000001ac7edc8c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00000001ac7edc84 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00000001ac7edbf8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00000001ac7edc7c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00000001ac7edc64 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00000001ac7ece78 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00000001ac7ecbb8 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00000001ac7ecab0 (__TEXT,__text) non-external -[SPMalwareSampling init]
00000001ac7ecc04 (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00000001ac7ecd04 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00000001ac7f0b80 (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00000001ac7f0930 (__TEXT,__text) non-external -[SPMetrics dealloc]
00000001ac7f087c (__TEXT,__text) non-external -[SPMetrics init]
00000001ac7f097c (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00000001ac7f0a78 (__TEXT,__text) non-external -[SPMetrics reportMalwareBlock:path:error:]
00000001ac8027a0 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00000001ac802798 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00000001ac802790 (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00000001ac802460 (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00000001ac8024f0 (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00000001ac802788 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00000001ac8023e0 (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00000001ac8022b0 (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00000001ac802394 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00000001ac80217c (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00000001ac80205c (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00000001ac801e78 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00000001ac802134 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00000001ac802218 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00000001ac8022b8 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00000001ac80239c (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00000001ac802220 (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00000001ac802350 (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00000001ac802304 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00000001ac8021d4 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00000001ac80226c (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00000001ac802348 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00000001ac8022fc (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00000001ac8021cc (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00000001ac802264 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00000001ac7f0838 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00000001ac7f0438 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00000001ac7f072c (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00000001ac7f063c (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00000001ac7f0484 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00000001ac7f081c (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00000001ac7f0574 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00000001ac7f02c4 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00000001ac7ed2b8 (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00000001ac7ed0f4 (__TEXT,__text) non-external -[SPSamplingTasking description]
00000001ac7ed040 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00000001ac7ed1d4 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00000001ac7ecec4 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00000001ac7ed188 (__TEXT,__text) non-external -[SPSamplingTasking name]
00000001ac7ed26c (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00000001ac7ed0f0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00000001ac7ed220 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00000001ac7ed1dc (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00000001ac7ed190 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00000001ac7ed274 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00000001ac7ed228 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00000001ac7ed144 (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00000001ac7ed13c (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00000001ac7ef08c (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00000001ac7ef040 (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00000001ac7ef028 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00000001ac7eef8c (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00000001ac7ef048 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00000001ac7ed60c (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00000001ac7ed3e4 (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00000001ac7ed430 (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00000001ac7ed320 (__TEXT,__text) non-external -[SPScriptScanner init]
00000001ac7ee474 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00000001ac7ee458 (__TEXT,__text) non-external -[StagedBundleData access:]
00000001ac7ee46c (__TEXT,__text) non-external -[StagedBundleData bundle]
00000001ac7edf74 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00000001ac7edcfc (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00000001ac7ee464 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00000001ac7ec398 (__TEXT,__text) non-external -[TrackingAttributes description]
00000001ac7ec408 (__TEXT,__text) non-external -[TrackingAttributes flags]
00000001ac7ec3f8 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00000001ac7ec268 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00000001ac7ec39c (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00000001ac7ec328 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00000001ac7ec410 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00000001ac7ec400 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00000001ac80a934 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ac80aa48 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ac80ab1c (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001ac80a9f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00000001ac80a998 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00000001ac80aa78 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00000001ac80aa20 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00000001ac80a954 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001ac80ab2c (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001ac80a9a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00000001ac80ab08 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00000001ac803774 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00000001ac803588 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001ea856ee8 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00000001ac7fd9fc (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
