00000001cb9f3880 (__TEXT,__text) non-external +[Cube initialize]
00000001cb82bc24 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00000001cb82cd3c (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00000001cb82ceb8 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00000001cb82ce74 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00000001cb82d42c (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00000001cb82f01c (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00000001cb82e538 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00000001cb82cd84 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00000001cb82ce2c (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00000001cb82e8d4 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00000001cb82e1e8 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00000001cb82efd4 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00000001cb8300a4 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00000001cb830038 (__TEXT,__text) non-external +[MPClusterController sharedController]
00000001cb7f74e4 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00000001cb7f74dc (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00000001cb836580 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00000001cb836514 (__TEXT,__text) non-external +[MPCropController sharedController]
00000001cb83bff0 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00000001cb83bedc (__TEXT,__text) non-external +[MPDocument initialize]
00000001cb83c040 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00000001cb83bdfc (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00000001cb8432b4 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00000001cb83c02c (__TEXT,__text) non-external +[MPDocument readableTypes]
00000001cb83bfe8 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00000001cb83bcb0 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00000001cb83bcc8 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00000001cb843238 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00000001cb83c018 (__TEXT,__text) non-external +[MPDocument writableTypes]
00000001cb843338 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00000001cb843388 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00000001cb8433c4 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00000001cb843408 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00000001cb84344c (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00000001cb843330 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00000001cb84bc14 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00000001cb84bc3c (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00000001cb84bf54 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00000001cb84fc38 (__TEXT,__text) non-external +[MPEffectManager initialize]
00000001cb84fce4 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00000001cb84fc70 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00000001cb852cc4 (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00000001cb8539d0 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00000001cb853d0c (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00000001cb853ed8 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00000001cb8537b0 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00000001cb853774 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00000001cb853788 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00000001cb85379c (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00000001cb854004 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00000001cb853ffc (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00000001cb855cb0 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00000001cb855c3c (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00000001cb856a68 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00000001cb85732c (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00000001cb857324 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00000001cb857cb8 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00000001cb857c44 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00000001cb858390 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00000001cb7f8950 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00000001cb7f8948 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00000001cb858fd0 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00000001cb859058 (__TEXT,__text) non-external +[MPLayer effectLayer]
00000001cb858ff8 (__TEXT,__text) non-external +[MPLayer layer]
00000001cb859028 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00000001cb859088 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00000001cb85dc98 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00000001cb85dcd4 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00000001cb85dd18 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00000001cb85dd5c (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00000001cb862a7c (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00000001cb862af4 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00000001cb86c400 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00000001cb86fb68 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00000001cb86fb40 (__TEXT,__text) non-external +[MPSlide slide]
00000001cb86fb38 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00000001cb874f8c (__TEXT,__text) non-external +[MPSong songWithPath:]
00000001cb874f50 (__TEXT,__text) non-external +[MPSong songWithURL:]
00000001cb874f28 (__TEXT,__text) non-external +[MPSong song]
00000001cb874f20 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00000001cb8761e4 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00000001cb876170 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00000001cb7f850c (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00000001cb7f8504 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00000001cb876ef4 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00000001cb7e7154 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00000001cb878754 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00000001cb87a07c (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00000001cb87a084 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00000001cb87bc6c (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00000001cb87bc30 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00000001cb7f8d3c (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00000001cb7f8d44 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00000001cb87d2c8 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00000001cb87d254 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00000001cb87ddf0 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00000001cb8818d0 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00000001cb88364c (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00000001cb88145c (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00000001cb881504 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00000001cb880f4c (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00000001cb88053c (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00000001cb87ffe0 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00000001cb880784 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00000001cb8812dc (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00000001cb88139c (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00000001cb8837bc (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00000001cb882308 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00000001cb88263c (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00000001cb8825b8 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00000001cb883218 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00000001cb883108 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00000001cb8832e4 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00000001cb88327c (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00000001cb880af4 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00000001cb880a38 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00000001cb880dc0 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00000001cb882ffc (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00000001cb882b1c (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00000001cb882a70 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00000001cb881de8 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00000001cb882f50 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00000001cb882500 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00000001cb882cd4 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00000001cb87fda4 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00000001cb87fea4 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00000001cb883f40 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00000001cb88402c (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00000001cb884254 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00000001cb8842e8 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00000001cb8848e8 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00000001cb883ef4 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00000001cb883e80 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00000001cb8846a0 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00000001cb884a7c (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00000001cb884c28 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00000001cb884378 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00000001cb8844ac (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00000001cb883af8 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00000001cb8842d8 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00000001cb884cc0 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00000001cb884678 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00000001cb884374 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00000001cb884200 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00000001cb883eb4 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00000001cb883e18 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00000001cb7fe2ec (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00000001cb7fdc2c (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00000001cb7fde0c (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00000001cb7fdc84 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00000001cb7fdd70 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00000001cb7fdc34 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00000001cb7fdd38 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00000001cb7fe3e8 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00000001cb88792c (__TEXT,__text) non-external +[MRAnimationManager initialize]
00000001cb88799c (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00000001cb887990 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00000001cb9fc544 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00000001cb88e070 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00000001cb88e078 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00000001cb88e230 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00000001cb88e628 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00000001cb88e238 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00000001cb88e3f0 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00000001cb8902cc (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cb8902d4 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00000001cb8902c4 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00000001cb88fe10 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00000001cb890d88 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001cb890d90 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001cb9b0c7c (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cb9b0c74 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00000001cb9b3ce8 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001cb9b3cf0 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001cb9d8d70 (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00000001cb9d8744 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cb9d873c (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00000001cb9d7a60 (__TEXT,__text) non-external +[MREffectDateline initialize]
00000001cb9d8814 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00000001cb9d8b0c (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00000001cb9ac7bc (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cb9ac7b4 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00000001cb9ac3bc (__TEXT,__text) non-external +[MREffectFlipup initialize]
00000001cb9e67ec (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cb9e5958 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00000001cb9e5960 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00000001cb9e5968 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00000001cb9d4654 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
