                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _NSURLSessionTaskPriorityDefault (from Foundation)
                 (undefined) external _OBJC_CLASS_$_BMStoreConfig (from BiomeStorage)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOutputStream (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
0000000298b4a518 (__DATA_DIRTY,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC20PegasusConfiguration14ConfigInternal
00000002600d29fa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration25ResourceAccessNetworkSpanC
00000002600d2f06 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration26KnownAggregationRecipeNameO
00000002600d2eea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration28KnownAggregationRecipeClientO
00000002600d2ef8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration31KnownAggregationProcessBundleIdO
00000002600d2648 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration31ShouldThrottleConfigFetchResultO
00000002600d3042 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration33PrimaryPersonaContainerPathLookupV
00000002600d2642 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration37ShouldThrottleConfigFetchResultReasonO
00000002600d2926 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration6ClientV
00000002600d2784 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration6LockerC
00000002600d277a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration9Container33_D758D9336EA834F15B14E3FC78D6A6C8LLC
00000002600d3028 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration9RequestorO
00000002600d26fa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration9UserAgentV
00000002600d27bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So16os_unfair_lock_sV
00000002600d27dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So18BMStreamIdentifiera
00000002600d27c2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ s6UInt32V
00000002600d35bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____11errorNumber_t s5Int32V
00000002600d2c88 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____3key_yp5valuet s11AnyHashableV
00000002600d264e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____6reason_t 20PegasusConfiguration37ShouldThrottleConfigFetchResultReasonO
00000002600d2904 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation10URLRequestV
00000002600d2e92 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation12URLQueryItemV
00000002600d288a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation13URLComponentsV
00000002600d2620 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation3URLV
00000002600d2ca4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation4DateV
00000002600d2c9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation4UUIDV
00000002600d330c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation6LocaleV
00000002600d2eb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation6LocaleV6RegionV
00000002600d353e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation8CalendarV
00000002600d3536 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation8TimeZoneV
00000002600d34da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 20PegasusConfiguration25ResourceAccessNetworkSpanC
00000002600d2d2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 20PegasusConfiguration9UserAgentV
00000002600d28d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 2os12OSSignpostIDV
00000002600d27aa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 2os23OSSignpostIntervalStateC
00000002600d382e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s12StaticStringV
00000002600d2a00 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s6UInt64V
00000002600d28e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 20PegasusConfiguration0A16ConfigControllerC
00000002600d3806 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 20PegasusConfiguration15ActivityMonitorC
00000002600d2f8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 20PegasusConfiguration15TaskCoordinatorC
00000002600d2834 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 20PegasusConfiguration20ConfigTaskController33_D758D9336EA834F15B14E3FC78D6A6C8LLC
00000002600d2c02 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 20PegasusConfiguration20URLSessionDataSource33_EEAC374B6C6B78E84C914C3750C38BD0LLC
00000002600d28f0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 20PegasusConfiguration0A16ConfigControllerC
00000002600d2f98 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 20PegasusConfiguration15TaskCoordinatorC
00000002600d2846 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 20PegasusConfiguration20ConfigTaskController33_D758D9336EA834F15B14E3FC78D6A6C8LLC
00000002600d2c30 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 20PegasusConfiguration20URLSessionDataSource33_EEAC374B6C6B78E84C914C3750C38BD0LLC
00000002600d2e86 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg_ABt 10Foundation12URLQueryItemV
00000002600d2628 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg_ABt 10Foundation3URLV
00000002600d2854 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg______pIeghHozo_ 20PegasusConfiguration12ConfigResultV s5ErrorP
00000002600d286c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ___________pIeghHozo_ 20PegasusConfiguration12ConfigResultV s5ErrorP
00000002600d2e30 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration0A26ConfigContainerURLResolverP
00000002600d32cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration11NetworkTaskP
00000002600d345c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration12SpanProtocolP
00000002600d26f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration13ConfigFactoryP
00000002600d26ae (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration15ContextProtocolP
00000002600d2d32 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration16ConfigControllerP
00000002600d269e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration21NetworkRequestFactoryP
00000002600d26a6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration24URLDataSourceConvertibleP
00000002600d38b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration25NetworkAuthTokenProvidingP
00000002600d3884 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration25__CrashSimulationActivityP
00000002600d27d4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 20PegasusConfiguration6ConfigP
00000002600d2882 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s5ErrorP
00000002600d37d4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s7CVarArgP
00000002600d29b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p8original______7outcomet s5ErrorP 20PegasusConfiguration21ResourceAccessOutcomeO
00000002600d2e38 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 20PegasusConfiguration0A26ConfigContainerURLResolverP
00000002600d2cfa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 20PegasusConfiguration15ContextProtocolP
00000002600d2d04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 20PegasusConfiguration24URLDataSourceConvertibleP
00000002600d2d20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 20PegasusConfiguration25NetworkAuthTokenProvidingP
00000002600d388c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 20PegasusConfiguration25__CrashSimulationActivityP
00000002600d32ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg So14OS_nw_activityP
00000002600d387a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg So17OS_os_transactionP
00000002600d2a56 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg s5ErrorP
00000002600d37dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg s7CVarArgP
00000002600d2712 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 20PegasusConfiguration0A14ConfigDelegateP
00000002600d3424 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 20PegasusConfiguration12SpanProtocolP
00000002600d3406 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 20PegasusConfiguration23ActivityMonitorDelegateP
00000002600d2cce (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yS2SG s17_NativeDictionaryV
00000002600d362a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSG s11_SetStorageC
00000002600d2e9a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSG s23_ContiguousArrayStorageC
00000002600d3048 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSg_____G s13ManagedBufferCsRi__rlE So16os_unfair_lock_sV
00000002600d2cb8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSo8NSObjectCG s17_NativeDictionaryV
00000002600d296a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSo8NSObjectCG s18_DictionaryStorageC
00000002600d3502 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_So8NSNumberCtG s23_ContiguousArrayStorageC
00000002600d32f4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_So8NSObjectCtG s23_ContiguousArrayStorageC
00000002600d2cda (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_____G s17_NativeDictionaryV 10Foundation12URLQueryItemV
00000002600d2cea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_____G s17_NativeDictionaryV 20PegasusConfiguration15ActivityMonitorC13WeakReferenceC
00000002600d28d8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_yptG s23_ContiguousArrayStorageC
00000002600d2cac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSypG s17_NativeDictionaryV
00000002600d299a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSypG s18_DictionaryStorageC
00000002600d2ec0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yScCySb_____GG s23_ContiguousArrayStorageC s5NeverO
00000002600d30e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySi______tG s23_ContiguousArrayStorageC 21InternalSwiftProtobuf8_NameMapV0G11DescriptionO
00000002600d2e6a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySnySiGG s23_ContiguousArrayStorageC
00000002600d2c0c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo20NSURLSessionDataTaskCSgG 2os21OSAllocatedUnfairLockV
00000002600d2bda (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo20NSURLSessionDataTaskCSg_____G s13ManagedBufferCsRi__rlE So16os_unfair_lock_sV
00000002600d2b90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo34NSURLSessionTaskTransactionMetricsCSgG 15Synchronization5MutexVAARi_zrlE
00000002600d3464 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySsG s23_ContiguousArrayStorageC
00000002600d35d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySs_Ss7userdirtG 17_StringProcessing5RegexV
00000002600d3612 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySs_Ss7userdirt_G 17_StringProcessing5RegexV5MatchV
00000002600d35e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySs_Ss7userdirt_GSg 17_StringProcessing5RegexV5MatchV
00000002600d29ec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 20PegasusConfiguration11NetworkSpanC AA08ResourceC8ActivityV
00000002600d34c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 20PegasusConfiguration12ActivitySpanC AA014ResourceAccessC0O
00000002600d3664 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 20PegasusConfiguration12ActivitySpanC AA09DiskWriteC0O
00000002600d28a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 20PegasusConfiguration13DiskWriteSpanC AA05BasicC16OperationMetricsV
00000002600d2f50 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 2os21OSAllocatedUnfairLockV 20PegasusConfiguration15TaskCoordinatorC5State33_3A4A10173630CF733A77E96DD0593E7ALLV
00000002600d2796 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 2os21OSAllocatedUnfairLockV 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC5StateC
00000002600d37e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s11_SetStorageC 10Foundation8CalendarV9ComponentO
00000002600d36e0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s11_SetStorageC 20PegasusConfiguration24FeedbackStreamDescriptorO
00000002600d3528 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLO
00000002600d351a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedEncodingContainerV 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLO
00000002600d2e78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 10Foundation12URLQueryItemV
00000002600d295c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 10Foundation8CalendarV9ComponentO
00000002600d346e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 20PegasusConfiguration11SessionTypeO
00000002600d347c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 20PegasusConfiguration24FeedbackStreamDescriptorO
00000002600d2ae0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
00000002600d2916 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SgG 20PegasusConfiguration14AtomicPropertyC AA25ResourceAccessNetworkSpanC
00000002600d36a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV AA014ResourceAccessC0O
00000002600d3694 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV AA015ResourceNetworkC0V
00000002600d3686 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV AA09DiskWriteC0O
00000002600d2fa6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G s13ManagedBufferCsRi__rlE 20PegasusConfiguration15TaskCoordinatorC5State33_3A4A10173630CF733A77E96DD0593E7ALLV So16os_unfair_lock_sV
00000002600d2d0e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G s13ManagedBufferCsRi__rlE 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC5StateC So16os_unfair_lock_sV
00000002600d305a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G s17_NativeDictionaryV 20PegasusConfiguration24FeedbackStreamDescriptorO AC05BiomeF6ConfigV
00000002600d273e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG 20PegasusConfiguration9Container33_D758D9336EA834F15B14E3FC78D6A6C8LLC AA6ConfigP
00000002600d344c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC 20PegasusConfiguration12SpanProtocolP
00000002600d2892 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC s7CVarArgP
00000002600d2d3a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______p______pGIeghg_Sg s6ResultOsRi_zRi0_zrlE 20PegasusConfiguration6ConfigP s5ErrorP
00000002600d28c0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____ypG s17_NativeDictionaryV s11AnyHashableV
00000002600d2936 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____ypG s18_DictionaryStorageC s11AnyHashableV
00000002600d2ffc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____yxGG 20PegasusConfiguration12ActivitySpanC AA016LifetimeTrackingC0O
00000002600d32bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 20PegasusConfiguration12ActivitySpanC
00000002600d3810 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_G 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV
00000002600d348a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yypG s23_ContiguousArrayStorageC
00000002600d268a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
00000002600d2780 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xSg
00000002600d2b70 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ySo20NSURLSessionDataTaskCYbcSg
00000002600d37c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yXlSg
00000002600d37cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yXlSgm
00000002600d2634 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypSg
00000002600d2e16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ytIeAgHr_
00000002600d278a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yxSg_AAtcSg
00000002600cfad0 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration0A15ConfigPathErrorO
00000002600cdf78 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration0A16ConfigFetchErrorO
00000002600d1f78 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration11SessionTypeO
00000002600cdbf8 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration12ConfigResultV
00000002600cf678 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration15TaskCoordinatorC5State33_3A4A10173630CF733A77E96DD0593E7ALLV
00000002600ce6c0 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration17BiomeStreamConfigV
00000002600d1088 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration18DataVaultPathErrorO
00000002600d2488 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration19ActivityDescriptionRzlAA0C4SpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLVyx_G
00000002600cfbb8 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration19FeedbackStoreConfigV
00000002600d01c0 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration19FeedbackStreamErrorO
00000002600ce580 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration19URLDataSourceOutputV
00000002600ce100 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration23ResourceNetworkActivityV
00000002600d2228 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration24DataWarehouseConfigErrorO
00000002600d1398 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration25BasicDiskOperationMetricsV
00000002600d1d50 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration6ClientV
00000002600cfa20 (__TEXT,__const) non-external _type_layout_string 20PegasusConfiguration9UserAgentV
00000002600cdc28 (__TEXT,__const) non-external _type_layout_string So16os_unfair_lock_sV
00000002600cdbb8 (__TEXT,__const) non-external _type_layout_string So18BMStreamIdentifiera
                 (undefined) external _xpc_string_create (from libSystem)
