00007ffa1e8ece3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8edf0e (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1e8f7942 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1e8f8772 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1e8f9a80 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1e8d6cb0 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1e8d6cf9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1e8fb4fc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e8fb51f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e8fb542 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e8fb565 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e8fb588 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e8fb5ab (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e8f9b3a (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e8f9b8e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e8fa15c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e8edeba (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e8f1e9f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e8dada5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1e8d38f0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e8ef7fa (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e8f1e13 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e8defe8 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e8df66d (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e8fc55b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e8fc57e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e8df6ad (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e8fc5a1 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e8fc5c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e8fc5e7 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e8fc60a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e8fa1b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43ab94a0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e8e9777 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43ab9490 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e8efc58 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e8f1dcd (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e8deee4 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e8deaed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1e8d6f4f (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e8fb5ce (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e8fb5f1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e8e0d85 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e8fd9c0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e8f1250 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e8f1e59 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e8df0c2 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa43ab9480 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e902048 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e8de4be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e8f707e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e901680 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e8de539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e8dedf0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e8fc3da (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e8fc3fd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e8fc420 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e8fa294 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e900fa0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e9026f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e900e48 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e901250 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e901a88 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e901c38 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e9021a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1e8d3fc2 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e8eda68 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1e8d8352 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e8fdfb8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e8ffe00 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e9010f8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e8dea26 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e8de730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e8fc34e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e8ee9aa (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e8f0ab8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e8ff338 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e8de68b (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e8feb98 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e8ff168 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e900c78 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e901500 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e8e1ba9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e8fc768 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e8fc78b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e8fc7ae (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e8fc7d1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1e8d8b6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e8fe350 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e900728 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e900a88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e9013a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e9017d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e901930 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e901d90 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e8debff (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e8fe118 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43ab9484 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e8ff8e0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e8fe7a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e8ff5f8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e901ef0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e8fe9a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e8ff488 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e8fefb8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e8ff768 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e8f6134 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e8ddc30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e8fc29f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e8fc2c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e8fc2e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e9004a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e902460 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e8f86a5 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e8fde60 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e8f6922 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e8fe5e0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e8fedb0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e8fd580 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e8fd550 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e8faa94 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e900040 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e9008a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e900290 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e9025a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1e8d4874 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e8fd300 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e8fd440 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e8fd5a1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e8fd4b0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e8ec799 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e8ecb36 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e8fd520 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1e8d621b (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e8fb1b4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e8fa1f8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1e8d4d88 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e8fd5c0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43ab9080 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1e8d4bf4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e8fd5b0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e8e9f74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e8ea128 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e8e9c02 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e8e9838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e8e9920 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e8e9620 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e8e9e4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e8dc9fe (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e8f0620 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8dcc30 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e8f098c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e8dca9c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e8f0870 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f074c (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dcaea (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e8dc982 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e8fc083 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e8f0a22 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e8f05ac (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8dcba2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e8dc8e6 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e8dc89e (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e8dca4e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e8dc804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e8dca70 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e8dcc5c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e8f0512 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e8dcbf0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e8dcb46 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e8f051c (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e8da62c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e8f1ba8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e8f1d30 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e8da68c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e8da648 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e8fbe30 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e8f1b2e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e8da63a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e8da6cc (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e8f1b64 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e8dc6c6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e8f8fd8 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8dc792 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e8f9344 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e8f9228 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f9104 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dc716 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e8fc060 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e8f93da (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e8f8f64 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8dc79e (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa1e8dc590 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa1e8dc548 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1e8dc7d6 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00007ffa1e8dc620 (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e8f8eca (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00007ffa1e8f8ed4 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00007ffa1e8ee2b6 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ee6e0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007ffa1e8ee0f2 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ee400 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ee5be (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ee852 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8ee77c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007ffa1e8ee8a4 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007ffa1e8ee90e (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007ffa1e8da83e (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007ffa1e8da7fe (__TEXT,__text) external __ZN12IODMACommand4initEv
00007ffa1e8edfce (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007ffa1e8edf54 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007ffa1e8edf8a (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007ffa1e8dafea (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e8f7cae (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f8290 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
