00007ff843ad7718 (__DATA,__data) non-external _C
00007ff801d9cb0f (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff843ad9300 (__DATA,__bss) non-external _new_categories
00007ff801db57c9 (__TEXT,__text) external _new_printf_comp
00007ff801da4f08 (__TEXT,__text) external _new_printf_domain
00007ff801d86360 (__TEXT,__text) external _newlocale
00007ff8438d4f00 (__DATA_DIRTY,__data) non-external _next
00007ff801dc32a1 (__TEXT,__text) non-external _nextcomp
00007ff843ad9180 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff843ad91a0 (__DATA,__bss) non-external _nextcomp.state
00007ff801dcb6cc (__TEXT,__text) external _nextwctype
00007ff801dcb591 (__TEXT,__text) external _nextwctype_l
00007ff801def634 (__TEXT,__text) external _nftw
00007ff801daf878 (__TEXT,__text) external _nftw$INODE64
00007ff801dc56cc (__TEXT,__text) external _nice
00007ff801da80c4 (__TEXT,__text) external _nl_langinfo
00007ff801da80ec (__TEXT,__text) external _nl_langinfo_l
00007ff843ad92f8 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff801df48a0 (__TEXT,__const) non-external _noarg
00007ff801df42f8 (__TEXT,__const) non-external _nogrouping
00007ff843ad7b24 (__DATA,__data) non-external _nonopt_end
00007ff843ad7b28 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff801d79474 (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff801d7a98e (__TEXT,__text) non-external _notify_register_tz
00007ff801df4690 (__TEXT,__const) non-external _notify_tz_name
00007ff801dc574c (__TEXT,__text) external _nrand48
00007ff801db8f5d (__TEXT,__text) non-external _nroot
00007ff843ad7900 (__DATA,__data) non-external _numempty
00007ff843ad7968 (__DATA,__data) non-external _numempty
00007ff801df3eb0 (__TEXT,__const) non-external _nv
00007ff801dc7ea7 (__TEXT,__text) external _nvis
00007ff801ddc2e5 (__TEXT,__text) external _offtime
00007ff840082b40 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff801dcdeaa (__TEXT,__text) external _open_memstream
00007ff801db4bbe (__TEXT,__text) external _open_with_subsystem
00007ff801ddbe4f (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff801db615f (__TEXT,__text) external _opendev
00007ff801db6331 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff843ad7730 (__DATA,__data) non-external _opendev_namebuf_once
00007ff801dedfe0 (__TEXT,__text) external _opendir
00007ff801d76eff (__TEXT,__text) external _opendir$INODE64
00007ff801dc59f4 (__TEXT,__text) non-external _opendir_compar
00007ff801dee330 (__TEXT,__text) non-external _opendir_compar
00007ff801d98692 (__TEXT,__text) external _openpty
00007ff801da90a0 (__TEXT,__text) external _openx_np
00007ff843ad98e8 (__DATA,__common) external _optarg
00007ff843ad7b10 (__DATA,__data) external _opterr
00007ff8438d4efc (__DATA_DIRTY,__data) external _optind
00007ff843ad98e4 (__DATA,__common) external _optopt
00007ff843ad98e0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_pack_send_and_compose (from libsystem_trace)
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff801dac638 (__TEXT,__text) non-external _overflow
00007ff8438d4ff0 (__DATA_DIRTY,__bss) non-external _p5s
00007ff801df4400 (__TEXT,__const) non-external _padchar
00007ff843ad8a4a (__DATA,__bss) non-external _parse_error
00007ff801da25d6 (__TEXT,__text) non-external _parse_long_options
00007ff843ad8a48 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff801ded2b9 (__TEXT,__text) external _pause
00007ff801dc5a0c (__TEXT,__text) external _pause$NOCANCEL
00007ff801dc5d79 (__TEXT,__text) external _pclose
00007ff801dad7f3 (__TEXT,__text) non-external _permute
00007ff801ddefd8 (__TEXT,__text) non-external _permute_args
00007ff801df121f (__TEXT,__text) external _perror
00007ff843ad91e0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff843ad7b30 (__DATA,__data) non-external _place
00007ff801dc5a31 (__TEXT,__text) external _popen
00007ff801ded540 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff801ddc390 (__TEXT,__text) external _posix2time
00007ff801d987cf (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff801da7630 (__TEXT,__text) external _posix_spawnp
00007ff801df2ee0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff801df2c30 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff801df2800 (__TEXT,__const) non-external _powersOf10_Float
00007ff801df25c0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff801da2c68 (__TEXT,__text) external _printf
00007ff843ad9820 (__DATA,__bss) non-external _printf_info_queue
00007ff801dd3e7d (__TEXT,__text) external _printf_l
00007ff801dc3040 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff801dc5e63 (__TEXT,__text) external _psignal
00007ff801de35b5 (__TEXT,__text) external _psort
00007ff801de40cd (__TEXT,__text) external _psort_b
00007ff801da2deb (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff801de2e76 (__TEXT,__text) external _ptsname
00007ff801df17a6 (__TEXT,__text) non-external _ptsname.cold.1
00007ff801df17c1 (__TEXT,__text) non-external _ptsname.cold.2
00007ff801defebb (__TEXT,__text) non-external _ptsname.cold.3
00007ff843ad97e0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff843ad97d8 (__DATA,__bss) non-external _ptsname_once
00007ff801de2ef9 (__TEXT,__text) non-external _ptsname_once_init
00007ff801df17c1 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff801d98811 (__TEXT,__text) external _ptsname_r
00007ff801da7960 (__TEXT,__text) external _putc
00007ff801dd3f2a (__TEXT,__text) external _putc_unlocked
00007ff801da2d34 (__TEXT,__text) external _putchar
00007ff801dd3f5e (__TEXT,__text) external _putchar_unlocked
00007ff801ddf5b4 (__TEXT,__text) external _putenv
00007ff801dbdf29 (__TEXT,__text) non-external _putpair
00007ff801da2332 (__TEXT,__text) external _puts
00007ff801de84d8 (__TEXT,__text) external _pututxline
00007ff801dd3f9c (__TEXT,__text) external _putw
00007ff801dd3ffe (__TEXT,__text) external _putwc
00007ff801dd4026 (__TEXT,__text) external _putwc_l
00007ff801dd4030 (__TEXT,__text) external _putwchar
00007ff801dd4062 (__TEXT,__text) external _putwchar_l
00007ff843ad8b80 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff801d7ef17 (__TEXT,__text) external _qsort
00007ff801d7fc9f (__TEXT,__text) external _qsort_b
00007ff801d7fcad (__TEXT,__text) external _qsort_r
00007ff801db34ea (__TEXT,__text) external _querylocale
00007ff801df38a0 (__TEXT,__const) non-external _querylocale_mapping
00007ff801de7a02 (__TEXT,__text) external _quick_exit
00007ff801de0311 (__TEXT,__text) non-external _r_sort_a
00007ff843ad97ac (__DATA,__bss) non-external _r_sort_a.bmin
00007ff843ad97a0 (__DATA,__bss) non-external _r_sort_a.count
00007ff843ad97a8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff843ad97b0 (__DATA,__bss) non-external _r_sort_a_count
00007ff801de1524 (__TEXT,__text) non-external _r_sort_b
00007ff843ad97cc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff843ad97c0 (__DATA,__bss) non-external _r_sort_b.count
00007ff843ad97c8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff843ad97b8 (__DATA,__bss) non-external _r_sort_b_count
00007ff801de1901 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff843ad7b40 (__DATA,__data) non-external _r_sort_count_control
00007ff801ddf650 (__TEXT,__text) external _radixsort
00007ff801db6112 (__TEXT,__text) external _raise
00007ff801d8275d (__TEXT,__text) external _rand
00007ff843ad7b5c (__DATA,__data) non-external _rand_deg
00007ff801d89959 (__TEXT,__text) external _rand_r
00007ff843ad7b60 (__DATA,__data) non-external _rand_sep
00007ff843ad7b58 (__DATA,__data) non-external _rand_type
00007ff801d80fb1 (__TEXT,__text) external _random
00007ff8438d4f10 (__DATA_DIRTY,__data) non-external _randtbl
00007ff801dc3302 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff801db4a8a (__TEXT,__text) non-external _raosnprintf
00007ff801de980f (__TEXT,__text) external _rb_tree_count
00007ff801d9e90e (__TEXT,__text) external _rb_tree_find_node
00007ff801de96b9 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff801de972a (__TEXT,__text) external _rb_tree_find_node_leq
00007ff801d9e8f4 (__TEXT,__text) external _rb_tree_init
00007ff801d9e96b (__TEXT,__text) external _rb_tree_insert_node
00007ff801de979b (__TEXT,__text) external _rb_tree_iterate
00007ff801de9822 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff801da8e35 (__TEXT,__text) external _rb_tree_remove_node
00007ff801d9eb32 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff801df38f0 (__TEXT,__const) non-external _rcsid
00007ff801df3960 (__TEXT,__const) non-external _rcsid
00007ff801df39b0 (__TEXT,__const) non-external _rcsid
00007ff801df3ac0 (__TEXT,__const) non-external _rcsid
00007ff801df49e0 (__TEXT,__const) non-external _rcsid
00007ff801df4acc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff801dee483 (__TEXT,__text) external _readdir
00007ff801d78899 (__TEXT,__text) external _readdir$INODE64
00007ff801dee4b9 (__TEXT,__text) external _readdir_r
00007ff801d95940 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff801dc5ef3 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff801de1bd0 (__TEXT,__text) external _realpath
00007ff801d85490 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8438d6854 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8438d6858 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff843ad97d0 (__DATA,__bss) non-external _realpath.rootdev
00007ff843ad97d4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff801dbf72f (__TEXT,__text) non-external _rec_rdelete
00007ff801df4850 (__TEXT,__const) non-external _recargchar
00007ff801df48d0 (__TEXT,__const) non-external _recargstring
00007ff801d8523e (__TEXT,__text) external _recv
00007ff801d8521e (__TEXT,__text) external _recv$NOCANCEL
00007ff801d8b73b (__TEXT,__text) external _regcomp
00007ff801d8b763 (__TEXT,__text) external _regcomp_l
00007ff801df1419 (__TEXT,__text) external _regerror
00007ff801d91249 (__TEXT,__text) external _regexec
00007ff801d957f3 (__TEXT,__text) external _regfree
00007ff801da50c1 (__TEXT,__text) external _register_printf_domain_function
00007ff801db59cf (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff801db5ab0 (__TEXT,__text) external _register_printf_domain_render_std
00007ff801de994d (__TEXT,__text) external _regncomp
00007ff801d8b7be (__TEXT,__text) external _regncomp_l
00007ff801d91263 (__TEXT,__text) external _regnexec
00007ff801de9a20 (__TEXT,__text) external _regwcomp
00007ff801de99cc (__TEXT,__text) external _regwcomp_l
00007ff801de9aa6 (__TEXT,__text) external _regwexec
00007ff801de99a4 (__TEXT,__text) external _regwncomp
00007ff801de9975 (__TEXT,__text) external _regwncomp_l
00007ff801de9a72 (__TEXT,__text) external _regwnexec
00007ff801d9d7a6 (__TEXT,__text) external _remove
00007ff801de2330 (__TEXT,__text) external _remque
00007ff8400837d0 (__DATA_CONST,__const) non-external _rerrs
00007ff801d87767 (__TEXT,__text) external _rewind
00007ff801dee55d (__TEXT,__text) external _rewinddir
00007ff801d9e76f (__TEXT,__text) external _rewinddir$INODE64
00007ff801d87d5b (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8438d4ff8 (__DATA_DIRTY,__bss) non-external _rng
00007ff801dd2288 (__TEXT,__text) external _rpmatch
00007ff843ad7b70 (__DATA,__data) non-external _rptr
00007ff801da205c (__TEXT,__text) non-external _sappend
00007ff843ad93e0 (__DATA,__bss) non-external _saved_categories
00007ff801da9f10 (__TEXT,__text) external _sbrk
00007ff843ad8958 (__DATA,__bss) non-external _sbrk_curbrk
00007ff843ad8950 (__DATA,__bss) non-external _sbrk_needs_init
00007ff843ad75f0 (__DATA,__data) non-external _sbrk_region_size
00007ff801dee5c0 (__TEXT,__text) external _scandir
00007ff801d899ab (__TEXT,__text) external _scandir$INODE64
00007ff801def6f5 (__TEXT,__text) external _scandir_b
00007ff801de5612 (__TEXT,__text) external _scandir_b$INODE64
00007ff801dd40af (__TEXT,__text) external _scanf
00007ff801dd41a2 (__TEXT,__text) external _scanf_l
00007ff801df3e50 (__TEXT,__const) non-external _sccsid
00007ff801df3e80 (__TEXT,__const) non-external _sccsid
00007ff801dc6552 (__TEXT,__text) external _seed48
00007ff843ad9298 (__DATA,__bss) non-external _seed48.sseed
00007ff801dee7c1 (__TEXT,__text) external _seekdir
00007ff801dc65b9 (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff801d8522e (__TEXT,__text) external _send
00007ff801d8520e (__TEXT,__text) external _send$NOCANCEL
00007ff801df49a0 (__TEXT,__const) non-external _seps
00007ff843ad8aa8 (__DATA,__bss) non-external _seq
00007ff801db0d2c (__TEXT,__text) non-external _set_asl
00007ff801db1045 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff801dd42a7 (__TEXT,__text) external _setbuf
00007ff801dd42c0 (__TEXT,__text) external _setbuffer
00007ff801d77284 (__TEXT,__text) external _setenv
00007ff801db7569 (__TEXT,__text) external _sethostid
00007ff801dc65f2 (__TEXT,__text) external _sethostname
00007ff801db6f90 (__TEXT,__text) external _setinvalidrune
00007ff843ad916c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff801dcf63b (__TEXT,__text) external _setipv4sourcefilter
00007ff801df1132 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff801dadc20 (__TEXT,__text) external _setkey
00007ff801da2c0f (__TEXT,__text) external _setlinebuf
00007ff801d7b3ba (__TEXT,__text) external _setlocale
00007ff801da8780 (__TEXT,__text) external _setlogin
00007ff801dc675d (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff801db75c6 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff801da2402 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff801db75f1 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff801db7600 (__TEXT,__text) external _setruid
00007ff801dcba3a (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff801dcf89f (__TEXT,__text) external _setsourcefilter
00007ff801de1b1d (__TEXT,__text) external _setstate
00007ff801db6785 (__TEXT,__text) external _settimeofday
00007ff801dae8e4 (__TEXT,__text) external _setttyent
00007ff801d7aac9 (__TEXT,__text) non-external _settzname
00007ff801daf37f (__TEXT,__text) external _setusershell
00007ff801de7b49 (__TEXT,__text) external _setutxent
00007ff801db099e (__TEXT,__text) external _setutxent_wtmp
00007ff801d9ee64 (__TEXT,__text) external _setvbuf
00007ff801dd0978 (__TEXT,__text) non-external _sflush_locked
00007ff801db6ec8 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff843ad9164 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff843ad8b20 (__DATA,__bss) non-external _shells
00007ff801dacc4e (__TEXT,__text) non-external _shiftLeftMP
00007ff801daca30 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff843ad7b00 (__DATA,__data) non-external _sig_init_once
00007ff843ad9778 (__DATA,__bss) non-external _sig_key
00007ff801ddc8f4 (__TEXT,__text) non-external _sig_keycreate
00007ff843ad9770 (__DATA,__bss) non-external _sig_keycreated
00007ff801d95c60 (__TEXT,__text) external _sigaction
00007ff801daf8a8 (__TEXT,__text) external _sigaddset
00007ff801da9c3e (__TEXT,__text) external _sigaltstack
00007ff801da9cee (__TEXT,__text) external _sigblock
00007ff801daf8d8 (__TEXT,__text) external _sigdelset
00007ff801daf88c (__TEXT,__text) external _sigemptyset
00007ff801daf89a (__TEXT,__text) external _sigfillset
00007ff801d9fb3c (__TEXT,__text) external _sighold
00007ff801da9d7e (__TEXT,__text) external _sigignore
00007ff801dc6e81 (__TEXT,__text) external _siginterrupt
00007ff801daf908 (__TEXT,__text) external _sigismember
00007ff801d95bed (__TEXT,__text) external _signal
00007ff801d95bfc (__TEXT,__text) non-external _signal__
00007ff843ad9210 (__DATA,__bss) non-external _signo
00007ff801ded24d (__TEXT,__text) external _sigpause
00007ff801da9d17 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff801d9fb82 (__TEXT,__text) external _sigrelse
00007ff801d9fa60 (__TEXT,__text) external _sigset
00007ff801da9cc5 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff801da9c6b (__TEXT,__text) external _sigvec
00007ff801da9c7a (__TEXT,__text) non-external _sigvec__
00007ff801daf048 (__TEXT,__text) non-external _skip
00007ff801dc6f64 (__TEXT,__text) external _sl_add
00007ff801dc7012 (__TEXT,__text) external _sl_find
00007ff801dc6fc3 (__TEXT,__text) external _sl_free
00007ff801dc6f02 (__TEXT,__text) external _sl_init
00007ff801df0e28 (__TEXT,__text) non-external _sl_init.cold.1
00007ff801df0e3d (__TEXT,__text) non-external _sl_init.cold.2
00007ff843ad91f0 (__DATA,__bss) non-external _slash
00007ff801d8a64f (__TEXT,__text) external _sleep
00007ff801d9caac (__TEXT,__text) external _sleep$NOCANCEL
00007ff843ad8aa0 (__DATA,__bss) non-external _slot
00007ff801d7ead4 (__TEXT,__text) external _snprintf
00007ff801d7e9f8 (__TEXT,__text) external _snprintf_l
00007ff801dc7d5f (__TEXT,__text) external _snvis
00007ff801dcf615 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff801d853d2 (__TEXT,__text) external _sprintf
00007ff801d95573 (__TEXT,__text) external _sprintf_l
00007ff801db6f22 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff843ad9168 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff801de07b8 (__TEXT,__text) external _sradixsort
00007ff801d9d027 (__TEXT,__text) external _srand
00007ff801d9d7f8 (__TEXT,__text) external _srand48
00007ff801de1950 (__TEXT,__text) external _sranddev
00007ff801d80eef (__TEXT,__text) external _srandom
00007ff801d9ac20 (__TEXT,__text) external _srandomdev
00007ff801d827bf (__TEXT,__text) external _sscanf
00007ff801d7b82a (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff801db4d2a (__TEXT,__text) external _stat_with_subsystem
00007ff843ad7b50 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff801d9f1af (__TEXT,__text) external _statvfs
00007ff801d8a6ec (__TEXT,__text) non-external _statx1
00007ff801d8a8d0 (__TEXT,__text) non-external _statx1
00007ff801db6807 (__TEXT,__text) external _statx64_np
00007ff801def648 (__TEXT,__text) external _statx_np
00007ff801d8a6b2 (__TEXT,__text) external _statx_np$INODE64
00007ff801d8aab4 (__TEXT,__text) non-external _statx_syscall
00007ff801d8aac1 (__TEXT,__text) non-external _statx_syscall
00007ff801d80392 (__TEXT,__text) external _stpcpy
00007ff801d7f1ea (__TEXT,__text) external _stpncpy
00007ff801dc7f11 (__TEXT,__text) external _stravis
00007ff801d78c5d (__TEXT,__text) external _strcasecmp
00007ff801d78c85 (__TEXT,__text) external _strcasecmp_l
00007ff801d7ff95 (__TEXT,__text) external _strcasestr
00007ff801d7ffbd (__TEXT,__text) external _strcasestr_l
00007ff801d7a4af (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff801ddc504 (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff801d9e7f1 (__TEXT,__text) external _strcoll
00007ff801d9e819 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff801d84f29 (__TEXT,__text) external _strcspn
00007ff801d722a4 (__TEXT,__text) external _strdup
00007ff801dc7f9d (__TEXT,__text) external _strenvisx
00007ff801d8506a (__TEXT,__text) external _strerror
00007ff801d86300 (__TEXT,__text) external _strerror_r
00007ff801de8722 (__TEXT,__text) external _strfmon
00007ff801de94c4 (__TEXT,__text) external _strfmon_l
00007ff801d9dee0 (__TEXT,__text) external _strftime
00007ff801d942e0 (__TEXT,__text) external _strftime_l
00007ff843ad8b28 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff801ddc5e7 (__TEXT,__text) external _strmode
00007ff801d8524e (__TEXT,__text) external _strncasecmp
00007ff801d78b1c (__TEXT,__text) external _strncasecmp_l
00007ff801d876f3 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff801d7fc41 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff801d722e2 (__TEXT,__text) external _strnstr
00007ff801dc7c60 (__TEXT,__text) external _strnunvis
00007ff801dc7af8 (__TEXT,__text) external _strnunvisx
00007ff801df0e9a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff801df0ebd (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff801d98983 (__TEXT,__text) external _strnvis
00007ff801dc7f67 (__TEXT,__text) external _strnvisx
00007ff801da2b0c (__TEXT,__text) external _strpbrk
00007ff801ddc494 (__TEXT,__text) external _strptime
00007ff801d9b178 (__TEXT,__text) external _strptime_l
00007ff801d7235c (__TEXT,__text) external _strrchr
00007ff801dc7e75 (__TEXT,__text) external _strsenvisx
00007ff801d8515d (__TEXT,__text) external _strsep
00007ff801ddc840 (__TEXT,__text) external _strsignal
00007ff801ddc701 (__TEXT,__text) external _strsignal_r
00007ff801dc7dec (__TEXT,__text) external _strsnvis
00007ff801dc7e46 (__TEXT,__text) external _strsnvisx
00007ff801d84fc3 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff801dc7db9 (__TEXT,__text) external _strsvis
00007ff801dc7e13 (__TEXT,__text) external _strsvisx
00007ff801d9a096 (__TEXT,__text) external _strtod
00007ff801d78c37 (__TEXT,__text) external _strtod_l
00007ff801daa004 (__TEXT,__text) external _strtoencf16
00007ff801daa0d4 (__TEXT,__text) external _strtoencf32
00007ff801daa382 (__TEXT,__text) external _strtoencf64
00007ff801daaee3 (__TEXT,__text) external _strtoencf64x
00007ff801daa85d (__TEXT,__text) external _strtoencf80_l
00007ff801d86e07 (__TEXT,__text) external _strtof
00007ff801d85ef4 (__TEXT,__text) external _strtof_l
00007ff801daf9d2 (__TEXT,__text) external _strtofflags
00007ff801de2b38 (__TEXT,__text) external _strtoimax
00007ff801d7dc3c (__TEXT,__text) external _strtoimax_l
00007ff801da4d78 (__TEXT,__text) external _strtok
00007ff843ad9780 (__DATA,__bss) non-external _strtok.last
00007ff801d89c9a (__TEXT,__text) external _strtok_r
00007ff801d7b392 (__TEXT,__text) external _strtol
00007ff801d7828c (__TEXT,__text) external _strtol_l
00007ff801da75e3 (__TEXT,__text) external _strtold
00007ff801da8bb2 (__TEXT,__text) external _strtold_l
00007ff801d7207c (__TEXT,__text) external _strtoll
00007ff801d720a4 (__TEXT,__text) external _strtoll_l
00007ff801dd140c (__TEXT,__text) external _strtonum
00007ff801de2b60 (__TEXT,__text) external _strtoq
00007ff801de2b88 (__TEXT,__text) external _strtoq_l
00007ff801d7f9f1 (__TEXT,__text) external _strtoul
00007ff801d7fa19 (__TEXT,__text) external _strtoul_l
00007ff801d93f43 (__TEXT,__text) external _strtoull
00007ff801d93f6b (__TEXT,__text) external _strtoull_l
00007ff801da8d09 (__TEXT,__text) external _strtoumax
00007ff801d8287d (__TEXT,__text) external _strtoumax_l
00007ff801d95bb6 (__TEXT,__text) external _strtouq
00007ff801de2b92 (__TEXT,__text) external _strtouq_l
00007ff801dc7c4a (__TEXT,__text) external _strunvis
