00000001def5bde0 (__TEXT,__text) non-external _DiToMD5
00000001def6e350 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001def6e37c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001def6e3a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001def6e3d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001def6e400 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001def6c238 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001def6c2c0 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001def3d910 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001def6da80 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001def6c9d8 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001def3cf38 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001def5d5ec (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001def63028 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001def45358 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001def3b8c8 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001def5f26c (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001def62f58 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001def4ac24 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001def4b57c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001def6f9b4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001def6f9e0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001def4b5d8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001def6fa0c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001def6fa38 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001def6fa64 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001def6fa90 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001def6ca60 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000001e98f05b8 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001def57484 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000001e98f05b0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001def5f7b8 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001def62ef0 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001def4acdc (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001def4a834 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001def3fc18 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001def6e4dc (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001def6e508 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001def4d2ac (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001def41950 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001def6ec20 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001def6ec4c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001def6ec78 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001def719f0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001def621b0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001def62fc0 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001def4ae54 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001def4baf0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001def6fbc4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001def6fbf0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000001e98f05a0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001def60764 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001def76850 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001def4a08c (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001def68f38 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001def75e78 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001def4a140 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001def4e780 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001def6fdd4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001def6fe00 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001def6fe2c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001def6cbb8 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001def418ec (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001def6ebf4 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001def757c0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001def76f08 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001def75648 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001def75a70 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001def76280 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001def76420 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001def769a8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001def3bfd8 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001def5d0a0 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001def4145c (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001def72318 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001def74580 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001def75918 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001def4a744 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001def4a370 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001def6f828 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001def5e238 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001def615ec (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001def73990 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001def4a8dc (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001def72f40 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001def73808 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001def75460 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001def75d20 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001def4e49c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001def6fcf8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001def6fd24 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001def6fd50 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001def6fd7c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001def49624 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001def6f644 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001def42180 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001def6ecfc (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001def72698 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001def74e78 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001def75270 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001def75bc8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001def75fd0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001def76128 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001def76598 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001def4aa3c (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001def72470 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000001e98f05a4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001def73e90 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001def72b20 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001def73c10 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001def766f0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001def72d38 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001def73ad0 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001def73648 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001def73d50 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001def67c8c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001def731c8 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001def4936c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001def6f5c0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001def6f5ec (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001def6f618 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001def74c28 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001def76b78 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001def6a804 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001def72168 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001def68634 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001def72930 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001def73408 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001def715af (__TEXT,__const) non-external __ZL4yyr1
00000001def7158e (__TEXT,__const) non-external __ZL4yyr2
00000001def6d518 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001def74778 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001def74ff8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001def749d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001def76cb8 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001def487a4 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001def6f48c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001def6f4b8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001def3c8cc (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001def71358 (__TEXT,__const) non-external __ZL6yypact
00000001def7148c (__TEXT,__const) non-external __ZL7yycheck
00000001def715d0 (__TEXT,__const) non-external __ZL7yypgoto
00000001def714f9 (__TEXT,__const) non-external __ZL7yytable
00000001def5b458 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001def5b9b8 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001def71566 (__TEXT,__const) non-external __ZL8yydefact
00000001def3ee44 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001def6dfe0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001def6cac8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001def3d4bc (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001def715f0 (__TEXT,__const) non-external __ZL9crc32_tab
00000001e98f0190 (__DATA,__bss) non-external __ZL9gBootArgs
00000001def3d150 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001def3d274 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001def3ccf4 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00000001def715df (__TEXT,__const) non-external __ZL9yydefgoto
00000001def57dfc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001def580a4 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001def579cc (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001def57574 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001def576c0 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001def57300 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001def57c78 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001def47938 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001def60294 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001def47c34 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001def60584 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001def47a30 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001def604a0 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001def603b8 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001def47a94 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001def4789c (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001def6f300 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001def60680 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001def601a8 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001def47b7c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001def477bc (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001def47734 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001def479b8 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001def47624 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001def479ec (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001def47c78 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001def600d4 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001def47be0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001def47b08 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001def60108 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001def4482c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001def62cc8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001def62df0 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001def448a4 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001def44844 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001def6f014 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001def62bd0 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001def44838 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001def448f4 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001def62c20 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001def4746c (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001def6b424 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001def47588 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001def6b714 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001def6b630 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
