00007ffb43be0fe8 (__DATA,__data) non-external _.compoundliteral
00007ffb0b1af8a2 (__TEXT,__text) external _ShGetCachedUniformIndexTable
00007ffb0b1af8b7 (__TEXT,__text) external _ShGetCachedUniformIndexTableSize
00007ffb0b1adac3 (__TEXT,__text) external _ShGetContextStateUniforms
00007ffb0b1ae22f (__TEXT,__text) external _ShGetFragDataLocation
00007ffb0b1ad04c (__TEXT,__text) external _ShGetInfoLog
00007ffb0b1af8cb (__TEXT,__text) external _ShGetInteger
00007ffb0b1add5e (__TEXT,__text) external _ShGetLinkerPPStream
00007ffb0b1af37b (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffb0b1af3c9 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffb0b1ae437 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffb0b1aef41 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffb0b1ad823 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffb0b1adfd3 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffb0b1ad233 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffb0b1aea3e (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffb0b1af364 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffb0b1af2b2 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffb0b1af298 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffb0b1ae35a (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffb0b1aee22 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffb0b1ae0ae (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffb0b1ad57d (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffb0b1add30 (__TEXT,__text) external _ShGetPPStreamManager
00007ffb0b1add47 (__TEXT,__text) external _ShGetShaderByteCode
00007ffb0b1af584 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffb0b1af47b (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffb0b1ae027 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffb0b1ae4f0 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffb0b1ae92b (__TEXT,__text) external _ShGetUniformIndex
00007ffb0b1adada (__TEXT,__text) external _ShGetUniformLocation
00007ffb0b1ad81b (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffb0b1ac670 (__TEXT,__text) external _ShInitialize
00007ffb0b1afcb4 (__TEXT,__text) external _ShInitializeLibrary
00007ffb0b1acbaa (__TEXT,__text) external _ShLink
00007ffb0b1adc87 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffb0b1afcba (__TEXT,__text) external _ShTerminateLibrary
00007ffb0b1ade78 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffb0b19f3cf (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffb0b20f858 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffb0b1bbf72 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffb0b20d4a0 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffb0b20a8ec (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffb0b20a7a7 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb0b1b589c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffb0b1b501c (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffb0b1b5bbc (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0b1b55cf (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffb0b1b577d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffb0b1b5acd (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffb0b18d84c (__TEXT,__text) non-external ___abort_calloc
00007ffb0b0caf19 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b18d456 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b16074c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffb0b15a05d (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffb41746400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417466a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417466c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417467c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417468c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746a68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41746f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41749138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41749158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41749518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41747020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffb41749368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffb41749398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb41746558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb41747040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb417493c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb41747060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb417491b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb41749408 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffb41749438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffb41749468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb41746740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb41749568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb41749498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffb417494d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffb417466e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41747080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41749598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41746598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb417470a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb417491e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb41746780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffb417467a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb417495c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb41746498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb41746898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb41746f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb417465b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb41749218 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb417465d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffb41746f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffb41746618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb41746f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb41749188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb41746950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffb417464d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb41746fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb41746a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffb41746980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41746fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffb41749248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffb41749278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffb417492a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb41746fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffb417492d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb41746ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb41746518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffb41746ae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41749308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41746b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffb41746b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffb41746b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb41746b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41747000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb41749538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb417469b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb417469e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb41749338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffb41746420 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41746478 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41746720 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb417467e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41746a00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb417493e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb417495e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41746578 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffb417494b8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffb417494f8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffb41746760 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffb417465f8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffb417464b8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffb417464f8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffb41746538 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffb0b0d9ec0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0b0d9ee0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0b1886fb (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffb0b19d972 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0b1fc041 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffb0b1a9d28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0b1ebd58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0b1b50d1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0b1c46b6 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffb0b1c3dac (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffb0b1c2d38 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffb0b1c413c (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffb0b1c2760 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffb0b1c2816 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffb0b1c87f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffb0b1c4510 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffb0b1ac5e8 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffb0b1c45cf (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffb0b1c466b (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffb0b1bf9c6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffb0b1c0e82 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffb0b1c3698 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffb0b19d989 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0b1fc079 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffb0b1ec438 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0b1ebd90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0b1b511b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffb0b1636dc (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffb0b1a7570 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffb0b18824c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffb0b18825e (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffb0b188709 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffb0b159d0f (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffb0b159e02 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffb0b159ddb (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffb0b159d8d (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffb0b159db4 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffb0b159e13 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffb0b1a8879 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffb0b1a88fc (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffb0b1a0edc (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffb0b1a0f36 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffb0b1b3552 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffb0b1b3aad (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffb0b19d8d5 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffb0b188ba0 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffb0b1ec527 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffb0b1ec358 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffb0b1ec37c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffb0b1ec3ec (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffb0b1ec418 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffb0b1ec623 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffb0b1ec647 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffb0b1ec660 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffb0b1ec66d (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffb0b1ebf97 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffb0b1ec503 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffb0b1a9cf0 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
