00000002266284a8 (__TEXT,__text) non-external _DiToMD5
000000022663ade8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
0000000226638c38 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
0000000226638cc0 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
0000000226609968 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
000000022663a468 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000002266393d4 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
0000000226608f98 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
0000000226629cb4 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
000000022662f6e4 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
0000000226611698 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
0000000226607960 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
000000022662b934 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
000000022662f614 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
0000000226617054 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000002266179b0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
000000022663c3c8 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
000000022663c3f4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
0000000226617a0c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
000000022663c420 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
000000022663c44c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
000000022663c478 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
000000022663c4a4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
000000022663945c (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
0000000298f73ed0 (__DATA_DIRTY,__bss) non-external __ZL19OSUniqueStringsLock
0000000226623b78 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
0000000294b54c68 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
000000022662be74 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
000000022662f5ac (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
0000000226617114 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
0000000226616c64 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
000000022660bc74 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
000000022663aec4 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
000000022663af04 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
0000000226619690 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
000000022660da90 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
000000022663b608 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
000000022663b634 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
000000022663b660 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
000000022663e430 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
000000022662e86c (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
000000022662f67c (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
000000022661728c (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
0000000226617ef0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
000000022663c5d8 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
000000022663c604 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
0000000294b54c50 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
000000022662ce20 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000002266432b0 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000002266164b8 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
000000022663594c (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000002266428d8 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
0000000226616574 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
000000022661ab64 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
000000022663c7e8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
000000022663c814 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
000000022663c840 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000002266395b4 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
000000022660da2c (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
000000022663b5dc (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
0000000226642220 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
0000000226643970 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000002266420a8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000002266424d0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
0000000226642ce0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
0000000226642e80 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
0000000226643408 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
0000000226608064 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
0000000226629768 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
000000022660d570 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
000000022663ed58 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
0000000226640fe0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
0000000226642378 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
0000000226616b74 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000002266167a4 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
000000022663c23c (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
000000022662a900 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
000000022662dca8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000002266403d0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
0000000226616d0c (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
000000022663f980 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
0000000226640248 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
0000000226641ec0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
0000000226642780 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
000000022661a880 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
000000022663c70c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
000000022663c738 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
000000022663c764 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
000000022663c790 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
0000000226615a2c (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
000000022663c02c (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
000000022660e320 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
000000022663b6e4 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
000000022663f0d8 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000002266418d8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
0000000226641cd0 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
0000000226642628 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
0000000226642a30 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
0000000226642b88 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
0000000226642ff8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
0000000226616e6c (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
000000022663eeb0 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
0000000294b54c54 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000002266408d0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
000000022663f560 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
0000000226640650 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
0000000226643150 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
000000022663f778 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
0000000226640510 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
0000000226640088 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
0000000226640790 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
000000022663469c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
000000022663fc08 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
0000000226615778 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
000000022663bfa8 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
000000022663bfd4 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
000000022663c000 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
0000000226641688 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000002266435e0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
0000000226637210 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
000000022663eba8 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
0000000226635044 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
000000022663f370 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
000000022663fe48 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
000000022663dfef (__TEXT,__const) non-external __ZL4yyr1
000000022663dfce (__TEXT,__const) non-external __ZL4yyr2
0000000226639f14 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000002266411d8 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
0000000226641a58 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
0000000226641428 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
0000000226643720 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
0000000226614ad8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
000000022663be74 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
000000022663bea0 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
0000000226608918 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
000000022663dd98 (__TEXT,__const) non-external __ZL6yypact
0000000294b54c60 (__DATA,__bss) non-external __ZL7gServer
000000022663decc (__TEXT,__const) non-external __ZL7yycheck
000000022663e010 (__TEXT,__const) non-external __ZL7yypgoto
000000022663df39 (__TEXT,__const) non-external __ZL7yytable
0000000226627b08 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
0000000226628080 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
000000022663dfa6 (__TEXT,__const) non-external __ZL8yydefact
000000022660aea0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
000000022663a9c8 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000002266394c4 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
0000000226609518 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
000000022663e030 (__TEXT,__const) non-external __ZL9crc32_tab
0000000294b54840 (__DATA,__bss) non-external __ZL9gBootArgs
00000002266091ac (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000002266092d0 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
0000000226608d54 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
000000022663e01f (__TEXT,__const) non-external __ZL9yydefgoto
00000002266244ec (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
000000022663c944 (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
0000000226624784 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000002266240bc (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
0000000226623c68 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
0000000226623db4 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000002266239f4 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
0000000226624368 (__TEXT,__text) external __ZN10IOReporter4freeEv
0000000226613c68 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
000000022662c950 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
0000000226613f68 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
000000022662cc40 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
0000000226613d64 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
000000022662cb5c (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
000000022662ca74 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
0000000226613dc8 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
0000000226613bcc (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
000000022663bce8 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
000000022662cd3c (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
000000022662c864 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
0000000226613eb0 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
0000000226613aec (__TEXT,__text) external __ZN11IOEventLink4freeEv
0000000226613a64 (__TEXT,__text) external __ZN11IOEventLink4initEv
0000000226613ce8 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
0000000226613954 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
0000000226613d20 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
0000000226613fac (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
000000022662c790 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
0000000226613f14 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
0000000226613e3c (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
000000022662c7c4 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
0000000226610af0 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
000000022662f384 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
000000022662f4ac (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
0000000226610b80 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
0000000226610b08 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
000000022663b9fc (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
000000022662f28c (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
0000000226610afc (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
0000000226610bd0 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
000000022662f2dc (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
0000000226613798 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
0000000226637e1c (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000002266138b4 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
