00000001e3534160 (__DATA,__data) non-external _.compoundliteral
0000000183fd6938 (__TEXT,__text) non-external _sb_pattern_new
0000000183fd5e90 (__TEXT,__text) non-external _sb_pattern_prefix
0000000183fdb2e0 (__TEXT,__text) non-external _sb_pattern_regex
0000000183fd6ed4 (__TEXT,__text) non-external _sb_pattern_release
0000000183fd6e6c (__TEXT,__text) non-external _sb_pattern_retain
0000000183fde120 (__TEXT,__text) non-external _sb_pattern_serialize
0000000183ffa6b0 (__TEXT,__text) non-external _sb_pattern_var_release
0000000183ffa648 (__TEXT,__text) non-external _sb_pattern_var_retain
0000000183ffa7cc (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000183ffa9ec (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000183ffab54 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000183fe83a4 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000183fe82d8 (__TEXT,__text) non-external _sb_pattern_varset_retain
0000000183ff3ce0 (__TEXT,__text) non-external _sb_policy_get_entry_point
0000000183ff3c80 (__TEXT,__text) non-external _sb_policy_is_operation_supported
0000000183ff3d3c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
0000000183ff3930 (__TEXT,__text) non-external _sb_policy_new
0000000183ff3bc8 (__TEXT,__text) non-external _sb_policy_release
0000000183ff3b04 (__TEXT,__text) non-external _sb_policy_set_entry_point
0000000183ff3dd8 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
0000000183fe0378 (__TEXT,__text) non-external _sb_profile_release
0000000183fe8340 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
0000000183fe84d0 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183fcc868 (__TEXT,__text) non-external _sb_program_source_alloc
0000000183fdeba8 (__TEXT,__text) non-external _sb_realloc
0000000183fdd80c (__TEXT,__text) non-external _sb_regex_release
0000000183fe0114 (__TEXT,__text) non-external _sb_sbpl_parser_release
0000000183ff88f8 (__TEXT,__text) non-external _sb_source_info_copy
0000000183feeff4 (__TEXT,__text) non-external _sb_stringtable_enter
0000000183fed580 (__TEXT,__text) non-external _sb_stringtable_release
0000000183fdd6e8 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183fd7b20 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183fcc274 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000183ff932c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
0000000183fdd8cc (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
0000000183ff3754 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
0000000183ff16e8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000183fe3028 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000183ff4744 (__TEXT,__text) non-external _sb_transform_reorder_profile
0000000183ff4798 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000183ffa5cc (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
0000000183fe0b54 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000183ff8980 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183fdffc0 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183fdfc40 (__TEXT,__text) non-external _sb_visitor_new
0000000183fe0070 (__TEXT,__text) non-external _sb_visitor_release
0000000183ffac14 (__TEXT,__text) non-external _sb_warn
0000000184006458 (__TEXT,__const) non-external _sbpl1_scm
00000001840072c0 (__TEXT,__const) non-external _sbpl2_scm
000000018400778c (__TEXT,__const) non-external _sbpl3_scm
0000000183ff6d24 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000183ff61b0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000183ff6058 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000183ff6c04 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000183ff5f0c (__TEXT,__text) non-external _sbpl_operation_eqv
0000000183fffaed (__TEXT,__const) non-external _sbpl_scm
0000000183fe8ea8 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000183ffacec (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000183fdfa48 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000183fd36d8 (__TEXT,__text) non-external (was a private external) _scheme_define
0000000183fe01e4 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000183fcd4d4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000183fe90e4 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000183fe9454 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000183fe8e70 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
0000000183fdf224 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000183fe8d28 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000183fe8d20 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000183fe8d08 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000183fdf9fc (__TEXT,__text) non-external (was a private external) _scheme_global
0000000183fccee0 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000183fcce70 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000183fd3e00 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000183fce098 (__TEXT,__text) non-external (was a private external) _scheme_load_string
0000000183fd458c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000183fe94c4 (__TEXT,__text) non-external (was a private external) _scheme_quit
0000000183fce06c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000183fcdfa4 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
0000000183fcdfac (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000183fe8f80 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000183fd8fe4 (__TEXT,__text) non-external _shallow_copy_node
0000000183fe3840 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000183fe5798 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000183fcddcc (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000183fd5414 (__TEXT,__text) non-external (was a private external) _string_length
0000000183fef0dc (__TEXT,__text) non-external _string_table_description_for_id
0000000183fd53b0 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000183ff8734 (__TEXT,__text) non-external _submatch_end
0000000183fd3754 (__TEXT,__text) non-external (was a private external) _symname
0000000183fe9898 (__TEXT,__text) non-external _syntaxnum
0000000183ff9608 (__TEXT,__text) non-external _synthesize_bitmasks
0000000183ff9410 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000183ff9554 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
0000000183ff9aa4 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
0000000183fe0bac (__TEXT,__text) non-external _synthesize_logical_conditions
0000000183ff2b54 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001e6a640c0 (__AUTH_CONST,__const) non-external _tests
0000000183fcf4fc (__TEXT,__text) non-external _token
0000000183fdfdbc (__TEXT,__text) non-external _traverse_postorder
0000000183ff28f4 (__TEXT,__text) non-external _traverse_preorder
0000000183ff06f4 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000184007bfc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
0000000183ff64a0 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000183ff8390 (__TEXT,__text) non-external _version
0000000183ff3f30 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
0000000183fd37e0 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
