00000001ea57bdd8 (__DATA,__data) non-external _.compoundliteral
0000000184989a38 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018497109c (__TEXT,__text) non-external _sb_visitor_has_visited
0000000184970d10 (__TEXT,__text) non-external _sb_visitor_new
0000000184971144 (__TEXT,__text) non-external _sb_visitor_release
000000018498bb58 (__TEXT,__text) non-external _sb_warn
00000001849985a5 (__TEXT,__const) non-external _sbpl1_scm
00000001849994df (__TEXT,__const) non-external _sbpl2_scm
0000000184999a7d (__TEXT,__const) non-external _sbpl3_scm
0000000184987e9c (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00000001849872e4 (__TEXT,__text) non-external _sbpl_extends_builtin
000000018498718c (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184987d7c (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000184987040 (__TEXT,__text) non-external _sbpl_operation_eqv
0000000184990cc1 (__TEXT,__const) non-external _sbpl_scm
000000018497a4cc (__TEXT,__text) non-external (was a private external) _scheme_backtrace
000000018498bc30 (__TEXT,__text) non-external _scheme_backtrace.cold.1
0000000184970af4 (__TEXT,__text) non-external (was a private external) _scheme_call
0000000184964534 (__TEXT,__text) non-external (was a private external) _scheme_define
00000001849712b8 (__TEXT,__text) non-external (was a private external) _scheme_deinit
000000018495de44 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
000000018497a704 (__TEXT,__text) non-external (was a private external) _scheme_error
000000018497aa74 (__TEXT,__text) non-external (was a private external) _scheme_errorf
000000018497a494 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00000001849702d4 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
000000018497a34c (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
000000018497a344 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
000000018497a32c (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000184970aa8 (__TEXT,__text) non-external (was a private external) _scheme_global
000000018495d880 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
000000018495d810 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000184964c64 (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018495ea18 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00000001849653d0 (__TEXT,__text) non-external (was a private external) _scheme_push_string
000000018497aae4 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018495e9ec (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018495e924 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018495e92c (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
000000018497a5a0 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
000000018496a068 (__TEXT,__text) non-external _shallow_copy_node
0000000184974cc0 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000184976cc8 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018495e754 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000184966328 (__TEXT,__text) non-external (was a private external) _string_length
0000000184980e84 (__TEXT,__text) non-external _string_table_description_for_id
00000001849662c4 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000184989874 (__TEXT,__text) non-external _submatch_end
00000001849645b0 (__TEXT,__text) non-external (was a private external) _symname
000000018497ab7c (__TEXT,__text) non-external _syntaxnum
000000018498a504 (__TEXT,__text) non-external _synthesize_bitmasks
000000018498a30c (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
000000018498a450 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
000000018498a9b0 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
0000000184971f90 (__TEXT,__text) non-external _synthesize_logical_conditions
000000018498402c (__TEXT,__text) non-external _synthesize_logical_conditions_policy
                 (undefined) external _sysctlbyname (from libSystem)
00000001ee9804b0 (__AUTH_CONST,__const) non-external _tests
000000018495ff54 (__TEXT,__text) non-external _token
0000000184970e84 (__TEXT,__text) non-external _traverse_postorder
0000000184983dcc (__TEXT,__text) non-external _traverse_preorder
000000018498201c (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000184999fbc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001849875d4 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000184989554 (__TEXT,__text) non-external _version
0000000184985178 (__TEXT,__text) non-external _visited_list_done
000000018497bee8 (__TEXT,__text) non-external _visited_tree_compare_key
000000018497bf00 (__TEXT,__text) non-external _visited_tree_compare_nodes
00000001ee9805b0 (__AUTH_CONST,__const) non-external _visited_tree_ops
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
000000018496463c (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
