00007ff84338a698 (__DATA,__data) non-external _C
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff8003318d1 (__TEXT,__text) external _opendev
00007ff800331a9d (__TEXT,__text) non-external _opendev_namebuf_init
00007ff84338a6b0 (__DATA,__data) non-external _opendev_namebuf_once
00007ff8003695e0 (__TEXT,__text) external _opendir
00007ff8002f299d (__TEXT,__text) external _opendir$INODE64
00007ff800340ed2 (__TEXT,__text) non-external _opendir_compar
00007ff80036991d (__TEXT,__text) non-external _opendir_compar
00007ff8003140a1 (__TEXT,__text) external _openpty
00007ff800324b04 (__TEXT,__text) external _openx_np
00007ff84338c8a8 (__DATA,__common) external _optarg
00007ff84338aa90 (__DATA,__data) external _opterr
00007ff8431a7a3c (__DATA_DIRTY,__data) external _optind
00007ff84338c8a4 (__DATA,__common) external _optopt
00007ff84338c8a0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_pack_send_and_compose (from libsystem_trace)
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff8003280f0 (__TEXT,__text) non-external _overflow
00007ff8431a7b30 (__DATA_DIRTY,__bss) non-external _p5s
00007ff80036f890 (__TEXT,__const) non-external _padchar
00007ff84338ba0a (__DATA,__bss) non-external _parse_error
00007ff80031e0a0 (__TEXT,__text) non-external _parse_long_options
00007ff84338ba08 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff8003688bc (__TEXT,__text) external _pause
00007ff800340eea (__TEXT,__text) external _pause$NOCANCEL
00007ff80034124e (__TEXT,__text) external _pclose
00007ff800329313 (__TEXT,__text) non-external _permute
00007ff80035a37a (__TEXT,__text) non-external _permute_args
00007ff80036c755 (__TEXT,__text) external _perror
00007ff84338c1a0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff84338aab0 (__DATA,__data) non-external _place
00007ff800340f0f (__TEXT,__text) external _popen
00007ff800368b43 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff8003575ff (__TEXT,__text) external _posix2time
00007ff8003141e0 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff8003230a0 (__TEXT,__text) external _posix_spawnp
00007ff80036e350 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff80036e0a0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff80036dc70 (__TEXT,__const) non-external _powersOf10_Float
00007ff80036da30 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff80031e728 (__TEXT,__text) external _printf
00007ff84338c7e0 (__DATA,__bss) non-external _printf_info_queue
00007ff80034ef0b (__TEXT,__text) external _printf_l
00007ff80033e530 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800341338 (__TEXT,__text) external _psignal
00007ff80035e94d (__TEXT,__text) external _psort
00007ff80035f476 (__TEXT,__text) external _psort_b
00007ff80031e8ab (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff80035e204 (__TEXT,__text) external _ptsname
00007ff80036b490 (__TEXT,__text) non-external _ptsname.cold.1
00007ff80036ccd9 (__TEXT,__text) non-external _ptsname.cold.2
00007ff84338c7a0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff84338c798 (__DATA,__bss) non-external _ptsname_once
00007ff80035e29d (__TEXT,__text) non-external _ptsname_once_init
00007ff80036ccd9 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800314222 (__TEXT,__text) external _ptsname_r
00007ff8003233d0 (__TEXT,__text) external _putc
00007ff80034efb8 (__TEXT,__text) external _putc_unlocked
00007ff80031e7f4 (__TEXT,__text) external _putchar
00007ff80034efec (__TEXT,__text) external _putchar_unlocked
00007ff80035a951 (__TEXT,__text) external _putenv
00007ff800339545 (__TEXT,__text) non-external _putpair
00007ff80031de09 (__TEXT,__text) external _puts
00007ff8003638ca (__TEXT,__text) external _pututxline
00007ff80034f02a (__TEXT,__text) external _putw
00007ff80034f08c (__TEXT,__text) external _putwc
00007ff80034f0b4 (__TEXT,__text) external _putwc_l
00007ff80034f0be (__TEXT,__text) external _putwchar
00007ff80034f0f0 (__TEXT,__text) external _putwchar_l
00007ff84338bb40 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8002fa93d (__TEXT,__text) external _qsort
00007ff8002fb6ee (__TEXT,__text) external _qsort_b
00007ff8002fb6fc (__TEXT,__text) external _qsort_r
00007ff80032ed5a (__TEXT,__text) external _querylocale
00007ff80036ed10 (__TEXT,__const) non-external _querylocale_mapping
00007ff800362dbe (__TEXT,__text) external _quick_exit
00007ff80035b6a2 (__TEXT,__text) non-external _r_sort_a
00007ff84338c76c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff84338c760 (__DATA,__bss) non-external _r_sort_a.count
00007ff84338c768 (__DATA,__bss) non-external _r_sort_a.nc
00007ff84338c770 (__DATA,__bss) non-external _r_sort_a_count
00007ff80035c8a6 (__TEXT,__text) non-external _r_sort_b
00007ff84338c78c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff84338c780 (__DATA,__bss) non-external _r_sort_b.count
00007ff84338c788 (__DATA,__bss) non-external _r_sort_b.nc
00007ff84338c778 (__DATA,__bss) non-external _r_sort_b_count
00007ff80035cc8b (__TEXT,__text) non-external _r_sort_count_allocate
00007ff84338aac0 (__DATA,__data) non-external _r_sort_count_control
00007ff80035a9f0 (__TEXT,__text) external _radixsort
00007ff800331884 (__TEXT,__text) external _raise
00007ff8002fe1a5 (__TEXT,__text) external _rand
00007ff84338aadc (__DATA,__data) non-external _rand_deg
00007ff800305423 (__TEXT,__text) external _rand_r
00007ff84338aae0 (__DATA,__data) non-external _rand_sep
00007ff84338aad8 (__DATA,__data) non-external _rand_type
00007ff8002fca07 (__TEXT,__text) external _random
00007ff8431a7a50 (__DATA_DIRTY,__data) non-external _randtbl
00007ff80033e802 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff80033024f (__TEXT,__text) non-external _raosnprintf
00007ff800364b9c (__TEXT,__text) external _rb_tree_count
00007ff80031a422 (__TEXT,__text) external _rb_tree_find_node
00007ff800364a46 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800364ab7 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff80031a408 (__TEXT,__text) external _rb_tree_init
00007ff80031a47f (__TEXT,__text) external _rb_tree_insert_node
00007ff800364b28 (__TEXT,__text) external _rb_tree_iterate
00007ff800364bae (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800324890 (__TEXT,__text) external _rb_tree_remove_node
00007ff80031a64c (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff80036ed60 (__TEXT,__const) non-external _rcsid
00007ff80036edd0 (__TEXT,__const) non-external _rcsid
00007ff80036ee20 (__TEXT,__const) non-external _rcsid
00007ff80036ef30 (__TEXT,__const) non-external _rcsid
00007ff80036fec0 (__TEXT,__const) non-external _rcsid
00007ff80036ff9c (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800369a70 (__TEXT,__text) external _readdir
00007ff8002f4315 (__TEXT,__text) external _readdir$INODE64
00007ff800369aa6 (__TEXT,__text) external _readdir_r
00007ff800311364 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff8003413c8 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff80035cf70 (__TEXT,__text) external _realpath
00007ff800300ea0 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8431a9394 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8431a9398 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff84338c790 (__DATA,__bss) non-external _realpath.rootdev
00007ff84338c794 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff80033ad30 (__TEXT,__text) non-external _rec_rdelete
00007ff80036fd10 (__TEXT,__const) non-external _recargchar
00007ff80036fd90 (__TEXT,__const) non-external _recargstring
00007ff800300c5d (__TEXT,__text) external _recv
00007ff800300c3d (__TEXT,__text) external _recv$NOCANCEL
00007ff800307230 (__TEXT,__text) external _regcomp
00007ff800307258 (__TEXT,__text) external _regcomp_l
00007ff80036c94c (__TEXT,__text) external _regerror
00007ff80030cae9 (__TEXT,__text) external _regexec
00007ff800311217 (__TEXT,__text) external _regfree
00007ff800320b53 (__TEXT,__text) external _register_printf_domain_function
00007ff80033111b (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff8003311f4 (__TEXT,__text) external _register_printf_domain_render_std
00007ff800364cd9 (__TEXT,__text) external _regncomp
00007ff8003072b3 (__TEXT,__text) external _regncomp_l
00007ff80030cb03 (__TEXT,__text) external _regnexec
00007ff800364dac (__TEXT,__text) external _regwcomp
00007ff800364d58 (__TEXT,__text) external _regwcomp_l
00007ff800364e33 (__TEXT,__text) external _regwexec
00007ff800364d30 (__TEXT,__text) external _regwncomp
00007ff800364d01 (__TEXT,__text) external _regwncomp_l
00007ff800364dfe (__TEXT,__text) external _regwnexec
00007ff80036f7c0 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff8003191bc (__TEXT,__text) external _remove
00007ff80035d6d0 (__TEXT,__text) external _remque
00007ff840083b40 (__DATA_CONST,__const) non-external _rerrs
00007ff80030314e (__TEXT,__text) external _rewind
00007ff800369b4a (__TEXT,__text) external _rewinddir
00007ff80031a283 (__TEXT,__text) external _rewinddir$INODE64
00007ff800303731 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8431a7b38 (__DATA_DIRTY,__bss) non-external _rng
00007ff80034d37d (__TEXT,__text) external _rpmatch
00007ff84338aaf0 (__DATA,__data) non-external _rptr
00007ff80031db36 (__TEXT,__text) non-external _sappend
00007ff84338c3a0 (__DATA,__bss) non-external _saved_categories
00007ff80032597f (__TEXT,__text) external _sbrk
00007ff84338b918 (__DATA,__bss) non-external _sbrk_curbrk
00007ff84338b910 (__DATA,__bss) non-external _sbrk_needs_init
00007ff84338a570 (__DATA,__data) non-external _sbrk_region_size
00007ff800369bad (__TEXT,__text) external _scandir
00007ff800305475 (__TEXT,__text) external _scandir$INODE64
00007ff80036acad (__TEXT,__text) external _scandir_b
00007ff8003609f3 (__TEXT,__text) external _scandir_b$INODE64
00007ff80034f13e (__TEXT,__text) external _scanf
00007ff80034f231 (__TEXT,__text) external _scanf_l
00007ff80036f2b0 (__TEXT,__const) non-external _sccsid
00007ff80036f2e0 (__TEXT,__const) non-external _sccsid
00007ff800341a25 (__TEXT,__text) external _seed48
00007ff84338c258 (__DATA,__bss) non-external _seed48.sseed
00007ff800369da1 (__TEXT,__text) external _seekdir
00007ff800341a8c (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800300c4d (__TEXT,__text) external _send
00007ff800300c2d (__TEXT,__text) external _send$NOCANCEL
00007ff80036fe80 (__TEXT,__const) non-external _seps
00007ff84338ba68 (__DATA,__bss) non-external _seq
00007ff80032c5b4 (__TEXT,__text) non-external _set_asl
00007ff80032c8c8 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff80034f336 (__TEXT,__text) external _setbuf
00007ff80034f34f (__TEXT,__text) external _setbuffer
00007ff8002f2d23 (__TEXT,__text) external _setenv
00007ff800332cde (__TEXT,__text) external _sethostid
00007ff800341ac5 (__TEXT,__text) external _sethostname
00007ff800332700 (__TEXT,__text) external _setinvalidrune
00007ff84338c12c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff80034a69f (__TEXT,__text) external _setipv4sourcefilter
00007ff80036c683 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800329745 (__TEXT,__text) external _setkey
00007ff80031e6cf (__TEXT,__text) external _setlinebuf
00007ff8002f6e34 (__TEXT,__text) external _setlocale
00007ff8003241f0 (__TEXT,__text) external _setlogin
00007ff800341c30 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800332d3b (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff80031ded9 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800332d66 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800332d75 (__TEXT,__text) external _setruid
00007ff800346aa0 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff80034a915 (__TEXT,__text) external _setsourcefilter
00007ff80035ceb4 (__TEXT,__text) external _setstate
00007ff800331ef1 (__TEXT,__text) external _settimeofday
00007ff80032a413 (__TEXT,__text) external _setttyent
00007ff8002f6547 (__TEXT,__text) non-external _settzname
00007ff80032aeb3 (__TEXT,__text) external _setusershell
00007ff800362f0c (__TEXT,__text) external _setutxent
00007ff80032c226 (__TEXT,__text) external _setutxent_wtmp
00007ff80031a97e (__TEXT,__text) external _setvbuf
00007ff80034ba2f (__TEXT,__text) non-external _sflush_locked
00007ff800332638 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff84338c124 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff84338bae0 (__DATA,__bss) non-external _shells
00007ff80032874b (__TEXT,__text) non-external _shiftLeftMP
00007ff800328515 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff84338aa80 (__DATA,__data) non-external _sig_init_once
00007ff84338c738 (__DATA,__bss) non-external _sig_key
00007ff800357a81 (__TEXT,__text) non-external _sig_keycreate
00007ff84338c730 (__DATA,__bss) non-external _sig_keycreated
00007ff800311684 (__TEXT,__text) external _sigaction
00007ff80032b3d8 (__TEXT,__text) external _sigaddset
00007ff8003256af (__TEXT,__text) external _sigaltstack
00007ff800325757 (__TEXT,__text) external _sigblock
00007ff80032b409 (__TEXT,__text) external _sigdelset
00007ff80032b3bc (__TEXT,__text) external _sigemptyset
00007ff80032b3ca (__TEXT,__text) external _sigfillset
00007ff80031b650 (__TEXT,__text) external _sighold
00007ff8003257e7 (__TEXT,__text) external _sigignore
00007ff800342365 (__TEXT,__text) external _siginterrupt
00007ff80032b43a (__TEXT,__text) external _sigismember
00007ff800311611 (__TEXT,__text) external _signal
00007ff800311620 (__TEXT,__text) non-external _signal__
00007ff84338c1d0 (__DATA,__bss) non-external _signo
00007ff800368850 (__TEXT,__text) external _sigpause
00007ff800325780 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff80031b696 (__TEXT,__text) external _sigrelse
00007ff80031b574 (__TEXT,__text) external _sigset
00007ff80032572e (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff8003256da (__TEXT,__text) external _sigvec
00007ff8003256e9 (__TEXT,__text) non-external _sigvec__
00007ff80032ab7c (__TEXT,__text) non-external _skip
00007ff80034244e (__TEXT,__text) external _sl_add
00007ff8003424fc (__TEXT,__text) external _sl_find
00007ff8003424ad (__TEXT,__text) external _sl_free
00007ff8003423e6 (__TEXT,__text) external _sl_init
00007ff80036c3fc (__TEXT,__text) non-external _sl_init.cold.1
00007ff80036c411 (__TEXT,__text) non-external _sl_init.cold.2
00007ff84338c1b0 (__DATA,__bss) non-external _slash
00007ff800306161 (__TEXT,__text) external _sleep
00007ff8003184bb (__TEXT,__text) external _sleep$NOCANCEL
00007ff84338ba60 (__DATA,__bss) non-external _slot
00007ff8002fa500 (__TEXT,__text) external _snprintf
00007ff8002fa428 (__TEXT,__text) external _snprintf_l
00007ff800343256 (__TEXT,__text) external _snvis
00007ff80034a679 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800300de1 (__TEXT,__text) external _sprintf
00007ff800310fa1 (__TEXT,__text) external _sprintf_l
00007ff800332692 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff84338c128 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff80035bb49 (__TEXT,__text) external _sradixsort
00007ff800318a25 (__TEXT,__text) external _srand
00007ff80031920e (__TEXT,__text) external _srand48
00007ff80035cce0 (__TEXT,__text) external _sranddev
00007ff8002fc945 (__TEXT,__text) external _srandom
00007ff800316648 (__TEXT,__text) external _srandomdev
00007ff8002fe207 (__TEXT,__text) external _sscanf
00007ff8002f72a1 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff8003304dd (__TEXT,__text) external _stat_with_subsystem
00007ff84338aad0 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff80031accc (__TEXT,__text) external _statvfs
00007ff8003061fe (__TEXT,__text) non-external _statx1
00007ff8003063db (__TEXT,__text) non-external _statx1
00007ff800331f73 (__TEXT,__text) external _statx64_np
00007ff80036ac00 (__TEXT,__text) external _statx_np
00007ff8003061c4 (__TEXT,__text) external _statx_np$INODE64
00007ff8003065b8 (__TEXT,__text) non-external _statx_syscall
00007ff8003065c5 (__TEXT,__text) non-external _statx_syscall
00007ff8002fbdd9 (__TEXT,__text) external _stpcpy
00007ff8002fac57 (__TEXT,__text) external _stpncpy
00007ff800343408 (__TEXT,__text) external _stravis
00007ff8002f46cf (__TEXT,__text) external _strcasecmp
00007ff8002f46f7 (__TEXT,__text) external _strcasecmp_l
00007ff8002fb9e9 (__TEXT,__text) external _strcasestr
00007ff8002fba11 (__TEXT,__text) external _strcasestr_l
00007ff8002f5f16 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff80031a305 (__TEXT,__text) external _strcoll
00007ff80031a32d (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff80030094e (__TEXT,__text) external _strcspn
00007ff8002edbcb (__TEXT,__text) external _strdup
00007ff800343494 (__TEXT,__text) external _strenvisx
00007ff800300a89 (__TEXT,__text) external _strerror
00007ff800301cd9 (__TEXT,__text) external _strerror_r
00007ff800363b1a (__TEXT,__text) external _strfmon
00007ff800364851 (__TEXT,__text) external _strfmon_l
00007ff8003198e8 (__TEXT,__text) external _strftime
00007ff80030fc0c (__TEXT,__text) external _strftime_l
00007ff84338bae8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800357774 (__TEXT,__text) external _strmode
00007ff800300c6d (__TEXT,__text) external _strncasecmp
00007ff8002f4599 (__TEXT,__text) external _strncasecmp_l
00007ff8003030d9 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8002fb690 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff8002edc14 (__TEXT,__text) external _strnstr
00007ff800343154 (__TEXT,__text) external _strnunvis
00007ff800342fd4 (__TEXT,__text) external _strnunvisx
00007ff80036c46e (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff80036c491 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff80036c4b4 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff80031439a (__TEXT,__text) external _strnvis
00007ff80034345e (__TEXT,__text) external _strnvisx
00007ff80031e5d7 (__TEXT,__text) external _strpbrk
00007ff800357704 (__TEXT,__text) external _strptime
00007ff800316b94 (__TEXT,__text) external _strptime_l
00007ff8002edc8e (__TEXT,__text) external _strrchr
00007ff80034336c (__TEXT,__text) external _strsenvisx
00007ff800300b7c (__TEXT,__text) external _strsep
00007ff8003579cd (__TEXT,__text) external _strsignal
00007ff80035788e (__TEXT,__text) external _strsignal_r
00007ff8003432e3 (__TEXT,__text) external _strsnvis
00007ff80034333d (__TEXT,__text) external _strsnvisx
00007ff8003009e5 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff8003432b0 (__TEXT,__text) external _strsvis
00007ff80034330a (__TEXT,__text) external _strsvisx
00007ff800315aa4 (__TEXT,__text) external _strtod
00007ff8002f46a9 (__TEXT,__text) external _strtod_l
00007ff800325a74 (__TEXT,__text) external _strtoencf16
00007ff800325b44 (__TEXT,__text) external _strtoencf32
00007ff800325dea (__TEXT,__text) external _strtoencf64
00007ff80032694b (__TEXT,__text) external _strtoencf64x
00007ff8003262c3 (__TEXT,__text) external _strtoencf80_l
00007ff8003027df (__TEXT,__text) external _strtof
00007ff8003018ec (__TEXT,__text) external _strtof_l
00007ff80032b501 (__TEXT,__text) external _strtofflags
00007ff80035decc (__TEXT,__text) external _strtoimax
00007ff8002f9678 (__TEXT,__text) external _strtoimax_l
00007ff800320802 (__TEXT,__text) external _strtok
00007ff84338c740 (__DATA,__bss) non-external _strtok.last
00007ff800305757 (__TEXT,__text) external _strtok_r
00007ff8002f6e0c (__TEXT,__text) external _strtol
00007ff8002f3d1c (__TEXT,__text) external _strtol_l
00007ff80032305f (__TEXT,__text) external _strtold
00007ff80032460e (__TEXT,__text) external _strtold_l
00007ff8002ed9ae (__TEXT,__text) external _strtoll
00007ff8002ed9d6 (__TEXT,__text) external _strtoll_l
00007ff80034c4d3 (__TEXT,__text) external _strtonum
00007ff80035def4 (__TEXT,__text) external _strtoq
00007ff80035df1c (__TEXT,__text) external _strtoq_l
00007ff8002fb44b (__TEXT,__text) external _strtoul
00007ff8002fb473 (__TEXT,__text) external _strtoul_l
00007ff80030f866 (__TEXT,__text) external _strtoull
00007ff80030f88e (__TEXT,__text) external _strtoull_l
00007ff800324764 (__TEXT,__text) external _strtoumax
00007ff8002fe2c5 (__TEXT,__text) external _strtoumax_l
00007ff8003115da (__TEXT,__text) external _strtouq
00007ff80035df26 (__TEXT,__text) external _strtouq_l
00007ff80034313e (__TEXT,__text) external _strunvis
00007ff800343128 (__TEXT,__text) external _strunvisx
00007ff80032392f (__TEXT,__text) external _strvis
00007ff800343427 (__TEXT,__text) external _strvisx
00007ff800357d7f (__TEXT,__text) external _strxfrm
00007ff800357aa7 (__TEXT,__text) external _strxfrm_l
00007ff84338c8b0 (__DATA,__common) external _suboptarg
00007ff84338c070 (__DATA,__bss) non-external _subsystem_root_path
00007ff800343200 (__TEXT,__text) external _svis
00007ff800357da7 (__TEXT,__text) external _swab
00007ff80034f368 (__TEXT,__text) external _swprintf
00007ff80034f422 (__TEXT,__text) external _swprintf_l
00007ff80034f4b4 (__TEXT,__text) external _swscanf
00007ff80034f572 (__TEXT,__text) external _swscanf_l
00007ff800330ccc (__TEXT,__text) external _sxprintf
00007ff800331512 (__TEXT,__text) external _sxprintf_exec
00007ff800332932 (__TEXT,__text) external _sync_volume_np
00007ff80036fc95 (__TEXT,__const) non-external _syntax_error_str
00007ff840082ad0 (__DATA_CONST,__const) external _sys_errlist
00007ff80036ed00 (__TEXT,__const) external _sys_nerr
00007ff840083520 (__DATA_CONST,__const) external _sys_siglist
00007ff840083420 (__DATA_CONST,__const) external _sys_signame
00007ff8002f9a54 (__TEXT,__text) external _sysconf
00007ff8002f3388 (__TEXT,__text) external _sysctl
00007ff8002f354a (__TEXT,__text) external _sysctlbyname
00007ff800322b0f (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff800368904 (__TEXT,__text) external _system
00007ff80035df30 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff8003688e1 (__TEXT,__text) external _tcdrain
00007ff800342624 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff80034268f (__TEXT,__text) external _tcflow
00007ff800342637 (__TEXT,__text) external _tcflush
00007ff800315690 (__TEXT,__text) external _tcgetattr
00007ff80031434f (__TEXT,__text) external _tcgetpgrp
00007ff800331da9 (__TEXT,__text) external _tcgetsid
00007ff8003425bc (__TEXT,__text) external _tcsendbreak
00007ff800323478 (__TEXT,__text) external _tcsetattr
00007ff800323439 (__TEXT,__text) external _tcsetpgrp
00007ff800323868 (__TEXT,__text) external _tdelete
00007ff800369dda (__TEXT,__text) external _telldir
00007ff80031f00c (__TEXT,__text) external _telldir$INODE64
00007ff80034f608 (__TEXT,__text) external _tempnam
00007ff84338ba58 (__DATA,__bss) non-external _tf
00007ff8003235e6 (__TEXT,__text) external _tfind
00007ff80032b7d2 (__TEXT,__text) external _thread_stack_async_pcs
00007ff8002fc408 (__TEXT,__text) external _thread_stack_pcs
00007ff84338a668 (__DATA,__data) non-external _threadsafe
00007ff8002fa878 (__TEXT,__text) external _time
00007ff800306c43 (__TEXT,__text) non-external _time2
00007ff8003575b0 (__TEXT,__text) external _time2posix
00007ff800306cb1 (__TEXT,__text) non-external _time2sub
00007ff800318497 (__TEXT,__text) external _timegm
00007ff80035756d (__TEXT,__text) external _timelocal
