00007ffa42e92020 (__DATA,__data) non-external _.compoundliteral
00007ffa17a70c2b (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffa17a70c79 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffa17a6fd01 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa17a70810 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa17a6f0e2 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa17a6f8b6 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa17a6eb35 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa17a70367 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa17a70c14 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa17a70b68 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa17a70b4d (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa17a6fc2a (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa17a7070f (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa17a6f98f (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa17a6ee5a (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa17a6f5ce (__TEXT,__text) external _ShGetPPStreamManager
00007ffa17a6f5e5 (__TEXT,__text) external _ShGetShaderByteCode
00007ffa17a70e1c (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa17a70d25 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa17a6f90a (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa17a6fdb4 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa17a7026e (__TEXT,__text) external _ShGetUniformIndex
00007ffa17a6f38b (__TEXT,__text) external _ShGetUniformLocation
00007ffa17a6f0da (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa17a6df80 (__TEXT,__text) external _ShInitialize
00007ffa17a714c8 (__TEXT,__text) external _ShInitializeLibrary
00007ffa17a6e4ae (__TEXT,__text) external _ShLink
00007ffa17a6f521 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa17a714ce (__TEXT,__text) external _ShTerminateLibrary
00007ffa17a6f75d (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa17a60bc7 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa17ad4058 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa17a7d828 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa17ad1efc (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa17acf43a (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa17acf305 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa17a77189 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa17a768d4 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa17a774b3 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa17a76ebb (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa17a7706a (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa17a773b8 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa17a4f6e8 (__TEXT,__text) non-external ___abort_calloc
00007ffa17a24a77 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa17a1e667 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41d300f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d303b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d303f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d304b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d305b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30be0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d32df8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d32e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d331d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d30ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa41d33028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa41d33058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41d30248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41d30d00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41d33088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41d30d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41d32e78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41d330c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa41d330f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa41d33128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41d30430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41d33228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41d33158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41d33198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41d303d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d30d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d33258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d30288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d30d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d32ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d30470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41d30490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41d33288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41d30188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d30588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d30c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d302a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41d32ed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41d302c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41d30c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41d30308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41d30c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41d32e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41d30640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41d301c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41d30c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41d30750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41d30670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41d30c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa41d32f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa41d32f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa41d32f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41d30ca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa41d32f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41d30780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41d30208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41d307b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41d32fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41d307e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41d30800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41d30830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41d30850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41d30cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41d331f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41d306a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41d306d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41d32ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41d30110 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d30168 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d30410 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d304d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d306f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d330a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d332a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d30268 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa41d33178 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa41d331b8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41d30450 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41d302e8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41d301a8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41d301e8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41d30228 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa1799c4f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1799c510 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa17a4a583 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa17a5f0a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa17ac05f7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa17a627bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa17a62740 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa17ab030c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa17a85e2a (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa17a854e0 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa17a84408 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa17a85858 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa17a83e6c (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa17a83f22 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa17a89f68 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa17a85c84 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa17a6df00 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa17a85d43 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa17a85ddf (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa17a81246 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa17a8269a (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa17a84df0 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa17a5f0be (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa17ac062f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa17a627d3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa17a62778 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa17ab0356 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa17a27648 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa17a68e51 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa17a4a0db (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa17a4a0ed (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa17a4a591 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa17a1e2e6 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa17a1e411 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa17a1e3dc (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa17a1e372 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa17a1e3a7 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa17a1e422 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa17a6a164 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa17a6a1e6 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa17a626e8 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa17a627a3 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa17a74f4b (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa17a754b1 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa17a5f007 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa17a4aa21 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa17ab04b8 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa17ab027e (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa17ab02a2 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa17ab038f (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa17ab03bb (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa17ab05b6 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa17ab05da (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa17ab05f3 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa17ab0600 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa17aafeae (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
