00000001e1a09830 (__DATA,__data) non-external _.compoundliteral
00000001c250443c (__TEXT,__text) external _ShInitializeLibrary
00000001c25014c8 (__TEXT,__text) external _ShLink
00000001c25025dc (__TEXT,__text) external _ShSetInitialUniformValue
00000001c2504440 (__TEXT,__text) external _ShTerminateLibrary
00000001c2502830 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001c24f4310 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001c256f888 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001c2511248 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001c256dc14 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001c256b708 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001c256b5b8 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001c250a54c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001c2509bf0 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001c250a8b4 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001c250a28c (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001c250a428 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001c250a7c0 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001c24e5068 (__TEXT,__text) non-external ___abort_calloc
00000001c24bd02c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001c24b7588 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00000001e8677db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8677df0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8677f10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8677f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e86781b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678a38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678bc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8678e28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e867b040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e867b0c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e53508 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e53538 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e53898 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e8677e50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8678f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8678f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001f1e53a78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001f1e53aa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e8678f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001f1e53ad8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e867b060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e8677e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e86781d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001f1e53b28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000001f1e53b58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
00000001e8677f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e8678f88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e538f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e53c28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e53b88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e867b080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e8678fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e867b0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001f1e53c58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e86781f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e8677e10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8678e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001f1e53568 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8678210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001e8677e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e867b0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001f1e53928 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e8677eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e8678e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e8677ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000001f1e53958 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e8677ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00000001e8678e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001f1e53598 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e8678ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001f1e53648 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001f1e535c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e8677e30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8678ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001f1e538c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8678ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001f1e53988 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001f1e539b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f1e53678 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001f1e539e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001f1e53a18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000001f1e536a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001e8678be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001f1e536d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e8678f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001f1e53bf8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e8678c08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001f1e535f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001f1e53708 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e8678b50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001f1e53a48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001f1e53368 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e53388 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e534a8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e534e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e53628 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e53b08 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e53c88 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e533e8 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000001f1e53408 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1e534c8 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1e53bb8 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001f1e53bd8 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001f1e53428 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000001f1e533a8 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1e533c8 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001c24dfcd4 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001c24f2bf8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001c255ca40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001c24f627c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001c24f61d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001c2509cc4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001c251adc0 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001c251a368 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001c2519278 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001c251a738 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001c2518c24 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001c2518d20 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001c251de58 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001c251ab88 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001c2500f30 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001c251ac98 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001c251ad64 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001c2515d4c (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001c2517258 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001c2519c14 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001c24f2c08 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001c255ca90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001c24f628c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001c24f6220 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001c2509d24 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001c24bf5c0 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001c24fbfbc (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001c24df7a4 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001c24df7b8 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001c24dfcdc (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001c24b7110 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001c24b72b4 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001c24b726c (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001c24b71dc (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001c24b7224 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001c24b72c0 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001c24fd1d4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001c24fd288 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001c24f6158 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001c24f6264 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001c2508328 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001c250883c (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001c24f2b40 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001c24e014c (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001c253e720 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001c253e53c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001c253e560 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001c253e5e4 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001c253e610 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001c253e858 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001c253e87c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001c253e894 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001c253e8a0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001c253e1a8 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001c253e6fc (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001c24fe6e4 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001c24fe728 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001c253e7e8 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001c253e184 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
00000001c253df7c (__TEXT,__text) non-external ___glpSATypeIdentifier_block_invoke
00000001c253e100 (__TEXT,__text) non-external ___glpSAUndeterminedCall_block_invoke
00000001c253e628 (__TEXT,__text) non-external ___glpSAVariableDeclaration_block_invoke
