00000001bab6a658 (__TEXT,__text) non-external -[OS_axr_data copy]
00000001babefcbc (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babefcc0 (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression20GetCompressionMethodEv
00000001babc06dc (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvm
00000001babc7dc4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00000001babc04f4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babdae50 (__TEXT,__text) non-external (was a private external) __ZNK4Part10GetChannelEm11axr_flags_t
00000001babf1050 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babf16c8 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babf17f4 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babdafa8 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babdc830 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babdaf00 (__TEXT,__text) non-external (was a private external) __ZNK4Part11GetPropertyEm11axr_flags_t
00000001babf10d4 (__TEXT,__text) non-external __ZNK4Part11GetPropertyEm11axr_flags_t.cold.1
00000001babdad5c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageInfoEPKv
00000001babc8f58 (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageSizeEm11axr_flags_t
00000001babf06d4 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babf0e44 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babf1628 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babf1754 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babdaf4c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetLayerInfoEm
00000001babdae08 (__TEXT,__text) non-external (was a private external) __ZNK4Part14GetChannelInfoEPKvm11axr_flags_t
00000001babdb214 (__TEXT,__text) non-external (was a private external) __ZNK4Part14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babdeff8 (__TEXT,__text) non-external (was a private external) __ZNK4Part16CreateColorSpaceEPK11axr_decoderPv11axr_flags_tb
00000001babdae88 (__TEXT,__text) non-external (was a private external) __ZNK4Part16GetImagePropertyEPKvm11axr_flags_t
00000001babde8c8 (__TEXT,__text) non-external (was a private external) __ZNK4Part8GetChunkEPKvmmPm
00000001babe11d4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10GetChannelEmm11axr_flags_t
00000001babf15b4 (__TEXT,__text) non-external __ZNK7AXRData10GetChannelEmm11axr_flags_t.cold.1
00000001babd5b34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babf0774 (__TEXT,__text) non-external __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t.cold.1
00000001babd5bf4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babf085c (__TEXT,__text) non-external __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t.cold.1
00000001babd5b94 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babf07e8 (__TEXT,__text) non-external __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t.cold.1
00000001babd57d0 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData16DebugDescriptionEPcm
00000001babe0d34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb
00000001babf13cc (__TEXT,__text) non-external __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb.cold.1
00000001babd5998 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7GetHashEv
00000001babd5984 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7IsEqualEPKS_
                 (undefined) external __ZSt9terminatev (from libc++)
00000001dd1520c0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI10Compressor
00000001dd152348 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11TileDecoder
00000001dd1513a0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11axr_error_t
00000001dd151360 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderBuffer
00000001dd151ec0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderStream
00000001dd1520d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13RowCompressor
00000001dd152130 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13ZipCompressor
00000001dd1516d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_B44
00000001dd151e50 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_PIZ
00000001dd151c98 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_RLE
00000001dd1523d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_Zip
00000001dd151748 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_B44A
00000001dd151c20 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_Zips
00000001dd1519d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17TileDecoder_PXR24
00000001dd151320 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18EncoderBufferCache
00000001dd152358 (__AUTH_CONST,__const) non-external (was a private external) __ZTI25TileDecoder_NoCompression
00000001dd151ba8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI30TileDecoder_ScanlineCompressed
00000001dd151e88 (__AUTH_CONST,__const) non-external (was a private external) __ZTI7AXRData
00000001dd151310 (__AUTH_CONST,__const) non-external (was a private external) __ZTI8Retained
00000001bac129d0 (__TEXT,__const) non-external (was a private external) __ZTS10Compressor
00000001bac12a4c (__TEXT,__const) non-external (was a private external) __ZTS11TileDecoder
00000001babf1d4f (__TEXT,__const) non-external (was a private external) __ZTS11axr_error_t
00000001babf1d3f (__TEXT,__const) non-external (was a private external) __ZTS13EncoderBuffer
00000001bac128d8 (__TEXT,__const) non-external (was a private external) __ZTS13EncoderStream
00000001bac129c0 (__TEXT,__const) non-external (was a private external) __ZTS13RowCompressor
00000001bac129dd (__TEXT,__const) non-external (was a private external) __ZTS13ZipCompressor
00000001bac11e04 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_B44
00000001bac12750 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_PIZ
00000001bac11ec8 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_RLE
00000001bac12a5a (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_Zip
00000001bac11e16 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_B44A
00000001bac11eb5 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_Zips
00000001bac11e80 (__TEXT,__const) non-external (was a private external) __ZTS17TileDecoder_PXR24
00000001babf1d20 (__TEXT,__const) non-external (was a private external) __ZTS18EncoderBufferCache
00000001bac12a30 (__TEXT,__const) non-external (was a private external) __ZTS25TileDecoder_NoCompression
00000001bac11e94 (__TEXT,__const) non-external (was a private external) __ZTS30TileDecoder_ScanlineCompressed
00000001bac1278c (__TEXT,__const) non-external (was a private external) __ZTS7AXRData
00000001babf1d35 (__TEXT,__const) non-external (was a private external) __ZTS8Retained
00000001dd152148 (__AUTH_CONST,__const) non-external (was a private external) __ZTV11TileDecoder
00000001dd151338 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderBuffer
00000001dd151e98 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderStream
00000001dd152078 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13RowCompressor
00000001dd1520e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13ZipCompressor
00000001dd151670 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_B44
00000001dd151df0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_PIZ
00000001dd151c38 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_RLE
00000001dd152370 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_Zip
00000001dd1516e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_B44A
00000001dd151bc0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_Zips
00000001dd151970 (__AUTH_CONST,__const) non-external (was a private external) __ZTV17TileDecoder_PXR24
00000001dd1512e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV18EncoderBufferCache
00000001dd1522e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV25TileDecoder_NoCompression
00000001dd151b48 (__AUTH_CONST,__const) non-external (was a private external) __ZTV30TileDecoder_ScanlineCompressed
00000001dd151e68 (__AUTH_CONST,__const) non-external (was a private external) __ZTV7AXRData
00000001dd151378 (__AUTH_CONST,__const) non-external (was a private external) __ZTV8Retained
                 (undefined) external __ZTVN10__cxxabiv116__enum_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
00000001d7d8c9b0 (__DATA,__bss) non-external __ZZ19AXRCreateColorSpaceE22CGFunctionsInitialized
00000001bac12960 (__TEXT,__const) non-external __ZZ23axr_decoder_create_rgbaE12kColorModels
00000001d3c05558 (__DATA_CONST,__const) non-external __ZZ24GetEXRNameForChannelTypeE20kDefaultChannelNames
00000001d3c055d8 (__DATA_CONST,__const) non-external __ZZL19CreateRGBColorSpaceDv4_fS_fPK14__CFDictionary11axr_flags_tE10colorNames
00000001bac12958 (__TEXT,__const) non-external __ZZL21CalculatePXR24RowSizeRKN18ChannelDescription30ChannelDescriptionLocationInfoEjjj10axr_type_tE9kTypeSize
00000001bac12828 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac12918 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac127e8 (__TEXT,__const) non-external __ZZN11EncoderPart16CreateColorSpaceE11axr_flags_tPK14__CFDictionarybE16kChannelTypeMask
00000001d3c05358 (__DATA_CONST,__const) non-external __ZZN18ChannelDescription20ConfigureChannelTypeEPKcmRP5LayerE10kColorList
00000001dd151ff8 (__AUTH_CONST,__const) non-external __ZZN4Part11InitOffsetsEPKvmRm11axr_flags_tE13kRowSizeProcs
00000001dd1521a8 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read2
00000001dd1521e8 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read4
00000001dd152038 (__AUTH_CONST,__const) non-external __ZZNK13RowCompressor8ReadDataER15CompressionInfoE8FuncList
00000001dd1513b0 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd1513f0 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd1514f0 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE9funcTable
00000001dd151cb0 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151cf0 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151510 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151550 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151650 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd151760 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd1517c0 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151940 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd1519e8 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd151a28 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd151b28 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001babd5770 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_object_alloc (from libSystem)
                 (undefined) external __os_object_dealloc (from libSystem)
00000001babd4990 (__TEXT,__text) external _axr_channel_type_get_name
00000001babd4758 (__TEXT,__text) external _axr_compression_get_name
00000001d3c051c0 (__DATA_CONST,__const) non-external _axr_compression_get_name.kCompressionMethodNames
00000001bab6a308 (__TEXT,__text) external _axr_data_create
00000001babd5c60 (__TEXT,__text) external _axr_data_get_channel_count
00000001babf08d0 (__TEXT,__text) non-external _axr_data_get_channel_count.cold.1
00000001babd5ca8 (__TEXT,__text) external _axr_data_get_channel_info
00000001babf0944 (__TEXT,__text) non-external _axr_data_get_channel_info.cold.1
00000001babf099c (__TEXT,__text) non-external _axr_data_get_channel_info.cold.2
00000001babd5ec4 (__TEXT,__text) external _axr_data_get_layer_count
00000001babf0c1c (__TEXT,__text) non-external _axr_data_get_layer_count.cold.1
00000001babd5f0c (__TEXT,__text) external _axr_data_get_layer_info
00000001babf0c90 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.1
00000001babf0ce8 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.2
00000001babd5f84 (__TEXT,__text) external _axr_data_get_level_count
00000001babf0d5c (__TEXT,__text) non-external _axr_data_get_level_count.cold.1
00000001babd5fd4 (__TEXT,__text) external _axr_data_get_level_size
00000001babf0dd0 (__TEXT,__text) non-external _axr_data_get_level_size.cold.1
00000001babd5c54 (__TEXT,__text) external _axr_data_get_part_count
00000001babd5d74 (__TEXT,__text) external _axr_data_get_part_info
00000001babf0a10 (__TEXT,__text) non-external _axr_data_get_part_info.cold.1
00000001babf0a68 (__TEXT,__text) non-external _axr_data_get_part_info.cold.2
00000001babd5e44 (__TEXT,__text) external _axr_data_get_property
00000001babf0b50 (__TEXT,__text) non-external _axr_data_get_property.cold.1
00000001babf0ba8 (__TEXT,__text) non-external _axr_data_get_property.cold.2
00000001babd5dfc (__TEXT,__text) external _axr_data_get_property_count
00000001babf0adc (__TEXT,__text) non-external _axr_data_get_property_count.cold.1
00000001babe08d0 (__TEXT,__text) external _axr_decoder_append_channel
00000001babf1270 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.1
00000001babf12e4 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.2
00000001babe0bf0 (__TEXT,__text) external _axr_decoder_append_constant_value_channel
00000001babe088c (__TEXT,__text) external _axr_decoder_clear_channel_list
00000001babdfea4 (__TEXT,__text) external _axr_decoder_copy
00000001babdff50 (__TEXT,__text) external _axr_decoder_create
00000001babf1158 (__TEXT,__text) non-external _axr_decoder_create.cold.1
00000001babf11e4 (__TEXT,__text) non-external _axr_decoder_create.cold.2
00000001babe0c68 (__TEXT,__text) external _axr_decoder_create_colorspace
00000001babe0074 (__TEXT,__text) external _axr_decoder_create_rgba
00000001babe0d94 (__TEXT,__text) external _axr_decoder_create_rgba_colorspace
00000001babe0c60 (__TEXT,__text) external _axr_decoder_get_channel_count
00000001babe0ff4 (__TEXT,__text) external _axr_decoder_get_channel_info
00000001babf14b4 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.1
00000001babf1528 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.2
00000001babe1230 (__TEXT,__text) external _axr_decoder_get_data
00000001babe0ef0 (__TEXT,__text) external _axr_decoder_get_info
00000001babf1440 (__TEXT,__text) non-external _axr_decoder_get_info.cold.1
00000001babd6044 (__TEXT,__text) external _axr_decoder_read_pixels
00000001babd62d0 (__TEXT,__text) external _axr_decoder_read_planes
00000001babd618c (__TEXT,__text) external _axr_decoder_read_rgba_pixels
00000001babe0a38 (__TEXT,__text) external _axr_decoder_set_subregion
00000001babf1358 (__TEXT,__text) non-external _axr_decoder_set_subregion.cold.1
00000001babe0eb0 (__TEXT,__text) external _axr_decoder_translate_channel_index
00000001babda618 (__TEXT,__text) external _axr_encoder_append_part
00000001babf0fdc (__TEXT,__text) non-external _axr_encoder_append_part.cold.1
00000001babda6ac (__TEXT,__text) external _axr_encoder_compress
00000001babda5dc (__TEXT,__text) external _axr_encoder_create
00000001babd4608 (__TEXT,__text) external _axr_error_get_name
00000001d3c05128 (__DATA_CONST,__const) non-external _axr_error_get_name.kErrorNames
00000001babd4630 (__TEXT,__text) external _axr_flags_get_name
00000001d3c051a0 (__DATA_CONST,__const) non-external _axr_flags_get_name.kFlagNames
00000001babd4828 (__TEXT,__text) external _axr_get_version
00000001d7d8c9a8 (__DATA,__bss) non-external _axr_get_version.version
00000001babd5514 (__TEXT,__text) external _axr_introspect_data
00000001babe2a78 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_data_is_as_big_as_claimed
00000001babe2a4c (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_exists_and_nonnull
00000001babe2a60 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_header_is_as_big_as_claimed
00000001babd4808 (__TEXT,__text) external _axr_level_mode_get_name
00000001d3c05238 (__DATA_CONST,__const) non-external _axr_level_mode_get_name.kLevelMode
00000001babd49b4 (__TEXT,__text) external _axr_line_order_get_name
00000001d3c05338 (__DATA_CONST,__const) non-external _axr_line_order_get_name.kLineOrderNames
00000001babd6614 (__TEXT,__text) external _axr_part_append_attribute
00000001babd6a94 (__TEXT,__text) external _axr_part_append_channels
00000001babd6a18 (__TEXT,__text) external _axr_part_create_colorspace
00000001babd63a4 (__TEXT,__text) external _axr_part_get_rip_level_counts
00000001babd6de0 (__TEXT,__text) external _axr_part_get_tile_size
00000001babd63b8 (__TEXT,__text) external _axr_part_set_chromaticities
00000001babf0ee4 (__TEXT,__text) non-external _axr_part_set_chromaticities.cold.1
00000001babd652c (__TEXT,__text) external _axr_part_set_preview
00000001babd47a0 (__TEXT,__text) external _axr_property_flags_get_name
00000001babd477c (__TEXT,__text) external _axr_type_get_name
00000001babd47ec (__TEXT,__text) external _axr_type_get_size
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001d7d8c9f8 (__DATA,__common) non-external (was a private external) _cfArrayCreate
00000001d7d8ca00 (__DATA,__common) non-external (was a private external) _cfDataCreate
00000001d7d8c9e8 (__DATA,__common) non-external (was a private external) _cfDictionaryAddValue
00000001d7d8ca08 (__DATA,__common) non-external (was a private external) _cfDictionaryCreate
00000001d7d8c9e0 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutable
00000001d7d8ca10 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutableCopy
00000001d7d8ca18 (__DATA,__common) non-external (was a private external) _cfDictionaryGetCount
00000001d7d8c9d0 (__DATA,__common) non-external (was a private external) _cfDictionaryGetTypeID
00000001d7d8c9c8 (__DATA,__common) non-external (was a private external) _cfGetTypeID
00000001d7d8c9f0 (__DATA,__common) non-external (was a private external) _cfNumberCreate
00000001d7d8c9d8 (__DATA,__common) non-external (was a private external) _cfRelease
00000001d7d8ca30 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithColorSyncProfile
00000001d7d8ca28 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithName
00000001d7d8ca68 (__DATA,__common) non-external (was a private external) _colorsyncMakeProfile
00000001d7d8ca78 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateMutableCopy
00000001d7d8ca70 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateWithName
00000001d7d8ca88 (__DATA,__common) non-external (was a private external) _colorsyncProfileRemoveTag
00000001d7d8ca90 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetDescriptionTag
00000001d7d8ca80 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetTag
                 (undefined) external _compress (from libz)
                 (undefined) external _compressBound (from libz)
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
00000001d7d8caa0 (__DATA,__common) non-external (was a private external) _kDefaultAXRLogFlags
00000001d3c05218 (__DATA_CONST,__const) non-external _kPropertiesFlagsNames
00000001d3c05200 (__DATA_CONST,__const) non-external _kSampleTypeNames
00000001d7d8ca20 (__DATA,__common) non-external (was a private external) _kcfBooleanTrue
00000001d7d8ca50 (__DATA,__common) non-external (was a private external) _kcfDictionaryKeyCallBacks
00000001d7d8ca58 (__DATA,__common) non-external (was a private external) _kcfDictionaryValueCallBacks
00000001d7d8ca60 (__DATA,__common) non-external (was a private external) _kcfTypeArrayCallBacks
00000001d7d8ca48 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearGray
00000001d7d8ca38 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001d7d8ca40 (__DATA,__common) non-external (was a private external) _kcgColorSpaceGenericXYZ
00000001d7d8ca98 (__DATA,__common) non-external (was a private external) _kcolorsyncGenericXYZProfile
00000001d7d8cab0 (__DATA,__common) non-external (was a private external) _lastByte
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stpcpy (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtoull (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _uncompress (from libz)
                 (undefined) external _vsnprintf (from libSystem)
