00007ffa447c0ae0 (__DATA,__data) non-external _.compoundliteral
00007ffa1e836b33 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa1e83766f (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa1e835f36 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa1e8366d3 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa1e835984 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa1e8371b1 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa1e837a67 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa1e8379bb (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa1e8379a0 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa1e836a5c (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa1e83755f (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa1e8367ae (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa1e835ca9 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa1e83642f (__TEXT,__text) external _ShGetPPStreamManager
00007ffa1e836446 (__TEXT,__text) external _ShGetShaderByteCode
00007ffa1e837c74 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa1e837b78 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa1e836727 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa1e836be6 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa1e8370b8 (__TEXT,__text) external _ShGetUniformIndex
00007ffa1e8361e6 (__TEXT,__text) external _ShGetUniformLocation
00007ffa1e835f2e (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa1e834db0 (__TEXT,__text) external _ShInitialize
00007ffa1e838374 (__TEXT,__text) external _ShInitializeLibrary
00007ffa1e8352ec (__TEXT,__text) external _ShLink
00007ffa1e836386 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa1e83837a (__TEXT,__text) external _ShTerminateLibrary
00007ffa1e836577 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa1e827ab6 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa1e898510 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa1e84458f (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa1e896448 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa1e893926 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa1e893804 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa1e83def5 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa1e83d5f9 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa1e83e212 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1e83dbb7 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa1e83dd76 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa1e83e123 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa1e81653c (__TEXT,__text) non-external ___abort_calloc
00007ffa1e75692e (__TEXT,__text) non-external ___abort_malloc
00007ffa1e8160ff (__TEXT,__text) non-external ___abort_malloc
00007ffa1e7ec355 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa1e7e5f26 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa4331ae00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331ae58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b0c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b1c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b238 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b2c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331b920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331db38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331db58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331df18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4331ba20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa4331dd68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa4331dd98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa4331af58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa4331ba40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa4331ddc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa4331ba60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa4331dbb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa4331de08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa4331de38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa4331de68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa4331b140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4331df68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4331de98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa4331ded8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa4331b0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4331ba80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4331df98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4331af98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa4331baa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa4331dbe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa4331b180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa4331b1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa4331dfc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa4331ae98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa4331b298 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa4331b940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa4331afb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa4331dc18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa4331afd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa4331b960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa4331b018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa4331b980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa4331db88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa4331b350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa4331aed8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa4331b9a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa4331b488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa4331b380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa4331b9c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa4331dc48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa4331dc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa4331dca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa4331b9e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa4331dcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa4331b4b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa4331af18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa4331b4e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4331dd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4331b518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa4331b538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa4331b568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa4331b588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa4331ba00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa4331df38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa4331b3b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa4331b3e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4331dd38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa4331ae20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331ae78 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331b120 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331b1e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331b400 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331dde8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331dfe8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4331af78 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa4331deb8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa4331def8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa4331b160 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa4331aff8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa4331aeb8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa4331aef8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa4331af38 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa1e764700 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1e764720 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1e81134d (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa1e825fae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1e884d2b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa1e832474 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1e83de92 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1e83d6ae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1e84cc72 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa1e84c368 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa1e84b2e8 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa1e84c6f4 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa1e84ad08 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa1e84adbe (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa1e850eb0 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa1e84cacc (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa1e834d28 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa1e84cb8b (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa1e84cc27 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa1e848026 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa1e8494fa (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa1e84bc48 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa1e825fc5 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1e884d63 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa1e829686 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1e83deca (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1e83d6f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa1e7eeec0 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa1e82fd37 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa1e810ea9 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa1e810ebb (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa1e81135b (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa1e7e5ba4 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa1e7e5ccf (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa1e7e5c9a (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa1e7e5c30 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa1e7e5c65 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa1e7e5ce0 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa1e830fe3 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa1e831066 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa1e82960c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa1e829666 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa1e83bb75 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa1e83c0cd (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa1e825f11 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa1e811810 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa1e874948 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa1e874789 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa1e8747ad (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa1e87481d (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa1e874849 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa1e874a44 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa1e874a68 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa1e874a81 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa1e874a8e (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa1e8743c8 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa1e874924 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa1e83243c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
