00007ff8439bd580 (__DATA,__data) non-external _.compoundliteral
00007ff8069f8698 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff8069f8415 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff8069f830f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff8069eb8ae (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff8069e4ada (__TEXT,__text) non-external _sb_pattern_new
00007ff8069e4150 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff8069e9186 (__TEXT,__text) non-external _sb_pattern_regex
00007ff8069e5023 (__TEXT,__text) non-external _sb_pattern_release
00007ff8069e4fd0 (__TEXT,__text) non-external _sb_pattern_retain
00007ff8069ebfac (__TEXT,__text) non-external _sb_pattern_serialize
00007ff806a0524d (__TEXT,__text) non-external _sb_pattern_var_release
00007ff806a051f8 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff806a05336 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff806a05524 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff806a0566f (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff8069f6571 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff8069f64d1 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff8069ff393 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff8069ff355 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff8069ff3d5 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff8069fefe2 (__TEXT,__text) non-external _sb_policy_new
00007ff8069ff236 (__TEXT,__text) non-external _sb_policy_release
00007ff8069ff2c1 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff8069ff444 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff8069ee02f (__TEXT,__text) non-external _sb_profile_release
00007ff8069f652c (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff8069f6692 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8069da20f (__TEXT,__text) non-external _sb_program_source_alloc
00007ff8069f9ae1 (__TEXT,__text) non-external _sb_realloc_typed
00007ff8069eb777 (__TEXT,__text) non-external _sb_regex_release
00007ff8069eddb3 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff8069fbcf0 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff8069fa940 (__TEXT,__text) non-external _sb_stringtable_release
00007ff8069eb654 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff8069e5bf8 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff8069d9cef (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff806a04144 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff8069eb816 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff8069fedd9 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff8069fd90d (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff8069f12f6 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff8069ffbb6 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff8069ffc07 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff806a0519e (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff8069eecad (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff806a0391d (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff8069edcad (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff8069ed933 (__TEXT,__text) non-external _sb_visitor_new
00007ff8069edd30 (__TEXT,__text) non-external _sb_visitor_release
00007ff806a05705 (__TEXT,__text) non-external _sb_warn
00007ff806a10d10 (__TEXT,__const) non-external _sbpl1_scm
00007ff806a11c30 (__TEXT,__const) non-external _sbpl2_scm
00007ff806a121b0 (__TEXT,__const) non-external _sbpl3_scm
00007ff806a00945 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff806a015c6 (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff806a0169a (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff806a00b67 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff806a01768 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff806a0a1c0 (__TEXT,__const) non-external _sbpl_scm
00007ff8069f6ef3 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff806a05880 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff8069ed731 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8069e19f5 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff8069ede6b (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8069dacd0 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff8069f7120 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff8069f74ca (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff8069f6ec6 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff8069ecf9a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff8069f6d84 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff8069f6d7a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff8069f6d62 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff8069ed6f3 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8069da6ac (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff8069da65e (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff8069e201f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8069db7a4 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8069e2727 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff8069f75b5 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff8069db77f (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8069db6c1 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8069db6d0 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff8069f6f94 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff8069e7153 (__TEXT,__text) non-external _shallow_copy_node
00007ff8069f1b6a (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff8069f3a60 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff8069db505 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff8069e379b (__TEXT,__text) non-external (was a private external) _string_length
00007ff8069fbdc7 (__TEXT,__text) non-external _string_table_description_for_id
00007ff8069e3749 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff806a0379e (__TEXT,__text) non-external _submatch_end
00007ff8069e1a46 (__TEXT,__text) non-external (was a private external) _symname
00007ff8069f7639 (__TEXT,__text) non-external _syntaxnum
00007ff806a0439e (__TEXT,__text) non-external _synthesize_bitmasks
00007ff806a041f6 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff806a0430e (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff806a0481c (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff8069eecfc (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff8069fe7ce (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff8406c4370 (__DATA_CONST,__const) non-external _tests
00007ff8069dcf56 (__TEXT,__text) non-external _token
00007ff8069edaaa (__TEXT,__text) non-external _traverse_postorder
00007ff8069fe600 (__TEXT,__text) non-external _traverse_preorder
00007ff8069fcbd1 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff806a126d0 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff806a010a7 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff8069ffd7c (__TEXT,__text) non-external _version
00007ff8069ff562 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff8069e1ac5 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
