00000001e6f3b40c (__TEXT,__text) non-external _DiToMD5
00000001e6f3cde0 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00000001e6f488a0 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00000001e6f4997c (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00000001e6f4b260 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00000001e6f1f998 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00000001e6f1fa00 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00000001e6f4d750 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00000001e6f4d77c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001e6f4d7a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001e6f4d7d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001e6f4d800 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001e6f4d82c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001e6f4d858 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001e6f4b39c (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001e6f4b43c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001e6f1d6d0 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001e6f4cd80 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001e6f4bbb4 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001e6f1cd30 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001e6f3cd40 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001e6f41d78 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001e6f25080 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001e6f1b688 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001e6f3eb74 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001e6f41c78 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001e6f2a2a4 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001e6f2abd8 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001e6f4ed04 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001e6f4ed30 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001e6f2ac34 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001e6f4ed5c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001e6f4ed88 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001e6f4edb4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001e6f4ede0 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001e6f4bc54 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
0000000219f182c0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001e6f36ac8 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
0000000219f182b8 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001e6f3f104 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001e6f41bf8 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001e6f2a354 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001e6f29eb8 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001e6f1fcc4 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001e6f4d884 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001e6f4d8b0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001e6f2c920 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001e6f218ac (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec
00000001e6f4dfc8 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.1
00000001e6f4dff4 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.2
00000001e6f4e020 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsPv8timespec.cold.3
00000001e6f50d30 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001e6f40ddc (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001e6f41cf8 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001e6f2a4c4 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001e6f2b150 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001e6f4ef14 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001e6f4ef40 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
0000000219f182a8 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001e6f558e8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001e6f29724 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001e6f47e48 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001e6f54f10 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001e6f297d0 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001e6f2ddb0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001e6f4f124 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001e6f4f150 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001e6f4f17c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001e6f4bdf4 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001e6f21840 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001e6f4df9c (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001e6f54848 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001e6f55fa0 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001e6f546f0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001e6f54af8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001e6f55318 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001e6f554d8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001e6f55a40 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001e6f1bdc0 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001e6f3c78c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001e6f213a4 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001e6f51670 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001e6f53640 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001e6f549a0 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001e6f29dc4 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001e6f299fc (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001e6f4eb78 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001e6f3da60 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001e6f40194 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001e6f52aa0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001e6f29f60 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001e6f522b0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001e6f528d0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001e6f54518 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001e6f54da8 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001e6f2dac4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001e6f4f048 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001e6f4f074 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001e6f4f0a0 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001e6f4f0cc (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001e6f28ce8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001e6f4e994 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001e6f22078 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001e6f4e0a4 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001e6f51a20 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001e6f53fb8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001e6f54328 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001e6f54c50 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001e6f55068 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001e6f551c0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001e6f55630 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001e6f2a0c4 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001e6f517d0 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
0000000219f182ac (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001e6f53048 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001e6f51ea0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001e6f52d60 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001e6f55790 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001e6f520c0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001e6f52bf0 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001e6f52718 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001e6f52ed0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001e6f46ad0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001e6f28a30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001e6f4e910 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001e6f4e93c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001e6f4e968 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001e6f53d08 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001e6f55d08 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001e6f497f0 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001e6f51518 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001e6f474ec (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001e6f51cd0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001e6f524f8 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001e6f508ef (__TEXT,__const) non-external __ZL4yyr1
00000001e6f508ce (__TEXT,__const) non-external __ZL4yyr2
00000001e6f4c7c8 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001e6f53888 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001e6f54138 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001e6f53ae8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001e6f55e48 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001e6f1c730 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001e6f50698 (__TEXT,__const) non-external __ZL6yypact
00000001e6f507cc (__TEXT,__const) non-external __ZL7yycheck
00000001e6f50910 (__TEXT,__const) non-external __ZL7yypgoto
00000001e6f50839 (__TEXT,__const) non-external __ZL7yytable
00000001e6f3aa6c (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001e6f3afc0 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001e6f508a6 (__TEXT,__const) non-external __ZL8yydefact
00000001e6f1ec28 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001e6f4d330 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001e6f4bcd4 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001e6f1d288 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001e6f50930 (__TEXT,__const) non-external __ZL9crc32_tab
0000000219f17e98 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e6f1cf30 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001e6f1d04c (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001e6f5091f (__TEXT,__const) non-external __ZL9yydefgoto
00000001e6f37434 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001e6f376dc (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001e6f37014 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001e6f36bb8 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001e6f36d04 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001e6f36944 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001e6f372c0 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001e6f275dc (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001e6f3fc78 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e6f278d8 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001e6f3ffac (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e6f276d4 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001e6f3feb0 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e6f3fdb0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001e6f27738 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001e6f27540 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001e6f4e6a8 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001e6f400ac (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e6f3fb88 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e6f27820 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001e6f27460 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001e6f273f8 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001e6f2765c (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001e6f272e8 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001e6f27690 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001e6f2791c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001e6f3fab4 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001e6f27884 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001e6f277ac (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001e6f3fae8 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001e6f2461c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001e6f41990 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001e6f41adc (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001e6f24684 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001e6f24634 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001e6f4e3bc (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001e6f41890 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001e6f24628 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001e6f246d4 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001e6f418e8 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001e6f27130 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001e6f4a47c (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e6f2724c (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001e6f4a7b0 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e6f4a6b4 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e6f4a5b4 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00000001e6f271b0 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00000001e6f4e67c (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00000001e6f4a8b0 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
