00000001e6fa2c58 (__DATA,__data) non-external _C
00000001e6fa4820 (__DATA,__bss) non-external _saved_categories
0000000180310764 (__TEXT,__text) external _sbrk
00000001e6fa3da8 (__DATA,__bss) non-external _sbrk_curbrk
00000001e6fa3da0 (__DATA,__bss) non-external _sbrk_needs_init
00000001e6fa2b50 (__DATA,__data) non-external _sbrk_region_size
000000018032e0e8 (__TEXT,__text) external _scandir
000000018034a334 (__TEXT,__text) external _scandir_b
000000018033b848 (__TEXT,__text) external _scanf
000000018033b8c8 (__TEXT,__text) external _scanf_l
0000000180356418 (__TEXT,__const) non-external _sccsid
0000000180356460 (__TEXT,__const) non-external _sccsid
000000018032e278 (__TEXT,__text) external _seed48
00000001e6fa46d8 (__DATA,__bss) non-external _seed48.sseed
000000018032e2e0 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00000001802eedac (__TEXT,__text) external _send
00000001802eed94 (__TEXT,__text) external _send$NOCANCEL
0000000180356e50 (__TEXT,__const) non-external _seps
00000001e6fa3ef8 (__DATA,__bss) non-external _seq
000000018031773c (__TEXT,__text) non-external _set_asl
0000000180317a88 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
000000018033b958 (__TEXT,__text) external _setbuf
000000018033b96c (__TEXT,__text) external _setbuffer
00000001802e2324 (__TEXT,__text) external _setenv
000000018031eb30 (__TEXT,__text) external _sethostid
000000018032e338 (__TEXT,__text) external _sethostname
000000018031e38c (__TEXT,__text) external _setinvalidrune
00000001e6fa45bc (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
0000000180337138 (__TEXT,__text) external _setipv4sourcefilter
00000001803534c4 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
0000000180313cfc (__TEXT,__text) external _setkey
0000000180309264 (__TEXT,__text) external _setlinebuf
00000001802e64bc (__TEXT,__text) external _setlocale
000000018030ec44 (__TEXT,__text) external _setlogin
000000018032e4c4 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
000000018031eba4 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018030894c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
000000018031ebe8 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
000000018031ebf0 (__TEXT,__text) external _setruid
000000018033337c (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001803373a4 (__TEXT,__text) external _setsourcefilter
00000001803467b0 (__TEXT,__text) external _setstate
000000018031d8cc (__TEXT,__text) external _settimeofday
0000000180315390 (__TEXT,__text) external _setttyent
00000001802e5b6c (__TEXT,__text) non-external _settzname
0000000180315ec4 (__TEXT,__text) external _setusershell
000000018034c610 (__TEXT,__text) external _setutxent
0000000180317358 (__TEXT,__text) external _setutxent_wtmp
0000000180306400 (__TEXT,__text) external _setvbuf
00000001803383f0 (__TEXT,__text) non-external _sflush_locked
000000018031e26c (__TEXT,__text) non-external (was a private external) _sgetrune
00000001e6fa45b4 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00000001e6fa3f70 (__DATA,__bss) non-external _shells
0000000180312bb8 (__TEXT,__text) non-external _shiftLeftMP
0000000180312988 (__TEXT,__text) non-external _shiftRightMPWithRounding
00000001e6fa2f50 (__DATA,__data) non-external _sig_init_once
00000001e6fa4b70 (__DATA,__bss) non-external _sig_key
0000000180342a9c (__TEXT,__text) non-external _sig_keycreate
00000001e6fa4b68 (__DATA,__bss) non-external _sig_keycreated
00000001802fd388 (__TEXT,__text) external _sigaction
000000018031641c (__TEXT,__text) external _sigaddset
0000000180310328 (__TEXT,__text) external _sigaltstack
0000000180310420 (__TEXT,__text) external _sigblock
0000000180316478 (__TEXT,__text) external _sigdelset
0000000180316400 (__TEXT,__text) external _sigemptyset
000000018031640c (__TEXT,__text) external _sigfillset
0000000180306e80 (__TEXT,__text) external _sighold
00000001803104fc (__TEXT,__text) external _sigignore
000000018032eb88 (__TEXT,__text) external _siginterrupt
00000001803164d4 (__TEXT,__text) external _sigismember
00000001802fd304 (__TEXT,__text) external _signal
00000001802fd30c (__TEXT,__text) non-external _signal__
00000001e6fa4650 (__DATA,__bss) non-external _signo
00000001803515b8 (__TEXT,__text) external _sigpause
0000000180310460 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180306edc (__TEXT,__text) external _sigrelse
0000000180306d7c (__TEXT,__text) external _sigset
00000001803103e0 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180310374 (__TEXT,__text) external _sigvec
000000018031037c (__TEXT,__text) non-external _sigvec__
0000000180315b68 (__TEXT,__text) non-external _skip
00000001e6fa303c (__DATA,__data) external _skip
000000018032ec94 (__TEXT,__text) external _sl_add
000000018032ed84 (__TEXT,__text) external _sl_find
000000018032ed0c (__TEXT,__text) external _sl_free
000000018032ec40 (__TEXT,__text) external _sl_init
00000001803531c0 (__TEXT,__text) non-external _sl_init.cold.1
00000001803531dc (__TEXT,__text) non-external _sl_init.cold.2
00000001e6fa4630 (__DATA,__bss) non-external _slash
00000001802f33c8 (__TEXT,__text) external _sleep
0000000180303dec (__TEXT,__text) external _sleep$NOCANCEL
00000001e6fa3ef0 (__DATA,__bss) non-external _slot
00000001802e8d04 (__TEXT,__text) external _snprintf
00000001802e8cb0 (__TEXT,__text) external _snprintf_l
0000000180330060 (__TEXT,__text) external _snvis
00000001803370f8 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00000001802eef94 (__TEXT,__text) external _sprintf
00000001802fcd7c (__TEXT,__text) external _sprintf_l
000000018031e2f8 (__TEXT,__text) non-external (was a private external) _sputrune
00000001e6fa45b8 (__DATA,__bss) non-external _sputrune.warn_depreciated
0000000180345fdc (__TEXT,__text) external _sradixsort
00000001803044c4 (__TEXT,__text) external _srand
0000000180304c84 (__TEXT,__text) external _srand48
00000001803465ac (__TEXT,__text) external _sranddev
00000001802eb3b8 (__TEXT,__text) external _srandom
0000000180302074 (__TEXT,__text) external _srandomdev
00000001802ecc5c (__TEXT,__text) external _sscanf
00000001802e69a8 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
000000018031c0d8 (__TEXT,__text) external _stat_with_subsystem
00000001e6fa2fa0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
000000018030671c (__TEXT,__text) external _statvfs
00000001802f3458 (__TEXT,__text) non-external _statx1
000000018031d95c (__TEXT,__text) external _statx_np
00000001802f3634 (__TEXT,__text) non-external _statx_syscall
00000001802ea6c8 (__TEXT,__text) external _stpcpy
00000001802e9434 (__TEXT,__text) external _stpncpy
0000000180330220 (__TEXT,__text) external _stravis
00000001802e3acc (__TEXT,__text) external _strcasecmp
00000001802e3af0 (__TEXT,__text) external _strcasecmp_l
00000001802ea2b8 (__TEXT,__text) external _strcasestr
00000001802ea2dc (__TEXT,__text) external _strcasestr_l
00000001802e5460 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
0000000180305ccc (__TEXT,__text) external _strcoll
0000000180305cf0 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00000001802ee9f8 (__TEXT,__text) external _strcspn
00000001802dea3c (__TEXT,__text) external _strdup
00000001803302b8 (__TEXT,__text) external _strenvisx
00000001802eeb9c (__TEXT,__text) external _strerror
00000001802efec0 (__TEXT,__text) external _strerror_r
000000018034d440 (__TEXT,__text) external _strfmon
000000018034e140 (__TEXT,__text) external _strfmon_l
0000000180305388 (__TEXT,__text) external _strftime
00000001802fbc2c (__TEXT,__text) external _strftime_l
00000001e6fa3f78 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
000000018034273c (__TEXT,__text) external _strmode
00000001802eedc4 (__TEXT,__text) external _strncasecmp
00000001802e3964 (__TEXT,__text) external _strncasecmp_l
00000001802f1410 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00000001802e9ee0 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00000001802dea90 (__TEXT,__text) external _strnstr
000000018032ff48 (__TEXT,__text) external _strnunvis
000000018032fdc4 (__TEXT,__text) external _strnunvisx
0000000180353250 (__TEXT,__text) non-external _strnunvisx.cold.1
000000018035327c (__TEXT,__text) non-external _strnunvisx.cold.2
00000001803532a8 (__TEXT,__text) non-external _strnunvisx.cold.3
00000001802ffd94 (__TEXT,__text) external _strnvis
0000000180330280 (__TEXT,__text) external _strnvisx
000000018030914c (__TEXT,__text) external _strpbrk
0000000180342598 (__TEXT,__text) external _strptime
0000000180302654 (__TEXT,__text) external _strptime_l
00000001802deb2c (__TEXT,__text) external _strrchr
0000000180330190 (__TEXT,__text) external _strsenvisx
00000001802eecb8 (__TEXT,__text) external _strsep
00000001803429d4 (__TEXT,__text) external _strsignal
0000000180342880 (__TEXT,__text) external _strsignal_r
00000001803300f4 (__TEXT,__text) external _strsnvis
0000000180330160 (__TEXT,__text) external _strsnvisx
00000001802eeab4 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00000001803300bc (__TEXT,__text) external _strsvis
0000000180330120 (__TEXT,__text) external _strsvisx
0000000180301484 (__TEXT,__text) external _strtod
00000001802e3a94 (__TEXT,__text) external _strtod_l
0000000180310894 (__TEXT,__text) external _strtoencf16
0000000180310968 (__TEXT,__text) external _strtoencf32
0000000180310c40 (__TEXT,__text) external _strtoencf64
000000018031107c (__TEXT,__text) external _strtoencf64x
00000001802f0874 (__TEXT,__text) external _strtof
00000001802efa68 (__TEXT,__text) external _strtof_l
00000001803165c0 (__TEXT,__text) external _strtofflags
00000001803477c0 (__TEXT,__text) external _strtoimax
00000001802e811c (__TEXT,__text) external _strtoimax_l
000000018030b3bc (__TEXT,__text) external _strtok
00000001e6fa4b78 (__DATA,__bss) non-external _strtok.last
00000001802f2a44 (__TEXT,__text) external _strtok_r
00000001802e6498 (__TEXT,__text) external _strtol
00000001802e3394 (__TEXT,__text) external _strtol_l
000000018030d9cc (__TEXT,__text) external _strtold
000000018030f19c (__TEXT,__text) external _strtold_l
00000001802de7a4 (__TEXT,__text) external _strtoll
00000001802de7c8 (__TEXT,__text) external _strtoll_l
0000000180338f7c (__TEXT,__text) external _strtonum
00000001803477e4 (__TEXT,__text) external _strtoq
0000000180347808 (__TEXT,__text) external _strtoq_l
00000001802e9c04 (__TEXT,__text) external _strtoul
00000001802e9c28 (__TEXT,__text) external _strtoul_l
00000001802fb7cc (__TEXT,__text) external _strtoull
00000001802fb7f0 (__TEXT,__text) external _strtoull_l
000000018030f33c (__TEXT,__text) external _strtoumax
00000001802eccac (__TEXT,__text) external _strtoumax_l
00000001802fd2d4 (__TEXT,__text) external _strtouq
000000018034780c (__TEXT,__text) external _strtouq_l
000000018032ff38 (__TEXT,__text) external _strunvis
000000018032ff28 (__TEXT,__text) external _strunvisx
000000018030e40c (__TEXT,__text) external _strvis
000000018033023c (__TEXT,__text) external _strvisx
0000000180342d9c (__TEXT,__text) external _strxfrm
0000000180342adc (__TEXT,__text) external _strxfrm_l
00000001e6fa4c88 (__DATA,__common) external _suboptarg
00000001e6fa4500 (__DATA,__bss) non-external _subsystem_root_path
0000000180330008 (__TEXT,__text) external _svis
0000000180342dc0 (__TEXT,__text) external _swab
000000018033b984 (__TEXT,__text) external _swprintf
000000018033b9d4 (__TEXT,__text) external _swprintf_l
000000018033ba00 (__TEXT,__text) external _swscanf
000000018033ba50 (__TEXT,__text) external _swscanf_l
000000018031c7a0 (__TEXT,__text) external _sxprintf
000000018031cef8 (__TEXT,__text) external _sxprintf_exec
000000018031e61c (__TEXT,__text) external _sync_volume_np
0000000180356d3f (__TEXT,__const) non-external _syntax_error_str
00000001e4d19268 (__DATA_CONST,__const) external _sys_errlist
0000000180355f08 (__TEXT,__const) external _sys_nerr
00000001e4d19bf8 (__DATA_CONST,__const) external _sys_siglist
00000001e4d19af8 (__DATA_CONST,__const) external _sys_signame
00000001802e85d8 (__TEXT,__text) external _sysconf
00000001802e29f4 (__TEXT,__text) external _sysctl
00000001802e2bf0 (__TEXT,__text) external _sysctlbyname
000000018030d404 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00000001803516e0 (__TEXT,__text) external _system
0000000180347810 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00000001803516a0 (__TEXT,__text) external _tcdrain
000000018032f400 (__TEXT,__text) external _tcdrain$NOCANCEL
000000018032f4a0 (__TEXT,__text) external _tcflow
000000018032f42c (__TEXT,__text) external _tcflush
0000000180300ff8 (__TEXT,__text) external _tcgetattr
00000001802ffd34 (__TEXT,__text) external _tcgetpgrp
000000018031d748 (__TEXT,__text) external _tcgetsid
000000018032f378 (__TEXT,__text) external _tcsendbreak
000000018030de34 (__TEXT,__text) external _tcsetattr
000000018030dddc (__TEXT,__text) external _tcsetpgrp
000000018030e314 (__TEXT,__text) external _tdelete
000000018032f14c (__TEXT,__text) external _telldir
000000018033ba7c (__TEXT,__text) external _tempnam
00000001e6fa3ee8 (__DATA,__bss) non-external _tf
000000018030e018 (__TEXT,__text) external _tfind
0000000180316910 (__TEXT,__text) external _thread_stack_async_pcs
00000001802eadcc (__TEXT,__text) external _thread_stack_pcs
00000001e6fa2c40 (__DATA,__data) non-external _threadsafe
00000001802e9014 (__TEXT,__text) external _time
00000001802f3c68 (__TEXT,__text) non-external _time2
0000000180342288 (__TEXT,__text) external _time2posix
00000001802f3cf8 (__TEXT,__text) non-external _time2sub
0000000180303dc8 (__TEXT,__text) external _timegm
0000000180342254 (__TEXT,__text) external _timelocal
0000000180342264 (__TEXT,__text) external _timeoff
000000018032f550 (__TEXT,__text) external _times
0000000180348178 (__TEXT,__text) external _timespec_get
00000001802e6010 (__TEXT,__text) non-external _timesub
00000001e8289f00 (__DATA_DIRTY,__common) external _timezone
00000001802fba58 (__TEXT,__text) external _timingsafe_bcmp
00000001e6fa4b08 (__DATA,__bss) non-external _tm
000000018030d4ac (__TEXT,__text) non-external _tmcomp
000000018033bc40 (__TEXT,__text) external _tmpfile
000000018033bd8c (__TEXT,__text) external _tmpnam
00000001e6fa4998 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001e6fa49a0 (__DATA,__bss) non-external _tmpnam_buf
000000018033be40 (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001e6fa2f18 (__DATA,__data) non-external _tmpnam_buf_control
0000000180355f48 (__TEXT,__const) non-external _tmundef
00000001803186e8 (__TEXT,__text) external _toascii
00000001803091d4 (__TEXT,__text) external _tolower
00000001803192bc (__TEXT,__text) external _tolower_l
00000001e6fa4608 (__DATA,__bss) non-external _toprec
00000001e6fa4610 (__DATA,__bss) non-external _topreclen
00000001803186f0 (__TEXT,__text) external _toupper
00000001803192dc (__TEXT,__text) external _toupper_l
00000001803354d4 (__TEXT,__text) external _towctrans
00000001803353f4 (__TEXT,__text) external _towctrans_l
00000001803197c4 (__TEXT,__text) external _towlower
0000000180319dd4 (__TEXT,__text) external _towlower_l
0000000180319800 (__TEXT,__text) external _towupper
0000000180319df4 (__TEXT,__text) external _towupper_l
00000001802e57bc (__TEXT,__text) non-external _transtime
00000001802f8614 (__TEXT,__text) non-external _tre_add_tag_left
000000018034f418 (__TEXT,__text) non-external _tre_add_tag_right
00000001802f6d94 (__TEXT,__text) non-external _tre_add_tags
00000001802f6d48 (__TEXT,__text) external _tre_ast_new_catenation
00000001802f6b00 (__TEXT,__text) external _tre_ast_new_iter
00000001802f68c4 (__TEXT,__text) external _tre_ast_new_literal
00000001802f6910 (__TEXT,__text) external _tre_ast_new_node
00000001802f6ab4 (__TEXT,__text) external _tre_ast_new_union
00000001802f8c8c (__TEXT,__text) non-external _tre_ast_to_tnfa
00000001802f4558 (__TEXT,__text) external _tre_compile
000000018034ed54 (__TEXT,__text) non-external _tre_compute_nfl
000000018030fd44 (__TEXT,__text) non-external _tre_copy_ast
000000018034e858 (__TEXT,__text) non-external _tre_expand_ast
0000000180351498 (__TEXT,__text) non-external _tre_expand_macro
00000001802fcda8 (__TEXT,__text) external _tre_fill_pmatch
00000001802fcf70 (__TEXT,__text) external _tre_free
00000001e4d1a9e0 (__DATA_CONST,__const) non-external _tre_macros
00000001802f8d84 (__TEXT,__text) non-external _tre_make_trans
00000001802f918c (__TEXT,__text) non-external _tre_match
00000001802f86d8 (__TEXT,__text) non-external _tre_match_empty
00000001802f6998 (__TEXT,__text) external _tre_mem_alloc_impl
00000001802f9098 (__TEXT,__text) external _tre_mem_destroy
00000001802f4c50 (__TEXT,__text) external _tre_mem_new_impl
00000001802f847c (__TEXT,__text) non-external _tre_merge_branches
00000001802f6c98 (__TEXT,__text) non-external _tre_new_item
00000001802f4c74 (__TEXT,__text) external _tre_parse
000000018030fb3c (__TEXT,__text) non-external _tre_parse_bound
000000018030e144 (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180351518 (__TEXT,__text) non-external _tre_search_cnames
000000018030cfb4 (__TEXT,__text) non-external _tre_set_empty
000000018030cff0 (__TEXT,__text) non-external _tre_set_one
00000001802f88e4 (__TEXT,__text) non-external _tre_set_union
00000001802f90f8 (__TEXT,__text) external _tre_stack_destroy
00000001802f4be4 (__TEXT,__text) external _tre_stack_new
00000001802f67c0 (__TEXT,__text) external _tre_stack_num_objects
00000001802f68a8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00000001802f6d30 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00000001802f67d0 (__TEXT,__text) non-external _tre_stack_push
00000001802f67c8 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00000001802f6ab0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
000000018034f4fc (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001802f9348 (__TEXT,__text) external _tre_tnfa_run_parallel
0000000180347a8c (__TEXT,__text) non-external _trecurse
000000018030e0a0 (__TEXT,__text) external _tsearch
0000000180308f5c (__TEXT,__text) external _ttyname
00000001e6fa46e0 (__DATA,__bss) non-external _ttyname_init
00000001e6fa46e8 (__DATA,__bss) non-external _ttyname_key
00000001e6fa2d28 (__DATA,__data) non-external _ttyname_lock
0000000180309078 (__TEXT,__text) external _ttyname_r
000000018032f698 (__TEXT,__text) external _ttyslot
0000000180347a78 (__TEXT,__text) external _twalk
00000001802e54b4 (__TEXT,__text) non-external _typesequiv
00000001802e4400 (__TEXT,__text) non-external _tzload
00000001e8288558 (__DATA_DIRTY,__data) external _tzname
00000001802e4d70 (__TEXT,__text) non-external _tzparse
00000001802e8cfc (__TEXT,__text) external _tzset
0000000180342240 (__TEXT,__text) external _tzsetwall
00000001802e41d8 (__TEXT,__text) non-external _tzsetwall_basic
000000018032f6a0 (__TEXT,__text) external _ualarm
00000001e6fa2ee0 (__DATA,__data) non-external _uglue
000000018032f72c (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
000000018031da88 (__TEXT,__text) external _umaskx_np
00000001802f06c0 (__TEXT,__text) external _uname
0000000180356d4c (__TEXT,__const) non-external _unbound_variable_str
000000018031254c (__TEXT,__text) non-external _underflow
0000000180301524 (__TEXT,__text) external _ungetc
000000018033bf0c (__TEXT,__text) external _ungetwc
000000018033bf90 (__TEXT,__text) external _ungetwc_l
00000001e6fa4c10 (__DATA,__bss) non-external _union_arg_queue
00000001e6fa3e99 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00000001802ffbb0 (__TEXT,__text) external _unlockpt
00000001802e2cc0 (__TEXT,__text) external _unsetenv
000000018032f7c4 (__TEXT,__text) external _unvis
00000001803531f8 (__TEXT,__text) non-external _unvis.cold.1
0000000180353224 (__TEXT,__text) non-external _unvis.cold.2
00000001802f04f8 (__TEXT,__text) external _uselocale
00000001802ea43c (__TEXT,__text) external _usleep
000000018032ff50 (__TEXT,__text) external _usleep$NOCANCEL
00000001e82894a0 (__DATA_DIRTY,__bss) non-external _usual
00000001e82886d0 (__DATA_DIRTY,__bss) non-external _usual_extra
000000018032ffa0 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001e4d19810 (__DATA_CONST,__const) non-external _utmpx_types
000000018034d340 (__TEXT,__text) external _utmpxname
00000001802e3c98 (__TEXT,__text) external _uuid_clear
00000001802e8d54 (__TEXT,__text) external _uuid_compare
00000001802e2934 (__TEXT,__text) external _uuid_copy
00000001802eed58 (__TEXT,__text) external _uuid_generate
00000001802eb318 (__TEXT,__text) external _uuid_generate_random
000000018031d43c (__TEXT,__text) external _uuid_generate_time
00000001e6fa4558 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001e6fa4550 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001802eec28 (__TEXT,__text) external _uuid_is_null
00000001802e9e90 (__TEXT,__text) external _uuid_pack
00000001802e9aa8 (__TEXT,__text) external _uuid_parse
00000001802e8e24 (__TEXT,__text) external _uuid_unpack
00000001802eec50 (__TEXT,__text) external _uuid_unparse
00000001803044d4 (__TEXT,__text) external _uuid_unparse_lower
00000001802e9078 (__TEXT,__text) external _uuid_unparse_upper
00000001e4d19aa8 (__DATA_CONST,__const) non-external _validlist
00000001802deb54 (__TEXT,__text) external _vasprintf
00000001802ea420 (__TEXT,__text) external _vasprintf_l
000000018030b818 (__TEXT,__text) external _vasxprintf
000000018031cf84 (__TEXT,__text) external _vasxprintf_exec
00000001803095a4 (__TEXT,__text) external _vdprintf
0000000180309588 (__TEXT,__text) external _vdprintf_l
000000018031c830 (__TEXT,__text) external _vdxprintf
000000018031cfa0 (__TEXT,__text) external _vdxprintf_exec
0000000180352e50 (__TEXT,__text) external _verr
0000000180352d5c (__TEXT,__text) external _verrc
0000000180352ec8 (__TEXT,__text) external _verrx
000000018031d814 (__TEXT,__text) external _vfork
000000018030e9fc (__TEXT,__text) external _vfprintf
00000001802ee6f4 (__TEXT,__text) external _vfprintf_l
000000018033c678 (__TEXT,__text) external _vfscanf
000000018033c978 (__TEXT,__text) external _vfscanf_l
000000018033f4d4 (__TEXT,__text) external _vfwprintf
000000018033ca20 (__TEXT,__text) external _vfwprintf_l
000000018033fba0 (__TEXT,__text) external _vfwscanf
00000001803415c4 (__TEXT,__text) external _vfwscanf_l
000000018031c848 (__TEXT,__text) external _vfxprintf
000000018031cfbc (__TEXT,__text) external _vfxprintf_exec
000000018030e448 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00000001803093a4 (__TEXT,__text) external _vprintf
0000000180341664 (__TEXT,__text) external _vprintf_l
0000000180341680 (__TEXT,__text) external _vscanf
00000001803416fc (__TEXT,__text) external _vscanf_l
00000001802e2098 (__TEXT,__text) external _vsnprintf
00000001802e8cdc (__TEXT,__text) external _vsnprintf_l
00000001802e8ee4 (__TEXT,__text) external _vsprintf
00000001802e8f10 (__TEXT,__text) external _vsprintf_l
0000000180341780 (__TEXT,__text) external _vsscanf
00000001802e69d4 (__TEXT,__text) external _vsscanf_l
000000018034199c (__TEXT,__text) external _vswprintf
00000001803417ac (__TEXT,__text) external _vswprintf_l
0000000180341b8c (__TEXT,__text) external _vswscanf
00000001803419c8 (__TEXT,__text) external _vswscanf_l
000000018031c860 (__TEXT,__text) external _vsxprintf
000000018031cfd8 (__TEXT,__text) external _vsxprintf_exec
0000000180353090 (__TEXT,__text) external _vwarn
0000000180352fd0 (__TEXT,__text) external _vwarnc
000000018035312c (__TEXT,__text) external _vwarnx
0000000180341bb8 (__TEXT,__text) external _vwprintf
0000000180341bf0 (__TEXT,__text) external _vwprintf_l
0000000180341c0c (__TEXT,__text) external _vwscanf
0000000180341c44 (__TEXT,__text) external _vwscanf_l
000000018031c884 (__TEXT,__text) external _vxprintf
000000018031cffc (__TEXT,__text) external _vxprintf_exec
0000000180308298 (__TEXT,__text) external _wait
000000018033061c (__TEXT,__text) external _wait$NOCANCEL
0000000180330630 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180304bcc (__TEXT,__text) external _waitpid
0000000180330644 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180352f8c (__TEXT,__text) external _warn
00000001803530d4 (__TEXT,__text) external _warnc
0000000180353100 (__TEXT,__text) external _warnx
0000000180342e34 (__TEXT,__text) external _wcpcpy
0000000180342e54 (__TEXT,__text) external _wcpncpy
00000001803336fc (__TEXT,__text) external _wcrtomb
0000000180304378 (__TEXT,__text) external _wcrtomb_l
0000000180342f6c (__TEXT,__text) external _wcscasecmp
0000000180342ec4 (__TEXT,__text) external _wcscasecmp_l
0000000180342f90 (__TEXT,__text) external _wcscat
0000000180300e98 (__TEXT,__text) external _wcschr
0000000180342fb4 (__TEXT,__text) external _wcscmp
0000000180343584 (__TEXT,__text) external _wcscoll
0000000180342fdc (__TEXT,__text) external _wcscoll_l
00000001803435a8 (__TEXT,__text) external _wcscpy
0000000180344038 (__TEXT,__text) external _wcscspn
000000018034407c (__TEXT,__text) external _wcsdup
000000018033392c (__TEXT,__text) external _wcsftime
000000018033373c (__TEXT,__text) external _wcsftime_l
00000001803440d4 (__TEXT,__text) external _wcslcat
000000018034417c (__TEXT,__text) external _wcslcpy
00000001803008dc (__TEXT,__text) external _wcslen
000000018034429c (__TEXT,__text) external _wcsncasecmp
00000001803441dc (__TEXT,__text) external _wcsncasecmp_l
00000001803442c0 (__TEXT,__text) external _wcsncat
0000000180344310 (__TEXT,__text) external _wcsncmp
000000018034434c (__TEXT,__text) external _wcsncpy
00000001803443b4 (__TEXT,__text) external _wcsnlen
000000018033398c (__TEXT,__text) external _wcsnrtombs
0000000180333950 (__TEXT,__text) external _wcsnrtombs_l
00000001803443e4 (__TEXT,__text) external _wcspbrk
000000018034441c (__TEXT,__text) external _wcsrchr
0000000180333c04 (__TEXT,__text) external _wcsrtombs
0000000180333bbc (__TEXT,__text) external _wcsrtombs_l
0000000180344440 (__TEXT,__text) external _wcsspn
000000018034480c (__TEXT,__text) external _wcsstr
0000000180333ee8 (__TEXT,__text) external _wcstod
0000000180333cb4 (__TEXT,__text) external _wcstod_l
0000000180334140 (__TEXT,__text) external _wcstof
0000000180333f0c (__TEXT,__text) external _wcstof_l
00000001803343ac (__TEXT,__text) external _wcstoimax
0000000180334164 (__TEXT,__text) external _wcstoimax_l
0000000180344894 (__TEXT,__text) external _wcstok
0000000180334618 (__TEXT,__text) external _wcstol
00000001803343d0 (__TEXT,__text) external _wcstol_l
0000000180334870 (__TEXT,__text) external _wcstold
000000018033463c (__TEXT,__text) external _wcstold_l
0000000180334adc (__TEXT,__text) external _wcstoll
0000000180334894 (__TEXT,__text) external _wcstoll_l
0000000180334ba4 (__TEXT,__text) external _wcstombs
0000000180334b00 (__TEXT,__text) external _wcstombs_l
0000000180334e8c (__TEXT,__text) external _wcstoul
0000000180334c48 (__TEXT,__text) external _wcstoul_l
00000001803350f4 (__TEXT,__text) external _wcstoull
