00000001e438d34c (__TEXT,__text) external _ARMCompilationCallback
00000001e488e564 (__TEXT,__text) external _LLVMGetPointerAddressSpace
00000001e4171eb8 (__TEXT,__text) external _LLVMGetPointerToGlobal
00000001e4890a98 (__TEXT,__text) external _LLVMGetPreviousBasicBlock
00000001e4890290 (__TEXT,__text) external _LLVMGetPreviousFunction
00000001e488ff74 (__TEXT,__text) external _LLVMGetPreviousGlobal
00000001e4890cd0 (__TEXT,__text) external _LLVMGetPreviousInstruction
00000001e489078c (__TEXT,__text) external _LLVMGetPreviousParam
00000001e4a5ce40 (__TEXT,__text) external _LLVMGetRelocationAddress
00000001e4a5cebc (__TEXT,__text) external _LLVMGetRelocationOffset
00000001e4a5cf38 (__TEXT,__text) external _LLVMGetRelocationSymbol
00000001e4a5cf9c (__TEXT,__text) external _LLVMGetRelocationType
00000001e4a5d018 (__TEXT,__text) external _LLVMGetRelocationTypeName
00000001e4a5d0e4 (__TEXT,__text) external _LLVMGetRelocationValueString
00000001e4a5cb84 (__TEXT,__text) external _LLVMGetRelocations
00000001e488e2b0 (__TEXT,__text) external _LLVMGetReturnType
00000001e488fc10 (__TEXT,__text) external _LLVMGetSection
00000001e4a5ca98 (__TEXT,__text) external _LLVMGetSectionAddress
00000001e4a5cb0c (__TEXT,__text) external _LLVMGetSectionContainsSymbol
00000001e4a5ca24 (__TEXT,__text) external _LLVMGetSectionContents
00000001e4a5c93c (__TEXT,__text) external _LLVMGetSectionName
00000001e4a5c9b0 (__TEXT,__text) external _LLVMGetSectionSize
00000001e4a5c6fc (__TEXT,__text) external _LLVMGetSections
00000001e488e450 (__TEXT,__text) external _LLVMGetStructElementTypes
00000001e488e40c (__TEXT,__text) external _LLVMGetStructName
00000001e4891074 (__TEXT,__text) external _LLVMGetSwitchDefaultDest
00000001e4a5cce4 (__TEXT,__text) external _LLVMGetSymbolAddress
00000001e4a5cd58 (__TEXT,__text) external _LLVMGetSymbolFileOffset
00000001e4a5cc70 (__TEXT,__text) external _LLVMGetSymbolName
00000001e4a5cdcc (__TEXT,__text) external _LLVMGetSymbolSize
00000001e4a5c850 (__TEXT,__text) external _LLVMGetSymbols
00000001e488dbc4 (__TEXT,__text) external _LLVMGetTarget
00000001e485e3c0 (__TEXT,__text) external _LLVMGetTargetDescription
00000001e485e210 (__TEXT,__text) external _LLVMGetTargetFromName
00000001e485e298 (__TEXT,__text) external _LLVMGetTargetFromTriple
00000001e485e630 (__TEXT,__text) external _LLVMGetTargetMachineCPU
00000001e485e830 (__TEXT,__text) external _LLVMGetTargetMachineData
00000001e485e730 (__TEXT,__text) external _LLVMGetTargetMachineFeatureString
00000001e485e528 (__TEXT,__text) external _LLVMGetTargetMachineTarget
00000001e485e530 (__TEXT,__text) external _LLVMGetTargetMachineTriple
00000001e485e3b8 (__TEXT,__text) external _LLVMGetTargetName
00000001e489004c (__TEXT,__text) external _LLVMGetThreadLocalMode
00000001e488e4f8 (__TEXT,__text) external _LLVMGetTypeByName
00000001e488df64 (__TEXT,__text) external _LLVMGetTypeContext
00000001e488ded8 (__TEXT,__text) external _LLVMGetTypeKind
00000001e488f280 (__TEXT,__text) external _LLVMGetUndef
00000001e488f198 (__TEXT,__text) external _LLVMGetUsedValue
00000001e488f194 (__TEXT,__text) external _LLVMGetUser
00000001e488e5d8 (__TEXT,__text) external _LLVMGetValueName
00000001e488e570 (__TEXT,__text) external _LLVMGetVectorSize
00000001e488fd10 (__TEXT,__text) external _LLVMGetVisibility
00000001e4893a20 (__TEXT,__text) external _LLVMGetVolatile
00000001e488e178 (__TEXT,__text) external _LLVMHalfType
00000001e488e15c (__TEXT,__text) external _LLVMHalfTypeInContext
00000001e488e6f0 (__TEXT,__text) external _LLVMHasMetadata
00000001e42a32b8 (__TEXT,__text) external _LLVMInitializeARM64AsmParser
00000001e424c274 (__TEXT,__text) external _LLVMInitializeARM64AsmPrinter
00000001e4240db4 (__TEXT,__text) external _LLVMInitializeARM64Disassembler
00000001e42a09e8 (__TEXT,__text) external _LLVMInitializeARM64Target
00000001e42d20c8 (__TEXT,__text) external _LLVMInitializeARM64TargetInfo
00000001e42d0f54 (__TEXT,__text) external _LLVMInitializeARM64TargetMC
00000001e497c414 (__TEXT,__text) external _LLVMInitializeARMAsmParser
00000001e430a4d0 (__TEXT,__text) external _LLVMInitializeARMAsmPrinter
00000001e42e21b0 (__TEXT,__text) external _LLVMInitializeARMDisassembler
00000001e43a2970 (__TEXT,__text) external _LLVMInitializeARMTarget
00000001e49de534 (__TEXT,__text) external _LLVMInitializeARMTargetInfo
00000001e49dbf54 (__TEXT,__text) external _LLVMInitializeARMTargetMC
00000001e479f1ac (__TEXT,__text) external _LLVMInitializeAnalysis
00000001e44ff5b0 (__TEXT,__text) external _LLVMInitializeCodeGen
00000001e488d8c8 (__TEXT,__text) external _LLVMInitializeCore
00000001e4894fe4 (__TEXT,__text) external _LLVMInitializeFunctionPassManager
00000001e478b590 (__TEXT,__text) external _LLVMInitializeIPA
00000001e40cb804 (__TEXT,__text) external _LLVMInitializeIPO
00000001e46d7550 (__TEXT,__text) external _LLVMInitializeInstCombine
00000001e4088db8 (__TEXT,__text) external _LLVMInitializeInstrumentation
00000001e4171384 (__TEXT,__text) external _LLVMInitializeMCJITCompilerOptions
00000001e402f138 (__TEXT,__text) external _LLVMInitializeObjCARCOpts
00000001e46c3b18 (__TEXT,__text) external _LLVMInitializeScalarOpts
00000001e485ac08 (__TEXT,__text) external _LLVMInitializeTarget
00000001e477ff18 (__TEXT,__text) external _LLVMInitializeTransformUtils
00000001e40f5724 (__TEXT,__text) external _LLVMInitializeVectorization
00000001e4179320 (__TEXT,__text) external _LLVMInitializeX86AsmParser
00000001e418b564 (__TEXT,__text) external _LLVMInitializeX86AsmPrinter
00000001e41733bc (__TEXT,__text) external _LLVMInitializeX86Disassembler
00000001e42275c4 (__TEXT,__text) external _LLVMInitializeX86Target
00000001e423742c (__TEXT,__text) external _LLVMInitializeX86TargetInfo
00000001e422eda4 (__TEXT,__text) external _LLVMInitializeX86TargetMC
00000001e4890c00 (__TEXT,__text) external _LLVMInsertBasicBlock
00000001e4890b90 (__TEXT,__text) external _LLVMInsertBasicBlockInContext
00000001e4891284 (__TEXT,__text) external _LLVMInsertIntoBuilder
00000001e489130c (__TEXT,__text) external _LLVMInsertIntoBuilderWithName
00000001e4a94a50 (__TEXT,__text) external _LLVMInstallFatalErrorHandler
00000001e4890cf0 (__TEXT,__text) external _LLVMInstructionEraseFromParent
00000001e488e0a0 (__TEXT,__text) external _LLVMInt16Type
00000001e488e040 (__TEXT,__text) external _LLVMInt16TypeInContext
00000001e488e050 (__TEXT,__text) external _LLVMInt1Type
00000001e488e038 (__TEXT,__text) external _LLVMInt1TypeInContext
00000001e488e0c8 (__TEXT,__text) external _LLVMInt32Type
00000001e488e044 (__TEXT,__text) external _LLVMInt32TypeInContext
00000001e488e0f0 (__TEXT,__text) external _LLVMInt64Type
00000001e488e048 (__TEXT,__text) external _LLVMInt64TypeInContext
00000001e488e078 (__TEXT,__text) external _LLVMInt8Type
00000001e488e03c (__TEXT,__text) external _LLVMInt8TypeInContext
00000001e485affc (__TEXT,__text) external _LLVMIntPtrType
00000001e485b03c (__TEXT,__text) external _LLVMIntPtrTypeForAS
00000001e485b094 (__TEXT,__text) external _LLVMIntPtrTypeForASInContext
00000001e485b080 (__TEXT,__text) external _LLVMIntPtrTypeInContext
00000001e488e118 (__TEXT,__text) external _LLVMIntType
00000001e488e04c (__TEXT,__text) external _LLVMIntTypeInContext
00000001e488f044 (__TEXT,__text) external _LLVMIsAAddrSpaceCastInst
00000001e488f014 (__TEXT,__text) external _LLVMIsAAllocaInst
00000001e488e72c (__TEXT,__text) external _LLVMIsAArgument
00000001e488e740 (__TEXT,__text) external _LLVMIsABasicBlock
00000001e488e934 (__TEXT,__text) external _LLVMIsABinaryOperator
00000001e488f058 (__TEXT,__text) external _LLVMIsABitCastInst
00000001e488e7c4 (__TEXT,__text) external _LLVMIsABlockAddress
00000001e488ef3c (__TEXT,__text) external _LLVMIsABranchInst
00000001e488e950 (__TEXT,__text) external _LLVMIsACallInst
00000001e488f028 (__TEXT,__text) external _LLVMIsACastInst
00000001e488ee24 (__TEXT,__text) external _LLVMIsACmpInst
00000001e488e7ac (__TEXT,__text) external _LLVMIsAConstant
00000001e488e7d8 (__TEXT,__text) external _LLVMIsAConstantAggregateZero
00000001e488e7ec (__TEXT,__text) external _LLVMIsAConstantArray
00000001e488e818 (__TEXT,__text) external _LLVMIsAConstantDataArray
00000001e488e800 (__TEXT,__text) external _LLVMIsAConstantDataSequential
00000001e488e82c (__TEXT,__text) external _LLVMIsAConstantDataVector
00000001e488e840 (__TEXT,__text) external _LLVMIsAConstantExpr
00000001e488e854 (__TEXT,__text) external _LLVMIsAConstantFP
00000001e488e868 (__TEXT,__text) external _LLVMIsAConstantInt
00000001e488e87c (__TEXT,__text) external _LLVMIsAConstantPointerNull
00000001e488e890 (__TEXT,__text) external _LLVMIsAConstantStruct
00000001e488e8a4 (__TEXT,__text) external _LLVMIsAConstantVector
00000001e488eab0 (__TEXT,__text) external _LLVMIsADbgDeclareInst
00000001e488e9fc (__TEXT,__text) external _LLVMIsADbgInfoIntrinsic
00000001e488ee6c (__TEXT,__text) external _LLVMIsAExtractElementInst
00000001e488f148 (__TEXT,__text) external _LLVMIsAExtractValueInst
00000001e488ee44 (__TEXT,__text) external _LLVMIsAFCmpInst
00000001e488f06c (__TEXT,__text) external _LLVMIsAFPExtInst
00000001e488f080 (__TEXT,__text) external _LLVMIsAFPToSIInst
00000001e488f094 (__TEXT,__text) external _LLVMIsAFPToUIInst
00000001e488f0a8 (__TEXT,__text) external _LLVMIsAFPTruncInst
00000001e488e8d0 (__TEXT,__text) external _LLVMIsAFunction
00000001e488ee80 (__TEXT,__text) external _LLVMIsAGetElementPtrInst
00000001e488e8e4 (__TEXT,__text) external _LLVMIsAGlobalAlias
00000001e488e8b8 (__TEXT,__text) external _LLVMIsAGlobalValue
00000001e488e8f8 (__TEXT,__text) external _LLVMIsAGlobalVariable
00000001e488ee58 (__TEXT,__text) external _LLVMIsAICmpInst
00000001e488ef50 (__TEXT,__text) external _LLVMIsAIndirectBrInst
00000001e488e754 (__TEXT,__text) external _LLVMIsAInlineAsm
00000001e488ee94 (__TEXT,__text) external _LLVMIsAInsertElementInst
00000001e488eea8 (__TEXT,__text) external _LLVMIsAInsertValueInst
00000001e488e920 (__TEXT,__text) external _LLVMIsAInstruction
00000001e488f0bc (__TEXT,__text) external _LLVMIsAIntToPtrInst
00000001e488e964 (__TEXT,__text) external _LLVMIsAIntrinsicInst
00000001e488ef64 (__TEXT,__text) external _LLVMIsAInvokeInst
00000001e488eebc (__TEXT,__text) external _LLVMIsALandingPadInst
00000001e488f15c (__TEXT,__text) external _LLVMIsALoadInst
00000001e488e768 (__TEXT,__text) external _LLVMIsAMDNode
00000001e488e77c (__TEXT,__text) external _LLVMIsAMDString
00000001e488ec14 (__TEXT,__text) external _LLVMIsAMemCpyInst
00000001e488eb60 (__TEXT,__text) external _LLVMIsAMemIntrinsic
00000001e488ecc4 (__TEXT,__text) external _LLVMIsAMemMoveInst
00000001e488ed74 (__TEXT,__text) external _LLVMIsAMemSetInst
00000001e488eed0 (__TEXT,__text) external _LLVMIsAPHINode
00000001e488f0d0 (__TEXT,__text) external _LLVMIsAPtrToIntInst
00000001e488efb4 (__TEXT,__text) external _LLVMIsAResumeInst
00000001e488ef78 (__TEXT,__text) external _LLVMIsAReturnInst
00000001e488f0e4 (__TEXT,__text) external _LLVMIsASExtInst
00000001e488f0f8 (__TEXT,__text) external _LLVMIsASIToFPInst
00000001e488eee4 (__TEXT,__text) external _LLVMIsASelectInst
00000001e488eef8 (__TEXT,__text) external _LLVMIsAShuffleVectorInst
00000001e488ef0c (__TEXT,__text) external _LLVMIsAStoreInst
00000001e488ef8c (__TEXT,__text) external _LLVMIsASwitchInst
00000001e488ef20 (__TEXT,__text) external _LLVMIsATerminatorInst
00000001e488f10c (__TEXT,__text) external _LLVMIsATruncInst
00000001e488f120 (__TEXT,__text) external _LLVMIsAUIToFPInst
00000001e488efc8 (__TEXT,__text) external _LLVMIsAUnaryInstruction
00000001e488e90c (__TEXT,__text) external _LLVMIsAUndefValue
00000001e488efa0 (__TEXT,__text) external _LLVMIsAUnreachableInst
00000001e488e790 (__TEXT,__text) external _LLVMIsAUser
00000001e488f170 (__TEXT,__text) external _LLVMIsAVAArgInst
00000001e488f134 (__TEXT,__text) external _LLVMIsAZExtInst
00000001e488f284 (__TEXT,__text) external _LLVMIsConstant
00000001e488faac (__TEXT,__text) external _LLVMIsDeclaration
00000001e48900e8 (__TEXT,__text) external _LLVMIsExternallyInitialized
00000001e488e2a0 (__TEXT,__text) external _LLVMIsFunctionVarArg
00000001e4890024 (__TEXT,__text) external _LLVMIsGlobalConstant
00000001e4895074 (__TEXT,__text) external _LLVMIsMultithreaded
00000001e488f298 (__TEXT,__text) external _LLVMIsNull
00000001e488e4e8 (__TEXT,__text) external _LLVMIsOpaqueStruct
00000001e488e4dc (__TEXT,__text) external _LLVMIsPackedStruct
00000001e4a5cbec (__TEXT,__text) external _LLVMIsRelocationIteratorAtEnd
00000001e4a5c764 (__TEXT,__text) external _LLVMIsSectionIteratorAtEnd
00000001e4a5c8b8 (__TEXT,__text) external _LLVMIsSymbolIteratorAtEnd
00000001e4891044 (__TEXT,__text) external _LLVMIsTailCall
00000001e488fff8 (__TEXT,__text) external _LLVMIsThreadLocal
00000001e488f2d0 (__TEXT,__text) external _LLVMIsUndef
00000001e488e5a8 (__TEXT,__text) external _LLVMLabelType
00000001e488e57c (__TEXT,__text) external _LLVMLabelTypeInContext
00000001e415a814 (__TEXT,__text) external _LLVMLinkInJIT
00000001e4137bfc (__TEXT,__text) external _LLVMLinkInMCJIT
00000001e40ad140 (__TEXT,__text) external _LLVMLinkModules
00000001e4ace0dc (__TEXT,__text) external _LLVMLoadLibraryPermanently
00000001e488f334 (__TEXT,__text) external _LLVMMDNode
00000001e488f32c (__TEXT,__text) external _LLVMMDNodeInContext
00000001e488f2ec (__TEXT,__text) external _LLVMMDString
00000001e488f2e4 (__TEXT,__text) external _LLVMMDStringInContext
00000001e488d9d0 (__TEXT,__text) external _LLVMModuleCreateWithName
00000001e488da34 (__TEXT,__text) external _LLVMModuleCreateWithNameInContext
00000001e4890c84 (__TEXT,__text) external _LLVMMoveBasicBlockAfter
00000001e4890c80 (__TEXT,__text) external _LLVMMoveBasicBlockBefore
00000001e4a5c7e8 (__TEXT,__text) external _LLVMMoveToContainingSection
00000001e4a5cc44 (__TEXT,__text) external _LLVMMoveToNextRelocation
00000001e4a5c7bc (__TEXT,__text) external _LLVMMoveToNextSection
00000001e4a5c910 (__TEXT,__text) external _LLVMMoveToNextSymbol
00000001e485b194 (__TEXT,__text) external _LLVMOffsetOfElement
00000001e488e240 (__TEXT,__text) external _LLVMPPCFP128Type
00000001e488e170 (__TEXT,__text) external _LLVMPPCFP128TypeInContext
00000001e41211b4 (__TEXT,__text) external _LLVMParseBitcode
00000001e4121204 (__TEXT,__text) external _LLVMParseBitcodeInContext
00000001e4051b2c (__TEXT,__text) external _LLVMParseIRInContext
00000001e40d8e2c (__TEXT,__text) external _LLVMPassManagerBuilderCreate
00000001e40d8e8c (__TEXT,__text) external _LLVMPassManagerBuilderDispose
00000001e40d8f90 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateFunctionPassManager
00000001e40d8f98 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateLTOPassManager
00000001e40d8f94 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateModulePassManager
00000001e40d8f60 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableSimplifyLibCalls
00000001e40d8f40 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnitAtATime
00000001e40d8f50 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnrollLoops
00000001e40d8f30 (__TEXT,__text) external _LLVMPassManagerBuilderSetOptLevel
00000001e40d8f38 (__TEXT,__text) external _LLVMPassManagerBuilderSetSizeLevel
00000001e40d8f64 (__TEXT,__text) external _LLVMPassManagerBuilderUseInlinerWithThreshold
00000001e485ae4c (__TEXT,__text) external _LLVMPointerSize
00000001e485af1c (__TEXT,__text) external _LLVMPointerSizeForAS
00000001e488e548 (__TEXT,__text) external _LLVMPointerType
00000001e4891250 (__TEXT,__text) external _LLVMPositionBuilder
00000001e489126c (__TEXT,__text) external _LLVMPositionBuilderAtEnd
00000001e4891260 (__TEXT,__text) external _LLVMPositionBuilderBefore
00000001e485b158 (__TEXT,__text) external _LLVMPreferredAlignmentOfGlobal
00000001e485b154 (__TEXT,__text) external _LLVMPreferredAlignmentOfType
00000001e488dcc8 (__TEXT,__text) external _LLVMPrintModuleToFile
00000001e488ddbc (__TEXT,__text) external _LLVMPrintModuleToString
00000001e488df70 (__TEXT,__text) external _LLVMPrintTypeToString
00000001e488e620 (__TEXT,__text) external _LLVMPrintValueToString
00000001e4171e64 (__TEXT,__text) external _LLVMRecompileAndRelinkFunction
00000001e4890870 (__TEXT,__text) external _LLVMRemoveAttribute
00000001e4890c7c (__TEXT,__text) external _LLVMRemoveBasicBlockFromParent
00000001e48904b8 (__TEXT,__text) external _LLVMRemoveFunctionAttr
00000001e4890ea4 (__TEXT,__text) external _LLVMRemoveInstrAttribute
00000001e4171d70 (__TEXT,__text) external _LLVMRemoveModule
00000001e4171dc0 (__TEXT,__text) external _LLVMRemoveModuleProvider
00000001e488e6ec (__TEXT,__text) external _LLVMReplaceAllUsesWith
00000001e4a94a84 (__TEXT,__text) external _LLVMResetFatalErrorHandler
00000001e41719e0 (__TEXT,__text) external _LLVMRunFunction
00000001e417170c (__TEXT,__text) external _LLVMRunFunctionAsMain
00000001e4894ffc (__TEXT,__text) external _LLVMRunFunctionPassManager
00000001e4894fcc (__TEXT,__text) external _LLVMRunPassManager
00000001e41716bc (__TEXT,__text) external _LLVMRunStaticConstructors
00000001e41716e4 (__TEXT,__text) external _LLVMRunStaticDestructors
00000001e488fd8c (__TEXT,__text) external _LLVMSetAlignment
00000001e4891c34 (__TEXT,__text) external _LLVMSetCleanup
00000001e48913b4 (__TEXT,__text) external _LLVMSetCurrentDebugLocation
00000001e488dae0 (__TEXT,__text) external _LLVMSetDataLayout
00000001e48900f4 (__TEXT,__text) external _LLVMSetExternallyInitialized
00000001e48902fc (__TEXT,__text) external _LLVMSetFunctionCallConv
00000001e4890358 (__TEXT,__text) external _LLVMSetGC
00000001e4890030 (__TEXT,__text) external _LLVMSetGlobalConstant
00000001e488fff4 (__TEXT,__text) external _LLVMSetInitializer
00000001e4891410 (__TEXT,__text) external _LLVMSetInstDebugLocation
00000001e4890f74 (__TEXT,__text) external _LLVMSetInstrParamAlignment
00000001e4890d90 (__TEXT,__text) external _LLVMSetInstructionCallConv
00000001e488fadc (__TEXT,__text) external _LLVMSetLinkage
00000001e488e728 (__TEXT,__text) external _LLVMSetMetadata
00000001e488de88 (__TEXT,__text) external _LLVMSetModuleInlineAsm
00000001e488f1c8 (__TEXT,__text) external _LLVMSetOperand
00000001e4890938 (__TEXT,__text) external _LLVMSetParamAlignment
00000001e488fc2c (__TEXT,__text) external _LLVMSetSection
00000001e4891050 (__TEXT,__text) external _LLVMSetTailCall
00000001e488dbe0 (__TEXT,__text) external _LLVMSetTarget
00000001e485e854 (__TEXT,__text) external _LLVMSetTargetMachineAsmVerbosity
00000001e4890008 (__TEXT,__text) external _LLVMSetThreadLocal
00000001e4890058 (__TEXT,__text) external _LLVMSetThreadLocalMode
00000001e488e5dc (__TEXT,__text) external _LLVMSetValueName
00000001e488fd1c (__TEXT,__text) external _LLVMSetVisibility
00000001e4893a2c (__TEXT,__text) external _LLVMSetVolatile
00000001e488d918 (__TEXT,__text) external _LLVMShutdown
00000001e488f878 (__TEXT,__text) external _LLVMSizeOf
00000001e485b0a4 (__TEXT,__text) external _LLVMSizeOfTypeInBits
00000001e4895058 (__TEXT,__text) external _LLVMStartMultithreaded
00000001e4895070 (__TEXT,__text) external _LLVMStopMultithreaded
00000001e485b0e0 (__TEXT,__text) external _LLVMStoreSizeOfType
00000001e488e3c4 (__TEXT,__text) external _LLVMStructCreateNamed
00000001e488e438 (__TEXT,__text) external _LLVMStructSetBody
00000001e488e370 (__TEXT,__text) external _LLVMStructType
00000001e488e360 (__TEXT,__text) external _LLVMStructTypeInContext
00000001e485e3e0 (__TEXT,__text) external _LLVMTargetHasAsmBackend
