000000020ccd3d60 (__DATA,__data) non-external _.compoundliteral
00000001e1bffd74 (__TEXT,__text) external _ShGetNumActiveSubroutines
00000001e1bfeff8 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00000001e1bff9d4 (__TEXT,__text) external _ShGetNumActiveUniforms
00000001e1bfed08 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00000001e1bfe0d4 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00000001e1bfe918 (__TEXT,__text) external _ShGetPPStreamManager
00000001e1bfe928 (__TEXT,__text) external _ShGetShaderByteCode
00000001e1c00044 (__TEXT,__text) external _ShGetSubroutineIndex
00000001e1bfff14 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00000001e1bfec74 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00000001e1bff134 (__TEXT,__text) external _ShGetUniformBlockIndex
00000001e1bff530 (__TEXT,__text) external _ShGetUniformIndex
00000001e1bfe680 (__TEXT,__text) external _ShGetUniformLocation
00000001e1bfe3bc (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e1bfd220 (__TEXT,__text) external _ShInitialize
00000001e1c00714 (__TEXT,__text) external _ShInitializeLibrary
00000001e1bfd744 (__TEXT,__text) external _ShLink
00000001e1bfe850 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e1c00718 (__TEXT,__text) external _ShTerminateLibrary
00000001e1bfeaa4 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e1bf03a0 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e1c6c190 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e1c0d6e8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e1c6a5b8 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e1c68098 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e1c67f40 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e1c06918 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e1c05fac (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e1c06c88 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e1c06648 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e1c067f4 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e1c06b94 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e1be0fe4 (__TEXT,__text) non-external ___abort_calloc
00000001e1bb7428 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e1bb1518 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
0000000209f62bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f62c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f62d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f62d50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f62fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f63050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f63878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f63970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f639b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f63a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f63c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f65e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000209f65f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000002103dbe88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002103dbeb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000002103dc218 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000209f62c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
0000000209f63d68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
0000000209f63d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000002103dc3f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000002103dc428 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
0000000209f63da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000002103dc458 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
0000000209f65ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
0000000209f62c90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
0000000209f62ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000002103dc4a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000002103dc4d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
0000000209f62d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
0000000209f63dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103dc278 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103dc5a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000002103dc508 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
0000000209f65ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
0000000209f63de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
0000000209f65ee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000002103dc5d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
0000000209f63010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
0000000209f62c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
0000000209f63c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000002103dbee8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
0000000209f63030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
0000000209f62cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
0000000209f65f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000002103dc2a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
0000000209f62cd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
0000000209f63ca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
0000000209f62cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000002103dc2d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
0000000209f62d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
0000000209f63cc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000002103dbf18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
0000000209f63ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000002103dbfc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000002103dbf48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
0000000209f62c50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
0000000209f63d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000002103dc248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
0000000209f63d28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000002103dc308 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000002103dc338 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000002103dbff8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000002103dc368 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000002103dc398 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000002103dc028 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
0000000209f63a28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000002103dc058 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
0000000209f63d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000002103dc578 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
0000000209f63a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000002103dbf78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000002103dc088 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
0000000209f63990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000002103dc3c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000002103dbce8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dbd08 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dbe28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dbe68 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dbfa8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dc488 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dc608 (__AUTH_CONST,__const) non-external ___block_literal_global
00000002103dbd68 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000002103dbd88 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000002103dbe48 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000002103dc538 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000002103dc558 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000002103dbda8 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000002103dbd28 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000002103dbd48 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e1bdbb88 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e1beeca8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e1c59440 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e1bf2328 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e1bf227c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e1c06080 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e1c16f30 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e1c164cc (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e1c153c0 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e1c168a4 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e1c14d60 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e1c14e5c (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e1c1a010 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e1c16cf8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e1bfd198 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e1c16e08 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e1c16ed4 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e1c11dec (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e1c13300 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e1c15d6c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e1beecb8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e1c59490 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e1bf2338 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e1bf22cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e1c060e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e1bb9ae4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e1bf8174 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e1bdb654 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e1bdb668 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e1bdbb90 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e1bb10f0 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e1bb1244 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e1bb1210 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e1bb11a8 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e1bb11dc (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e1bb1250 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e1bf9410 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e1bf94b0 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e1bf2204 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e1bf2310 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e1c04650 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e1c04b64 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e1beebf0 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e1bdbfec (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e1c3ab8c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e1c3a9a8 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e1c3a9cc (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e1c3aa50 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e1c3aa7c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e1c3acc4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e1c3ace8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e1c3ad00 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e1c3ad0c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e1c3a618 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e1c3ab68 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e1bfa938 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e1bfa97c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001e1c3ac54 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001e1c3a5f4 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
00000001e1c3a3ec (__TEXT,__text) non-external ___glpSATypeIdentifier_block_invoke
00000001e1c3a570 (__TEXT,__text) non-external ___glpSAUndeterminedCall_block_invoke
00000001e1c3aa94 (__TEXT,__text) non-external ___glpSAVariableDeclaration_block_invoke
