00007ffa00dfbcb3 (__TEXT,__text) non-external -[OS_axr_data copy]
00007ffa00e75696 (__TEXT,__text) non-external (was a private external) __ZNK15TileDecoder_RLE20GetCompressionMethodEv
00007ffa00e9dc9e (__TEXT,__text) non-external (was a private external) __ZNK15TileDecoder_Zip19GetMinimumTileBytesEv
00007ffa00e9dcb2 (__TEXT,__text) non-external (was a private external) __ZNK15TileDecoder_Zip20GetCompressionMethodEv
00007ffa00e21e72 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e3a550 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e3b770 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A20GetCompressionMethodEv
00007ffa00e752ca (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips10DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e7564c (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips19GetMinimumTileBytesEv
00007ffa00e75658 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips20GetCompressionMethodEv
00007ffa00e863ba (__TEXT,__text) non-external (was a private external) __ZNK17AttributeListNode6EncodeEP13EncoderStream
00007ffa00e3bcc0 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2410DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e3bf38 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e6c088 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e6d652 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2420GetCompressionMethodEv
00007ffa00e82d52 (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription14GetChannelInfoEPKv
00007ffa00e3b7da (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription18GetLocationForTileEmmj
00007ffa00e826cc (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription5PrintEPcmPKv11axr_flags_t
00007ffa00e83262 (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription8CopyNameEPK7AXRDataPcm
00007ffa00e97426 (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression10DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e9744c (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e9d9ac (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e9db1a (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00007ffa00e9db2a (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression20GetCompressionMethodEv
00007ffa00e6d660 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e74c10 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e6d638 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00007ffa00e8f1cc (__TEXT,__text) non-external (was a private external) __ZNK4Part10GetChannelEm11axr_flags_t
00007ffa00e9fd89 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00ea0200 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00ea02e2 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00e88b8a (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00007ffa00e8a2ae (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00007ffa00e88ad8 (__TEXT,__text) non-external (was a private external) __ZNK4Part11GetPropertyEm11axr_flags_t
00007ffa00e9fde0 (__TEXT,__text) non-external __ZNK4Part11GetPropertyEm11axr_flags_t.cold.1
00007ffa00e88978 (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageInfoEPKv
00007ffa00e75c8c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageSizeEm11axr_flags_t
00007ffa00e9f6e5 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e9fc0e (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00ea0195 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00ea0277 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e88b1a (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetLayerInfoEm
00007ffa00e88a3c (__TEXT,__text) non-external (was a private external) __ZNK4Part14GetChannelInfoEPKvm11axr_flags_t
00007ffa00e88db8 (__TEXT,__text) non-external (was a private external) __ZNK4Part14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00007ffa00e8d0a6 (__TEXT,__text) non-external (was a private external) __ZNK4Part16CreateColorSpaceEPK11axr_decoderPv11axr_flags_tb
00007ffa00e88a70 (__TEXT,__text) non-external (was a private external) __ZNK4Part16GetImagePropertyEPKvm11axr_flags_t
00007ffa00e9db54 (__TEXT,__text) non-external (was a private external) __ZNK4Part8GetChunkEPKvmmPm
00007ffa00e8f012 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10GetChannelEmm11axr_flags_t
00007ffa00ea0145 (__TEXT,__text) non-external __ZNK7AXRData10GetChannelEmm11axr_flags_t.cold.1
00007ffa00e838d4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00007ffa00e9f75a (__TEXT,__text) non-external __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t.cold.1
00007ffa00e83958 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00007ffa00e9f7fa (__TEXT,__text) non-external __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t.cold.1
00007ffa00e83916 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00007ffa00e9f7aa (__TEXT,__text) non-external __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t.cold.1
00007ffa00e8354e (__TEXT,__text) non-external (was a private external) __ZNK7AXRData16DebugDescriptionEPcm
00007ffa00e8ebf4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb
00007ffa00e9fff5 (__TEXT,__text) non-external __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb.cold.1
00007ffa00e83740 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7GetHashEv
00007ffa00e8372e (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7IsEqualEPKS_
                 (undefined) external __ZSt9terminatev (from libc++)
00007ffa400abbc8 (__DATA_CONST,__const) non-external (was a private external) __ZTI10Compressor
00007ffa400abe50 (__DATA_CONST,__const) non-external (was a private external) __ZTI11TileDecoder
00007ffa400aa9a8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11axr_error_t
00007ffa400aa968 (__DATA_CONST,__const) non-external (was a private external) __ZTI13EncoderBuffer
00007ffa400ab9c8 (__DATA_CONST,__const) non-external (was a private external) __ZTI13EncoderStream
00007ffa400abbd8 (__DATA_CONST,__const) non-external (was a private external) __ZTI13RowCompressor
00007ffa400abc38 (__DATA_CONST,__const) non-external (was a private external) __ZTI13ZipCompressor
00007ffa400aace0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_B44
00007ffa400ab470 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_PIZ
00007ffa400ab2b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_RLE
00007ffa400abed8 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_Zip
00007ffa400aad58 (__DATA_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_B44A
00007ffa400ab238 (__DATA_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_Zips
00007ffa400aafe0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17TileDecoder_PXR24
00007ffa400aa928 (__DATA_CONST,__const) non-external (was a private external) __ZTI18EncoderBufferCache
00007ffa400abe60 (__DATA_CONST,__const) non-external (was a private external) __ZTI25TileDecoder_NoCompression
00007ffa400ab1c0 (__DATA_CONST,__const) non-external (was a private external) __ZTI30TileDecoder_ScanlineCompressed
00007ffa400ab870 (__DATA_CONST,__const) non-external (was a private external) __ZTI7AXRData
00007ffa400aa918 (__DATA_CONST,__const) non-external (was a private external) __ZTI8Retained
00007ffa00ec25d1 (__TEXT,__const) non-external (was a private external) __ZTS10Compressor
00007ffa00ec2afc (__TEXT,__const) non-external (was a private external) __ZTS11TileDecoder
00007ffa00ea05af (__TEXT,__const) non-external (was a private external) __ZTS11axr_error_t
00007ffa00ea059f (__TEXT,__const) non-external (was a private external) __ZTS13EncoderBuffer
00007ffa00ec221c (__TEXT,__const) non-external (was a private external) __ZTS13EncoderStream
00007ffa00ec25c1 (__TEXT,__const) non-external (was a private external) __ZTS13RowCompressor
00007ffa00ec25de (__TEXT,__const) non-external (was a private external) __ZTS13ZipCompressor
00007ffa00ec0af0 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_B44
00007ffa00ec1f60 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_PIZ
00007ffa00ec1524 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_RLE
00007ffa00ec2b0a (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_Zip
00007ffa00ec0b02 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_B44A
00007ffa00ec1511 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_Zips
00007ffa00ec14a0 (__TEXT,__const) non-external (was a private external) __ZTS17TileDecoder_PXR24
00007ffa00ea0580 (__TEXT,__const) non-external (was a private external) __ZTS18EncoderBufferCache
00007ffa00ec2ae0 (__TEXT,__const) non-external (was a private external) __ZTS25TileDecoder_NoCompression
00007ffa00ec14f0 (__TEXT,__const) non-external (was a private external) __ZTS30TileDecoder_ScanlineCompressed
00007ffa00ec204c (__TEXT,__const) non-external (was a private external) __ZTS7AXRData
00007ffa00ea0595 (__TEXT,__const) non-external (was a private external) __ZTS8Retained
00007ffa400abc50 (__DATA_CONST,__const) non-external (was a private external) __ZTV11TileDecoder
00007ffa400aa940 (__DATA_CONST,__const) non-external (was a private external) __ZTV13EncoderBuffer
00007ffa400ab9a0 (__DATA_CONST,__const) non-external (was a private external) __ZTV13EncoderStream
00007ffa400abb80 (__DATA_CONST,__const) non-external (was a private external) __ZTV13RowCompressor
00007ffa400abbf0 (__DATA_CONST,__const) non-external (was a private external) __ZTV13ZipCompressor
00007ffa400aac80 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_B44
00007ffa400ab410 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_PIZ
00007ffa400ab250 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_RLE
00007ffa400abe78 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_Zip
00007ffa400aacf8 (__DATA_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_B44A
00007ffa400ab1d8 (__DATA_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_Zips
00007ffa400aaf80 (__DATA_CONST,__const) non-external (was a private external) __ZTV17TileDecoder_PXR24
00007ffa400aa8f0 (__DATA_CONST,__const) non-external (was a private external) __ZTV18EncoderBufferCache
00007ffa400abdf0 (__DATA_CONST,__const) non-external (was a private external) __ZTV25TileDecoder_NoCompression
00007ffa400ab160 (__DATA_CONST,__const) non-external (was a private external) __ZTV30TileDecoder_ScanlineCompressed
00007ffa400ab850 (__DATA_CONST,__const) non-external (was a private external) __ZTV7AXRData
00007ffa400aa980 (__DATA_CONST,__const) non-external (was a private external) __ZTV8Retained
                 (undefined) external __ZTVN10__cxxabiv116__enum_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
00007ffa41bf4050 (__DATA,__bss) non-external __ZZ19AXRCreateColorSpaceE22CGFunctionsInitialized
00007ffa00ec22b0 (__TEXT,__const) non-external __ZZ23axr_decoder_create_rgbaE12kColorModels
00007ffa400ab900 (__DATA_CONST,__const) non-external __ZZ24GetEXRNameForChannelTypeE20kDefaultChannelNames
00007ffa400ab980 (__DATA_CONST,__const) non-external __ZZL19CreateRGBColorSpaceDv4_fS_fPK14__CFDictionary11axr_flags_tE10colorNames
00007ffa00ec22a0 (__TEXT,__const) non-external __ZZL21CalculatePXR24RowSizeRKN18ChannelDescription30ChannelDescriptionLocationInfoEjjj10axr_type_tE9kTypeSize
00007ffa00ec2160 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00007ffa00ec2260 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00007ffa00ec2120 (__TEXT,__const) non-external __ZZN11EncoderPart16CreateColorSpaceE11axr_flags_tPK14__CFDictionarybE16kChannelTypeMask
00007ffa400ab6d0 (__DATA_CONST,__const) non-external __ZZN18ChannelDescription20ConfigureChannelTypeEPKcmRP5LayerE10kColorList
00007ffa400abb00 (__DATA_CONST,__const) non-external __ZZN4Part11InitOffsetsEPKvmRm11axr_flags_tE13kRowSizeProcs
00007ffa400abcb0 (__DATA_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read2
00007ffa400abcf0 (__DATA_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read4
00007ffa400abb40 (__DATA_CONST,__const) non-external __ZZNK13RowCompressor8ReadDataER15CompressionInfoE8FuncList
00007ffa400aa9c0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aaa00 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aab00 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE9funcTable
00007ffa400ab2d0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400ab310 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aab20 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aab60 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aac60 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00007ffa400aad70 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aadd0 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aaf50 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00007ffa400ab000 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400ab040 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400ab140 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ffa00e83f90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa00e83fb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa00e83500 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___truncdfhf2 (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_object_alloc (from libSystem)
                 (undefined) external __os_object_dealloc (from libSystem)
00007ffa00e82690 (__TEXT,__text) external _axr_channel_type_get_name
00007ffa00e824d7 (__TEXT,__text) external _axr_compression_get_name
00007ffa400ab530 (__DATA_CONST,__const) non-external _axr_compression_get_name.kCompressionMethodNames
00007ffa00dfb9da (__TEXT,__text) external _axr_data_create
00007ffa00e839ac (__TEXT,__text) external _axr_data_get_channel_count
00007ffa00e9f84a (__TEXT,__text) non-external _axr_data_get_channel_count.cold.1
00007ffa00e839ec (__TEXT,__text) external _axr_data_get_channel_info
00007ffa00e9f89a (__TEXT,__text) non-external _axr_data_get_channel_info.cold.1
00007ffa00e9f8d7 (__TEXT,__text) non-external _axr_data_get_channel_info.cold.2
00007ffa00e83bf4 (__TEXT,__text) external _axr_data_get_layer_count
00007ffa00e9fa91 (__TEXT,__text) non-external _axr_data_get_layer_count.cold.1
00007ffa00e83c37 (__TEXT,__text) external _axr_data_get_layer_info
00007ffa00e9fae1 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.1
00007ffa00e9fb1e (__TEXT,__text) non-external _axr_data_get_layer_info.cold.2
00007ffa00e83cae (__TEXT,__text) external _axr_data_get_level_count
00007ffa00e9fb6e (__TEXT,__text) non-external _axr_data_get_level_count.cold.1
00007ffa00e83cf8 (__TEXT,__text) external _axr_data_get_level_size
00007ffa00e9fbbe (__TEXT,__text) non-external _axr_data_get_level_size.cold.1
00007ffa00e8399a (__TEXT,__text) external _axr_data_get_part_count
00007ffa00e83aa5 (__TEXT,__text) external _axr_data_get_part_info
00007ffa00e9f927 (__TEXT,__text) non-external _axr_data_get_part_info.cold.1
00007ffa00e9f964 (__TEXT,__text) non-external _axr_data_get_part_info.cold.2
00007ffa00e83b75 (__TEXT,__text) external _axr_data_get_property
00007ffa00e9fa04 (__TEXT,__text) non-external _axr_data_get_property.cold.1
00007ffa00e9fa41 (__TEXT,__text) non-external _axr_data_get_property.cold.2
00007ffa00e83b31 (__TEXT,__text) external _axr_data_get_property_count
00007ffa00e9f9b4 (__TEXT,__text) non-external _axr_data_get_property_count.cold.1
00007ffa00e8e833 (__TEXT,__text) external _axr_decoder_append_channel
00007ffa00e9ff05 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.1
00007ffa00e9ff55 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.2
00007ffa00e8eb0d (__TEXT,__text) external _axr_decoder_append_constant_value_channel
00007ffa00e8e7fe (__TEXT,__text) external _axr_decoder_clear_channel_list
00007ffa00e8ddc2 (__TEXT,__text) external _axr_decoder_copy
00007ffa00e8de72 (__TEXT,__text) external _axr_decoder_create
00007ffa00e9fe42 (__TEXT,__text) non-external _axr_decoder_create.cold.1
00007ffa00e9fea5 (__TEXT,__text) non-external _axr_decoder_create.cold.2
00007ffa00e8eb69 (__TEXT,__text) external _axr_decoder_create_colorspace
00007ffa00e8dfa3 (__TEXT,__text) external _axr_decoder_create_rgba
00007ffa00e8ec3a (__TEXT,__text) external _axr_decoder_create_rgba_colorspace
00007ffa00e8eb60 (__TEXT,__text) external _axr_decoder_get_channel_count
00007ffa00e8ee42 (__TEXT,__text) external _axr_decoder_get_channel_info
00007ffa00ea0095 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.1
00007ffa00ea00e5 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.2
00007ffa00e8f053 (__TEXT,__text) external _axr_decoder_get_data
00007ffa00e8ed5d (__TEXT,__text) external _axr_decoder_get_info
00007ffa00ea0045 (__TEXT,__text) non-external _axr_decoder_get_info.cold.1
00007ffa00e83d5b (__TEXT,__text) external _axr_decoder_read_pixels
00007ffa00e83f05 (__TEXT,__text) external _axr_decoder_read_planes
00007ffa00e83e34 (__TEXT,__text) external _axr_decoder_read_rgba_pixels
00007ffa00e8e97d (__TEXT,__text) external _axr_decoder_set_subregion
00007ffa00e9ffa5 (__TEXT,__text) non-external _axr_decoder_set_subregion.cold.1
00007ffa00e8ed1b (__TEXT,__text) external _axr_decoder_translate_channel_index
00007ffa00e882d5 (__TEXT,__text) external _axr_encoder_append_part
00007ffa00e9fd35 (__TEXT,__text) non-external _axr_encoder_append_part.cold.1
00007ffa00e88372 (__TEXT,__text) external _axr_encoder_compress
00007ffa00e8829b (__TEXT,__text) external _axr_encoder_create
00007ffa00e823bd (__TEXT,__text) external _axr_error_get_name
00007ffa400ab490 (__DATA_CONST,__const) non-external _axr_error_get_name.kErrorNames
00007ffa00e823df (__TEXT,__text) external _axr_flags_get_name
00007ffa400ab510 (__DATA_CONST,__const) non-external _axr_flags_get_name.kFlagNames
00007ffa00e82590 (__TEXT,__text) external _axr_get_version
00007ffa41bf4048 (__DATA,__bss) non-external _axr_get_version.version
00007ffa00e832f0 (__TEXT,__text) external _axr_introspect_data
00007ffa00e91213 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_data_is_as_big_as_claimed
00007ffa00e911eb (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_exists_and_nonnull
00007ffa00e911fe (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_header_is_as_big_as_claimed
00007ffa00e82570 (__TEXT,__text) external _axr_level_mode_get_name
00007ffa400ab5b0 (__DATA_CONST,__const) non-external _axr_level_mode_get_name.kLevelMode
00007ffa00e826b0 (__TEXT,__text) external _axr_line_order_get_name
00007ffa400ab6b0 (__DATA_CONST,__const) non-external _axr_line_order_get_name.kLineOrderNames
00007ffa00e84262 (__TEXT,__text) external _axr_part_append_attribute
00007ffa00e846d8 (__TEXT,__text) external _axr_part_append_channels
00007ffa00e84651 (__TEXT,__text) external _axr_part_create_colorspace
00007ffa00e83fe0 (__TEXT,__text) external _axr_part_get_rip_level_counts
00007ffa00e849f9 (__TEXT,__text) external _axr_part_get_tile_size
00007ffa00e83ff8 (__TEXT,__text) external _axr_part_set_chromaticities
00007ffa00e9fc82 (__TEXT,__text) non-external _axr_part_set_chromaticities.cold.1
00007ffa00e84154 (__TEXT,__text) external _axr_part_set_preview
00007ffa00e82517 (__TEXT,__text) external _axr_property_flags_get_name
00007ffa00e824f7 (__TEXT,__text) external _axr_type_get_name
00007ffa00e82554 (__TEXT,__text) external _axr_type_get_size
                 (undefined) external _calloc (from libSystem)
00007ffa41bf4098 (__DATA,__common) non-external (was a private external) _cfArrayCreate
00007ffa41bf40a0 (__DATA,__common) non-external (was a private external) _cfDataCreate
00007ffa41bf4088 (__DATA,__common) non-external (was a private external) _cfDictionaryAddValue
00007ffa41bf40a8 (__DATA,__common) non-external (was a private external) _cfDictionaryCreate
00007ffa41bf4080 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutable
00007ffa41bf40b0 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutableCopy
00007ffa41bf40b8 (__DATA,__common) non-external (was a private external) _cfDictionaryGetCount
00007ffa41bf4070 (__DATA,__common) non-external (was a private external) _cfDictionaryGetTypeID
00007ffa41bf4068 (__DATA,__common) non-external (was a private external) _cfGetTypeID
00007ffa41bf4090 (__DATA,__common) non-external (was a private external) _cfNumberCreate
00007ffa41bf4078 (__DATA,__common) non-external (was a private external) _cfRelease
00007ffa41bf40d0 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithColorSyncProfile
00007ffa41bf40c8 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithName
00007ffa41bf4108 (__DATA,__common) non-external (was a private external) _colorsyncMakeProfile
00007ffa41bf4118 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateMutableCopy
00007ffa41bf4110 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateWithName
00007ffa41bf4128 (__DATA,__common) non-external (was a private external) _colorsyncProfileRemoveTag
00007ffa41bf4130 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetDescriptionTag
00007ffa41bf4120 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetTag
                 (undefined) external _compress (from libz)
                 (undefined) external _compressBound (from libz)
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
00007ffa41bf4140 (__DATA,__common) non-external (was a private external) _kDefaultAXRLogFlags
00007ffa400ab590 (__DATA_CONST,__const) non-external _kPropertiesFlagsNames
00007ffa400ab570 (__DATA_CONST,__const) non-external _kSampleTypeNames
00007ffa41bf40c0 (__DATA,__common) non-external (was a private external) _kcfBooleanTrue
00007ffa41bf40f0 (__DATA,__common) non-external (was a private external) _kcfDictionaryKeyCallBacks
00007ffa41bf40f8 (__DATA,__common) non-external (was a private external) _kcfDictionaryValueCallBacks
00007ffa41bf4100 (__DATA,__common) non-external (was a private external) _kcfTypeArrayCallBacks
00007ffa41bf40e8 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearGray
00007ffa41bf40d8 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00007ffa41bf40e0 (__DATA,__common) non-external (was a private external) _kcgColorSpaceGenericXYZ
00007ffa41bf4138 (__DATA,__common) non-external (was a private external) _kcolorsyncGenericXYZProfile
